time/episodes,rollout/success_rate,time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates,train/ent_coef_loss,train/ent_coef
7810,1.0,12889,5.57,4,52045,-0.4064292,0.001,0.17082780599594116,1.5909979993011802e-05,51944,-0.8061164617538452,0.0032551633194088936
7820,1.0,12902,5.54,4,52099,-0.40095054,0.001,0.16695719957351685,2.1956115233479068e-05,51998,0.4633653163909912,0.003280115080997348
7830,1.0,12915,5.48,4,52152,-0.39076432000000005,0.001,0.16162100434303284,3.812863724306226e-05,52051,0.019564688205718994,0.0032898676581680775
7840,1.0,12930,5.56,4,52211,-0.39927232999999984,0.001,0.14647114276885986,2.0470663002924994e-05,52110,0.22644847631454468,0.0032891961745917797
7850,1.0,12944,5.58,4,52268,-0.3980822499999999,0.001,0.1750148981809616,2.6612757210386917e-05,52167,1.8891572952270508,0.003269527805969119
7860,1.0,12958,5.62,4,52324,-0.40197725999999995,0.001,0.15470406413078308,1.8408929463475943e-05,52223,0.010251998901367188,0.003289630636572838
7870,1.0,12972,5.65,4,52379,-0.40757254000000004,0.001,0.1557563841342926,1.5863417502259836e-05,52278,-0.5348436832427979,0.0033041408751159906
7880,1.0,12987,5.67,4,52438,-0.41130823,0.001,0.16349872946739197,2.119417149515357e-05,52337,1.2274363040924072,0.0032773041166365147
7890,1.0,13000,5.59,4,52490,-0.40450604999999995,0.001,0.1534821093082428,1.6298468835884705e-05,52389,1.0242104530334473,0.0032782561611384153
7900,1.0,13013,5.55,4,52545,-0.40116522000000004,0.001,0.17134156823158264,1.4076683328312356e-05,52444,1.0493569374084473,0.003287565428763628
7910,1.0,13027,5.56,4,52601,-0.41191540000000004,0.001,0.14840878546237946,1.5115586393221747e-05,52500,-0.8932237029075623,0.0033301778603345156
7920,1.0,13041,5.56,4,52655,-0.41252104999999994,0.001,0.14427901804447174,1.7093840142479166e-05,52554,-0.839713454246521,0.00332455663010478
7930,1.0,13056,5.63,4,52715,-0.4199423299999999,0.001,0.14075900614261627,1.699178210401442e-05,52614,-0.05067893862724304,0.003292838577181101
7940,1.0,13071,5.64,4,52775,-0.42033241999999993,0.001,0.16734863817691803,1.8531760360929184e-05,52674,-0.016615748405456543,0.0032879668287932873
7950,1.0,13085,5.62,4,52830,-0.41403977000000003,0.001,0.14994841814041138,1.4672932593384758e-05,52729,-0.07300010323524475,0.0032979045063257217
7960,1.0,13099,5.62,4,52886,-0.40737835999999994,0.001,0.16107967495918274,1.6986949049169198e-05,52785,-0.7666040658950806,0.003310424042865634
7970,1.0,13111,5.58,4,52937,-0.40419308,0.001,0.166341632604599,1.6898229660000652e-05,52836,0.9288644194602966,0.003300512908026576
7980,1.0,13124,5.5,4,52988,-0.39401474000000003,0.001,0.15189941227436066,1.2772245099768043e-05,52887,1.4608619213104248,0.0032977252267301083
7990,1.0,13137,5.5,4,53040,-0.40087375000000003,0.001,0.1500435322523117,1.7943817510968074e-05,52939,-0.9781817197799683,0.00331437261775136
8000,1.0,13150,5.48,4,53093,-0.39842043999999993,0.001,0.16037264466285706,2.0588493498507887e-05,52992,1.6108009815216064,0.0032708141952753067
8010,1.0,13164,5.47,4,53148,-0.39313165999999994,0.001,0.16582843661308289,2.031915937550366e-05,53047,0.6303585171699524,0.003281713929027319
8020,1.0,13178,5.48,4,53203,-0.39058974,0.001,0.14781197905540466,1.5769201127113774e-05,53102,-0.5421643257141113,0.0032702807802706957
8030,1.0,13193,5.47,4,53262,-0.38992050000000006,0.001,0.17510421574115753,2.006556314881891e-05,53161,2.50398588180542,0.0032363450154662132
8040,1.0,13205,5.36,4,53311,-0.3776034599999999,0.001,0.16695758700370789,2.924132058979012e-05,53210,1.4755693674087524,0.0032477430067956448
8050,1.0,13218,5.36,4,53366,-0.3805106000000001,0.001,0.15563207864761353,1.8889921193476766e-05,53265,-0.11933448910713196,0.0032989848405122757
8060,1.0,13233,5.39,4,53425,-0.38444766999999996,0.001,0.14945942163467407,3.10749419440981e-05,53324,-1.161360263824463,0.0032697415444999933
8070,1.0,13248,5.47,4,53484,-0.3888232,0.001,0.1375497579574585,2.4645556550240144e-05,53383,-0.24140799045562744,0.0032876296900212765
8080,1.0,13263,5.58,4,53546,-0.40512728000000003,0.001,0.15765589475631714,3.5774293792201206e-05,53445,1.0054409503936768,0.003268246538937092
8090,1.0,13277,5.59,4,53599,-0.39978043999999996,0.001,0.1436505913734436,2.0613766537280753e-05,53498,0.28566232323646545,0.0032608865294605494
8100,1.0,13292,5.67,4,53660,-0.40596354999999995,0.001,0.14465850591659546,2.387976746831555e-05,53559,0.06241507828235626,0.0032599768601357937
8110,1.0,13307,5.73,4,53721,-0.40649546999999997,0.001,0.15356948971748352,3.078379813814536e-05,53620,-0.0033835619688034058,0.003282427554950118
8120,1.0,13322,5.76,4,53779,-0.4125708400000001,0.001,0.1492609679698944,1.7443508113501593e-05,53678,0.8940865397453308,0.003215393051505089
8130,1.0,13336,5.74,4,53836,-0.40963009,0.001,0.1626678705215454,1.2970485840924084e-05,53735,1.0461212396621704,0.003237965749576688
8140,1.0,13350,5.81,4,53892,-0.42221753,0.001,0.15616348385810852,1.9084185623796657e-05,53791,0.48409831523895264,0.0032702339813113213
8150,1.0,13365,5.86,4,53952,-0.4294366300000001,0.001,0.1611117422580719,1.814852475945372e-05,53851,0.5666835308074951,0.00326448492705822
8160,1.0,13380,5.86,4,54011,-0.43393770000000004,0.001,0.15443676710128784,2.6697527573560365e-05,53910,0.06904000788927078,0.003251283662393689
8170,1.0,13394,5.83,4,54067,-0.43511310000000003,0.001,0.1592561900615692,1.5079513104865327e-05,53966,-0.03552454710006714,0.0032489062286913395
8180,1.0,13407,5.76,4,54122,-0.42287888999999995,0.001,0.17098656296730042,2.65483176917769e-05,54021,-0.20449542999267578,0.0032289198134094477
8190,1.0,13420,5.74,4,54173,-0.42334174,0.001,0.17101223766803741,2.690551627893001e-05,54072,0.5525767803192139,0.0032508433796465397
8200,1.0,13434,5.7,4,54230,-0.42602078,0.001,0.14450781047344208,2.745113306446001e-05,54129,0.1955401599407196,0.003237709403038025
8210,1.0,13449,5.67,4,54288,-0.43112917999999995,0.001,0.15425390005111694,3.964805728173815e-05,54187,0.023519620299339294,0.003247603541240096
8220,1.0,13463,5.68,4,54347,-0.4321677799999999,0.001,0.15394896268844604,1.4918807210051455e-05,54246,1.9283244609832764,0.0032555186189711094
8230,1.0,13477,5.68,4,54404,-0.44051857,0.001,0.14738506078720093,1.9498722394928336e-05,54303,-1.1434006690979004,0.0032878711353987455
8240,1.0,13490,5.63,4,54455,-0.4276854,0.001,0.15024243295192719,2.2045118384994566e-05,54354,-1.356248378753662,0.003291868371888995
8250,1.0,13504,5.58,4,54510,-0.4207698899999998,0.001,0.15357449650764465,1.4484134226222523e-05,54409,-0.24326902627944946,0.0032726535573601723
8260,1.0,13518,5.57,4,54568,-0.42124539,0.001,0.15255984663963318,2.076143937301822e-05,54467,-0.008903205394744873,0.003260847646743059
8270,1.0,13532,5.56,4,54623,-0.41734692999999995,0.001,0.15634170174598694,1.844677717599552e-05,54522,-0.2156655192375183,0.0032565093133598566
8280,1.0,13545,5.53,4,54675,-0.41487985,0.001,0.1502060890197754,2.2507043468067423e-05,54574,0.11303406953811646,0.003275273134931922
8290,1.0,13558,5.57,4,54730,-0.42350560000000004,0.001,0.14953631162643433,2.794877036649268e-05,54629,-0.4853895902633667,0.003224909771233797
8300,1.0,13574,5.62,4,54792,-0.42497037,0.001,0.15210120379924774,1.789445013855584e-05,54691,0.3312695026397705,0.0032484910916537046
8310,1.0,13588,5.61,4,54849,-0.41571309999999995,0.001,0.15863686800003052,1.6174146367120557e-05,54748,0.06012830138206482,0.0032297975849360228
8320,1.0,13602,5.58,4,54905,-0.40786323,0.001,0.15521132946014404,1.4371581528394017e-05,54804,-1.9794890880584717,0.003246942302212119
8330,1.0,13617,5.59,4,54963,-0.40152534999999995,0.001,0.15179643034934998,4.987389547750354e-05,54862,0.617672324180603,0.003263795515522361
8340,1.0,13630,5.6,4,55015,-0.40568874,0.001,0.17044681310653687,2.7811736799776554e-05,54914,0.0019608139991760254,0.003230598522350192
8350,1.0,13643,5.57,4,55067,-0.4047983399999999,0.001,0.14223438501358032,3.583447323762812e-05,54966,0.4377105236053467,0.003245847998186946
8360,1.0,13655,5.5,4,55118,-0.3941373399999999,0.001,0.16255947947502136,1.589490238984581e-05,55017,0.28980234265327454,0.003232828341424465
8370,1.0,13669,5.51,4,55174,-0.39727643000000007,0.001,0.151828333735466,1.9144394173054025e-05,55073,-0.5057188272476196,0.0032142798881977797
8380,1.0,13683,5.53,4,55228,-0.40082551,0.001,0.17233958840370178,4.301847729948349e-05,55127,-1.3521857261657715,0.0032471870072185993
8390,1.0,13696,5.52,4,55282,-0.39579316,0.001,0.15054261684417725,2.694661816349253e-05,55181,-0.25506502389907837,0.003277429146692157
8400,1.0,13709,5.4,4,55332,-0.38347524,0.001,0.1434187889099121,1.8203401850769296e-05,55231,-0.6471647024154663,0.003293863730505109
8410,1.0,13722,5.34,4,55383,-0.38339483,0.001,0.15962250530719757,1.8177945094066672e-05,55282,0.35806605219841003,0.003268567379564047
8420,1.0,13737,5.38,4,55443,-0.39151893,0.001,0.164005845785141,1.4331975762615912e-05,55342,1.102184534072876,0.003279314376413822
8430,1.0,13750,5.35,4,55498,-0.39010169,0.001,0.1516081690788269,1.2030715879518539e-05,55397,0.032664954662323,0.0032747250515967607
8440,1.0,13765,5.44,4,55559,-0.39975508,0.001,0.1733073741197586,1.4710583855048753e-05,55458,0.07727861404418945,0.003286333754658699
8450,1.0,13780,5.51,4,55618,-0.4050532899999999,0.001,0.16501076519489288,2.795100590446964e-05,55517,0.45726242661476135,0.0032303750049322844
8460,1.0,13794,5.56,4,55674,-0.41529912,0.001,0.14269965887069702,2.6396519388072193e-05,55573,-0.11478301882743835,0.003229317022487521
8470,1.0,13809,5.6,4,55734,-0.41454052999999996,0.001,0.15309318900108337,1.4918342458258849e-05,55633,0.025844082236289978,0.0032328609377145767
8480,1.0,13824,5.66,4,55794,-0.41957769,0.001,0.17342302203178406,1.3764221876044758e-05,55693,0.38577091693878174,0.0032393434084951878
8490,1.0,13838,5.68,4,55850,-0.41962893,0.001,0.1740620732307434,2.3109709218260832e-05,55749,-0.05613529682159424,0.0032643978483974934
8500,1.0,13852,5.74,4,55906,-0.42557229999999996,0.001,0.1483667492866516,2.566775401646737e-05,55805,0.728703498840332,0.003246123669669032
8510,1.0,13866,5.8,4,55963,-0.42532471999999993,0.001,0.15235820412635803,2.3438598873326555e-05,55862,0.5097213387489319,0.0032617978285998106
8520,1.0,13880,5.75,4,56018,-0.42487461000000004,0.001,0.15848085284233093,1.8049195205094293e-05,55917,0.35938116908073425,0.003258674405515194
8530,1.0,13895,5.79,4,56077,-0.42966492999999994,0.001,0.15500745177268982,3.016721166204661e-05,55976,-1.1377936601638794,0.0032780903857201338
8540,1.0,13908,5.73,4,56132,-0.42122766000000006,0.001,0.16822382807731628,4.59605289506726e-05,56031,0.6316801309585571,0.003277274314314127
8550,1.0,13922,5.7,4,56188,-0.42000968000000005,0.001,0.1749660074710846,2.6133604478673078e-05,56087,0.3232022523880005,0.0032636274117976427
8560,1.0,13935,5.66,4,56240,-0.41220046,0.001,0.1583271324634552,1.7251244571525604e-05,56139,0.555673360824585,0.0032609254121780396
8570,1.0,13950,5.63,4,56297,-0.41500627,0.001,0.15959805250167847,3.163785004289821e-05,56196,-0.3870662748813629,0.0032576476223766804
8580,1.0,13962,5.53,4,56347,-0.40348702000000003,0.001,0.1495806872844696,2.73557125183288e-05,56246,-0.2753407061100006,0.0032525022979825735
8590,1.0,13976,5.51,4,56401,-0.4056516,0.001,0.16450369358062744,1.5096286006155424e-05,56300,1.2826721668243408,0.0032413967419415712
8600,1.0,13989,5.5,4,56456,-0.40024437,0.001,0.14226126670837402,2.25319126911927e-05,56355,1.1583304405212402,0.0032541498076170683
8610,1.0,14004,5.51,4,56514,-0.40281793999999993,0.001,0.14592671394348145,2.845569179044105e-05,56413,0.5590479373931885,0.0032245717011392117
8620,1.0,14019,5.57,4,56575,-0.40462764999999995,0.001,0.1582343578338623,1.427174993295921e-05,56474,-0.4464837908744812,0.0032201248686760664
8630,1.0,14032,5.5,4,56627,-0.40004261,0.001,0.17149779200553894,1.3149318874638993e-05,56526,-0.24725474417209625,0.0032339708413928747
8640,1.0,14045,5.48,4,56680,-0.3971170999999999,0.001,0.17043477296829224,1.9638260710053146e-05,56579,-0.33348608016967773,0.003245544619858265
8650,1.0,14058,5.42,4,56730,-0.38754228999999996,0.001,0.16544081270694733,2.0788271285709925e-05,56629,0.23800404369831085,0.003225537482649088
8660,1.0,14071,5.46,4,56786,-0.38948967,0.001,0.1703997254371643,1.8639508198248222e-05,56685,-0.4143383800983429,0.00325597682967782
8670,1.0,14084,5.4,4,56837,-0.38532694,0.001,0.16562850773334503,1.3943858903076034e-05,56736,-0.6951738595962524,0.0032434251625090837
8680,1.0,14098,5.46,4,56893,-0.39217368,0.001,0.16558139026165009,1.4078268577577546e-05,56792,0.06775865703821182,0.0032534548081457615
8690,1.0,14112,5.47,4,56948,-0.39121398999999996,0.001,0.14679701626300812,1.8510165318730287e-05,56847,0.24447527527809143,0.003265929874032736
8700,1.0,14126,5.49,4,57005,-0.4019215099999998,0.001,0.1601215898990631,1.2100808817194775e-05,56904,-0.12600697576999664,0.003247068030759692
8710,1.0,14141,5.51,4,57065,-0.41213072000000006,0.001,0.1416698843240738,2.1552517864620313e-05,56964,-0.5309426188468933,0.003243769984692335
8720,1.0,14155,5.46,4,57121,-0.40955758,0.001,0.15877142548561096,1.240855453943368e-05,57020,0.6570226550102234,0.003253215691074729
8730,1.0,14169,5.51,4,57178,-0.40753604000000004,0.001,0.16070851683616638,2.573288293206133e-05,57077,-0.8022525310516357,0.003256493713706732
8740,1.0,14184,5.58,4,57238,-0.42166798000000005,0.001,0.1464400589466095,1.8491311493562534e-05,57137,-0.025331437587738037,0.003192960750311613
8750,1.0,14198,5.64,4,57294,-0.42920463000000003,0.001,0.1577019989490509,2.3317061277339235e-05,57193,0.6406080722808838,0.003194703022018075
8760,1.0,14212,5.65,4,57351,-0.4391852599999999,0.001,0.14679980278015137,1.3132432286511175e-05,57250,0.5464783906936646,0.0032231449149549007
8770,1.0,14225,5.67,4,57404,-0.43804351,0.001,0.1485992670059204,1.7178359485114925e-05,57303,0.21727240085601807,0.003238462843000889
8780,1.0,14239,5.65,4,57458,-0.43728521,0.001,0.16058805584907532,1.2012876140943263e-05,57357,-1.2001417875289917,0.003249501343816519
8790,1.0,14252,5.63,4,57511,-0.4333523,0.001,0.15993323922157288,2.4891935026971623e-05,57410,0.9414752125740051,0.003248827066272497
8800,1.0,14265,5.59,4,57564,-0.4226045,0.001,0.14696276187896729,9.265504195354879e-05,57463,0.7587114572525024,0.0032341342885047197
8810,1.0,14278,5.51,4,57616,-0.4101081,0.001,0.14019425213336945,3.526044747559354e-05,57515,0.750649631023407,0.003203469794243574
8820,1.0,14291,5.48,4,57669,-0.4029541200000001,0.001,0.1316874921321869,2.232063161500264e-05,57568,0.16191178560256958,0.003217167453840375
8830,1.0,14307,5.53,4,57731,-0.40644954,0.001,0.16321399807929993,2.341601430089213e-05,57630,-0.2501884698867798,0.003228250192478299
8840,1.0,14321,5.49,4,57787,-0.3982818700000001,0.001,0.1560174971818924,1.941934897331521e-05,57686,-0.10287123918533325,0.0031936157029122114
8850,1.0,14335,5.5,4,57844,-0.40466938999999996,0.001,0.16026736795902252,4.355861165095121e-05,57743,1.2123583555221558,0.003228870453312993
8860,1.0,14349,5.5,4,57901,-0.39670815,0.001,0.13958778977394104,3.440794534981251e-05,57800,0.13338923454284668,0.003237468656152487
8870,1.0,14363,5.53,4,57957,-0.40317716000000003,0.001,0.16408704221248627,1.4561070202034898e-05,57856,-1.2927658557891846,0.0032464440446347
8880,1.0,14377,5.54,4,58012,-0.40557418,0.001,0.1562187373638153,1.4705720786878373e-05,57911,1.1142686605453491,0.0032221537549048662
8890,1.0,14390,5.55,4,58066,-0.40678601000000003,0.001,0.16569392383098602,1.5967918443493545e-05,57965,0.4159644544124603,0.003230632282793522
8900,1.0,14403,5.54,4,58118,-0.40788079000000005,0.001,0.16635580360889435,2.1328643924789503e-05,58017,-0.4075751006603241,0.003231410402804613
8910,1.0,14417,5.58,4,58174,-0.41342488000000005,0.001,0.1776047945022583,2.293656871188432e-05,58073,-1.3706134557724,0.003231983631849289
8920,1.0,14431,5.62,4,58231,-0.41989066999999997,0.001,0.15301409363746643,1.7797476175474003e-05,58130,-0.9364752769470215,0.0032155003864318132
8930,1.0,14446,5.6,4,58291,-0.41920069000000004,0.001,0.16713976860046387,1.2437082659744192e-05,58190,0.6197316646575928,0.0032151921186596155
8940,1.0,14461,5.62,4,58349,-0.41784645000000004,0.001,0.14492416381835938,1.3313734598341398e-05,58248,-0.32049205899238586,0.0032363294158130884
8950,1.0,14475,5.61,4,58405,-0.41467538,0.001,0.15403854846954346,1.7181526345666498e-05,58304,0.24823524057865143,0.0032333633862435818
8960,1.0,14489,5.61,4,58462,-0.41529307000000004,0.001,0.16347205638885498,2.463801865815185e-05,58361,0.40921884775161743,0.003218072699382901
8970,1.0,14503,5.61,4,58518,-0.41087733,0.001,0.17409108579158783,1.5676774637540802e-05,58417,0.65495765209198,0.0032211337238550186
8980,1.0,14515,5.56,4,58568,-0.4026428099999999,0.001,0.1507243812084198,1.2945397429575678e-05,58467,-0.811384916305542,0.003223105100914836
8990,1.0,14530,5.59,4,58625,-0.40608417,0.001,0.16164635121822357,1.2712243915302679e-05,58524,0.027459263801574707,0.003224156564101577
9000,1.0,14544,5.66,4,58684,-0.4078273899999999,0.001,0.1445799618959427,1.9026492736884393e-05,58583,-0.15980738401412964,0.0032163066789507866
9010,1.0,14557,5.59,4,58733,-0.40078569999999997,0.001,0.15008032321929932,2.8491940611274913e-05,58632,0.18933425843715668,0.003233380150049925
9020,1.0,14570,5.54,4,58785,-0.39331754,0.001,0.15632614493370056,1.605850957275834e-05,58684,0.31224024295806885,0.003227389883249998
9030,1.0,14581,5.41,4,58832,-0.38385979,0.001,0.15372292697429657,1.758553844410926e-05,58731,1.0966544151306152,0.0032163928262889385
9040,1.0,14595,5.37,4,58886,-0.38078671,0.001,0.14090314507484436,3.0788767617195845e-05,58785,0.42900338768959045,0.0032103145495057106
9050,1.0,14609,5.4,4,58945,-0.38304915000000006,0.001,0.15754777193069458,2.094894807669334e-05,58844,0.671513557434082,0.0032182750292122364
9060,1.0,14623,5.38,4,59000,-0.38180847000000007,0.001,0.13683176040649414,1.2059752407367341e-05,58899,-0.1778697818517685,0.003232981078326702
9070,1.0,14638,5.43,4,59061,-0.38589349999999994,0.001,0.16019053757190704,1.31696369862766e-05,58960,1.580040693283081,0.0031960788182914257
9080,1.0,14652,5.47,4,59115,-0.3953570100000001,0.001,0.15247774124145508,1.3747896446147934e-05,59014,0.15662133693695068,0.003217584453523159
9090,1.0,14666,5.48,4,59173,-0.39490586,0.001,0.156210795044899,2.1248511984595098e-05,59072,0.5690072178840637,0.0032196827232837677
9100,1.0,14680,5.44,4,59228,-0.39472875,0.001,0.15159966051578522,1.4864453078189399e-05,59127,0.30332350730895996,0.0032368202228099108
9110,1.0,14694,5.52,4,59285,-0.3994967,0.001,0.1543988287448883,2.1106970962136984e-05,59184,-0.21944071352481842,0.003228692105039954
9120,1.0,14708,5.54,4,59339,-0.4016737299999999,0.001,0.14226868748664856,2.0395347746671177e-05,59238,-1.0999295711517334,0.0032356767915189266
9130,1.0,14721,5.62,4,59394,-0.41122173000000006,0.001,0.15874242782592773,1.1667327271425165e-05,59293,0.17041504383087158,0.003231442766264081
9140,1.0,14736,5.68,4,59454,-0.41577788,0.001,0.13757845759391785,1.4170223039400298e-05,59353,-0.8103516101837158,0.0032378470059484243
9150,1.0,14752,5.7,4,59515,-0.4123360100000001,0.001,0.16234014928340912,1.5585064829792827e-05,59414,0.23593541979789734,0.003203894477337599
9160,1.0,14765,5.67,4,59567,-0.41127515,0.001,0.15217041969299316,1.3597678844234906e-05,59466,-0.29256173968315125,0.0032043515238910913
9170,1.0,14779,5.62,4,59623,-0.40749206,0.001,0.15129686892032623,3.4848228096961975e-05,59522,0.27154484391212463,0.0032136780209839344
9180,1.0,14793,5.67,4,59682,-0.4035927900000001,0.001,0.15692175924777985,3.323685814393684e-05,59581,-0.009054124355316162,0.0032096945215016603
9190,1.0,14808,5.68,4,59741,-0.40405810000000003,0.001,0.17154456675052643,2.065762600977905e-05,59640,-0.08926331996917725,0.0032095154747366905
9200,1.0,14821,5.66,4,59794,-0.39701712000000006,0.001,0.16406691074371338,2.7163168851984665e-05,59693,0.40106257796287537,0.0032168591860681772
9210,1.0,14838,5.75,4,59860,-0.40056801,0.001,0.15083426237106323,4.7105404519243166e-05,59759,-0.058230914175510406,0.003237155033275485
9220,1.0,14852,5.77,4,59916,-0.40287529000000005,0.001,0.16503092646598816,1.6022942872950807e-05,59815,-0.19185109436511993,0.0032202766742557287
9230,1.0,14867,5.82,4,59976,-0.40809682,0.001,0.1680697500705719,2.5914678190019913e-05,59875,-0.19881632924079895,0.0032069010194391012
9240,1.0,14881,5.79,4,60033,-0.40866612999999996,0.001,0.17655406892299652,1.3661653611052316e-05,59932,0.011656701564788818,0.003242236329242587
9250,1.0,14895,5.75,4,60090,-0.40735281,0.001,0.16045540571212769,1.7264475900446996e-05,59989,0.25703904032707214,0.003230429021641612
9260,1.0,14908,5.74,4,60141,-0.40708803000000005,0.001,0.1596992313861847,2.7736363335861824e-05,60040,-0.3279533386230469,0.003247753717005253
9270,1.0,14921,5.72,4,60195,-0.40466369999999996,0.001,0.1298409402370453,1.3940612916485406e-05,60094,-0.5173784494400024,0.003223072737455368
9280,1.0,14934,5.63,4,60245,-0.39925076000000004,0.001,0.14737266302108765,1.4914727216819301e-05,60144,0.47566577792167664,0.0032240503933280706
9290,1.0,14947,5.57,4,60298,-0.39384169,0.001,0.15776103734970093,2.4024853701121174e-05,60197,0.7915622591972351,0.0032139457762241364
9300,1.0,14960,5.57,4,60351,-0.39582443999999994,0.001,0.16840019822120667,2.3943885025801137e-05,60250,0.10778531432151794,0.003209806280210614
9310,1.0,14975,5.51,4,60411,-0.39562115,0.001,0.17748352885246277,1.491251532570459e-05,60310,1.102311372756958,0.003205251647159457
9320,1.0,14990,5.52,4,60468,-0.39833161999999994,0.001,0.16793429851531982,2.9690732844755985e-05,60367,0.7452793121337891,0.0032115913927555084
9330,1.0,15004,5.51,4,60527,-0.39406412000000013,0.001,0.15802055597305298,3.276784991612658e-05,60426,-0.5078238248825073,0.0032142417039722204
9340,1.0,15018,5.48,4,60581,-0.39105425,0.001,0.14880332350730896,2.1948328139842488e-05,60480,0.5687832236289978,0.0032176568638533354
9350,1.0,15031,5.43,4,60633,-0.38271141999999997,0.001,0.17216405272483826,2.7942876840825193e-05,60532,0.46781352162361145,0.003211577655747533
9360,1.0,15046,5.53,4,60694,-0.3831366,0.001,0.16235730051994324,3.740278771147132e-05,60593,-0.5392278432846069,0.0032126528676599264
9370,1.0,15061,5.58,4,60753,-0.3859070499999999,0.001,0.1517266035079956,2.5696688680909574e-05,60652,-1.1748073101043701,0.0032115529756993055
9380,1.0,15075,5.64,4,60809,-0.39360345,0.001,0.1593053638935089,1.3333868992049247e-05,60708,-0.3514377474784851,0.003193233162164688
9390,1.0,15088,5.63,4,60861,-0.39310698,0.001,0.16242198646068573,3.794458098127507e-05,60760,0.9166120290756226,0.0031961703207343817
9400,1.0,15102,5.68,4,60919,-0.4015351499999999,0.001,0.1718413531780243,2.3363021682598628e-05,60818,1.1544373035430908,0.0032040243968367577
9410,1.0,15118,5.71,4,60982,-0.40284996000000006,0.001,0.16254612803459167,1.1236783393542282e-05,60881,-0.552748441696167,0.0032396181486546993
9420,1.0,15131,5.67,4,61035,-0.4007446,0.001,0.1499786227941513,1.3776667401543818e-05,60934,0.5600500106811523,0.0032172687351703644
9430,1.0,15145,5.63,4,61090,-0.39595941,0.001,0.16855265200138092,1.7506317817606032e-05,60989,1.4085699319839478,0.0032016802579164505
9440,1.0,15159,5.68,4,61149,-0.40137562000000004,0.001,0.16679400205612183,1.531765519757755e-05,61048,0.8581673502922058,0.0032052085734903812
9450,1.0,15172,5.68,4,61201,-0.40589954,0.001,0.15060195326805115,1.345228884019889e-05,61100,-2.13381290435791,0.0032136470545083284
9460,1.0,15185,5.59,4,61253,-0.40616264,0.001,0.15602949261665344,1.656578024267219e-05,61152,-0.283547967672348,0.0032105089630931616
9470,1.0,15199,5.54,4,61307,-0.40536569,0.001,0.15991321206092834,1.703820271359291e-05,61206,-0.4329206943511963,0.003206410212442279
9480,1.0,15212,5.51,4,61360,-0.40225393000000004,0.001,0.1501425951719284,1.7584181478014216e-05,61259,1.2953355312347412,0.003208504058420658
9490,1.0,15226,5.53,4,61414,-0.39946516000000004,0.001,0.1370880901813507,2.600338848424144e-05,61313,0.3597140908241272,0.0032088346779346466
9500,1.0,15240,5.54,4,61473,-0.4014499000000001,0.001,0.15418481826782227,2.960652818728704e-05,61372,-0.039928138256073,0.0032189181074500084
9510,1.0,15254,5.47,4,61529,-0.39760552000000005,0.001,0.1884753555059433,2.5442754122195765e-05,61428,1.14133620262146,0.0032576180528849363
9520,1.0,15266,5.41,4,61576,-0.39016691000000003,0.001,0.13854552805423737,2.0610834326362237e-05,61475,-0.10661149024963379,0.003230806440114975
9530,1.0,15280,5.43,4,61633,-0.39463510999999996,0.001,0.17100781202316284,1.6653195416438393e-05,61532,-0.6202042102813721,0.0032184654846787453
9540,1.0,15296,5.46,4,61695,-0.3996217,0.001,0.1531471163034439,1.0556779670878313e-05,61594,0.007581770420074463,0.0031980546191334724
9550,1.0,15310,5.5,4,61751,-0.40120570000000005,0.001,0.1694982498884201,1.8192284187534824e-05,61650,-0.7360345125198364,0.003205995773896575
9560,1.0,15325,5.58,4,61811,-0.40759472,0.001,0.15670686960220337,1.7106114682974294e-05,61710,-0.24695523083209991,0.0032096807844936848
9570,1.0,15338,5.59,4,61866,-0.41057204000000014,0.001,0.15722356736660004,1.5310797607526183e-05,61765,-1.8966906070709229,0.003202617634087801
9580,1.0,15352,5.61,4,61921,-0.41491065,0.001,0.15287847816944122,2.0610976207535714e-05,61820,-0.6601407527923584,0.0032089080195873976
9590,1.0,15366,5.63,4,61977,-0.41947123999999997,0.001,0.15630945563316345,1.2660062566283159e-05,61876,-0.8407002091407776,0.0032075478229671717
9600,1.0,15380,5.6,4,62033,-0.41995196,0.001,0.15229961276054382,8.469001841149293e-06,61932,0.4976997971534729,0.003182741114869714
9610,1.0,15394,5.6,4,62089,-0.41688617,0.001,0.15772834420204163,1.3107910490361974e-05,61988,0.9323758482933044,0.0031818521674722433
9620,1.0,15408,5.67,4,62143,-0.4217518100000001,0.001,0.15655657649040222,1.6566402337048203e-05,62042,1.7049140930175781,0.003167048329487443
9630,1.0,15422,5.69,4,62202,-0.42715931999999995,0.001,0.1810169816017151,1.6249705367954448e-05,62101,-0.7853823900222778,0.003179693827405572
9640,1.0,15438,5.68,4,62263,-0.4260542400000001,0.001,0.16108743846416473,1.8161852494813502e-05,62162,0.1814865618944168,0.0032079534139484167
9650,1.0,15453,5.73,4,62324,-0.43752465000000007,0.001,0.14927130937576294,2.695490184123628e-05,62223,-1.1202532052993774,0.003206454450264573
9660,1.0,15468,5.72,4,62383,-0.43655275000000004,0.001,0.1560632884502411,1.1257166079303715e-05,62282,0.666187584400177,0.0032198408152908087
