rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/success_rate,time/episodes,train/learning_rate,train/critic_loss,train/actor_loss,train/n_updates
-0.5519967600000001,4,737,3575,6.79,0.05,540,0.001,0.001049867575056851,0.24179757634798685,3476
-0.54281311,4,752,3643,6.82,0.07,550,0.001,0.0011322571663185954,0.2534629628062248,3544
-0.5399012600000002,4,766,3710,6.87,0.08,560,0.001,0.0015684897412679025,0.24416404962539673,3611
-0.5357586200000001,4,780,3777,6.88,0.09,570,0.001,0.0015592455602018163,0.2598821222782135,3678
-0.53417034,4,795,3849,6.92,0.09,580,0.001,0.0011684453597159258,0.2585192397236824,3750
-0.53441441,4,809,3916,6.93,0.09,590,0.001,0.0009301350385482822,0.26084570089975995,3819
-0.53226496,4,824,3987,6.95,0.07,600,0.001,0.0013187456424930133,0.2564770057797432,3888
-0.5261702300000002,4,838,4055,6.92,0.09,610,0.001,0.0014795579565023737,0.26358530670404434,3956
-0.5144313000000001,4,852,4120,6.84,0.11,620,0.001,0.0016993923345580697,0.2647512952486674,4021
-0.50852995,4,867,4191,6.84,0.11,630,0.001,0.0010842675442940422,0.2752118706703186,4092
-0.50636085,4,881,4261,6.86,0.1,640,0.001,0.0018204476883901016,0.2765205502510071,4162
-0.50491393,4,896,4329,6.86,0.1,650,0.001,0.0012993656564503908,0.2752254232764244,4232
-0.50784329,4,911,4399,6.89,0.1,660,0.001,0.001504158867256982,0.2838164046406746,4300
-0.51184867,4,926,4471,6.94,0.09,670,0.001,0.0017053659040746944,0.2954152449965477,4372
-0.51235924,4,940,4539,6.9,0.11,680,0.001,0.0016354689640658243,0.2948676869273186,4440
-0.5084641400000001,4,954,4604,6.88,0.1,690,0.001,0.0017112492517169034,0.29070701201756793,4505
-0.5098314000000002,4,969,4675,6.88,0.1,700,0.001,0.0013392938666843943,0.29464853554964066,4576
-0.51099537,4,983,4741,6.86,0.1,710,0.001,0.0018054073443636298,0.29255589842796326,4641
-0.5167228500000001,4,997,4810,6.9,0.09,720,0.001,0.001856795379093715,0.3144629970192909,4714
-0.5187371,4,1011,4878,6.87,0.1,730,0.001,0.002322266942688397,0.3175592025121053,4779
-0.5244660299999999,4,1026,4947,6.86,0.11,740,0.001,0.0016202462471223303,0.3096879795193672,4848
-0.52552449,4,1041,5018,6.89,0.09,750,0.001,0.0021899434006107704,0.33003966013590497,4919
-0.5261556500000001,4,1055,5086,6.87,0.09,760,0.001,0.0017477871588198468,0.3211081102490425,4987
-0.52852437,4,1069,5155,6.84,0.1,770,0.001,0.0026121267583221197,0.32861824333667755,5056
-0.52456395,4,1084,5226,6.87,0.08,780,0.001,0.001600223476998508,0.32985012729962665,5127
-0.5240278600000001,4,1098,5293,6.89,0.08,790,0.001,0.002220163753788386,0.3417753378550212,5197
-0.52386449,4,1113,5364,6.89,0.08,800,0.001,0.0020493753088106003,0.34071389585733414,5264
-0.52414753,4,1128,5433,6.92,0.07,810,0.001,0.0032005184662661384,0.34536512941122055,5334
-0.5285481799999999,4,1142,5500,6.9,0.07,820,0.001,0.0015356861320989473,0.34509604175885517,5401
-0.5298942300000001,4,1156,5569,6.91,0.06,830,0.001,0.002685750718228519,0.338646799325943,5470
-0.5222688299999999,4,1170,5635,6.88,0.07,840,0.001,0.0018336216120847634,0.3643713817000389,5536
-0.5256546299999999,4,1184,5704,6.86,0.08,850,0.001,0.00464735827408731,0.37009763717651367,5605
-0.5205988699999999,4,1198,5769,6.83,0.08,860,0.001,0.005474827578291297,0.36169524987538654,5670
-0.51755006,4,1212,5838,6.83,0.07,870,0.001,0.0023797083413228393,0.3835555911064148,5739
-0.5190435099999999,4,1227,5908,6.82,0.08,880,0.001,0.0028290268528508022,0.356043741106987,5810
-0.5247624900000001,4,1241,5975,6.82,0.09,890,0.001,0.0023186197171786,0.3688259571790695,5876
-0.52649313,4,1256,6046,6.82,0.09,900,0.001,0.0024293539214081,0.3824841280778249,5947
-0.52581158,4,1270,6111,6.78,0.11,910,0.001,0.004009236115962267,0.37275002896785736,6012
-0.51840575,4,1284,6177,6.77,0.11,920,0.001,0.0038517253124155104,0.37629900872707367,6077
-0.51777944,4,1299,6247,6.78,0.11,930,0.001,0.0037988685736698763,0.36986446380615234,6148
-0.5195400500000001,4,1313,6313,6.78,0.11,940,0.001,0.003196622577628919,0.3955782577395439,6214
-0.51657227,4,1327,6381,6.77,0.11,950,0.001,0.0023620916181243956,0.3785245567560196,6282
-0.5237018,4,1341,6448,6.79,0.1,960,0.001,0.0036889560287818313,0.3830845256646474,6349
-0.52033507,4,1354,6511,6.73,0.13,970,0.001,0.004148105492017099,0.38914857308069867,6415
-0.51987136,4,1368,6578,6.7,0.14,980,0.001,0.0036881964853299515,0.4015202522277832,6479
-0.5181955699999999,4,1382,6645,6.7,0.13,990,0.001,0.003758376031847937,0.40694404393434525,6546
-0.5096991,4,1396,6708,6.62,0.14,1000,0.001,0.0030496701531644377,0.41471242904663086,6609
-0.5060277999999999,4,1410,6775,6.64,0.12,1010,0.001,0.007140732054332537,0.40939946472644806,6676
-0.5138792799999999,4,1424,6844,6.67,0.12,1020,0.001,0.005191420703860266,0.404930979013443,6745
-0.51128405,4,1439,6915,6.68,0.12,1030,0.001,0.0036114545572283013,0.4167076572775841,6816
-0.51899598,4,1453,6984,6.71,0.11,1040,0.001,0.005415263419438686,0.4025026063124339,6885
-0.5151249,4,1466,7048,6.67,0.1,1050,0.001,0.007221553774018373,0.4085364838441213,6949
-0.5135545000000001,4,1481,7118,6.7,0.1,1060,0.001,0.006295624122555766,0.4247140785058339,7019
-0.51465429,4,1495,7185,6.74,0.07,1070,0.001,0.0052849775446312764,0.4075729548931122,7086
-0.5160172700000001,4,1509,7253,6.75,0.06,1080,0.001,0.005353616419597529,0.4282693713903427,7154
-0.5156740699999999,4,1523,7315,6.7,0.08,1090,0.001,0.005083485186332837,0.4499693959951401,7218
-0.52394648,4,1537,7382,6.74,0.09,1100,0.001,0.006200693015541349,0.4215097824732463,7283
-0.52671979,4,1550,7443,6.68,0.12,1110,0.001,0.004135403782129288,0.4328813354174296,7347
-0.52472675,4,1565,7512,6.68,0.12,1120,0.001,0.00764498021453619,0.4462382197380066,7413
-0.51532827,4,1578,7571,6.56,0.16,1130,0.001,0.004658451653085649,0.45093728105227154,7475
-0.50814181,4,1591,7636,6.52,0.16,1140,0.001,0.005146142560988665,0.4476148784160614,7536
-0.50910174,4,1605,7703,6.55,0.17,1150,0.001,0.0075701528361865455,0.46290308237075806,7604
-0.50618682,4,1620,7770,6.52,0.19,1160,0.001,0.0048335517889687,0.4442254106203715,7673
-0.50953785,4,1634,7841,6.56,0.19,1170,0.001,0.009634618913488728,0.4612451195716858,7742
-0.5135785900000001,4,1649,7911,6.58,0.18,1180,0.001,0.006862883688881993,0.45284204185009,7812
-0.51456052,4,1663,7979,6.64,0.16,1190,0.001,0.007515030314347574,0.45747627317905426,7880
-0.51140944,4,1677,8046,6.64,0.15,1200,0.001,0.00846913579984435,0.46346581975619,7947
-0.51545868,4,1692,8118,6.75,0.11,1210,0.001,0.008114308251866273,0.4570395847161611,8019
-0.5142646700000001,4,1707,8188,6.76,0.1,1220,0.001,0.008956808596849442,0.4819541772206624,8089
-0.52024782,4,1721,8255,6.84,0.07,1230,0.001,0.004441203782334924,0.4672027751803398,8158
-0.52109256,4,1736,8325,6.89,0.07,1240,0.001,0.007205595436971635,0.47303472459316254,8226
-0.5187549,4,1750,8393,6.9,0.07,1250,0.001,0.01240309642162174,0.46056709438562393,8294
-0.5124021400000001,4,1763,8456,6.86,0.07,1260,0.001,0.006332734865801675,0.49476120869318646,8357
-0.51022377,4,1778,8526,6.85,0.07,1270,0.001,0.008530795507665192,0.4859500229358673,8427
-0.5015661600000001,4,1792,8593,6.82,0.08,1280,0.001,0.008525128808936902,0.4723040610551834,8494
-0.49926413,4,1806,8660,6.81,0.09,1290,0.001,0.006789822896410312,0.4855899115403493,8561
-0.49863456,4,1821,8730,6.84,0.08,1300,0.001,0.011492139726345028,0.4885679284731547,8631
-0.49273778000000007,4,1834,8792,6.74,0.1,1310,0.001,0.010476367248754417,0.4917550285657247,8695
-0.4887004399999999,4,1847,8856,6.68,0.13,1320,0.001,0.011924978718161583,0.5132790803909302,8757
-0.49362332000000003,4,1862,8924,6.69,0.12,1330,0.001,0.009200562589934893,0.4791915516058604,8825
-0.4908733900000001,4,1876,8991,6.66,0.12,1340,0.001,0.00954348430968821,0.4990679621696472,8892
-0.49388198000000005,4,1890,9060,6.67,0.12,1350,0.001,0.004813804623803922,0.5319591561953226,8961
-0.50633883,4,1905,9131,6.75,0.1,1360,0.001,0.009999694834862436,0.48904261738061905,9032
-0.50645278,4,1920,9202,6.76,0.1,1370,0.001,0.013408062780009848,0.5144522488117218,9103
-0.51279301,4,1935,9273,6.8,0.11,1380,0.001,0.007899071148131043,0.5043120384216309,9173
-0.51624224,4,1950,9342,6.82,0.1,1390,0.001,0.009709198959171772,0.5131940990686417,9242
-0.51682114,4,1964,9412,6.82,0.1,1400,0.001,0.01285694386543972,0.5143071313699087,9313
-0.52171444,4,1979,9481,6.89,0.09,1410,0.001,0.00801378841112767,0.5193900167942047,9382
-0.53126864,4,1993,9550,6.94,0.06,1420,0.001,0.008559660620189138,0.5074098308881124,9451
-0.53310267,4,2008,9619,6.95,0.07,1430,0.001,0.007567714367594037,0.5038247182965279,9520
-0.5388521799999999,4,2022,9689,6.98,0.07,1440,0.001,0.01611376057068507,0.540836751461029,9590
-0.5405688399999999,4,2037,9757,6.97,0.07,1450,0.001,0.011510369567466634,0.5158088430762291,9658
-0.5357464300000001,4,2050,9824,6.93,0.07,1460,0.001,0.016564223250108107,0.5180426438649496,9725
-0.53638485,4,2065,9893,6.91,0.07,1470,0.001,0.0061349873431026936,0.5378718078136444,9794
-0.530748,4,2080,9964,6.91,0.05,1480,0.001,0.00960321890722428,0.5393417676289877,9865
-0.53180636,4,2095,10036,6.94,0.04,1490,0.001,0.013229115333940302,0.5356938640276591,9937
-0.52788079,4,2108,10101,6.89,0.05,1500,0.001,0.008657744464774927,0.5209778348604838,10002
-0.52290799,4,2122,10168,6.87,0.05,1510,0.001,0.010378068080171943,0.5245788097381592,10069
-0.5204432499999999,4,2137,10239,6.89,0.05,1520,0.001,0.00915941409766674,0.5374888628721237,10140
