time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/success_rate,rollout/ep_rew_mean,time/fps,time/episodes,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate
22830,6036,5.38,0.92,-0.5068684699999999,3,3470,2.212910060604502e-05,22728,0.1556616084916251,0.001
22884,6050,5.41,0.93,-0.5101612299999999,3,3480,2.5023780835908838e-05,22782,0.15657913436492285,0.001
22940,6066,5.42,0.93,-0.5076552299999999,3,3490,1.9589216753956863e-05,22836,0.15591034293174744,0.001
22992,6080,5.38,0.93,-0.50787963,3,3500,2.757987151978471e-05,22890,0.15546360186168126,0.001
23051,6096,5.42,0.93,-0.5126519900000001,3,3510,3.668880708573852e-05,22947,0.1632416993379593,0.001
23108,6111,5.48,0.94,-0.5186224199999999,3,3520,2.7546058542308554e-05,23006,0.161075659096241,0.001
23156,6124,5.43,0.92,-0.51047547,3,3530,2.208540026913397e-05,23054,0.1559465378522873,0.001
23211,6139,5.5,0.94,-0.51592271,3,3540,1.7775807646103203e-05,23108,0.1610712379217148,0.001
23264,6154,5.5,0.95,-0.51461198,3,3550,2.4575263887527397e-05,23161,0.1585249125957489,0.001
23322,6170,5.52,0.95,-0.5146710800000001,3,3560,2.225850433508943e-05,23220,0.15563335766394934,0.001
23374,6184,5.44,0.94,-0.50707633,3,3570,1.9465870839970496e-05,23271,0.16266990204652151,0.001
23430,6199,5.46,0.93,-0.5082294500000001,3,3580,2.2244010688154957e-05,23323,0.15560248792171477,0.001
23487,6214,5.47,0.93,-0.5129443200000001,3,3590,2.6739006595259223e-05,23384,0.15584993859132132,0.001
23537,6228,5.45,0.91,-0.5128178,3,3600,2.887281304235027e-05,23434,0.15125691145658493,0.001
23591,6243,5.4,0.9,-0.5092987499999999,3,3610,2.333554645398787e-05,23489,0.1538524106144905,0.001
23641,6256,5.33,0.9,-0.49950847,3,3620,2.485128352418542e-05,23539,0.16391844153404236,0.001
23697,6271,5.41,0.92,-0.5047677,3,3630,1.965901283256244e-05,23595,0.15895819664001465,0.001
23748,6285,5.37,0.92,-0.49491573,3,3640,2.7634180999787834e-05,23647,0.15769570072491965,0.001
23799,6299,5.35,0.91,-0.4977125,3,3650,1.9612472897279076e-05,23697,0.16025521755218505,0.001
23852,6313,5.3,0.91,-0.49501537,3,3660,1.7879987808555597e-05,23749,0.1513906940817833,0.001
23907,6328,5.33,0.92,-0.49782185000000007,3,3670,1.3460020818456542e-05,23803,0.15603913962841034,0.001
23960,6343,5.3,0.92,-0.49938239999999995,3,3680,1.8334772175876423e-05,23857,0.1528092920780182,0.001
24017,6358,5.3,0.93,-0.50082711,3,3690,2.3131168139419362e-05,23915,0.1607644110918045,0.001
24069,6372,5.32,0.94,-0.5024188099999999,3,3700,2.5352714874316008e-05,23966,0.15877032279968262,0.001
24124,6387,5.33,0.94,-0.49934971000000006,3,3710,1.899815397337079e-05,24023,0.1554051011800766,0.001
24175,6401,5.34,0.93,-0.5053914399999999,3,3720,2.2377338245860302e-05,24073,0.1586278647184372,0.001
24229,6416,5.32,0.92,-0.50713663,3,3730,2.019260591623606e-05,24127,0.15231117606163025,0.001
24282,6430,5.34,0.9,-0.5171625000000001,3,3740,1.9768774109252263e-05,24179,0.1572258546948433,0.001
24338,6445,5.39,0.91,-0.5161137,3,3750,2.4234632655861786e-05,24235,0.16316194832324982,0.001
24385,6458,5.33,0.9,-0.5111413699999999,3,3760,2.3713642804068513e-05,24283,0.16641927361488343,0.001
24436,6472,5.29,0.9,-0.50529397,3,3770,1.953684368345421e-05,24334,0.15289911925792693,0.001
24494,6488,5.34,0.91,-0.50361038,3,3780,2.3829087513149717e-05,24392,0.1569953978061676,0.001
24551,6503,5.34,0.91,-0.5038271,3,3790,1.580040361659485e-05,24448,0.16982521613438925,0.001
24608,6519,5.39,0.93,-0.49944133999999996,3,3800,2.415502785879653e-05,24503,0.1623529851436615,0.001
24664,6534,5.4,0.94,-0.50131624,3,3810,1.6458960817544722e-05,24562,0.16215209066867828,0.001
24719,6549,5.44,0.94,-0.50653973,3,3820,2.767278056126088e-05,24619,0.16134676124368394,0.001
24774,6564,5.45,0.94,-0.50503581,3,3830,2.4517559722880833e-05,24670,0.15958743393421174,0.001
24827,6578,5.45,0.95,-0.50303434,3,3840,2.4539650257793256e-05,24721,0.1667483150959015,0.001
24887,6595,5.49,0.94,-0.50841853,3,3850,1.8988806004927028e-05,24787,0.16281539450089136,0.001
24948,6611,5.63,0.96,-0.5192109699999999,3,3860,2.4225139592696603e-05,24845,0.15812142193317413,0.001
25008,6628,5.72,0.95,-0.52470605,3,3870,2.438338682016668e-05,24904,0.15924110263586044,0.001
25068,6644,5.74,0.95,-0.5274863700000001,3,3880,1.924504470350387e-05,24965,0.15793617282594954,0.001
25118,6658,5.67,0.94,-0.52199735,3,3890,2.0077117733308113e-05,25016,0.1524842083454132,0.001
25171,6672,5.63,0.93,-0.52297111,3,3900,2.279407999594696e-05,25068,0.15894460926453272,0.001
25218,6685,5.54,0.91,-0.52254473,3,3910,2.5826623823377303e-05,25117,0.16519956886768342,0.001
25275,6700,5.56,0.92,-0.52387363,3,3920,2.1627866469013195e-05,25172,0.15830957144498825,0.001
25329,6715,5.55,0.93,-0.52485011,3,3930,1.7423393728677183e-05,25227,0.15248742327094078,0.001
25384,6730,5.57,0.93,-0.5277372300000001,3,3940,2.1569002304507496e-05,25280,0.1692394365866979,0.001
25434,6743,5.47,0.93,-0.51877648,3,3950,4.0812860970618206e-05,25332,0.16297409534454346,0.001
25489,6758,5.41,0.92,-0.51215667,3,3960,2.3396903543471126e-05,25386,0.16137444600462914,0.001
25536,6771,5.28,0.9,-0.50755118,3,3970,1.6931100071815307e-05,25436,0.1549534022808075,0.001
25589,6785,5.21,0.89,-0.50531821,3,3980,2.3707455329713412e-05,25486,0.16482070684432984,0.001
25638,6799,5.2,0.87,-0.50700445,3,3990,1.8850964503750827e-05,25535,0.15578668316205344,0.001
25694,6814,5.23,0.88,-0.5100248199999999,3,4000,1.7075322180712e-05,25591,0.16305679508617946,0.001
25750,6829,5.32,0.89,-0.5051085,3,4010,1.6022921954572666e-05,25648,0.1625359058380127,0.001
25805,6844,5.3,0.88,-0.50071347,3,4020,1.939971783334234e-05,25703,0.15907642990350723,0.001
25859,6859,5.3,0.87,-0.50469701,3,4030,1.1787660772218564e-05,25757,0.15529739608367285,0.001
25914,6874,5.3,0.88,-0.4988240799999999,3,4040,1.5998843446141108e-05,25811,0.16780956983566284,0.001
25969,6889,5.35,0.89,-0.4967393299999999,3,4050,2.0232891301930067e-05,25866,0.16446448117494583,0.001
26019,6902,5.3,0.88,-0.4971987199999999,3,4060,1.965177525562467e-05,25917,0.16346661150455474,0.001
26076,6918,5.4,0.91,-0.50009133,3,4070,2.581873975161995e-05,25973,0.1615330832345145,0.001
26135,6934,5.46,0.92,-0.5024647300000001,3,4080,2.1114771152497268e-05,26033,0.16469394862651826,0.001
26184,6947,5.46,0.93,-0.4980540100000001,3,4090,2.5345702124468516e-05,26082,0.16076455414295196,0.001
26229,6960,5.35,0.89,-0.4914820899999999,3,4100,1.3589886899959916e-05,26129,0.16082043449083963,0.001
26285,6975,5.35,0.89,-0.49909862,3,4110,2.934241019829642e-05,26182,0.1601944625377655,0.001
26338,6989,5.33,0.89,-0.50047609,3,4120,1.876746227935655e-05,26235,0.16460187236467996,0.001
26389,7003,5.3,0.89,-0.48978910999999997,3,4130,1.6375586164940613e-05,26287,0.1580487757921219,0.001
26445,7018,5.31,0.89,-0.49164341,3,4140,1.9796536071226002e-05,26343,0.16001703441143036,0.001
26500,7033,5.31,0.87,-0.5020419700000001,3,4150,3.1186360502033494e-05,26397,0.1655240406592687,0.001
26549,7046,5.3,0.87,-0.50350837,3,4160,1.6830506137921474e-05,26446,0.15679856538772582,0.001
26596,7059,5.2,0.85,-0.49952276999999995,3,4170,1.699950807960704e-05,26494,0.16343166828155517,0.001
26649,7074,5.14,0.84,-0.49353270000000005,3,4180,2.602064523671288e-05,26546,0.16023594439029692,0.001
26706,7089,5.22,0.85,-0.4995829100000001,3,4190,2.726277368007383e-05,26603,0.15827484925587973,0.001
26759,7104,5.3,0.88,-0.50201427,3,4200,1.8976964080745045e-05,26657,0.16385757426420847,0.001
26812,7118,5.27,0.88,-0.49736139,3,4210,1.7916845899890176e-05,26709,0.15726322531700135,0.001
26865,7132,5.27,0.88,-0.4966957199999999,3,4220,2.162030687031802e-05,26763,0.16542102098464967,0.001
26916,7146,5.27,0.88,-0.50353305,3,4230,2.133410562237259e-05,26813,0.1608439415693283,0.001
26967,7160,5.22,0.86,-0.50517275,3,4240,1.6112672710733023e-05,26864,0.1603448192278544,0.001
27021,7175,5.21,0.87,-0.4979218199999999,3,4250,2.3563969383152045e-05,26919,0.15422259519497553,0.001
27073,7189,5.24,0.88,-0.49681732999999995,3,4260,2.7606791263679042e-05,26970,0.15922379245360693,0.001
27131,7205,5.35,0.9,-0.50435063,3,4270,1.4462188876980994e-05,27028,0.15883461634318033,0.001
27185,7219,5.36,0.9,-0.5061295,3,4280,1.3213070512089567e-05,27083,0.15459562838077545,0.001
27234,7233,5.28,0.89,-0.50058983,3,4290,1.5149194950936362e-05,27130,0.15860507956572942,0.001
27285,7247,5.26,0.88,-0.5015826699999999,3,4300,2.014241484478892e-05,27183,0.16955486933390299,0.001
27335,7260,5.23,0.86,-0.5030544899999999,3,4310,1.2333961876720423e-05,27232,0.16066172470649084,0.001
27387,7274,5.22,0.85,-0.50112387,3,4320,1.706553060406198e-05,27285,0.16994575659434,0.001
27442,7289,5.26,0.86,-0.50049121,3,4330,1.6132681139424676e-05,27339,0.15925394743680954,0.001
27492,7303,5.25,0.86,-0.49870815999999996,3,4340,3.993949212599546e-05,27392,0.16072291731834412,0.001
27541,7316,5.2,0.85,-0.49884989,3,4350,1.9478704416542314e-05,27441,0.16600542068481444,0.001
27596,7331,5.23,0.86,-0.49878851,3,4360,2.0040004831874587e-05,27493,0.15795123825470606,0.001
27652,7346,5.21,0.86,-0.4928115900000001,3,4370,2.4377175941481254e-05,27550,0.16664465367794037,0.001
27700,7359,5.15,0.84,-0.49026233999999996,3,4380,2.2692691648747616e-05,27601,0.1605189914504687,0.001
27757,7375,5.23,0.86,-0.49620822999999986,3,4390,2.2287099636741913e-05,27655,0.1592111647129059,0.001
27811,7389,5.26,0.87,-0.4955676700000001,3,4400,1.3723145912081236e-05,27708,0.1589993561307589,0.001
27860,7403,5.25,0.88,-0.49293234000000014,3,4410,1.5196336941395808e-05,27757,0.16700182855129242,0.001
27913,7417,5.26,0.9,-0.48838458,3,4420,1.1622056445048656e-05,27811,0.1661003679037094,0.001
27968,7432,5.26,0.89,-0.4904741299999999,3,4430,2.1484501433276038e-05,27864,0.1557660209281104,0.001
28025,7448,5.33,0.91,-0.49568692,3,4440,1.9955910223264556e-05,27923,0.17017089575529099,0.001
28086,7464,5.45,0.93,-0.50656735,3,4450,1.7391326916064525e-05,27981,0.16615107655525208,0.001
28134,7477,5.38,0.91,-0.5043827299999999,3,4460,1.3049963399680564e-05,28032,0.1582264850536982,0.001
28189,7492,5.37,0.91,-0.5049482000000001,3,4470,1.547595441782808e-05,28087,0.1621076613664627,0.001
28239,7506,5.39,0.93,-0.50565275,3,4480,1.9849913587677293e-05,28136,0.1599305808544159,0.001
28292,7520,5.35,0.92,-0.5037004399999999,3,4490,1.4063453212050566e-05,28189,0.16987398018439612,0.001
28347,7535,5.36,0.93,-0.50624086,3,4500,1.6937361215241255e-05,28245,0.17220134437084197,0.001
28402,7550,5.42,0.94,-0.5111029199999999,3,4510,2.0105626238849556e-05,28300,0.15430595725774765,0.001
28456,7565,5.43,0.92,-0.51523143,3,4520,2.0530489200609737e-05,28354,0.15967054665088654,0.001
28509,7579,5.41,0.93,-0.5101844500000001,3,4530,1.6570641491853166e-05,28406,0.15645964145660402,0.001
28564,7594,5.39,0.92,-0.50881619,3,4540,1.5343752238550223e-05,28460,0.1540888175368309,0.001
28617,7608,5.31,0.92,-0.49764398,3,4550,1.1527999231475405e-05,28514,0.17350350618362426,0.001
28670,7623,5.36,0.92,-0.5041029,3,4560,1.5018710049237901e-05,28570,0.16551906367142996,0.001
28720,7636,5.31,0.9,-0.50387008,3,4570,1.8082032359719353e-05,28618,0.1654086783528328,0.001
28769,7650,5.3,0.89,-0.50357481,3,4580,1.901413779705763e-05,28667,0.16815605163574218,0.001
28819,7663,5.27,0.87,-0.50658088,3,4590,1.3108934884561071e-05,28716,0.16754177709420523,0.001
28866,7676,5.19,0.85,-0.5053185,3,4600,1.6757026514824247e-05,28764,0.1618525410691897,0.001
28912,7689,5.1,0.83,-0.50269858,3,4610,1.918482994369697e-05,28810,0.1631106913089752,0.001
28971,7705,5.15,0.85,-0.50716662,3,4620,3.0144056533269275e-05,28869,0.16479350626468658,0.001
29025,7719,5.16,0.84,-0.51222382,3,4630,1.5295999370816087e-05,28921,0.1677768478790919,0.001
29073,7733,5.09,0.82,-0.51153266,3,4640,1.9832677329153132e-05,28970,0.16212562223275503,0.001
29127,7747,5.1,0.81,-0.51494407,3,4650,3.271059843730958e-05,29025,0.16545252253611883,0.001
29181,7762,5.11,0.81,-0.5117626200000001,3,4660,2.498910786622825e-05,29077,0.15964837869008383,0.001
29231,7775,5.11,0.81,-0.50700229,3,4670,2.7014613200056676e-05,29129,0.16399616996447244,0.001
29286,7790,5.17,0.82,-0.5117426700000001,3,4680,2.9427236950141377e-05,29182,0.16258013248443604,0.001
29343,7806,5.24,0.85,-0.5122679800000001,3,4690,2.4471022697980516e-05,29240,0.16478153069814047,0.001
29391,7819,5.25,0.85,-0.50977834,3,4700,2.8593636307050475e-05,29288,0.16888520419597625,0.001
29443,7833,5.31,0.87,-0.5030846299999999,3,4710,1.7534159815113527e-05,29341,0.15954876840114593,0.001
29495,7847,5.24,0.86,-0.49640389999999995,3,4720,3.69742250162138e-05,29393,0.16853069762388864,0.001
29552,7863,5.27,0.87,-0.50118991,3,4730,1.7925455592506167e-05,29449,0.15997776601995742,0.001
29606,7878,5.33,0.89,-0.4992609999999999,3,4740,1.2989061360713094e-05,29502,0.1670678754647573,0.001
29659,7892,5.32,0.89,-0.4951813299999999,3,4750,1.222248223105756e-05,29557,0.16682867457469305,0.001
29716,7908,5.35,0.91,-0.49338409000000005,3,4760,2.233966824860545e-05,29614,0.16238493223985037,0.001
29773,7923,5.42,0.93,-0.49788578000000006,3,4770,1.7248056272884632e-05,29670,0.1625473690884454,0.001
29826,7937,5.4,0.93,-0.49715948000000004,3,4780,1.7669837169315933e-05,29724,0.16910583206585475,0.001
29880,7952,5.37,0.93,-0.4918746,3,4790,1.5311120660044252e-05,29778,0.16037823855876923,0.001
29933,7967,5.42,0.95,-0.49041333000000004,3,4800,1.383656990583404e-05,29831,0.16860501964886984,0.001
29983,7980,5.4,0.94,-0.49292788000000004,3,4810,2.451780965202488e-05,29879,0.16609216332435608,0.001
30033,7994,5.38,0.94,-0.4945947399999999,3,4820,1.3814227713737637e-05,29931,0.1749133343497912,0.001
30083,8007,5.31,0.91,-0.4947379,3,4830,1.2702201577970603e-05,29980,0.17124141504367194,0.001
30134,8021,5.28,0.9,-0.49301077000000004,3,4840,1.8059457602248585e-05,30031,0.16452137008309364,0.001
30187,8036,5.28,0.91,-0.4924682700000001,3,4850,1.745233457768336e-05,30086,0.16642531454563142,0.001
30241,8050,5.25,0.9,-0.49206622999999994,3,4860,1.767616231518332e-05,30138,0.1725274696946144,0.001
30294,8065,5.21,0.87,-0.49343971000000003,3,4870,1.3042951953442147e-05,30194,0.17242258042097092,0.001
30347,8079,5.21,0.87,-0.4920123699999999,3,4880,2.558661326474976e-05,30245,0.16852283775806426,0.001
30401,8094,5.21,0.87,-0.49325749,3,4890,1.762757801770931e-05,30299,0.15464575290679933,0.001
30453,8108,5.2,0.85,-0.49681174000000006,3,4900,2.6922286997432822e-05,30350,0.16132984161376954,0.001
30499,8120,5.16,0.84,-0.49656094,3,4910,1.723908033974502e-05,30397,0.1649157362324851,0.001
30555,8136,5.22,0.85,-0.4975872499999999,3,4920,1.0714376306471726e-05,30453,0.15856515367825827,0.001
30613,8151,5.3,0.88,-0.49746851999999997,3,4930,1.3376096376305213e-05,30511,0.16570692509412766,0.001
30665,8165,5.31,0.89,-0.49903558,3,4940,1.461828032915946e-05,30562,0.15871423184871675,0.001
30715,8179,5.28,0.88,-0.49781438999999994,3,4950,1.6284715153839596e-05,30613,0.16740237921476364,0.001
30770,8194,5.29,0.89,-0.49583909000000004,3,4960,2.1593030760413966e-05,30668,0.16252433955669404,0.001
30819,8208,5.25,0.91,-0.49378572000000004,3,4970,1.331910098087974e-05,30717,0.16254328191280365,0.001
30876,8223,5.29,0.92,-0.49878821,3,4980,2.4967161759074468e-05,30773,0.1680647705992063,0.001
30931,8238,5.3,0.92,-0.5008312800000001,3,4990,1.5572490883641877e-05,30829,0.16026274263858795,0.001
30983,8252,5.3,0.92,-0.5024642100000001,3,5000,1.2314939340285491e-05,30880,0.1626530016462008,0.001
31038,8267,5.39,0.95,-0.5067346300000001,3,5010,1.9745660574699285e-05,30936,0.1569853276014328,0.001
31093,8282,5.38,0.94,-0.50808995,3,5020,1.5446299888329424e-05,30990,0.16854955752690634,0.001
31146,8297,5.33,0.94,-0.49973766000000014,3,5030,1.636539454921149e-05,31044,0.16339886486530303,0.001
31202,8312,5.37,0.95,-0.50133166,3,5040,1.1139678766388291e-05,31099,0.1626873960097631,0.001
31252,8325,5.37,0.95,-0.5055351100000001,3,5050,1.72090499290789e-05,31149,0.16193935771783194,0.001
31309,8341,5.39,0.95,-0.5160024400000001,3,5060,1.7823080400246128e-05,31206,0.1644742637872696,0.001
31358,8354,5.39,0.95,-0.51202029,3,5070,1.4858159738651011e-05,31258,0.166208416223526,0.001
31415,8370,5.39,0.95,-0.5115028399999999,3,5080,1.2098737291429037e-05,31313,0.1561583255728086,0.001
31471,8385,5.4,0.94,-0.5132837800000001,3,5090,1.2140016982205756e-05,31367,0.16450372089942297,0.001
31531,8401,5.48,0.96,-0.51631967,3,5100,1.3770761662661763e-05,31428,0.16209037814821517,0.001
31585,8416,5.47,0.95,-0.5198823299999998,3,5110,9.700044756755233e-06,31482,0.15807022154331207,0.001
31637,8430,5.44,0.95,-0.5182669,3,5120,1.2481085468607489e-05,31537,0.1634835720062256,0.001
31691,8445,5.45,0.95,-0.51692915,3,5130,1.2216025273422323e-05,31589,0.16309485087792078,0.001
31739,8458,5.37,0.92,-0.51363463,3,5140,1.929257405208773e-05,31636,0.16488349934418997,0.001
31794,8473,5.42,0.93,-0.51237993,3,5150,1.7735706751409453e-05,31690,0.16797892451286317,0.001
31849,8488,5.4,0.93,-0.50493139,3,5160,3.2496749814267135e-05,31746,0.1636137557881219,0.001
31902,8502,5.44,0.94,-0.51175469,3,5170,1.2604882613231894e-05,31799,0.16344607174396514,0.001
31949,8515,5.34,0.92,-0.50313594,3,5180,1.5331089707615318e-05,31847,0.17329683303833007,0.001
31996,8527,5.25,0.91,-0.49545052,3,5190,9.637754374125507e-06,31894,0.17312052100896835,0.001
32047,8541,5.16,0.89,-0.4863150299999999,3,5200,1.4578975272646252e-05,31945,0.17171707997719446,0.001
32106,8557,5.21,0.9,-0.48392878000000006,3,5210,1.9804105249932036e-05,32004,0.1716033791502317,0.001
32160,8572,5.23,0.9,-0.48587497,3,5220,1.1914633250853513e-05,32060,0.17343491017818452,0.001
32219,8588,5.28,0.88,-0.4958865899999999,3,5230,4.186160781087396e-05,32116,0.15923347120935266,0.001
32281,8605,5.42,0.91,-0.5028558200000001,3,5240,1.25030314848118e-05,32179,0.1714255412419637,0.001
32332,8619,5.38,0.91,-0.49856426,3,5250,1.788650461094221e-05,32229,0.16051869988441467,0.001
32383,8633,5.34,0.9,-0.49761536000000006,3,5260,2.2738208645023406e-05,32283,0.16189711689949035,0.001
32435,8647,5.33,0.88,-0.49779939,3,5270,1.4109671610640362e-05,32332,0.16874130070209503,0.001
32493,8662,5.44,0.89,-0.5036366299999999,3,5280,1.3739213890013552e-05,32391,0.1650405377149582,0.001
32541,8676,5.45,0.88,-0.5058534499999999,3,5290,1.3929824793497877e-05,32439,0.16011054317156473,0.001
32597,8691,5.5,0.9,-0.50875778,3,5300,1.727977026651691e-05,32495,0.17016734182834625,0.001
32650,8705,5.44,0.9,-0.50632546,3,5310,1.5251102740876377e-05,32547,0.16443626582622528,0.001
32700,8719,5.4,0.88,-0.50773137,3,5320,1.2734886543815568e-05,32597,0.16461942344903946,0.001
32750,8732,5.31,0.89,-0.49402666000000006,3,5330,1.1820270022629606e-05,32648,0.1666275312503179,0.001
32804,8747,5.23,0.89,-0.48478425,3,5340,1.2465072294227347e-05,32702,0.1613748094865254,0.001
32846,8758,5.14,0.85,-0.4876712399999999,3,5350,1.802304056279051e-05,32745,0.15596954027811685,0.001
32892,8771,5.09,0.83,-0.4897165700000001,3,5360,1.3092476365272887e-05,32789,0.15523242702086767,0.001
32952,8787,5.17,0.85,-0.4892508999999999,3,5370,1.945280700965668e-05,32849,0.16600332284967104,0.001
33004,8801,5.11,0.85,-0.48630292999999997,3,5380,1.4504409045912326e-05,32904,0.1652466207742691,0.001
33054,8815,5.13,0.86,-0.4874594100000001,3,5390,2.481052160874242e-05,32951,0.1739712581038475,0.001
33105,8829,5.08,0.84,-0.48998919999999996,3,5400,1.6182326362468302e-05,33003,0.16490786671638488,0.001
33160,8844,5.1,0.84,-0.49270771,3,5410,1.9265052833361553e-05,33057,0.1745189368724823,0.001
33216,8859,5.16,0.85,-0.49505385999999996,3,5420,2.0610766265842056e-05,33113,0.1689805587132772,0.001
33271,8874,5.21,0.85,-0.50726555,3,5430,1.3379300071392208e-05,33168,0.16304434537887574,0.001
33324,8889,5.2,0.84,-0.51147129,3,5440,1.531013367639389e-05,33220,0.16413066983222963,0.001
33375,8902,5.29,0.87,-0.51063865,3,5450,1.2684121975325979e-05,33273,0.16599709391593934,0.001
33427,8917,5.35,0.89,-0.5126021700000001,3,5460,1.3398663603376398e-05,33324,0.1716564872435161,0.001
33482,8931,5.3,0.88,-0.51137407,3,5470,1.2940465603605844e-05,33379,0.1670961081981659,0.001
33533,8945,5.29,0.89,-0.5072221699999999,3,5480,1.2234886266274511e-05,33432,0.17186019250324794,0.001
33581,8958,5.27,0.89,-0.5090015,3,5490,1.4713175914948806e-05,33478,0.16515294710795084,0.001
33633,8973,5.28,0.89,-0.50154192,3,5500,1.4095703591010533e-05,33530,0.15783462822437286,0.001
33683,8986,5.23,0.87,-0.50198287,3,5510,9.939406936609885e-06,33581,0.15971342970927557,0.001
33738,9001,5.22,0.89,-0.49782651,3,5520,1.0235169687196807e-05,33636,0.16876913607120514,0.001
33791,9015,5.2,0.9,-0.49015408,3,5530,1.4489455376557695e-05,33689,0.16367369890213013,0.001
33843,9030,5.19,0.9,-0.48900316000000005,3,5540,9.962153399101226e-06,33743,0.15929776728153228,0.001
33896,9044,5.21,0.91,-0.49104780000000003,3,5550,9.544653221382759e-06,33793,0.16078240275382996,0.001
33949,9058,5.22,0.92,-0.48616003999999996,3,5560,1.1339958139918357e-05,33847,0.16512592881917953,0.001
33997,9072,5.15,0.9,-0.48220870999999993,3,5570,1.5880969320798094e-05,33897,0.1623181083372661,0.001
34045,9085,5.12,0.87,-0.4866021900000001,3,5580,9.258065195657158e-06,33943,0.16559617718060812,0.001
34099,9099,5.18,0.89,-0.48647549999999995,3,5590,1.923626238446256e-05,33997,0.16467961172262827,0.001
34157,9115,5.24,0.91,-0.49801353000000004,3,5600,2.8395145298938068e-05,34053,0.16620110188211715,0.001
34211,9130,5.28,0.93,-0.49419396,3,5610,9.387939098814967e-06,34109,0.16533080041408538,0.001
34264,9144,5.26,0.93,-0.49068316,3,5620,9.270238751923899e-06,34161,0.16858761310577391,0.001
34317,9159,5.26,0.92,-0.49057802999999994,3,5630,1.2343193702690769e-05,34215,0.16267673969268798,0.001
34368,9172,5.25,0.91,-0.48882074,3,5640,1.147495883439357e-05,34266,0.16530869901180267,0.001
34422,9187,5.26,0.9,-0.49599136,3,5650,7.787649944172395e-06,34319,0.17173528422911963,0.001
34471,9200,5.22,0.89,-0.4947451299999999,3,5660,1.2048370081174653e-05,34369,0.1624639928340912,0.001
34516,9213,5.19,0.91,-0.49021082000000005,3,5670,8.7488421437835e-06,34414,0.1679050326347351,0.001
34567,9227,5.22,0.92,-0.49033141,3,5680,1.0604893153261704e-05,34464,0.16802362849315008,0.001
34619,9241,5.2,0.92,-0.48773077,3,5690,9.070690248336178e-06,34517,0.1676696538925171,0.001
34665,9253,5.08,0.9,-0.47620736,3,5700,8.542713476344944e-06,34562,0.17172737121582032,0.001
34718,9268,5.07,0.89,-0.47849173,3,5710,1.2358392450551036e-05,34618,0.1723313570022583,0.001
34772,9282,5.08,0.88,-0.48114059,3,5720,1.369782194160507e-05,34669,0.16792252908150354,0.001
34825,9297,5.08,0.88,-0.48470531,3,5730,1.0949359784717672e-05,34722,0.17598728835582733,0.001
34876,9310,5.08,0.88,-0.4874006000000001,3,5740,1.7655141770471044e-05,34774,0.17145081361134848,0.001
34925,9324,5.03,0.87,-0.4800786999999999,3,5750,1.389545665612483e-05,34822,0.16579896211624146,0.001
34985,9340,5.14,0.88,-0.49124821999999996,3,5760,9.365012920170556e-06,34883,0.15828896164894105,0.001
35036,9354,5.2,0.88,-0.49875167000000004,3,5770,1.8481628285371698e-05,34933,0.17315057814121246,0.001
35087,9368,5.2,0.88,-0.50061646,3,5780,1.1758953951357398e-05,34984,0.16815358996391297,0.001
35136,9381,5.17,0.86,-0.5044074000000001,3,5790,9.04436456039548e-06,35034,0.1534496247768402,0.001
35196,9397,5.31,0.88,-0.51188052,3,5800,9.22258849251583e-06,35093,0.16680329612323216,0.001
35253,9413,5.35,0.89,-0.5139920400000001,3,5810,1.2094867391472993e-05,35150,0.16910201062758765,0.001
35307,9428,5.35,0.89,-0.51351297,3,5820,2.2571219233213924e-05,35204,0.16539214178919792,0.001
35360,9442,5.35,0.89,-0.5115732199999999,3,5830,1.4678699439433071e-05,35258,0.167874881199428,0.001
35409,9455,5.33,0.9,-0.5057473800000001,3,5840,1.0693324838939589e-05,35307,0.17021775841712952,0.001
35465,9470,5.4,0.91,-0.5139125299999999,3,5850,1.0413589431360984e-05,35362,0.16026155153910318,0.001
35519,9485,5.34,0.9,-0.5082148300000001,3,5860,1.1421477817445217e-05,35417,0.16505658129851022,0.001
35573,9500,5.37,0.9,-0.51427664,3,5870,4.8125002649612725e-05,35470,0.15920374045769373,0.001
35623,9514,5.36,0.91,-0.5085187000000001,3,5880,1.3943185331299901e-05,35521,0.16381428241729737,0.001
35667,9526,5.31,0.91,-0.49883608,3,5890,1.9399452412471874e-05,35567,0.16230731084942818,0.001
35721,9540,5.25,0.9,-0.49646867000000006,3,5900,1.0865602052945179e-05,35619,0.16908902525901795,0.001
35769,9553,5.16,0.87,-0.4916044199999999,3,5910,1.236590066712649e-05,35667,0.16610299902302877,0.001
35823,9568,5.16,0.88,-0.49207757999999996,3,5920,1.4688424380437937e-05,35721,0.16381641626358032,0.001
35872,9581,5.12,0.87,-0.49015204999999995,3,5930,2.293565557920374e-05,35771,0.16143463055292764,0.001
35928,9597,5.19,0.88,-0.49551164,3,5940,3.471139929648156e-05,35826,0.16215806135109492,0.001
35985,9612,5.2,0.89,-0.48927046,3,5950,1.2777466812015822e-05,35883,0.17082827786604562,0.001
36032,9625,5.13,0.88,-0.4866200200000001,3,5960,1.5999289189494448e-05,35930,0.17530207335948944,0.001
36088,9640,5.15,0.89,-0.4843210599999999,3,5970,1.8509380273220206e-05,35986,0.1575608253479004,0.001
36145,9656,5.22,0.9,-0.49418158,3,5980,1.1372686458344106e-05,36042,0.17251945286989212,0.001
