time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,rollout/success_rate,time/time_elapsed,time/episodes,time/total_timesteps,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss
4,-1.09300346,7.81,0.03,358,210,1657,0.001,0.8315042522218492,1560,0.0011744451152885126
4,-1.09142301,7.81,0.03,375,220,1735,0.001,0.8459913664393954,1638,0.001292217108938429
4,-1.10680473,7.94,0.03,394,230,1825,0.001,0.8614807526270548,1729,0.0008499293277661005
4,-1.10935073,8.05,0.03,410,240,1898,0.001,0.867115592956543,1802,0.0011918768490431831
4,-1.1147145,8.23,0.03,429,250,1988,0.001,0.887804799609714,1891,0.0009544107613490067
4,-1.0991118899999999,8.15,0.03,446,260,2065,0.001,0.8945577919483185,1968,0.0005009181506466121
4,-1.1044309600000002,8.25,0.03,467,270,2163,0.001,0.902001005411148,2064,0.001487568870652467
4,-1.11325407,8.43,0.03,490,280,2264,0.001,0.9062316092577848,2168,0.0008306333805773069
4,-1.1178290800000001,8.55,0.04,509,290,2353,0.001,0.9127377072970072,2263,0.0005662789214208411
4,-1.14482707,8.93,0.02,532,300,2455,0.001,0.9254049592547946,2358,0.0012409543657364945
4,-1.13872999,8.9,0.02,552,310,2547,0.001,0.9346281051635742,2450,0.001171240524854511
4,-1.1463094499999997,9.03,0.03,572,320,2638,0.001,0.9334318800406023,2540,0.002227641025621613
4,-1.13811174,8.92,0.03,589,330,2717,0.001,0.954951673746109,2621,0.0023451187560567634
4,-1.1552128799999999,9.12,0.03,610,340,2810,0.001,0.9620929890208774,2714,0.0016334830563411945
4,-1.1720533400000002,9.22,0.03,631,350,2910,0.001,0.9669425421290927,2811,0.0017972595038979005
4,-1.19214735,9.32,0.03,650,360,2997,0.001,0.9694666802883148,2900,0.0018401951499981805
4,-1.20521723,9.37,0.03,673,370,3100,0.001,0.9893041144717823,3004,0.0014178190454417331
4,-1.2050304499999998,9.33,0.04,694,380,3197,0.001,0.9971377199346368,3107,0.0016822806712959639
4,-1.30644043,10.61,0.03,744,390,3414,0.001,0.9918703522000994,3310,0.0011483515544179162
4,-1.3605696900000002,10.97,0.02,776,400,3552,0.001,0.9969642460346222,3462,0.001993459020741284
4,-1.5245120799999998,12.39,0.02,829,410,3786,0.001,1.0068894303761995,3599,0.0010818468626194561
4,-1.53521277,12.65,0.01,856,420,3903,0.001,1.0029042729964623,3802,0.001516083629282478
4,-1.5810390699999999,13.17,0.02,886,430,4034,0.001,1.0159118175506592,3937,0.0018314276858291123
4,-1.65686539,13.92,0.02,924,440,4202,0.001,1.0171085751574973,4105,0.0019313231383895745
4,-1.8007258999999995,15.8,0.03,992,450,4490,0.001,0.9952384293079376,4395,0.0011046095634810627
4,-1.8632217,17.29,0.04,1047,460,4726,0.001,0.9691266833349715,4629,0.0012956208273291934
4,-2.0865147200000003,20.76,0.05,1154,470,5176,0.001,0.8924232208728791,5079,0.0015132602181984112
4,-2.12959232,21.67,0.04,1197,480,5364,0.001,0.8642713308334351,5266,0.0012941181572386994
4,-2.19564396,23.01,0.05,1281,490,5715,0.001,0.8388698788789603,5625,0.0010548598903159683
4,-2.2301441000000004,24.46,0.08,1348,500,5998,0.001,0.7769889146089554,5908,0.0011928021180210636
4,-2.1842515000000002,24.05,0.08,1392,510,6191,0.001,0.7459560811519623,6094,0.0017357562319375575
4,-2.21703219,24.0,0.08,1417,520,6303,0.001,0.7553222046958076,6204,0.0012146705347630712
4,-2.50175894,30.18,0.07,1596,530,7052,0.001,0.6466743969917297,6865,0.0008306216498021968
4,-2.45505183,31.33,0.12,1664,540,7335,0.001,0.5743195315202078,7240,0.000952742229856085
4,-2.5557752,34.11,0.15,1800,550,7901,0.001,0.4889556357264519,7811,0.0007168713834835216
4,-2.6373070299999997,36.58,0.2,1916,560,8384,0.001,0.44406811396280926,8283,0.0007431424970631129
4,-2.43019733,34.52,0.25,1974,570,8628,0.001,0.42134513126479256,8441,0.0006141689017466786
4,-2.5899232800000003,38.68,0.29,2119,580,9232,0.001,0.3787722536921501,9137,0.0005385611127712764
4,-2.5861655999999997,40.92,0.32,2257,590,9807,0.001,0.3322741401195526,9699,0.0005310864685452543
4,-2.55981771,41.03,0.37,2327,600,10101,0.001,0.3250844935576121,10007,0.0004460761013130347
4,-2.47412586,41.75,0.46,2391,610,10366,0.001,0.32135930359363557,10266,0.0006044232402928173
