time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,rollout/success_rate,time/time_elapsed,time/episodes,time/total_timesteps,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss
4,-2.47011274,43.15,0.54,2452,620,10618,0.001,0.30113401381593,10514,0.0004365983684118347
4,-2.1437101999999997,37.49,0.64,2496,630,10801,0.001,0.28728810548782346,10706,0.0006193982524564489
4,-2.12762443,36.88,0.68,2549,640,11023,0.001,0.28395870171095194,10928,0.00041931323664213876
4,-1.9135655799999998,33.91,0.71,2613,650,11292,0.001,0.2770784018933773,11194,0.0004325079594855197
4,-1.76194743,30.23,0.74,2641,660,11407,0.001,0.26991923339664936,11293,0.0004956541124556679
4,-1.68564053,28.63,0.77,2661,670,11491,0.001,0.25898490597804386,11401,0.00040931434584005427
4,-1.4971423099999999,24.53,0.81,2708,680,11685,0.001,0.25573256611824036,11592,0.0003363463072352769
4,-1.4142825,21.55,0.84,2774,690,11962,0.001,0.24281997765813554,11863,0.000326203610581745
4,-1.3246816299999997,19.97,0.86,2807,700,12098,0.001,0.25585665621540765,12005,0.00034688635390590537
4,-1.35283292,20.3,0.84,2878,710,12396,0.001,0.2470137272030115,12286,0.0002886656475311611
4,-1.29317164,18.91,0.86,2905,720,12509,0.001,0.2379689599786486,12414,0.00034201542231520373
4,-1.2949931399999999,18.6,0.86,2942,730,12661,0.001,0.23622517585754393,12566,0.0002636546079884283
4,-1.27029327,17.51,0.87,2969,740,12774,0.001,0.23212618976831437,12669,0.00035723923065233976
4,-1.2120124500000002,15.75,0.89,2991,750,12867,0.001,0.22404318622180394,12771,0.00029541020921897143
4,-1.19889373,15.38,0.89,3010,760,12945,0.001,0.23193616271018982,12849,0.0002941062906756997
4,-1.2166597199999998,15.48,0.89,3032,770,13039,0.001,0.22854671710067326,12942,0.0002803839136807558
4,-1.17228702,14.34,0.9,3052,780,13119,0.001,0.2260085301739829,13024,0.00032632890257186124
4,-1.07763494,12.36,0.92,3070,790,13198,0.001,0.2238079845905304,13104,0.00036117502022534607
4,-1.06689814,12.04,0.92,3095,800,13302,0.001,0.22267751768231392,13210,0.0003180480998707935
4,-0.9845567100000001,9.86,0.95,3115,810,13382,0.001,0.2277061574988895,13285,0.0003102516445020835
4,-0.97586877,9.49,0.94,3133,820,13458,0.001,0.22296698604311263,13364,0.0003058436788186165
4,-0.9371667300000002,8.68,0.93,3150,830,13529,0.001,0.2134499422141484,13439,0.00028003435207730424
4,-0.9315087100000001,8.33,0.93,3169,840,13607,0.001,0.21420344213644663,13512,0.00025884325926502544
4,-0.9241188,8.14,0.92,3186,850,13681,0.001,0.21742206811904907,13588,0.00023380754646495916
4,-0.9288123100000003,8.34,0.93,3210,860,13779,0.001,0.20443085134029387,13676,0.0002425886777928099
4,-0.94544792,8.78,0.94,3243,870,13917,0.001,0.20794970435755594,13784,0.00024297286498559906
4,-0.94023112,8.71,0.95,3261,880,13990,0.001,0.2088453248143196,13895,0.00021666288133322573
4,-0.92627492,8.81,0.95,3282,890,14079,0.001,0.1982475370168686,13984,0.00021515681971019754
4,-0.9294850499999999,8.52,0.94,3300,900,14154,0.001,0.20646406461795172,14059,0.00021047032350907102
4,-0.9278078000000001,8.44,0.93,3317,910,14226,0.001,0.21611541509628296,14131,0.00019705665828142728
4,-0.9301550700000001,8.42,0.93,3335,920,14300,0.001,0.19327928312122822,14206,0.0001758618891471997
4,-0.9265548600000001,8.59,0.92,3356,930,14388,0.001,0.20084340870380402,14295,0.00018540490418672562
4,-0.8997223800000002,8.44,0.91,3371,940,14451,0.001,0.19042899353163584,14357,0.00020294119271316698
