rollout/success_rate,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,time/total_timesteps,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates
0.97,540,-0.43074464,7.03,1349,4,5834,0.10247533981289182,0.001,0.00031760495455403415,5738
0.95,550,-0.42707898,6.83,1364,4,5895,0.10138614848256111,0.001,0.0003092285187449306,5801
0.94,560,-0.42339046,6.59,1378,4,5953,0.099731183052063,0.001,0.00031042576883919535,5858
0.94,570,-0.42575510999999994,6.68,1395,4,6026,0.09765171725302935,0.001,0.00032035394542617723,5932
0.94,580,-0.42395920000000004,6.57,1410,4,6085,0.0965483399728934,0.001,0.00032922560058068484,5987
0.93,590,-0.42086706999999995,6.61,1425,4,6147,0.09187368090663638,0.001,0.00027845886402896473,6050
0.94,600,-0.41360032999999996,6.42,1440,4,6211,0.09514360981328147,0.001,0.00025255943182855844,6117
0.94,610,-0.40775976,6.32,1454,4,6266,0.09287499189376831,0.001,0.0002952203678432852,6172
0.92,620,-0.40708732000000003,6.3,1469,4,6330,0.09218435858686765,0.001,0.0002546232572058216,6233
0.93,630,-0.4033270799999999,6.25,1484,4,6395,0.08729303462637795,0.001,0.0002497924223361123,6302
0.94,640,-0.39857461,6.16,1498,4,6450,0.08155094087123871,0.001,0.00023956697017032033,6355
0.96,650,-0.40282394,6.21,1514,4,6516,0.08727314788848162,0.001,0.00023563352806377225,6420
0.97,660,-0.40667553,6.34,1531,4,6587,0.08744348159858159,0.001,0.00018373739398417195,6492
0.97,670,-0.4063978199999999,6.3,1548,4,6656,0.07926555805736119,0.001,0.00021548462003314248,6562
0.97,680,-0.40358956,6.31,1562,4,6716,0.08074241876602173,0.001,0.00021011483477195725,6621
0.98,690,-0.39543799,6.21,1575,4,6768,0.08465109020471573,0.001,0.0002172015617058302,6673
0.97,700,-0.39325778,6.16,1589,4,6827,0.08089121750422887,0.001,0.00020466315202481513,6733
0.97,710,-0.40095988,6.32,1606,4,6898,0.07775040343403816,0.001,0.00020524306091829203,6801
0.99,720,-0.3939857699999999,6.22,1620,4,6952,0.07503830641508102,0.001,0.00020371504651848227,6859
0.99,730,-0.39110088000000004,6.15,1634,4,7010,0.08328020572662354,0.001,0.0001787662913557142,6916
0.99,740,-0.3970253899999999,6.16,1647,4,7066,0.08078693449497223,0.001,0.00016726551111787558,6971
0.99,750,-0.38620146999999994,6.01,1660,4,7117,0.07392181903123855,0.001,0.00018574570131022484,7023
0.99,760,-0.37979695,5.94,1675,4,7181,0.08130557835102081,0.001,0.0001687088777543977,7087
0.99,770,-0.37148563,5.81,1689,4,7237,0.08111282624304295,0.001,0.00016402362962253392,7142
0.99,780,-0.37696470000000004,5.89,1706,4,7305,0.07591603237849015,0.001,0.00017899370756752504,7210
0.99,790,-0.36903775999999994,5.81,1716,4,7349,0.08039245009422302,0.001,0.00017058802186511456,7256
1.0,800,-0.38760659999999997,6.62,1750,4,7489,0.07924784440547228,0.001,0.00016219138251472032,7392
1.0,810,-0.41202516999999994,7.63,1792,4,7661,0.0795245561748743,0.001,0.00018453362038902318,7543
0.99,820,-0.41705097,7.64,1805,4,7716,0.0751153938472271,0.001,0.0001619655546771052,7623
0.98,830,-0.41719275000000006,7.63,1819,4,7773,0.07323195636272431,0.001,0.0001308809776674025,7678
0.98,840,-0.4159172100000001,7.61,1832,4,7827,0.07189891040325165,0.001,0.0001291146967560053,7734
0.98,850,-0.42156513999999995,7.62,1845,4,7879,0.0748092532157898,0.001,0.0001311651158175664,7784
0.98,860,-0.41813296999999994,7.51,1858,4,7932,0.07368268258869648,0.001,0.00013551000665756874,7837
0.98,870,-0.41996506999999994,7.59,1873,4,7996,0.07691857715447743,0.001,0.00023969369390720708,7898
0.98,880,-0.4155209699999999,7.45,1887,4,8050,0.0750539464255174,0.001,0.0001429716794518754,7957
0.98,890,-0.4321115099999999,7.63,1902,4,8112,0.06962869316339493,0.001,0.00012188877735752612,8017
0.98,900,-0.42066603999999996,6.88,1918,4,8177,0.07360335439443588,0.001,0.00014335081505123526,8082
0.98,910,-0.39956502000000005,5.83,1934,4,8244,0.07359969781504737,0.001,0.00012155378822677044,8149
0.98,920,-0.39955673999999997,5.84,1947,4,8300,0.07079613953828812,0.001,0.0001103292077979339,8205
0.98,930,-0.40198611999999995,6.02,1965,4,8375,0.07550097505251567,0.001,0.00010944689347525127,8281
0.98,940,-0.39938665,5.96,1977,4,8423,0.07187695056200027,0.001,0.00012566687655635178,8330
0.98,950,-0.40342375999999996,6.0,1991,4,8479,0.07519281283020973,0.001,0.0001214790887994847,8385
0.98,960,-0.4040951099999999,6.06,2005,4,8538,0.06753951869904995,0.001,0.00014373089834407438,8443
0.98,970,-0.40489009000000004,5.96,2018,4,8592,0.07330722858508427,0.001,0.00011701901045550282,8498
0.98,980,-0.40847988,6.01,2033,4,8651,0.06903149870534737,0.001,0.0001169037823274266,8554
0.98,990,-0.3970732299999999,5.91,2045,4,8703,0.06841252744197845,0.001,0.00010965366964228451,8610
0.98,1000,-0.38791228999999994,5.78,2058,4,8755,0.06946398690342903,0.001,0.00010961067710013594,8659
0.98,1010,-0.38378008,5.82,2075,4,8826,0.07172445704539616,0.001,0.00013323877161989608,8730
0.99,1020,-0.38147827999999995,5.77,2088,4,8877,0.06667486131191254,0.001,9.59770186454989e-05,8782
1.0,1030,-0.3853727599999999,5.63,2103,4,8938,0.07224209855000178,0.001,8.933487697504461e-05,8842
1.0,1040,-0.38988141,5.89,2121,4,9012,0.06958346281732831,0.001,8.298920771007292e-05,8919
1.0,1050,-0.38462125,5.84,2133,4,9063,0.0725799227754275,0.001,9.863110729687226e-05,8969
1.0,1060,-0.38300387,5.81,2147,4,9119,0.07149085476994514,0.001,9.757059015100822e-05,9024
1.0,1070,-0.38247877,5.84,2161,4,9176,0.07464892168839772,0.001,0.00017713732086122036,9082
1.0,1080,-0.3831224600000001,5.81,2174,4,9232,0.0768604725599289,0.001,0.00013407497499429155,9136
1.0,1090,-0.38676615999999986,5.81,2187,4,9284,0.07066154426762036,0.001,0.00012100935210972758,9190
1.0,1100,-0.38585538999999996,5.85,2200,4,9340,0.06960170567035676,0.001,9.61238591116853e-05,9245
1.0,1110,-0.3870374200000001,5.87,2218,4,9413,0.06894790194928646,0.001,0.00018011907377513126,9319
1.0,1120,-0.38882511000000003,5.99,2233,4,9476,0.07184960941473643,0.001,0.00011338721257440436,9382
1.0,1130,-0.38072355,5.89,2246,4,9527,0.07312895854314168,0.001,0.00014428879997770613,9434
0.99,1140,-0.38982592999999993,5.92,2264,4,9604,0.06749367838104565,0.001,9.754505784561236e-05,9509
0.99,1150,-0.39132012000000005,5.97,2278,4,9660,0.06954839080572128,0.001,9.253867028746754e-05,9564
0.99,1160,-0.3946043199999999,6.02,2293,4,9721,0.06699417009949685,0.001,0.00010570736922090873,9627
0.99,1170,-0.39532665,5.99,2306,4,9775,0.07106061652302742,0.001,8.982729741546791e-05,9680
0.99,1180,-0.3938251599999999,5.97,2319,4,9829,0.07073846459388733,0.001,0.00011321349302306771,9733
0.99,1190,-0.39882773,5.96,2331,4,9880,0.07205996476113796,0.001,8.739877921470907e-05,9786
0.99,1200,-0.39717962999999995,5.97,2345,4,9937,0.06854804871337754,0.001,0.0001039546966369796,9843
0.99,1210,-0.38712488,5.75,2358,4,9988,0.07303193509578705,0.001,7.564326806459576e-05,9893
0.99,1220,-0.38254068,5.67,2371,4,10043,0.06980932503938675,0.001,7.190276301116683e-05,9947
0.99,1230,-0.38924882000000005,5.84,2388,4,10111,0.069381524498264,0.001,0.00014302773100401586,10012
1.0,1240,-0.37853621,5.6,2401,4,10164,0.06848677098751069,0.001,7.969493090058677e-05,10069
1.0,1250,-0.37632522,5.6,2414,4,10220,0.07296502888202668,0.001,9.71368164755404e-05,10126
1.0,1260,-0.36814869,5.52,2427,4,10273,0.07108683759967487,0.001,8.092583084362559e-05,10180
1.0,1270,-0.36302676,5.46,2439,4,10321,0.07696595788002014,0.001,9.349921856482979e-05,10228
1.0,1280,-0.36483093999999994,5.52,2453,4,10381,0.0692582830786705,0.001,0.00010271095961797983,10281
1.0,1290,-0.36485854,5.57,2467,4,10437,0.07050165746893201,0.001,9.550668931167041e-05,10343
1.0,1300,-0.36956992,5.56,2481,4,10493,0.07019463032484055,0.001,9.075999987544492e-05,10399
0.99,1310,-0.3721518,5.63,2494,4,10551,0.06780395346383254,0.001,9.918236658753206e-05,10454
0.98,1320,-0.37612073,5.63,2508,4,10606,0.0698905661702156,0.001,9.194427184411325e-05,10510
0.98,1330,-0.36800111,5.51,2521,4,10662,0.07218224033713341,0.001,8.027453004615382e-05,10566
0.98,1340,-0.37181993999999996,5.55,2535,4,10719,0.07611235106984775,0.001,9.252426025341265e-05,10626
0.98,1350,-0.37273367,5.53,2548,4,10773,0.07008656486868858,0.001,9.922804868741271e-05,10679
0.98,1360,-0.37801008,5.62,2563,4,10835,0.06993091106414795,0.001,7.788259556816359e-05,10738
0.97,1370,-0.38020622,5.64,2575,4,10885,0.0765655729919672,0.001,9.500035776000004e-05,10791
0.97,1380,-0.37918130999999994,5.57,2588,4,10938,0.07136180922389031,0.001,8.274839346995577e-05,10844
0.97,1390,-0.37886248999999994,5.55,2601,4,10992,0.06767113953828811,0.001,9.696714259916916e-05,10897
0.97,1400,-0.3791888300000001,5.56,2615,4,11049,0.06545498687773943,0.001,8.560432979720645e-05,10953
0.98,1410,-0.37906479,5.56,2629,4,11107,0.06407838811477025,0.001,9.864611274679191e-05,11012
0.98,1420,-0.38007482,5.66,2645,4,11172,0.07122579775750637,0.001,9.620662422094028e-05,11075
0.98,1430,-0.3858500899999999,5.7,2660,4,11232,0.06968144646712712,0.001,7.865920010122604e-05,11138
0.97,1440,-0.38143044,5.71,2673,4,11290,0.07123838737607002,0.001,8.985476779344026e-05,11197
0.96,1450,-0.3898294499999999,5.75,2687,4,11348,0.07162183629614967,0.001,7.534374162787572e-05,11253
0.96,1460,-0.39305373000000005,5.71,2701,4,11406,0.07038894792397817,0.001,9.980420266704944e-05,11313
0.96,1470,-0.39435576000000006,5.8,2715,4,11465,0.06861408054828644,0.001,7.374913911917247e-05,11371
0.96,1480,-0.38970286000000004,5.8,2728,4,11518,0.07127461582422256,0.001,8.361968357348815e-05,11423
0.96,1490,-0.38943172,5.83,2742,4,11575,0.07051881237162484,0.001,0.000102831302178351,11481
0.96,1500,-0.39163091,5.81,2756,4,11630,0.07176027446985245,0.001,8.769850828684866e-05,11537
0.96,1510,-0.40187749000000006,5.84,2771,4,11691,0.07419406622648239,0.001,0.0001010599298751913,11595
0.96,1520,-0.40029837,5.74,2784,4,11746,0.06910302937030792,0.001,6.99717624229379e-05,11650
0.96,1530,-0.39114804999999997,5.68,2797,4,11800,0.07476359009742736,0.001,8.965687884483486e-05,11706
0.97,1540,-0.3953230299999999,5.69,2811,4,11859,0.07046435251832009,0.001,9.296761563746259e-05,11765
0.98,1550,-0.38749838000000003,5.65,2824,4,11913,0.0722469612956047,0.001,7.052373621263541e-05,11819
0.98,1560,-0.37978631,5.55,2836,4,11961,0.0669344887137413,0.001,5.960313228570158e-05,11868
0.99,1570,-0.37828824000000005,5.49,2849,4,12014,0.07145217167479652,0.001,8.019372554762023e-05,11921
0.99,1580,-0.37823108000000005,5.52,2863,4,12070,0.07082852224508922,0.001,9.105890664310816e-05,11973
0.98,1590,-0.38447816999999995,5.77,2882,4,12152,0.0737613822732653,0.001,8.291847292899288e-05,12057
0.98,1600,-0.37798697000000003,5.78,2896,4,12208,0.07494842112064362,0.001,0.00010266961617162451,12114
0.97,1610,-0.37121308,5.78,2910,4,12269,0.07055284703771274,0.001,6.798243036125011e-05,12175
0.97,1620,-0.36796913000000003,5.75,2923,4,12321,0.06689124833792448,0.001,8.567162512918003e-05,12226
0.96,1630,-0.38116945,5.8,2937,4,12380,0.07254605181515217,0.001,7.657968914524342e-05,12285
0.96,1640,-0.37253721999999995,5.71,2949,4,12430,0.06765295937657356,0.001,0.00010828119532864851,12337
0.95,1650,-0.37430062,5.71,2962,4,12484,0.0680183582007885,0.001,9.096819485421292e-05,12388
0.95,1660,-0.38183556,5.78,2976,4,12539,0.07203887154658635,0.001,7.962225087491485e-05,12444
0.95,1670,-0.38452658999999995,5.82,2989,4,12596,0.07337392227990287,0.001,7.573750294146262e-05,12502
0.95,1680,-0.38642876000000004,5.8,3003,4,12650,0.07265700710316499,0.001,8.477662474130436e-05,12555
0.96,1690,-0.38820148,5.71,3020,4,12723,0.07294800877571106,0.001,0.00010276928393674704,12630
0.95,1700,-0.39964063000000005,5.76,3035,4,12784,0.0701836459338665,0.001,0.00010080222030713533,12688
0.96,1710,-0.39893946,5.74,3049,4,12843,0.07151592150330544,0.001,8.109238357671227e-05,12749
0.97,1720,-0.40289761999999996,5.74,3062,4,12895,0.06917869361738364,0.001,0.00011560429023423542,12801
0.98,1730,-0.3993876799999999,5.83,3078,4,12963,0.07113039493560791,0.001,7.988969567425859e-05,12870
0.96,1740,-0.40471535000000003,5.91,3092,4,13021,0.06702725123614073,0.001,7.792309588694479e-05,12927
0.97,1750,-0.4031745699999999,5.98,3107,4,13082,0.06991370022296906,0.001,9.238565107807517e-05,12988
0.97,1760,-0.40470307000000005,5.98,3120,4,13137,0.06506461873650551,0.001,9.094409178942442e-05,13043
0.97,1770,-0.40869943999999997,6.02,3135,4,13198,0.06458652764558792,0.001,6.372262359946034e-05,13103
0.96,1780,-0.40806151,6.02,3148,4,13252,0.0729027520865202,0.001,9.129781574301887e-05,13158
0.96,1790,-0.39619846,5.8,3161,4,13303,0.06955303438007832,0.001,7.773203287797514e-05,13210
0.97,1800,-0.38430610000000004,5.75,3174,4,13359,0.06939216082294782,0.001,7.240391217540794e-05,13265
0.97,1810,-0.38881248999999996,5.76,3189,4,13419,0.07340375781059265,0.001,9.593497670721263e-05,13324
0.95,1820,-0.38860241999999995,5.8,3202,4,13475,0.06710354052484035,0.001,6.37716530036414e-05,13381
0.95,1830,-0.38858096,5.78,3218,4,13541,0.06728987023234367,0.001,7.288264108259075e-05,13447
0.97,1840,-0.39556359999999996,5.82,3233,4,13603,0.07025749012827873,0.001,7.801019673934207e-05,13508
0.97,1850,-0.38927281,5.69,3245,4,13651,0.07124911993741989,0.001,8.959667138697114e-05,13556
0.97,1860,-0.3842712800000001,5.62,3257,4,13699,0.06585411448031664,0.001,7.506392648792826e-05,13605
0.97,1870,-0.37803091,5.61,3271,4,13759,0.06984176933765411,0.001,0.00010166522115468979,13661
0.97,1880,-0.38682461,5.65,3285,4,13817,0.06884021187822024,0.001,8.911097999468136e-05,13722
0.96,1890,-0.39317944,5.76,3300,4,13879,0.06466697963575523,0.001,7.408688543364406e-05,13781
0.96,1900,-0.4049918599999999,5.84,3316,4,13943,0.06858865420023601,0.001,7.919944376529504e-05,13846
0.96,1910,-0.40027107000000006,5.83,3330,4,14002,0.06930338715513547,0.001,9.579820349851313e-05,13906
0.98,1920,-0.3917934200000001,5.77,3342,4,14052,0.07052165120840073,0.001,0.00010412207338958979,13959
0.98,1930,-0.39070398999999995,5.68,3356,4,14109,0.07089314088225365,0.001,8.025970455491916e-05,14014
0.98,1940,-0.38734300999999993,5.7,3372,4,14173,0.07466014474630356,0.001,6.869385651953053e-05,14078
0.98,1950,-0.39466221000000007,5.76,3385,4,14227,0.07091721072793007,0.001,7.361782190855593e-05,14133
0.98,1960,-0.39782811,5.83,3398,4,14282,0.07653439151389259,0.001,5.9437433914614045e-05,14188
0.98,1970,-0.40002829000000006,5.78,3411,4,14337,0.06656836159527302,0.001,7.03681907907594e-05,14243
0.99,1980,-0.38985815,5.71,3424,4,14388,0.06485710044701894,0.001,6.675938918003037e-05,14294
1.0,1990,-0.39494717,5.81,3441,4,14460,0.07152099481650762,0.001,6.32415508984455e-05,14364
1.0,2000,-0.39121589,5.78,3456,4,14521,0.06990943849086761,0.001,5.314991115786446e-05,14426
1.0,2010,-0.3916097,5.75,3470,4,14577,0.07397828809916973,0.001,6.792447008289552e-05,14483
0.99,2020,-0.40622267,5.85,3484,4,14637,0.07008704543113708,0.001,7.641748925379943e-05,14542
0.99,2030,-0.4007545200000001,5.84,3498,4,14693,0.074281607568264,0.001,6.930609233677388e-05,14595
0.99,2040,-0.4008245100000001,5.77,3512,4,14750,0.07033133804798126,0.001,7.684997108299285e-05,14656
0.98,2050,-0.40988395,5.95,3529,4,14822,0.07182688372475761,0.001,7.465194409763041e-05,14728
0.97,2060,-0.41468186999999995,6.03,3544,4,14885,0.06755295395851135,0.001,8.64194498717552e-05,14789
0.97,2070,-0.42110343,6.07,3558,4,14944,0.07282707095146179,0.001,7.327491454946409e-05,14849
0.97,2080,-0.41807232,6.03,3570,4,14991,0.07252868562936783,0.001,6.243338357307948e-05,14897
0.97,2090,-0.4047870700000001,5.83,3583,4,15043,0.06765797982613246,0.001,6.659179598500486e-05,14950
0.97,2100,-0.4097232299999999,5.8,3597,4,15101,0.07022673189640045,0.001,6.884498652652838e-05,15005
0.97,2110,-0.41502241000000006,5.94,3614,4,15171,0.07401645928621292,0.001,7.451967758242972e-05,15076
0.98,2120,-0.40973898,5.88,3627,4,15225,0.07414768189191819,0.001,6.909580552019178e-05,15132
0.98,2130,-0.41468936000000006,5.85,3640,4,15278,0.0706835687160492,0.001,5.486997361003887e-05,15184
0.98,2140,-0.41034471000000006,5.78,3652,4,15328,0.07154440693557262,0.001,6.578371539944783e-05,15234
0.99,2150,-0.39989194,5.75,3669,4,15397,0.07074620760977268,0.001,7.303561627243955e-05,15303
1.0,2160,-0.3928218000000001,5.61,3681,4,15446,0.069842545936505,0.001,7.265064717406251e-05,15352
1.0,2170,-0.38885295,5.54,3693,4,15498,0.06450581103563309,0.001,5.5035664263414216e-05,15404
0.99,2180,-0.40581340999999993,5.65,3707,4,15556,0.0686592236161232,0.001,7.172597725002561e-05,15461
0.99,2190,-0.4145219,5.66,3720,4,15609,0.06884323557217915,0.001,3.961011134379078e-05,15514
0.99,2200,-0.41035638999999996,5.65,3734,4,15666,0.07014742493629456,0.001,4.0996455572894776e-05,15570
0.99,2210,-0.39830567,5.45,3746,4,15716,0.07461836561560631,0.001,4.162620098213665e-05,15623
0.99,2220,-0.39875452999999994,5.44,3759,4,15769,0.07621850222349166,0.001,4.789413796970621e-05,15675
0.99,2230,-0.39425427,5.45,3772,4,15823,0.072567963351806,0.001,5.5469703511334956e-05,15729
0.99,2240,-0.39487005000000003,5.48,3785,4,15876,0.06569886058568955,0.001,4.95421772939153e-05,15783
0.98,2250,-0.39258932,5.3,3797,4,15927,0.06885140282767159,0.001,4.323980257530431e-05,15834
0.98,2260,-0.39318005,5.35,3810,4,15981,0.06609592884778977,0.001,5.1505406736396254e-05,15886
0.98,2270,-0.39242802,5.38,3824,4,16036,0.07295626997947693,0.001,6.281310779741034e-05,15942
0.98,2280,-0.39076443000000005,5.46,3840,4,16102,0.0750943273305893,0.001,6.858710476080887e-05,16007
0.98,2290,-0.37866890000000003,5.42,3852,4,16151,0.07418766617774963,0.001,6.28252882961533e-05,16057
0.98,2300,-0.3735361799999999,5.37,3864,4,16203,0.07248528115451336,0.001,4.526814336713869e-05,16110
0.98,2310,-0.37892032999999997,5.41,3877,4,16257,0.06835711188614368,0.001,4.308006464270875e-05,16164
0.98,2320,-0.37635237000000005,5.43,3891,4,16312,0.07015449181199074,0.001,5.140301072970033e-05,16217
0.97,2330,-0.38815011,5.47,3905,4,16370,0.07502707242965698,0.001,6.0932592896278946e-05,16275
0.97,2340,-0.38243685,5.39,3916,4,16415,0.0697951540350914,0.001,4.277737434676965e-05,16322
0.98,2350,-0.38210789,5.38,3928,4,16465,0.06923260539770126,0.001,5.803183103125775e-05,16370
0.98,2360,-0.38534435999999994,5.37,3941,4,16518,0.07000359892845154,0.001,5.41494955541566e-05,16424
0.98,2370,-0.38790364000000005,5.41,3955,4,16577,0.070103457570076,0.001,5.6514438620069994e-05,16483
0.99,2380,-0.38040793000000006,5.26,3968,4,16628,0.07024420922001202,0.001,5.470565884024836e-05,16534
0.99,2390,-0.38645342000000005,5.3,3981,4,16681,0.0709746778011322,0.001,4.4016393076162785e-05,16588
0.98,2400,-0.38398263,5.3,3993,4,16733,0.07627257108688354,0.001,7.011390771367587e-05,16640
0.97,2410,-0.38480602,5.29,4006,4,16786,0.07549652581413586,0.001,5.4987603410457574e-05,16692
0.97,2420,-0.3873330000000001,5.29,4019,4,16841,0.06454009488224983,0.001,5.6305898760911076e-05,16746
0.98,2430,-0.37925999000000005,5.25,4032,4,16895,0.07374885976314545,0.001,7.933469751151279e-05,16800
0.98,2440,-0.38839002000000006,5.38,4046,4,16953,0.07258521765470505,0.001,5.2324734497233294e-05,16856
0.98,2450,-0.39497405,5.46,4060,4,17011,0.06919651292264462,0.001,6.004142414894886e-05,16915
0.98,2460,-0.39532769,5.48,4074,4,17066,0.06870948057621717,0.001,5.126501309860032e-05,16970
0.98,2470,-0.3918676300000001,5.45,4087,4,17122,0.0732092559337616,0.001,4.2350166647035316e-05,17029
0.98,2480,-0.3969466199999999,5.57,4103,4,17185,0.07515695784240961,0.001,5.6761797623039456e-05,17090
0.96,2490,-0.39950009999999997,5.56,4115,4,17237,0.07126550802162715,0.001,6.603311080003291e-05,17141
0.95,2500,-0.40597537,5.59,4128,4,17292,0.06888552914772715,0.001,5.333477851568854e-05,17198
0.96,2510,-0.40231520000000004,5.6,4141,4,17346,0.07524535494546096,0.001,7.349316304801808e-05,17252
0.96,2520,-0.39366794,5.53,4153,4,17394,0.07103931407133739,0.001,8.219335056007064e-05,17301
0.96,2530,-0.39473891999999994,5.71,4170,4,17466,0.06594756711274385,0.001,5.585591043200111e-05,17359
0.96,2540,-0.39699946999999997,5.69,4184,4,17522,0.07434048354625702,0.001,6.221699295565486e-05,17427
0.96,2550,-0.40354250999999997,5.7,4198,4,17581,0.0741059264789025,0.001,3.959161464687592e-05,17486
0.96,2560,-0.4022830500000001,5.65,4210,4,17631,0.06932682730257511,0.001,4.874579917668598e-05,17537
