time/fps,rollout/success_rate,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/actor_loss,train/n_updates,train/critic_loss,train/learning_rate
4,0.09,860,-1.28723253,13.24,5837,1246,0.3840324680010478,5739,0.001824615290388465,0.001
4,0.09,870,-1.3970234800000003,15.94,6171,1325,0.40433579683303833,6069,0.0012914176913909614,0.001
4,0.1,880,-1.4924886999999998,17.92,6427,1385,0.39978065093358356,6329,0.0011298082120317434,0.001
4,0.08,890,-1.7611719300000004,24.24,7144,1557,0.39183361766239005,6948,0.001207238326682464,0.001
4,0.12,900,-1.6923126499999999,24.05,7284,1590,0.4018212892115116,7181,0.0017532533529447392,0.001
4,0.15,910,-1.8634231399999999,28.09,7761,1704,0.3921436667442322,7660,0.0017368573462590575,0.001
4,0.17,920,-1.9020588499999997,29.99,8107,1787,0.41250080943107603,7994,0.0014263586676679552,0.001
4,0.21,930,-1.84352819,29.44,8216,1812,0.399793803691864,8112,0.001982095302082598,0.001
4,0.24,940,-1.91589664,31.49,8665,1920,0.4347645568847656,8567,0.002069762501632795,0.001
4,0.24,950,-1.82214325,29.62,8730,1934,0.4230562547842662,8627,0.002097790811343917,0.001
4,0.23,960,-1.93774102,30.83,8920,1978,0.42745352288087207,8816,0.0019023231870960444,0.001
4,0.27,970,-1.91977876,30.43,9214,2047,0.4286008167266846,9018,0.002313385613961145,0.001
4,0.28,980,-1.9786196,32.2,9647,2151,0.43235276066339934,9549,0.0028827164116172264,0.001
4,0.29,990,-1.77462502,27.88,9932,2219,0.42519450187683105,9834,0.0012221075885463506,0.001
4,0.32,1000,-1.8726835,31.21,10405,2332,0.4326547861099243,10209,0.0021066181536298243,0.001
4,0.36,1010,-1.67830056,27.28,10489,2352,0.4369577243924141,10386,0.0018530427311946238,0.001
4,0.41,1020,-1.5630769300000003,24.5,10557,2368,0.41750454902648926,10455,0.0024954175654177866,0.001
4,0.44,1030,-1.53691142,23.98,10614,2382,0.427875691652298,10512,0.0017501318490960533,0.001
4,0.44,1040,-1.4047375300000002,22.12,10877,2445,0.4340044856071472,10767,0.0024777078069746494,0.001
4,0.49,1050,-1.43626609,23.54,11084,2494,0.4196078687906265,10981,0.0025751003564801066,0.001
4,0.54,1060,-1.4370507000000001,25.05,11425,2576,0.4143301972321102,11237,0.002361595859462074,0.001
4,0.55,1070,-1.3809065900000002,24.12,11626,2624,0.42095981041590375,11514,0.0029227538325358182,0.001
4,0.61,1080,-1.2208117399999998,20.53,11700,2642,0.4195001721382141,11598,0.0024711472215130925,0.001
4,0.67,1090,-1.17042101,19.75,11907,2691,0.41142369210720064,11806,0.0026333171559963374,0.001
4,0.69,1100,-1.05414401,16.16,12021,2718,0.42064903179804486,11915,0.002814059195640896,0.001
4,0.72,1110,-1.05738704,16.05,12094,2736,0.41860010226567584,11992,0.0016256537152609478,0.001
4,0.67,1120,-1.13772703,18.67,12424,2816,0.4027911782264709,12326,0.003139047408476472,0.001
4,0.64,1130,-1.2134115500000002,20.91,12705,2883,0.3687889873981476,12586,0.0034646072890609503,0.001
4,0.66,1140,-1.18623583,20.49,12926,2936,0.40243203317125636,12822,0.0030718913916102115,0.001
4,0.67,1150,-1.20330612,21.13,13197,3001,0.39960135221481324,13065,0.003406519631177864,0.001
4,0.67,1160,-1.15281333,20.55,13480,3069,0.3941086182991664,13372,0.0030954482790548354,0.001
4,0.69,1170,-1.1482233899999998,20.32,13658,3112,0.39839850664138793,13556,0.0031232434581033885,0.001
4,0.68,1180,-1.1476166099999998,20.52,13752,3134,0.4034704566001892,13654,0.0031470507383346558,0.001
4,0.65,1190,-1.12268209,19.95,13902,3170,0.3877686381340027,13804,0.003946453309617936,0.001
4,0.62,1200,-1.1833611099999999,21.54,14175,3236,0.4026907334725062,14072,0.003197948584177842,0.001
4,0.62,1210,-1.17671873,21.59,14253,3255,0.40325918793678284,14150,0.002567983465269208,0.001
4,0.64,1220,-1.1987331199999998,22.24,14648,3349,0.39303986728191376,14512,0.003667888165052448,0.001
4,0.67,1230,-1.1802949,21.83,14888,3407,0.38633137941360474,14790,0.0020262402831576765,0.001
4,0.68,1240,-1.1721965,21.35,15061,3449,0.3924281293153763,14959,0.0037764163559768347,0.001
4,0.69,1250,-1.1408238400000001,20.27,15224,3488,0.39643173416455585,15118,0.003294567530974746,0.001
4,0.69,1260,-1.1892751899999998,21.8,15660,3592,0.3953257381916046,15464,0.003293455293169245,0.001
4,0.71,1270,-1.16396001,21.11,15769,3619,0.39387840529282886,15666,0.0035155236043713308,0.001
4,0.73,1280,-1.1676617400000002,21.05,15857,3641,0.40502801537513733,15744,0.0032090979761310984,0.001
4,0.76,1290,-1.1699226799999998,20.63,15965,3666,0.3794995844364166,15859,0.0037066059386623757,0.001
4,0.74,1300,-1.16348314,20.3,16205,3724,0.3951544761657715,16107,0.003701360896229744,0.001
4,0.72,1310,-1.1617488100000002,20.23,16276,3741,0.38602557182312014,16178,0.00341112962923944,0.001
4,0.72,1320,-1.0467053099999999,16.82,16330,3754,0.3911573812365532,16226,0.004048005145575319,0.001
4,0.7,1330,-1.05903909,17.18,16606,3820,0.3801187574863434,16440,0.003531786729581654,0.001
4,0.68,1340,-1.0138758500000002,16.02,16663,3834,0.38482603430747986,16557,0.004476132686249912,0.001
4,0.68,1350,-0.97813737,15.01,16725,3849,0.38299406319856644,16627,0.00401578497258015,0.001
4,0.72,1360,-0.88623587,11.71,16831,3875,0.3762172535061836,16727,0.003129051241558045,0.001
4,0.69,1370,-0.87078852,11.32,16901,3891,0.38750648498535156,16803,0.0033923142057444367,0.001
4,0.66,1380,-0.9184672599999999,12.61,17118,3943,0.38635977109273273,17004,0.003931378829292953,0.001
4,0.63,1390,-0.9336975,13.43,17308,3989,0.38321420550346375,17205,0.0036330779548734426,0.001
4,0.68,1400,-0.86860572,11.78,17383,4007,0.37876826524734497,17276,0.0038959071893865864,0.001
4,0.68,1410,-0.88279462,12.05,17481,4030,0.380776047706604,17373,0.0036204678804746698,0.001
4,0.7,1420,-0.8841453800000002,12.08,17538,4044,0.38188457985719043,17440,0.003115860004486008,0.001
4,0.73,1430,-0.8264023099999999,10.11,17617,4063,0.3936736931403478,17512,0.0033392964396625757,0.001
4,0.75,1440,-0.84896006,10.52,17715,4086,0.4031486213207245,17612,0.003248101333156228,0.001
4,0.74,1450,-0.8497190699999997,10.59,17784,4103,0.37885843217372894,17683,0.003950561707218488,0.001
4,0.71,1460,-0.85220218,11.1,17941,4141,0.3820107951760292,17840,0.003679806033947638,0.001
4,0.71,1470,-0.8500000799999999,10.98,17999,4154,0.41105344891548157,17895,0.0023170330096036196,0.001
4,0.74,1480,-0.8055352400000001,9.58,18076,4173,0.39558308720588686,17968,0.0034837950952351093,0.001
4,0.75,1490,-0.8250358999999999,9.69,18277,4221,0.38357479125261307,18165,0.0037980386211226382,0.001
4,0.72,1500,-0.83096048,10.24,18407,4252,0.3669646978378296,18305,0.004914719145745039,0.001
4,0.72,1510,-0.8106272599999998,9.91,18472,4268,0.37454700469970703,18374,0.0037932708859443665,0.001
4,0.72,1520,-0.86147683,11.44,18682,4319,0.35337501764297485,18576,0.0034093799768015742,0.001
4,0.73,1530,-0.8672820299999997,11.55,18772,4340,0.3847144067287445,18669,0.004336963733658194,0.001
4,0.74,1540,-0.86607378,11.47,18862,4362,0.3862748046716054,18759,0.0034647342482847826,0.001
4,0.75,1550,-0.9002762299999999,12.42,19026,4401,0.3634796639283498,18923,0.004575790837407112,0.001
4,0.75,1560,-0.9461263299999999,13.2,19261,4457,0.37987040281295775,19065,0.004002063348889351,0.001
4,0.76,1570,-0.98237179,14.28,19427,4497,0.378302534421285,19326,0.004042275172347824,0.001
4,0.77,1580,-0.9984802800000001,14.93,19569,4531,0.3717353244622548,19402,0.003801393322646618,0.001
4,0.79,1590,-0.9376351299999999,13.61,19638,4548,0.3757393956184387,19525,0.0038429738488048315,0.001
4,0.8,1600,-0.9473972199999998,13.81,19788,4584,0.3895666152238846,19685,0.0028257438447326423,0.001
4,0.8,1610,-0.9829584699999999,14.67,19939,4621,0.3721320430437724,19841,0.004186627765496572,0.001
4,0.8,1620,-0.97198751,14.25,20107,4661,0.37158048897981644,20000,0.00438964698696509,0.001
4,0.77,1630,-0.9566714799999998,13.9,20162,4674,0.3631983697414398,20060,0.004144437311749373,0.001
4,0.76,1640,-0.9402385799999999,13.62,20224,4689,0.36512813965479535,20121,0.004058602332536664,0.001
4,0.76,1650,-0.91188544,12.75,20301,4708,0.3749219477176666,20199,0.0030020493016179118,0.001
4,0.78,1660,-0.8566705299999999,11.21,20382,4727,0.3647876441478729,20270,0.004123989803095658,0.001
4,0.8,1670,-0.8288410999999999,10.25,20452,4744,0.36492260297139484,20349,0.0035429687316839895,0.001
4,0.77,1680,-0.7954948599999999,9.38,20507,4757,0.358055979013443,20404,0.0041724867769517004,0.001
4,0.78,1690,-0.80474223,9.34,20572,4773,0.37073739369710285,20469,0.003855859029239842,0.001
4,0.79,1700,-0.8222314799999999,9.95,20783,4824,0.37699381113052366,20680,0.004169151338282972,0.001
4,0.76,1710,-0.7958623600000001,9.17,20856,4841,0.3690031170845032,20753,0.00438465503975749,0.001
4,0.77,1720,-0.77011437,8.15,20922,4857,0.3834712654352188,20824,0.0031341240101028234,0.001
4,0.76,1730,-0.7876179499999999,8.69,21031,4883,0.3745010495185852,20928,0.0043358285911381245,0.001
4,0.74,1740,-0.7816725100000003,8.71,21095,4898,0.3575823903083801,20992,0.004449584463145584,0.001
4,0.76,1750,-0.8110411099999999,9.51,21252,4936,0.363806389272213,21146,0.0037571167506809744,0.001
4,0.77,1760,-0.8064967199999998,9.43,21325,4954,0.3708198219537735,21222,0.0038723800098523498,0.001
4,0.78,1770,-0.8181045400000001,9.61,21413,4975,0.3807416728564671,21309,0.00452594089632233,0.001
4,0.77,1780,-0.8238107699999999,9.81,21488,4993,0.38792213797569275,21370,0.003784828237257898,0.001
4,0.77,1790,-0.8295638400000002,9.86,21558,5010,0.3526383191347122,21456,0.003661375492811203,0.001
4,0.79,1800,-0.80014492,8.49,21632,5028,0.36569035053253174,21530,0.004204101938133438,0.001
4,0.83,1810,-0.8079364200000001,8.5,21706,5046,0.3603406772017479,21602,0.004525137000850269,0.001
4,0.84,1820,-0.80441413,8.56,21778,5063,0.3746840596199036,21675,0.0040802641094408254,0.001
4,0.85,1830,-0.82435993,9.19,21950,5105,0.3676088148355484,21847,0.004380671529797837,0.001
4,0.88,1840,-0.8339210499999998,9.2,22015,5120,0.36544256657361984,21912,0.0040514357720634765,0.001
4,0.87,1850,-0.8125624599999999,8.43,22095,5140,0.35364773124456406,21991,0.0043643069511745125,0.001
4,0.83,1860,-0.8025351799999999,8.3,22155,5154,0.33718140920003253,22057,0.005601731905092795,0.001
4,0.8,1870,-0.78502527,8.01,22214,5168,0.38249877095222473,22112,0.003710154676809907,0.001
4,0.82,1880,-0.78910207,7.87,22275,5183,0.37035812934239704,22172,0.004285025643184781,0.001
4,0.8,1890,-0.77342267,7.78,22336,5197,0.3687669634819031,22234,0.0038722253936742035,0.001
4,0.78,1900,-0.7752805899999999,7.98,22430,5220,0.36742033809423447,22327,0.004378448473289609,0.001
4,0.77,1910,-0.7733567899999997,7.92,22498,5237,0.3868335386117299,22395,0.005200998314345877,0.001
4,0.78,1920,-0.7681570200000002,7.87,22565,5253,0.37521212299664813,22463,0.004056231817230582,0.001
4,0.79,1930,-0.73133624,6.96,22646,5272,0.3694506287574768,22548,0.004962527891620994,0.001
4,0.78,1940,-0.75700209,7.89,22804,5310,0.36805761605501175,22702,0.004533175029791892,0.001
4,0.78,1950,-0.7495179100000002,7.78,22873,5327,0.36867403984069824,22771,0.004437525191211275,0.001
4,0.8,1960,-0.7532852400000002,7.83,22938,5342,0.38335440556208294,22832,0.004662251992461582,0.001
4,0.82,1970,-0.7856453099999999,8.76,23090,5379,0.367970429526435,22986,0.004756789820061789,0.001
4,0.82,1980,-0.78670659,8.91,23166,5397,0.3510248064994812,23062,0.0043855494586750865,0.001
4,0.83,1990,-0.7944668500000001,8.93,23229,5413,0.3534437616666158,23127,0.005237789558512824,0.001
4,0.85,2000,-0.7871054400000002,8.7,23300,5430,0.3480688730875651,23193,0.004911104483263833,0.001
4,0.86,2010,-0.77969084,8.66,23364,5445,0.3547086715698242,23262,0.005162818823009729,0.001
4,0.83,2020,-0.7803227300000001,8.67,23432,5462,0.36654312163591385,23329,0.004780196293722838,0.001
4,0.83,2030,-0.7804166699999999,8.4,23486,5475,0.35070663690567017,23384,0.004664733307436109,0.001
4,0.84,2040,-0.7498141100000001,7.55,23559,5492,0.3542875349521637,23454,0.004199926275759935,0.001
4,0.83,2050,-0.7503563900000002,7.51,23624,5508,0.3642190893491109,23522,0.004046332517949243,0.001
4,0.84,2060,-0.7501664799999999,7.59,23697,5525,0.368939109146595,23595,0.005072115192888305,0.001
4,0.84,2070,-0.72732357,6.77,23767,5542,0.3625486120581627,23664,0.004982373411101955,0.001
4,0.83,2080,-0.7223872100000002,6.57,23823,5556,0.3611931726336479,23725,0.003777707228437066,0.001
4,0.85,2090,-0.7281565600000001,6.66,23895,5573,0.3592287202676137,23793,0.004828645770127575,0.001
4,0.83,2100,-0.7277499300000001,6.57,23957,5588,0.36577989906072617,23859,0.005020098217452566,0.001
4,0.81,2110,-0.73871679,6.97,24061,5613,0.365987628698349,23958,0.004727630099902551,0.001
4,0.83,2120,-0.7490615099999998,6.99,24131,5630,0.3647822439670563,24023,0.004763687295573098,0.001
4,0.83,2130,-0.7506191700000001,7.06,24192,5645,0.35404783487319946,24094,0.00521109055262059,0.001
4,0.84,2140,-0.7662473300000001,7.21,24280,5666,0.35900789499282837,24176,0.004732075949302978,0.001
4,0.84,2150,-0.76151141,7.2,24344,5681,0.37098543842633563,24246,0.004471975495107472,0.001
4,0.83,2160,-0.7703869600000002,7.1,24407,5697,0.35809139162302017,24304,0.005039610035185303,0.001
4,0.82,2170,-0.7656029299999999,7.03,24470,5712,0.37350601454575855,24368,0.004400792722166939,0.001
4,0.84,2180,-0.77506191,7.18,24541,5729,0.37519335746765137,24438,0.005359274568036199,0.001
4,0.82,2190,-0.7689591499999999,7.1,24605,5744,0.3585392236709595,24503,0.006757174152880907,0.001
4,0.84,2200,-0.76796283,7.26,24683,5763,0.3603115528821945,24580,0.0047428525479820864,0.001
4,0.87,2210,-0.7600468699999999,6.95,24756,5781,0.35158681869506836,24653,0.005364629107394389,0.001
4,0.87,2220,-0.7518960199999999,6.93,24824,5797,0.3673201650381088,24726,0.004755211062729359,0.001
4,0.88,2230,-0.7485287,6.9,24882,5811,0.3553033967812856,24781,0.005008802865631878,0.001
4,0.81,2240,-0.7247226400000002,6.39,24919,5820,0.35302719473838806,24821,0.004988922271877527,0.001
4,0.82,2250,-0.7333551300000002,6.61,25005,5841,0.36780107766389847,24900,0.00475937151350081,0.001
4,0.81,2260,-0.7199692299999999,6.49,25056,5853,0.36206213633219403,24955,0.004972675216517278,0.001
4,0.81,2270,-0.74656535,7.44,25214,5891,0.3509562537074089,25112,0.0046126715606078506,0.001
4,0.81,2280,-0.74570562,7.38,25279,5907,0.35772305727005005,25175,0.003642967902123928,0.001
4,0.82,2290,-0.74772708,7.37,25342,5922,0.35576239228248596,25244,0.0046110430266708136,0.001
4,0.81,2300,-0.7516566900000001,7.33,25416,5940,0.3555147151152293,25312,0.004884723961974184,0.001
4,0.78,2310,-0.7490795599999999,7.19,25475,5954,0.34876752893129986,25371,0.005100875294634274,0.001
4,0.79,2320,-0.7511981299999999,7.22,25546,5971,0.3593140184879303,25443,0.0050673607355830345,0.001
4,0.79,2330,-0.75724632,7.37,25619,5989,0.375217209259669,25521,0.005259025243244001,0.001
4,0.85,2340,-0.7727309500000001,7.68,25687,6005,0.3527924597263336,25585,0.0052016581874340774,0.001
4,0.83,2350,-0.7609484299999998,7.36,25741,6018,0.3558621406555176,25639,0.004911545032103147,0.001
4,0.85,2360,-0.7702487200000001,7.5,25806,6034,0.3737562298774719,25704,0.004244886804372072,0.001
4,0.87,2370,-0.74344953,6.63,25877,6051,0.35953978697458905,25774,0.005029228515923023,0.001
4,0.85,2380,-0.73025289,6.57,25936,6065,0.36622469623883563,25838,0.005380380355442564,0.001
4,0.85,2390,-0.7217819900000001,6.57,25999,6081,0.3362908959388733,25895,0.004542837229867776,0.001
4,0.85,2400,-0.71825023,6.5,26066,6097,0.36851462721824646,25968,0.0040623226668685675,0.001
4,0.85,2410,-0.7148566600000001,6.45,26120,6110,0.3555604616800944,26016,0.0051197070473184185,0.001
4,0.84,2420,-0.7223107,6.51,26197,6128,0.35943707823753357,26093,0.004864315768437726,0.001
4,0.83,2430,-0.7220569299999999,6.36,26255,6142,0.3812458574771881,26152,0.0056905267346236445,0.001
4,0.83,2440,-0.7146804700000001,6.33,26320,6158,0.3565567433834076,26217,0.005168668203987181,0.001
4,0.86,2450,-0.72679945,6.53,26394,6176,0.3334781527519226,26292,0.00548978874992047,0.001
4,0.86,2460,-0.72667484,6.53,26459,6192,0.36022387941678363,26361,0.004990149555461747,0.001
4,0.84,2470,-0.7189117699999998,6.43,26520,6206,0.355868935585022,26417,0.00443024594070656,0.001
4,0.85,2480,-0.7203846200000001,6.43,26579,6220,0.3553253710269928,26476,0.004367957590147853,0.001
4,0.84,2490,-0.7292816300000001,6.49,26648,6237,0.3744906187057495,26546,0.00494888611137867,0.001
4,0.83,2500,-0.7247328799999999,6.41,26707,6251,0.3822460174560547,26606,0.0030747560085728765,0.001
4,0.84,2510,-0.7177210900000002,6.45,26765,6265,0.35268615186214447,26662,0.0052680450358561105,0.001
4,0.83,2520,-0.7097277600000002,6.28,26825,6280,0.3566526174545288,26723,0.0060440730303525925,0.001
4,0.84,2530,-0.7094754799999999,6.29,26884,6294,0.35771365463733673,26786,0.004979402558611972,0.001
4,0.82,2540,-0.7029504899999999,6.21,26941,6308,0.3338034152984619,26837,0.0049553811162089305,0.001
4,0.79,2550,-0.6932192800000001,6.0,26994,6320,0.3468322952588399,26891,0.0050556231290102005,0.001
4,0.8,2560,-0.6998607,6.1,27069,6339,0.3622511923313141,26965,0.005125673746483194,0.001
4,0.8,2570,-0.7080875799999999,6.22,27142,6356,0.34653306007385254,27040,0.004819065565243363,0.001
4,0.81,2580,-0.72579411,6.29,27208,6372,0.3663477599620819,27105,0.004749772138893604,0.001
4,0.79,2590,-0.7127786400000001,6.1,27258,6384,0.35585305839776993,27156,0.005550352798309177,0.001
4,0.78,2600,-0.7090616799999999,6.06,27313,6397,0.3595428764820099,27209,0.004587084121469941,0.001
4,0.79,2610,-0.7171419499999999,6.18,27383,6414,0.3631189664204915,27281,0.0051454744035644194,0.001
4,0.8,2620,-0.7089528599999998,6.23,27448,6430,0.3493802100419998,27345,0.00521515510044992,0.001
4,0.8,2630,-0.71818052,6.33,27517,6447,0.36273932456970215,27414,0.005215039185713977,0.001
