time/fps,rollout/success_rate,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/actor_loss,train/n_updates,train/critic_loss,train/learning_rate
4,0.82,2640,-0.7355238900000001,6.42,27583,6462,0.35045406222343445,27481,0.004730263791446175,0.001
4,0.83,2650,-0.73361632,6.49,27643,6477,0.378972331682841,27545,0.005016413517296314,0.001
4,0.8,2660,-0.7253046999999999,6.29,27698,6490,0.3578479662537575,27600,0.005286052008159459,0.001
4,0.79,2670,-0.7201260400000001,6.11,27753,6504,0.3507596254348755,27655,0.004979717911088041,0.001
4,0.79,2680,-0.7089818999999999,6.05,27813,6518,0.34960196415583294,27711,0.0050168579909950495,0.001
4,0.82,2690,-0.71348227,6.15,27873,6532,0.3924517035484314,27770,0.004416060168296099,0.001
4,0.85,2700,-0.7251313999999998,6.31,27944,6550,0.3468987464904785,27842,0.005597330552215378,0.001
4,0.82,2710,-0.7177736399999998,6.1,27993,6561,0.34668654203414917,27895,0.005697119903440277,0.001
4,0.81,2720,-0.7277512899999999,6.05,28053,6576,0.3621615320444107,27950,0.005116543466491359,0.001
4,0.82,2730,-0.7128374399999998,5.96,28113,6590,0.35730504989624023,28011,0.004617134707846812,0.001
4,0.82,2740,-0.7060709299999999,5.93,28176,6605,0.3570636808872223,28078,0.004876634920947254,0.001
4,0.82,2750,-0.7058975599999999,5.93,28236,6620,0.3417181968688965,28133,0.005121048307046294,0.001
4,0.84,2760,-0.70214253,6.02,28300,6635,0.34700960914293927,28198,0.0048454829181234045,0.001
4,0.83,2770,-0.69907533,5.95,28348,6647,0.3331514298915863,28244,0.00460591190494597,0.001
4,0.84,2780,-0.7004327100000001,6.0,28413,6663,0.3358259896437327,28311,0.005429726482058565,0.001
4,0.83,2790,-0.71161689,6.16,28489,6681,0.3453446726004283,28391,0.004953990690410137,0.001
4,0.83,2800,-0.7028360100000001,6.22,28566,6699,0.3724471181631088,28459,0.005083001723202567,0.001
4,0.85,2810,-0.70110115,6.36,28629,6715,0.3422827621301015,28527,0.005471964638369779,0.001
4,0.87,2820,-0.6985515300000001,6.44,28697,6731,0.3542074163754781,28595,0.004504421337818106,0.001
4,0.87,2830,-0.7065356,6.57,28770,6749,0.35863105456034344,28666,0.006499125622212887,0.001
4,0.85,2840,-0.70090612,6.44,28820,6761,0.37335461378097534,28718,0.005895873997360468,0.001
4,0.85,2850,-0.69968347,6.37,28873,6774,0.34750470519065857,28775,0.00435502955224365,0.001
4,0.83,2860,-0.6981349599999999,6.28,28928,6787,0.35272631645202634,28826,0.005507338067723645,0.001
4,0.84,2870,-0.69868651,6.32,28980,6799,0.3433791697025299,28878,0.0043561095371842384,0.001
4,0.83,2880,-0.7056474899999999,6.34,29047,6816,0.37313055992126465,28944,0.00477289198897779,0.001
4,0.84,2890,-0.69441728,6.21,29110,6831,0.3561841994524002,29006,0.005185561720281839,0.001
4,0.82,2900,-0.7057350000000001,6.09,29175,6846,0.35429972410202026,29077,0.004794162631567035,0.001
4,0.82,2910,-0.7112126099999999,6.06,29235,6861,0.33828651905059814,29132,0.004905350971966982,0.001
4,0.79,2920,-0.7108488899999998,5.97,29294,6875,0.35323715955018997,29196,0.00512828744415726,0.001
4,0.79,2930,-0.7167982699999998,5.94,29364,6892,0.3466997295618057,29262,0.0048310182755813,0.001
4,0.8,2940,-0.71421085,6.06,29426,6907,0.3602158526579539,29323,0.004518381985170501,0.001
4,0.8,2950,-0.7281377900000001,6.13,29486,6921,0.34151599556207657,29388,0.005405200878158212,0.001
4,0.82,2960,-0.7324547,6.22,29550,6937,0.33943307399749756,29452,0.005065072677098215,0.001
4,0.84,2970,-0.73497294,6.4,29620,6953,0.3519322822491328,29518,0.005814804773156841,0.001
4,0.85,2980,-0.7311605900000001,6.4,29687,6970,0.33612467845280963,29585,0.005003486294299364,0.001
4,0.85,2990,-0.7466714900000001,6.43,29753,6986,0.34498249739408493,29648,0.005445553280878812,0.001
4,0.86,3000,-0.7410537599999999,6.4,29815,7001,0.3476841151714325,29713,0.005432876758277416,0.001
4,0.87,3010,-0.7556917300000001,6.59,29894,7020,0.3357223093509674,29791,0.005588851310312748,0.001
4,0.87,3020,-0.7523729400000001,6.56,29950,7033,0.3458741754293442,29852,0.0051241132563778335,0.001
4,0.86,3030,-0.74511232,6.43,30007,7047,0.3508991003036499,29905,0.004600010424231489,0.001
4,0.87,3040,-0.7485724999999998,6.46,30072,7063,0.3510908583799998,29967,0.004716531307037387,0.001
4,0.89,3050,-0.7502035800000002,6.58,30144,7080,0.3436074033379555,30040,0.004300385314439025,0.001
4,0.87,3060,-0.74980683,6.66,30216,7097,0.33165720105171204,30108,0.005896872840821743,0.001
4,0.86,3070,-0.7525937399999999,6.55,30275,7111,0.34683847427368164,30172,0.004727803455251787,0.001
4,0.85,3080,-0.7459721899999999,6.5,30337,7126,0.3407716353734334,30235,0.004628756859650214,0.001
4,0.84,3090,-0.7390841099999998,6.45,30398,7141,0.34697042405605316,30296,0.005246575190020459,0.001
4,0.83,3100,-0.7312114399999998,6.39,30454,7155,0.3627677857875824,30356,0.004211400402709842,0.001
4,0.84,3110,-0.7275517799999999,6.27,30521,7171,0.35014833211898805,30418,0.005249163135886192,0.001
4,0.86,3120,-0.7405037599999998,6.48,30598,7189,0.3296744376420975,30495,0.0050162044644821435,0.001
4,0.86,3130,-0.7392233399999999,6.54,30661,7204,0.34917251020669937,30558,0.004866256445114102,0.001
4,0.86,3140,-0.7499084500000001,6.6,30732,7222,0.3435959319273631,30629,0.004790559244741287,0.001
4,0.85,3150,-0.74170834,6.54,30798,7238,0.3522626757621765,30695,0.004865684546530247,0.001
4,0.84,3160,-0.7262002700000001,6.3,30846,7249,0.3380374312400818,30743,0.0054306392557919025,0.001
4,0.86,3170,-0.72811156,6.37,30912,7265,0.34197137753168744,30810,0.004352721812513967,0.001
4,0.85,3180,-0.7258856,6.3,30967,7278,0.34408918023109436,30866,0.005048020144126245,0.001
4,0.85,3190,-0.71829864,6.25,31023,7292,0.3464801087975502,30920,0.004561210350532617,0.001
4,0.86,3200,-0.7271909200000001,6.31,31085,7307,0.3460031549135844,30983,0.005079851485788822,0.001
4,0.86,3210,-0.7349784199999999,6.4,31161,7325,0.34214757680892943,31056,0.00495128941256553,0.001
4,0.87,3220,-0.72579046,6.28,31226,7341,0.33237258593241376,31124,0.004559173171098034,0.001
4,0.87,3230,-0.7254260299999999,6.23,31284,7355,0.3402627110481262,31181,0.006016116589307785,0.001
4,0.86,3240,-0.72167698,6.12,31344,7369,0.3508850038051605,31242,0.00505805597640574,0.001
4,0.87,3250,-0.7305282300000002,6.19,31417,7387,0.33849266916513443,31315,0.005275430827168748,0.001
4,0.88,3260,-0.74430752,6.26,31472,7400,0.3351282775402069,31371,0.005202033091336489,0.001
4,0.86,3270,-0.7365878599999999,6.23,31535,7415,0.35380170742670697,31437,0.005243849785377582,0.001
4,0.88,3280,-0.74735748,6.4,31607,7433,0.3458739717801412,31504,0.0058876693559189635,0.001
4,0.9,3290,-0.7635265800000002,6.61,31684,7451,0.3255971173445384,31580,0.005389023805037141,0.001
4,0.9,3300,-0.7642580900000001,6.65,31750,7467,0.3465862770875295,31646,0.005066728917881846,0.001
4,0.88,3310,-0.74374232,6.44,31805,7480,0.35078728199005127,31702,0.004823312163352966,0.001
4,0.86,3320,-0.7439457799999998,6.38,31864,7495,0.34744227925936383,31766,0.005279617306465904,0.001
4,0.87,3330,-0.75139826,6.58,31942,7513,0.3584900697072347,31839,0.005579378533487518,0.001
4,0.87,3340,-0.74336973,6.55,31999,7527,0.35364779829978943,31897,0.00519423047080636,0.001
4,0.87,3350,-0.74179101,6.5,32067,7544,0.34262215346097946,31964,0.004935054906776973,0.001
4,0.89,3360,-0.7461736400000001,6.71,32143,7562,0.3407556414604187,32041,0.004765412944834679,0.001
4,0.88,3370,-0.74206522,6.59,32194,7574,0.3510091304779053,32090,0.0037744230357930064,0.001
4,0.88,3380,-0.7365691399999998,6.54,32261,7590,0.35887520511945087,32159,0.005739326788378614,0.001
4,0.87,3390,-0.7249913499999999,6.45,32329,7607,0.33870289474725723,32226,0.004951989947585389,0.001
4,0.88,3400,-0.7098978799999999,6.47,32397,7623,0.3313505748907725,32292,0.005481125321239233,0.001
4,0.88,3410,-0.70572148,6.43,32448,7635,0.33227378129959106,32350,0.0047891526482999325,0.001
4,0.9,3420,-0.70471944,6.54,32518,7652,0.3645467758178711,32413,0.005042133503593504,0.001
4,0.9,3430,-0.7025946300000001,6.46,32588,7669,0.354168564081192,32485,0.004919960363102811,0.001
4,0.92,3440,-0.7137911600000001,6.59,32658,7686,0.3451385994752248,32555,0.004869097921376427,0.001
4,0.9,3450,-0.7106708400000001,6.49,32716,7700,0.360665629307429,32613,0.004884347630043824,0.001
4,0.88,3460,-0.69898791,6.26,32769,7713,0.33784019947052,32666,0.005458029452711344,0.001
4,0.89,3470,-0.71284846,6.36,32830,7728,0.3456708590189616,32728,0.004984312923625112,0.001
4,0.88,3480,-0.71441595,6.37,32898,7744,0.33497262994448346,32796,0.005047600779851729,0.001
4,0.86,3490,-0.7145430800000001,6.25,32954,7758,0.3459024950861931,32851,0.0050919329514727,0.001
4,0.83,3500,-0.7068159,6.04,33001,7769,0.32312583923339844,32899,0.004554426181130111,0.001
4,0.83,3510,-0.7130319900000002,6.08,33056,7782,0.3489054962992668,32958,0.005315863726926702,0.001
4,0.81,3520,-0.7085368599999998,5.95,33113,7796,0.3557562033335368,33010,0.005271985583628218,0.001
4,0.81,3530,-0.7088410500000001,5.89,33177,7811,0.33531978726387024,33079,0.004906794521957636,0.001
4,0.81,3540,-0.71830258,6.02,33260,7831,0.3199501410126686,33157,0.00539358175592497,0.001
4,0.83,3550,-0.7227216799999998,6.21,33337,7850,0.3299634516239166,33234,0.005243143170244164,0.001
4,0.85,3560,-0.73087309,6.33,33402,7866,0.3477150499820709,33300,0.005342839052900672,0.001
4,0.87,3570,-0.7305709599999999,6.48,33478,7884,0.3395681381225586,33375,0.005015851929783821,0.001
4,0.87,3580,-0.7294681300000001,6.45,33543,7900,0.3737826943397522,33440,0.003860201803036034,0.001
4,0.88,3590,-0.7213859699999997,6.47,33601,7914,0.3249860405921936,33498,0.006367803318426013,0.001
4,0.89,3600,-0.76177317,7.6,33761,7951,0.3357459306716919,33565,0.00526565290056169,0.001
4,0.91,3610,-0.7656666700000001,7.7,33826,7968,0.34037713209788006,33725,0.004508814580428104,0.001
4,0.9,3620,-0.7705845299999998,7.67,33880,7981,0.3366869166493416,33782,0.004651197964059455,0.001
4,0.91,3630,-0.7789372400000001,7.72,33949,7998,0.34324710816144943,33847,0.004486258141696453,0.001
4,0.91,3640,-0.76378789,7.52,34012,8013,0.3481379946072896,33910,0.005627638505150874,0.001
4,0.91,3650,-0.7575799199999999,7.46,34083,8030,0.3264678493142128,33981,0.004930244525894523,0.001
4,0.89,3660,-0.7462160099999999,7.28,34130,8041,0.33907440304756165,34029,0.0055774418481936055,0.001
4,0.88,3670,-0.7412356700000001,7.19,34197,8057,0.34179239471753436,34093,0.0047087026094751695,0.001
4,0.87,3680,-0.7454379499999999,7.25,34268,8075,0.32758097847302753,34165,0.0057116745572005,0.001
4,0.89,3690,-0.7639603199999999,7.47,34348,8094,0.341586172580719,34246,0.005226817990963657,0.001
4,0.9,3700,-0.74184603,6.51,34412,8109,0.329786479473114,34314,0.004866548192997773,0.001
4,0.88,3710,-0.7392517699999999,6.45,34471,8124,0.3268405795097351,34368,0.004047170747071505,0.001
4,0.91,3720,-0.7447061400000001,6.61,34541,8140,0.3127771317958832,34439,0.005186696570100529,0.001
4,0.88,3730,-0.73133043,6.47,34596,8154,0.3312098756432533,34498,0.005046595324529335,0.001
4,0.87,3740,-0.7281810200000001,6.43,34655,8168,0.3317831556002299,34553,0.004741376465452569,0.001
4,0.87,3750,-0.72553601,6.38,34721,8184,0.35744425654411316,34617,0.004735545188720737,0.001
4,0.9,3760,-0.7491983799999999,6.66,34796,8202,0.34347330033779144,34693,0.005172036268049851,0.001
4,0.89,3770,-0.74976648,6.6,34857,8217,0.3336813151836395,34755,0.004791549950217207,0.001
4,0.9,3780,-0.7486308500000001,6.54,34922,8232,0.3327425718307495,34820,0.005254166666418314,0.001
4,0.89,3790,-0.74382731,6.37,34985,8247,0.3321642056107521,34882,0.004896639114511865,0.001
4,0.9,3800,-0.74852101,6.42,35054,8264,0.32654786854982376,34952,0.00486178503238729,0.001
4,0.88,3810,-0.74291562,6.31,35102,8276,0.31813448667526245,35004,0.004913447657600045,0.001
4,0.85,3820,-0.7300307699999999,6.13,35154,8288,0.3423044681549072,35051,0.005008379463106394,0.001
4,0.88,3830,-0.72868087,6.24,35220,8304,0.33301307260990143,35118,0.004864345188252628,0.001
4,0.87,3840,-0.7272481599999999,6.27,35282,8319,0.3293755849202474,35180,0.004981142779191335,0.001
4,0.85,3850,-0.7268851599999999,6.18,35339,8333,0.3448367640376091,35237,0.004878411768004298,0.001
4,0.84,3860,-0.7132160600000002,6.07,35403,8348,0.3373095616698265,35299,0.004873198951827362,0.001
4,0.84,3870,-0.7025273299999999,6.0,35457,8361,0.3335346132516861,35355,0.005012437060941011,0.001
4,0.82,3880,-0.68848949,5.89,35511,8374,0.34679847955703735,35409,0.005069003207609057,0.001
4,0.81,3890,-0.68028837,5.86,35571,8389,0.33997008204460144,35466,0.004993707207696778,0.001
4,0.8,3900,-0.68629241,5.84,35638,8405,0.35413787762324017,35537,0.004088520538061857,0.001
4,0.83,3910,-0.6979836599999999,5.98,35700,8420,0.3202008803685506,35597,0.005075937059397499,0.001
4,0.86,3920,-0.6992965199999999,6.12,35766,8436,0.33180224895477295,35664,0.00520054144518716,0.001
4,0.85,3930,-0.7031459800000002,6.07,35827,8451,0.33030223846435547,35724,0.0050932192243635654,0.001
4,0.84,3940,-0.7033992600000001,5.98,35880,8464,0.33219099044799805,35782,0.005696056344147239,0.001
4,0.81,3950,-0.6882995700000001,5.84,35923,8474,0.34138573209444684,35821,0.005509937570119898,0.001
4,0.8,3960,-0.6868419200000001,5.74,35977,8487,0.3379884958267212,35876,0.004585300805047154,0.001
4,0.81,3970,-0.70398046,5.82,36039,8502,0.34305310249328613,35937,0.0047797643513019595,0.001
4,0.83,3980,-0.7181259899999999,5.88,36099,8516,0.33778826395670575,35997,0.005149464389043195,0.001
4,0.84,3990,-0.7212206299999999,5.9,36161,8531,0.3508179783821106,36058,0.004991825243147711,0.001
4,0.84,4000,-0.71463217,5.84,36222,8546,0.32447699705759686,36121,0.0047842539580804965,0.001
4,0.83,4010,-0.70363795,5.78,36278,8560,0.3325941065947215,36176,0.0045807595209529,0.001
4,0.81,4020,-0.71197921,5.74,36340,8575,0.3348483368754387,36238,0.005098984926007688,0.001
4,0.8,4030,-0.7116096499999999,5.7,36397,8588,0.3410078783830007,36294,0.005041712351764242,0.001
4,0.83,4040,-0.7196842499999999,5.86,36466,8605,0.3379660944143931,36363,0.004678647965192795,0.001
4,0.86,4050,-0.7266649299999999,5.94,36517,8617,0.3443717807531357,36414,0.004628055462879794,0.001
4,0.85,4060,-0.73260941,6.02,36579,8632,0.3258335217833519,36481,0.004779753818487127,0.001
4,0.83,4070,-0.71815597,5.91,36630,8644,0.3253779212633769,36532,0.005455785663798451,0.001
4,0.82,4080,-0.7107204100000001,5.87,36686,8658,0.35567694902420044,36584,0.004083233419805765,0.001
4,0.82,4090,-0.7037521099999999,5.86,36747,8673,0.3436741530895233,36644,0.004636542493244633,0.001
4,0.8,4100,-0.7008087199999999,5.8,36802,8686,0.3372151454289754,36699,0.005204560079922278,0.001
4,0.81,4110,-0.71507718,5.87,36865,8701,0.3466182351112366,36763,0.0047536499332636595,0.001
4,0.82,4120,-0.7150623400000004,5.91,36931,8717,0.34499848634004593,36830,0.004878348292550072,0.001
4,0.82,4130,-0.7117882000000002,5.96,36993,8732,0.3488963395357132,36891,0.00502558279549703,0.001
4,0.79,4140,-0.7026430100000003,5.82,37048,8745,0.33391624689102173,36950,0.0047830234747380015,0.001
4,0.8,4150,-0.70386894,5.91,37108,8760,0.3569764494895935,37006,0.005911927126968901,0.001
4,0.83,4160,-0.71150498,6.03,37182,8778,0.3354600727558136,37080,0.004619017941877246,0.001
4,0.85,4170,-0.72313799,6.17,37247,8793,0.3419528702894847,37144,0.005671396347073217,0.001
4,0.85,4180,-0.7142801299999999,6.16,37302,8807,0.323777695496877,37204,0.004980686027556658,0.001
4,0.85,4190,-0.7230050299999999,6.18,37365,8822,0.32550737261772156,37262,0.005071220653397697,0.001
4,0.85,4200,-0.71789937,6.21,37423,8836,0.3431878685951233,37319,0.004722123965620995,0.001
4,0.85,4210,-0.72272676,6.25,37490,8852,0.3587541878223419,37387,0.005790476221591234,0.001
4,0.79,4220,-0.7075478200000002,6.03,37534,8863,0.3525541424751282,37436,0.005516743287444115,0.001
4,0.8,4230,-0.7097594,6.05,37598,8878,0.34294386953115463,37494,0.004908606060780585,0.001
4,0.81,4240,-0.7204387600000001,6.11,37659,8893,0.31762150923411053,37556,0.004973942103485267,0.001
4,0.8,4250,-0.71878377,6.08,37716,8906,0.3422536651293437,37614,0.004723201971501112,0.001
4,0.8,4260,-0.72022274,6.04,37786,8923,0.35320018728574115,37683,0.0046566973240779975,0.001
4,0.81,4270,-0.71307016,6.0,37847,8938,0.31629417339960736,37744,0.004459019843488931,0.001
4,0.8,4280,-0.7208090300000001,5.96,37898,8950,0.3474406997362773,37795,0.004423065499092142,0.001
4,0.8,4290,-0.72342529,5.99,37964,8966,0.31790077686309814,37861,0.004894233075901866,0.001
4,0.81,4300,-0.7209975699999999,6.0,38023,8980,0.32574355602264404,37921,0.00502350866528494,0.001
4,0.82,4310,-0.71420758,6.02,38092,8997,0.34225228428840637,37990,0.004636038618627936,0.001
4,0.87,4320,-0.7325951500000001,6.21,38155,9012,0.3305825814604759,38052,0.005044560812945876,0.001
4,0.86,4330,-0.7263985999999999,6.16,38214,9026,0.3494942784309387,38112,0.004798766458407044,0.001
4,0.86,4340,-0.7183113299999999,6.17,38276,9041,0.3509157995382945,38175,0.004947698054214318,0.001
4,0.88,4350,-0.7207858400000002,6.24,38340,9057,0.33913042147954303,38238,0.0049351526734729605,0.001
4,0.86,4360,-0.6962023800000001,6.07,38393,9069,0.3283230006694794,38292,0.00509649898029036,0.001
4,0.85,4370,-0.7094986799999999,6.19,38466,9087,0.34792954921722413,38362,0.004819179522908396,0.001
4,0.87,4380,-0.7198571199999999,6.37,38535,9104,0.3200109452009201,38437,0.004837087634950876,0.001
4,0.87,4390,-0.71573185,6.36,38600,9119,0.3269970118999481,38502,0.005053162009322217,0.001
4,0.89,4400,-0.7291802199999999,6.46,38669,9136,0.33314106861750287,38566,0.005400936817750335,0.001
4,0.87,4410,-0.7195138999999999,6.33,38725,9150,0.33605092763900757,38627,0.004524229637657602,0.001
4,0.89,4420,-0.7202790899999999,6.45,38800,9168,0.32331440448760984,38698,0.004944600216630433,0.001
4,0.9,4430,-0.7264406699999999,6.53,38867,9184,0.3317621151606242,38769,0.004643754257510106,0.001
4,0.89,4440,-0.7228089599999998,6.44,38920,9197,0.3320358991622925,38822,0.005575243849307299,0.001
4,0.89,4450,-0.7284563100000001,6.46,38986,9212,0.3413035571575165,38882,0.005155489935229222,0.001
4,0.89,4460,-0.73948819,6.53,39046,9227,0.3106781840324402,38943,0.005279122851788998,0.001
4,0.89,4470,-0.72901029,6.42,39108,9242,0.3210473954677582,39005,0.005030805311564889,0.001
4,0.89,4480,-0.7182159800000001,6.37,39172,9257,0.3426512082417806,39068,0.00426192880452921,0.001
4,0.88,4490,-0.7071754100000001,6.28,39228,9271,0.32504013180732727,39124,0.0053239665770282345,0.001
4,0.85,4500,-0.6926831800000001,6.15,39284,9284,0.3447244167327881,39180,0.004768460290506482,0.001
4,0.84,4510,-0.6883712700000002,6.16,39341,9298,0.32058489322662354,39237,0.004908005706965923,0.001
4,0.82,4520,-0.67574218,6.02,39402,9313,0.3522434135278066,39300,0.00477651059627533,0.001
4,0.81,4530,-0.6787122800000001,5.95,39462,9327,0.33471155166625977,39360,0.004326352820498869,0.001
4,0.81,4540,-0.68685902,5.99,39519,9341,0.31814680993556976,39416,0.005144552227907947,0.001
4,0.81,4550,-0.69574468,6.05,39591,9359,0.3303161859512329,39489,0.0046955971512943505,0.001
4,0.82,4560,-0.7063487,6.11,39657,9374,0.34543147683143616,39552,0.004994052462279797,0.001
4,0.82,4570,-0.7059713000000001,6.13,39721,9390,0.33576839168866474,39623,0.0046810185137603965,0.001
4,0.82,4580,-0.7169316800000002,6.14,39786,9406,0.3221091106534004,39682,0.0047148945076125005,0.001
4,0.82,4590,-0.71798532,6.14,39842,9419,0.3394325077533722,39737,0.0051340633460010094,0.001
4,0.84,4600,-0.7201196,6.17,39901,9433,0.33134131133556366,39803,0.005894859994037284,0.001
4,0.86,4610,-0.73393844,6.29,39970,9450,0.33926407992839813,39868,0.005597678678376334,0.001
4,0.88,4620,-0.7465929200000001,6.36,40038,9466,0.3435278609395027,39937,0.004863870388362557,0.001
4,0.87,4630,-0.74667939,6.38,40100,9481,0.3410698175430298,39997,0.004852881905837701,0.001
4,0.9,4640,-0.7557267799999999,6.58,40177,9500,0.33770400285720825,40073,0.0045276460503893235,0.001
4,0.89,4650,-0.7479683899999999,6.5,40241,9515,0.337334543466568,40138,0.00458282728989919,0.001
4,0.87,4660,-0.72991648,6.36,40293,9528,0.32127273082733154,40195,0.005112143699079752,0.001
4,0.87,4670,-0.7317264500000001,6.36,40357,9543,0.31633490324020386,40254,0.004873461400469144,0.001
4,0.88,4680,-0.7388819099999998,6.4,40426,9560,0.3287282884120941,40323,0.005041046688954036,0.001
4,0.87,4690,-0.73345723,6.34,40476,9572,0.355268915494283,40378,0.005314669959867994,0.001
4,0.85,4700,-0.7333625099999999,6.29,40530,9585,0.34959813207387924,40432,0.004870058852247894,0.001
4,0.84,4710,-0.7328416099999999,6.19,40589,9599,0.3339523871739705,40487,0.0049936058931052685,0.001
4,0.83,4720,-0.72882329,6.15,40653,9615,0.34539352854092914,40551,0.004670466795297605,0.001
4,0.84,4730,-0.7257619599999999,6.09,40709,9628,0.35602638125419617,40608,0.004919541733605521,0.001
4,0.84,4740,-0.71913719,6.06,40783,9646,0.35584548115730286,40676,0.004931159142870456,0.001
4,0.82,4750,-0.7077937,5.91,40832,9658,0.3419867654641469,40728,0.004656999294335644,0.001
4,0.84,4760,-0.72225677,6.15,40908,9676,0.3238731026649475,40805,0.0048175907826849395,0.001
4,0.82,4770,-0.7204767699999999,6.06,40963,9689,0.34328436851501465,40859,0.004776535156582083,0.001
4,0.81,4780,-0.70948639,5.98,41024,9704,0.3397461970647176,40923,0.004690958458619813,0.001
4,0.82,4790,-0.71821722,6.03,41079,9718,0.32870415846506756,40981,0.004722735245845148,0.001
4,0.84,4800,-0.7200244499999999,6.11,41141,9732,0.32828575372695923,41038,0.003928728634491563,0.001
4,0.84,4810,-0.70943875,6.06,41195,9746,0.33470656474431354,41091,0.004915680697498222,0.001
4,0.83,4820,-0.7045248100000001,6.07,41260,9761,0.32695305347442627,41162,0.0053718010894954205,0.001
4,0.85,4830,-0.7101652399999999,6.2,41329,9778,0.33918847888708115,41228,0.005002248300505536,0.001
4,0.84,4840,-0.70550617,6.11,41394,9794,0.3429362376530965,41291,0.005382131241882841,0.001
4,0.86,4850,-0.7051293499999999,6.18,41450,9807,0.34448565542697906,41347,0.005033395066857338,0.001
4,0.86,4860,-0.7078622899999999,6.05,41513,9822,0.3339420258998871,41410,0.004446352017112076,0.001
4,0.89,4870,-0.7212088899999999,6.22,41585,9840,0.3364244798819224,41481,0.004901016674314936,0.001
4,0.88,4880,-0.72351073,6.2,41644,9854,0.32890435308218,41541,0.005393527913838625,0.001
4,0.88,4890,-0.7171133999999999,6.2,41699,9867,0.3383069634437561,41597,0.004709814874721425,0.001
4,0.87,4900,-0.7212982800000002,6.16,41757,9881,0.32205597559611004,41655,0.005446100008807012,0.001
4,0.86,4910,-0.71875456,6.15,41810,9894,0.345337450504303,41712,0.004562855930998921,0.001
4,0.87,4920,-0.72609332,6.17,41877,9910,0.32950136810541153,41774,0.005184519370751721,0.001
4,0.86,4930,-0.7297615200000002,6.17,41946,9927,0.36020142833391827,41843,0.004509445412882737,0.001
4,0.84,4940,-0.7255046300000002,6.05,41999,9939,0.35032957792282104,41897,0.0045779054053127766,0.001
4,0.84,4950,-0.73567156,6.09,42059,9954,0.3344285686810811,41956,0.005271785582105319,0.001
4,0.83,4960,-0.72813961,6.02,42115,9967,0.34587404131889343,42017,0.004621906206011772,0.001
4,0.81,4970,-0.7144822200000001,5.87,42172,9981,0.3384149447083473,42069,0.005103565131624539,0.001
4,0.82,4980,-0.70668211,5.85,42229,9995,0.3457930088043213,42125,0.005181476660072804,0.001
4,0.84,4990,-0.7255610600000001,6.01,42300,10012,0.33786799013614655,42196,0.00490102349431254,0.001
4,0.85,5000,-0.73351511,6.17,42374,10030,0.34420913457870483,42270,0.004868645977694541,0.001
4,0.86,5010,-0.7355943,6.18,42428,10043,0.35808634757995605,42325,0.003539476660080254,0.001
4,0.85,5020,-0.7218558100000001,6.11,42488,10057,0.3514827489852905,42386,0.004381542559713125,0.001
4,0.84,5030,-0.71884398,6.04,42550,10072,0.33748982350031537,42452,0.005238845090692242,0.001
4,0.85,5040,-0.71463852,6.09,42608,10086,0.33277615904808044,42505,0.005195915155733625,0.001
4,0.85,5050,-0.7089031200000001,6.12,42671,10102,0.34497825304667157,42570,0.005248552343497674,0.001
4,0.85,5060,-0.7075146499999999,6.18,42733,10116,0.32489511370658875,42631,0.004867874376941472,0.001
4,0.86,5070,-0.71058061,6.26,42798,10132,0.32857514421145123,42693,0.004487833739923579,0.001
4,0.85,5080,-0.71985162,6.32,42861,10147,0.3335483595728874,42758,0.004669918578916362,0.001
4,0.82,5090,-0.7126272400000001,6.19,42919,10161,0.3269018332163493,42821,0.004942108278295824,0.001
4,0.8,5100,-0.6942903800000002,5.96,42970,10174,0.3286532362302144,42872,0.0047863027624165016,0.001
4,0.8,5110,-0.7038032100000002,6.08,43036,10190,0.3351794083913167,42933,0.005175597926912208,0.001
4,0.81,5120,-0.7195086700000001,6.13,43101,10205,0.33336230367422104,42998,0.004625434155708977,0.001
4,0.82,5130,-0.7178873,6.15,43165,10221,0.3432549610733986,43063,0.005173538665985689,0.001
4,0.83,5140,-0.7247578400000001,6.17,43225,10235,0.3276546597480774,43122,0.005120954476296902,0.001
4,0.83,5150,-0.73259039,6.17,43288,10250,0.3440423905849457,43190,0.005316226463764906,0.001
4,0.82,5160,-0.7296644499999998,6.09,43342,10263,0.33160972595214844,43240,0.0044616470113396645,0.001
4,0.82,5170,-0.7371414299999998,6.13,43411,10280,0.29963916540145874,43309,0.005685515468940139,0.001
4,0.83,5180,-0.7314771499999999,6.12,43473,10295,0.3352513213952382,43371,0.0053958540471891565,0.001
4,0.84,5190,-0.7307305100000001,6.18,43537,10310,0.33715877681970596,43430,0.005533388175535947,0.001
4,0.85,5200,-0.73940903,6.24,43594,10324,0.35541345675786334,43491,0.004991574756180246,0.001
4,0.85,5210,-0.7398046599999999,6.18,43654,10339,0.3362416823705037,43551,0.0049119333270937204,0.001
4,0.85,5220,-0.7357348800000001,6.16,43717,10354,0.3338482826948166,43614,0.005317186936736107,0.001
4,0.84,5230,-0.7269854800000001,6.07,43772,10367,0.3433735768000285,43674,0.004647466509292523,0.001
4,0.84,5240,-0.7225118799999999,6.05,43830,10381,0.34053174406290054,43732,0.004734220083004662,0.001
4,0.84,5250,-0.73109751,6.07,43895,10397,0.34821974237759906,43793,0.004898780258372426,0.001
