rollout/success_rate,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/fps,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss
0.0,2211,459,-0.8023084300000002,5.85,370,4,0.0007360615917215389,0.001,2108,0.657277449965477
0.0,2276,472,-0.8095124499999998,5.95,380,4,0.0011134771131245153,0.001,2173,0.6595686276753744
0.0,2341,486,-0.80163158,5.89,390,4,0.0009215265745297074,0.001,2238,0.6675034761428833
0.0,2413,501,-0.8192032000000001,6.11,400,4,0.0008404546824749559,0.001,2310,0.6833090633153915
0.0,2459,511,-0.80335756,5.97,410,4,0.0007093984168022871,0.001,2361,0.6727203726768494
0.0,2525,525,-0.81825068,6.18,420,4,0.0007965791571353163,0.001,2422,0.6904038637876511
0.0,2585,537,-0.8071261199999998,6.11,430,4,0.000985918691315289,0.001,2482,0.7078884840011597
0.0,2651,551,-0.8031467800000001,6.11,440,4,0.000856539883118655,0.001,2548,0.7055443525314331
0.0,2717,565,-0.8198086000000001,6.32,450,4,0.0007852183189243078,0.001,2614,0.7165932357311249
0.01,2787,579,-0.82609615,6.37,460,4,0.001073685524586056,0.001,2684,0.729700043797493
0.01,2853,593,-0.83312037,6.42,470,4,0.0012460327790384845,0.001,2755,0.7230781118075053
0.01,2910,605,-0.8284927000000001,6.34,480,4,0.0007740187741416905,0.001,2807,0.7425585587819418
0.01,2970,618,-0.81701732,6.29,490,4,0.0007761301239952445,0.001,2867,0.7445881565411886
0.01,3043,633,-0.8208395700000001,6.3,500,4,0.0011708582086222513,0.001,2940,0.7544413655996323
0.01,3104,646,-0.8314429200000001,6.45,510,4,0.0009577783805850361,0.001,3006,0.7718577533960342
0.01,3164,658,-0.8229354700000002,6.39,520,4,0.0006708446890115738,0.001,3061,0.7831130027770996
0.01,3230,672,-0.8316205599999997,6.45,530,4,0.0006817816922973309,0.001,3127,0.777609626452128
0.01,3290,684,-0.83665872,6.39,540,4,0.000809693692385086,0.001,3187,0.7944048047065735
0.01,3361,699,-0.8495003699999999,6.44,550,4,0.0015192403391535794,0.001,3258,0.7974077314138412
0.0,3425,713,-0.8464980799999999,6.38,560,4,0.0007798995689621993,0.001,3321,0.7991933027903239
0.01,3484,725,-0.83806865,6.31,570,4,0.002154965797672048,0.001,3381,0.8084864616394043
0.01,3553,740,-0.8488158200000001,6.43,580,4,0.0011900663303094916,0.001,3450,0.817896768450737
0.01,3610,752,-0.8503001500000003,6.4,590,4,0.0007609707203560642,0.001,3507,0.8188017209370931
0.02,3675,766,-0.8436914599999998,6.32,600,4,0.0012511485838331282,0.001,3572,0.8352310061454773
0.02,3732,778,-0.8479552100000001,6.28,610,4,0.0024641385243739933,0.001,3628,0.8598100543022156
0.02,3800,792,-0.8604289,6.36,620,4,0.0007405956857837737,0.001,3696,0.8431044220924377
0.02,3867,806,-0.8638989300000002,6.37,630,4,0.0008656369006660368,0.001,3763,0.8704155286153158
0.02,3927,819,-0.8545276700000001,6.37,640,4,0.0007804618871887214,0.001,3829,0.8630608469247818
0.02,4032,842,-0.9166338899999998,6.71,650,4,0.0008745787698509437,0.001,3929,0.8674832383791605
0.02,4097,855,-0.9206241600000001,6.72,660,4,0.0029194661349590334,0.001,3994,0.8889880478382111
