time/time_elapsed,time/fps,time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success_rate,train/n_updates,train/actor_loss,train/critic_loss,train/learning_rate
10654,4,6150,45036,5.88,-0.59298535,0.99,44952,0.19574127594629923,0.0018975851320040722,0.001
10667,4,6160,45093,5.94,-0.61349328,0.98,45008,0.19921473662058511,0.0019319953862577677,0.001
10682,4,6170,45155,5.89,-0.60610567,0.99,45072,0.19688588877518973,0.0014676706865429877,0.001
10696,4,6180,45211,5.83,-0.5991008899999999,0.99,45128,0.21183435122172037,0.0016536288506661851,0.001
10709,4,6190,45268,5.8,-0.60127401,0.99,45185,0.20081161459287009,0.0013528788307060797,0.001
10728,4,6200,45348,6.06,-0.6291183300000001,0.99,45262,0.20659766495227813,0.0019754694192670287,0.001
10744,4,6210,45414,6.08,-0.6161149699999999,0.99,45331,0.20574045181274414,0.0018060850977365459,0.001
10758,4,6220,45471,6.09,-0.61443221,0.99,45387,0.19148829082647958,0.0016060688067227602,0.001
10772,4,6230,45531,6.12,-0.61407868,0.99,45447,0.20348458488782248,0.0018059187402416552,0.001
10786,4,6240,45590,6.08,-0.6086142,0.99,45507,0.22017797827720642,0.00202643726952374,0.001
10801,4,6250,45652,6.16,-0.6237643700000001,0.99,45568,0.20708489045500755,0.0017272288012983544,0.001
10816,4,6260,45715,6.22,-0.61837512,1.0,45631,0.21199179689089456,0.001971886163422217,0.001
10830,4,6270,45776,6.21,-0.6090536000000001,1.0,45692,0.21870119869709015,0.0022645298491365145,0.001
10844,4,6280,45835,6.24,-0.60447863,1.0,45751,0.21377170085906982,0.0020575024952579823,0.001
10860,4,6290,45899,6.31,-0.6113443199999999,1.0,45817,0.20552067955334982,0.0017422131495550275,0.001
10874,4,6300,45961,6.13,-0.60306021,1.0,45876,0.19411975145339966,0.0015690778673160821,0.001
10888,4,6310,46019,6.05,-0.60765221,0.99,45936,0.2147079904874166,0.0018899547634646297,0.001
10902,4,6320,46079,6.08,-0.60361716,0.99,45993,0.20295209189256033,0.002162524515629879,0.001
10915,4,6330,46135,6.04,-0.59989575,0.99,46052,0.20389273265997568,0.0018027103738859295,0.001
10929,4,6340,46193,6.03,-0.5969028200000001,0.99,46107,0.20183168351650238,0.0020150628872215746,0.001
10943,4,6350,46252,6.0,-0.58667434,0.99,46168,0.2004008094469706,0.001998029253445566,0.001
10958,4,6360,46313,5.98,-0.58073223,0.99,46228,0.20726574957370758,0.0017431969948423405,0.001
10971,4,6370,46369,5.93,-0.5884127299999999,0.98,46285,0.22530191391706467,0.002437198208644986,0.001
10985,4,6380,46427,5.92,-0.587975,0.98,46345,0.2033583571513494,0.0017625615194750328,0.001
10999,4,6390,46487,5.88,-0.59086406,0.98,46405,0.20338959991931915,0.0016408462543040514,0.001
11012,4,6400,46542,5.81,-0.5772558999999999,0.98,46460,0.21142582595348358,0.001827384946712603,0.001
11025,4,6410,46598,5.79,-0.5734522599999999,0.99,46514,0.21426024536291757,0.002101610977357874,0.001
11041,4,6420,46661,5.82,-0.5920524,0.99,46577,0.21320761740207672,0.0019643528503365815,0.001
11054,4,6430,46720,5.85,-0.60151647,0.99,46635,0.20653666059176126,0.0018444755890717108,0.001
11069,4,6440,46779,5.86,-0.61205048,0.99,46694,0.20995978514353433,0.001883254599912713,0.001
11084,4,6450,46842,5.9,-0.62098903,0.99,46758,0.20650371611118318,0.001780019749680327,0.001
11098,4,6460,46904,5.91,-0.62293844,0.99,46820,0.20546815171837807,0.0019154008644233858,0.001
11112,4,6470,46964,5.95,-0.62702613,0.99,46880,0.2025389870007833,0.0018376720836386085,0.001
11128,4,6480,47030,6.03,-0.6429445400000001,0.99,46946,0.21078846976161003,0.0020813305995294024,0.001
11141,4,6490,47087,6.0,-0.63137144,0.98,47003,0.21276935189962387,0.002043145665084012,0.001
11158,4,6500,47158,6.16,-0.65529827,0.98,47072,0.2012057565152645,0.0018512732681951352,0.001
11174,4,6510,47222,6.24,-0.6623372900000001,0.98,47139,0.20553568502267203,0.001513444003649056,0.001
11189,4,6520,47286,6.25,-0.6553029000000002,0.98,47200,0.22199371953805289,0.001679544267244637,0.001
