time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/success_rate,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/n_updates,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/actor_loss
7589,670,32.52,0.23,4,-2.3361927000000002,1790,0.001,7488,0.001705349888652563,0.0035954895429313183,-0.45595622062683105,-0.25077584385871887
7960,680,34.36,0.26,4,-2.3488071500000003,1883,0.001,7859,0.0011802790686488152,0.003250189358368516,-0.051586657762527466,-0.15059635043144226
8137,690,34.46,0.33,4,-2.293319559999999,1927,0.001,8036,0.00033452914794906974,0.003130139084532857,0.3006783127784729,-0.08416637778282166
8504,700,36.9,0.39,4,-2.3958685400000004,2018,0.001,8403,0.00045055971713736653,0.002858971944078803,0.25762128829956055,-0.01961035653948784
8749,710,37.82,0.44,4,-2.37418734,2080,0.001,8648,0.00041941492236219347,0.00273928907699883,0.03253281116485596,0.06502411514520645
8979,720,36.22,0.46,4,-2.18607714,2137,0.001,8878,0.0002866564318537712,0.002618192695081234,-2.370598316192627,0.0906863659620285
9208,730,34.39,0.54,4,-2.0195155099999993,2194,0.001,9107,0.00026168854674324393,0.0024953740648925304,-1.579345941543579,0.17165017127990723
9351,740,29.95,0.59,4,-1.77678159,2230,0.001,9250,0.00030223873909562826,0.0024193977005779743,0.48485568165779114,0.19439224898815155
9394,750,25.38,0.57,4,-1.5554927099999998,2241,0.001,9293,0.0003215903416275978,0.002403751714155078,0.4996001422405243,0.195191890001297
9480,760,21.82,0.6,4,-1.36828124,2262,0.001,9379,0.00021134616690687835,0.002395157003775239,1.0068079233169556,0.20400571823120117
9651,770,20.62,0.63,4,-1.3094389000000002,2305,0.001,9550,0.000406222534365952,0.002368040382862091,2.8800525665283203,0.2837377190589905
9754,780,17.94,0.68,4,-1.17177797,2330,0.001,9653,0.00033181728213094175,0.002387029817327857,1.7572294473648071,0.2586314082145691
9868,790,17.31,0.69,4,-1.1414381599999999,2359,0.001,9767,0.00038264220347628,0.002412335015833378,-2.1145832538604736,0.26725342869758606
9972,800,14.68,0.71,4,-1.01708801,2385,0.001,9871,0.00045033684000372887,0.002451780019327998,2.3182849884033203,0.2923573851585388
10052,810,13.03,0.73,4,-0.94674132,2405,0.001,9951,0.0005315129528753459,0.0025167798157781363,0.9727628231048584,0.29000556468963623
10168,820,11.89,0.77,4,-0.9028438,2433,0.001,10067,0.0005290828412398696,0.002599617000669241,2.0717201232910156,0.32269716262817383
10244,830,10.36,0.76,4,-0.8431579700000001,2452,0.001,10143,0.0003007755149155855,0.0026470839511603117,0.5165007710456848,0.3149612247943878
10311,840,9.6,0.75,4,-0.8079310900000002,2469,0.001,10210,0.0004067329573445022,0.0027128015644848347,1.472097396850586,0.317691445350647
10396,850,10.02,0.8,4,-0.8270563400000001,2490,0.001,10295,0.00045165669871494174,0.0027862796559929848,-1.5999592542648315,0.3249129056930542
10465,860,9.85,0.8,4,-0.8219249899999999,2507,0.001,10364,0.0006138334865681827,0.002886800095438957,0.9964381456375122,0.346792995929718
10522,870,8.71,0.78,4,-0.77999896,2522,0.001,10421,0.000571046955883503,0.002932347357273102,1.90273916721344,0.3479917645454407
10610,880,8.56,0.78,4,-0.7728096699999999,2544,0.001,10509,0.0006692295428365469,0.0030162441544234753,0.8715054988861084,0.382315456867218
10691,890,8.23,0.76,4,-0.7691330799999999,2564,0.001,10590,0.00048509103362448514,0.0030672175344079733,1.430794596672058,0.35737156867980957
10755,900,7.83,0.72,4,-0.7527545999999998,2580,0.001,10654,0.0006452010711655021,0.0031540452037006617,-0.23985408246517181,0.35193169116973877
10838,910,7.86,0.71,4,-0.7585703899999998,2601,0.001,10737,0.0006949441158212721,0.003229806898161769,0.42126578092575073,0.3855195641517639
10925,920,7.57,0.69,4,-0.74559079,2622,0.001,10824,0.0004120037774555385,0.0033163202460855246,0.14645931124687195,0.3555636703968048
10977,930,7.33,0.67,4,-0.73143937,2635,0.001,10876,0.0003378220135346055,0.0033889201004058123,0.337697833776474,0.35714486241340637
11086,940,7.75,0.69,4,-0.7453996099999999,2662,0.001,10985,0.0004679003031924367,0.0035203471779823303,-0.39558735489845276,0.35709378123283386
11165,950,7.69,0.7,4,-0.7567961399999998,2682,0.001,11064,0.0007168658776208758,0.003578443778678775,1.0590176582336426,0.3701837658882141
11233,960,7.68,0.69,4,-0.7558652499999999,2699,0.001,11132,0.0005770001444034278,0.003632905660197139,0.33273088932037354,0.38793355226516724
11297,970,7.75,0.7,4,-0.7664191400000001,2715,0.001,11196,0.0008871913887560368,0.003713383339345455,1.0246894359588623,0.3998844623565674
11362,980,7.52,0.7,4,-0.7603746600000001,2731,0.001,11261,0.000638080236967653,0.003794509219005704,-0.27286574244499207,0.36848127841949463
11429,990,7.38,0.7,4,-0.7487688999999998,2748,0.001,11328,0.0008276349399238825,0.0038407244719564915,0.28532320261001587,0.38825517892837524
11500,1000,7.45,0.73,4,-0.7531254799999999,2766,0.001,11399,0.0004687542677856982,0.003933457192033529,0.009816139936447144,0.36993759870529175
11567,1010,7.29,0.71,4,-0.7426907,2783,0.001,11466,0.0005157874547876418,0.003968498203903437,1.125061273574829,0.39131999015808105
11636,1020,7.11,0.72,4,-0.7366576899999998,2800,0.001,11535,0.0004686611646320671,0.004006923642009497,1.8926504850387573,0.4307839870452881
11708,1030,7.31,0.73,4,-0.7519428400000001,2818,0.001,11607,0.000488959951326251,0.004064732231199741,0.03576105833053589,0.3764275312423706
11768,1040,6.82,0.71,4,-0.7377951,2832,0.001,11667,0.0004767115751747042,0.004144562408328056,0.08373348414897919,0.36651498079299927
11850,1050,6.85,0.7,4,-0.7345042099999999,2853,0.001,11749,0.0005668408703058958,0.004213884472846985,1.0230991840362549,0.38213685154914856
11914,1060,6.81,0.72,4,-0.7376025499999999,2869,0.001,11813,0.0004538933280855417,0.004258736968040466,-1.0844143629074097,0.36578547954559326
11962,1070,6.65,0.71,4,-0.7273369600000001,2881,0.001,11861,0.000429203559178859,0.004274838604032993,1.1264564990997314,0.41707533597946167
12017,1080,6.55,0.69,4,-0.7156440300000001,2895,0.001,11916,0.00043204420944675803,0.004361391067504883,1.144982933998108,0.3992915153503418
12077,1090,6.48,0.69,4,-0.7047163999999999,2910,0.001,11976,0.00047679635463282466,0.0044190725311636925,0.4430287182331085,0.3559967875480652
12131,1100,6.31,0.67,4,-0.6964446599999999,2923,0.001,12030,0.0006305122515186667,0.004467627499252558,0.24887478351593018,0.4005809426307678
12206,1110,6.39,0.68,4,-0.7044669299999999,2941,0.001,12105,0.00040231135790236294,0.004529979079961777,-0.17524603009223938,0.36181896924972534
12261,1120,6.25,0.67,4,-0.69684491,2955,0.001,12160,0.00044535461347550154,0.004514037631452084,-0.6009825468063354,0.3548767566680908
12325,1130,6.17,0.68,4,-0.6950096800000002,2971,0.001,12224,0.0004200371913611889,0.004537982866168022,0.4156968593597412,0.35853758454322815
12395,1140,6.27,0.69,4,-0.69568432,2989,0.001,12294,0.0005114360246807337,0.00455847941339016,-0.35409319400787354,0.35733816027641296
12466,1150,6.16,0.69,4,-0.6897301200000001,3006,0.001,12365,0.0005442933179438114,0.004577132407575846,0.21550996601581573,0.3538157343864441
12544,1160,6.3,0.69,4,-0.69258999,3026,0.001,12443,0.00035863800439983606,0.004680187441408634,-0.3102262616157532,0.37123385071754456
12617,1170,6.55,0.73,4,-0.7012477000000001,3044,0.001,12516,0.0004044891975354403,0.004777655471116304,0.049412161111831665,0.389087975025177
12673,1180,6.56,0.73,4,-0.7177436999999999,3058,0.001,12572,0.00048429606249555945,0.00477122887969017,-0.9330313205718994,0.3582049012184143
12734,1190,6.57,0.76,4,-0.7216872900000001,3073,0.001,12633,0.00045632763067260385,0.004834088496863842,0.038419678807258606,0.3460843563079834
12800,1200,6.69,0.77,4,-0.72995379,3090,0.001,12699,0.00038408878026530147,0.004878395702689886,0.2662220597267151,0.3844113349914551
12877,1210,6.71,0.79,4,-0.7334411699999999,3109,0.001,12776,0.00034920836333185434,0.0048742750659585,0.09129403531551361,0.3660489320755005
12922,1220,6.61,0.77,4,-0.73420547,3120,0.001,12821,0.0006327074952423573,0.004826501477509737,-0.1961725354194641,0.3411005139350891
12989,1230,6.64,0.77,4,-0.7330215,3137,0.001,12888,0.00035638187546283007,0.004810647573322058,-1.265276551246643,0.3497236371040344
13040,1240,6.45,0.76,4,-0.7261563900000002,3149,0.001,12939,0.0003952113911509514,0.004787578247487545,-0.7069821357727051,0.37727493047714233
13108,1250,6.42,0.76,4,-0.7226310599999998,3166,0.001,13007,0.0004010560514871031,0.004824490286409855,0.27301815152168274,0.38446128368377686
13181,1260,6.37,0.76,4,-0.72904689,3185,0.001,13080,0.0003918632282875478,0.0047827730886638165,0.17982476949691772,0.3406287133693695
13251,1270,6.34,0.75,4,-0.7383879799999998,3202,0.001,13150,0.0002864084090106189,0.004795755725353956,0.6132646203041077,0.36468300223350525
13294,1280,6.21,0.73,4,-0.72410723,3213,0.001,13193,0.00034364289604127407,0.004857268184423447,0.9994627237319946,0.3630110025405884
13340,1290,6.06,0.69,4,-0.7204123999999998,3224,0.001,13239,0.0003037092392332852,0.004894839134067297,0.2308090329170227,0.3573705554008484
13390,1300,5.9,0.68,4,-0.7126502699999999,3237,0.001,13289,0.00039427983574569225,0.0049307276494801044,-0.21720635890960693,0.35369908809661865
13455,1310,5.78,0.68,4,-0.70499461,3253,0.001,13354,0.0003845959436148405,0.005027411971241236,-0.6361909508705139,0.3523492217063904
13526,1320,6.04,0.72,4,-0.7157698500000003,3271,0.001,13425,0.00030575954588130116,0.005011244211345911,-0.5473588109016418,0.36430004239082336
13580,1330,5.91,0.71,4,-0.7044853499999999,3284,0.001,13479,0.0002746374229900539,0.005023069679737091,0.2402825504541397,0.3448753356933594
13642,1340,6.02,0.71,4,-0.70902927,3300,0.001,13541,0.00044452690053731203,0.005021470133215189,-0.017925582826137543,0.36889636516571045
13703,1350,5.95,0.71,4,-0.70758647,3315,0.001,13602,0.00029992818599566817,0.004992697387933731,1.5046184062957764,0.3664000630378723
13776,1360,5.95,0.72,4,-0.6978340999999999,3333,0.001,13675,0.00030970561783760786,0.0050137038342654705,-0.022325336933135986,0.33419281244277954
13832,1370,5.81,0.69,4,-0.68504179,3347,0.001,13731,0.0002725677622947842,0.005028677638620138,0.7822067737579346,0.3725569546222687
13890,1380,5.96,0.72,4,-0.69000884,3361,0.001,13789,0.0002529153716750443,0.005134157370775938,-0.7837092876434326,0.3259325623512268
13939,1390,5.99,0.73,4,-0.69041349,3374,0.001,13838,0.00037078867899253964,0.005141423549503088,0.7100737690925598,0.36993375420570374
13995,1400,6.05,0.74,4,-0.6956882400000001,3388,0.001,13894,0.00038297666469588876,0.0051165553741157055,0.31700295209884644,0.38784921169281006
14059,1410,6.04,0.73,4,-0.6901196200000002,3404,0.001,13958,0.00031309956102631986,0.005072121508419514,1.5025473833084106,0.34631219506263733
14108,1420,5.82,0.69,4,-0.6811359199999998,3416,0.001,14007,0.00027896647225134075,0.005074942484498024,-0.005915433168411255,0.3538134694099426
14174,1430,5.94,0.72,4,-0.6905627100000001,3432,0.001,14073,0.0002694441063795239,0.005115679930895567,0.6191975474357605,0.41758492588996887
14258,1440,6.16,0.74,4,-0.70512239,3453,0.001,14157,0.0002783872769214213,0.005005434155464172,-0.425735205411911,0.3357088565826416
