rollout/ep_rew_mean,time/time_elapsed,rollout/success_rate,rollout/ep_len_mean,time/fps,time/episodes,time/total_timesteps,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss
-1.01340079,6093,0.96,8.0,3,2300,23849,0.001,4.4225349483895116e-05,23757,0.2651220619678497
-1.0263106400000002,6113,0.96,8.03,3,2310,23927,0.001,3.7024363791715587e-05,23835,0.2393903937190771
-1.02901654,6136,0.97,8.1,3,2320,24015,0.001,0.00011240395987341698,23925,0.26163066923618317
-1.01805392,6154,0.96,7.95,3,2330,24086,0.001,3.554939498176931e-05,23994,0.25607481811727795
-1.0225826400000002,6174,0.95,7.89,3,2340,24161,0.001,3.451431416578998e-05,24068,0.24532143771648407
-1.0353567300000002,6194,0.96,8.01,3,2350,24239,0.001,3.640186644458611e-05,24146,0.25207358385835377
-1.0336790599999999,6215,0.96,8.0,3,2360,24320,0.001,4.972499543024848e-05,24228,0.2621724125411775
-1.01220515,6233,0.96,7.91,3,2370,24390,0.001,4.483219839000542e-05,24299,0.2561233661004475
-1.02631758,6256,0.96,8.0,3,2380,24481,0.001,4.2238350740970214e-05,24390,0.2555193669266171
-1.03103073,6276,0.96,8.02,3,2390,24557,0.001,5.759292414748213e-05,24465,0.25786005622810787
-1.02806874,6296,0.97,7.87,3,2400,24636,0.001,5.056576046627015e-05,24543,0.24277841597795485
-1.02002942,6316,0.98,7.86,3,2410,24713,0.001,6.610887976421509e-05,24623,0.25185968168079853
-1.01634549,6337,0.98,7.78,3,2420,24793,0.001,8.170297223841771e-05,24701,0.25975408107042314
-1.01866441,6357,0.99,7.84,3,2430,24870,0.001,3.7499521264786985e-05,24778,0.258292518556118
-1.0184237000000003,6378,1.0,7.92,3,2440,24953,0.001,3.451571056858585e-05,24859,0.26154806713263196
-1.01499785,6399,1.0,7.93,3,2450,25032,0.001,3.9705830464039794e-05,24942,0.25018252432346344
-1.01067696,6418,1.0,7.87,3,2460,25107,0.001,6.382631545420736e-05,25016,0.25292311183043886
-1.03098013,6438,0.99,7.94,3,2470,25184,0.001,3.322548855066998e-05,25090,0.2543235160410404
-1.0272133699999997,6461,0.99,7.93,3,2480,25274,0.001,4.60584150070125e-05,25180,0.26483525122914997
-1.02398585,6480,0.98,7.91,3,2490,25348,0.001,0.00012086140395695111,25257,0.2644807118922472
-1.02778782,6502,0.98,7.96,3,2500,25432,0.001,4.3747156723839e-05,25340,0.2659929469227791
-1.02921274,6522,0.98,7.96,3,2510,25509,0.001,3.0040919227758422e-05,25418,0.2497342023998499
-1.0381479999999998,6543,0.98,7.99,3,2520,25592,0.001,9.733589779768539e-05,25499,0.2672158309391567
-1.03332963,6563,0.98,8.0,3,2530,25670,0.001,4.7481590122010355e-05,25576,0.2737090388933818
-1.0248196900000002,6584,0.98,7.99,3,2540,25752,0.001,3.309266806657737e-05,25661,0.25592973828315735
-1.0184172700000003,6604,0.98,7.96,3,2550,25828,0.001,9.231870171788614e-05,25737,0.26130752513806027
