time/episodes,train/actor_loss,rollout/ep_len_mean,time/fps,time/time_elapsed,train/learning_rate,rollout/ep_rew_mean,train/n_updates,train/critic_loss,time/total_timesteps,rollout/success_rate
670,0.1380778354677287,17.88,4,5973,0.001,-0.9110064399999999,24971,8.3817544774237e-05,25077,0.92
680,0.14468701481819152,16.96,4,5998,0.001,-0.88866439,25079,6.394194642780348e-05,25184,0.93
690,0.13910477329045534,15.06,4,6021,0.001,-0.8516426399999999,25174,8.21984131107456e-05,25277,0.95
700,0.13988526436415585,13.18,4,6065,0.001,-0.81262139,25358,6.147454207001084e-05,25464,0.97
710,0.1427296350399653,13.06,4,6088,0.001,-0.8042559700000002,25458,7.743558186727266e-05,25562,0.97
720,0.14402385326949033,13.05,4,6115,0.001,-0.8197015900000001,25569,7.995849194809456e-05,25676,0.97
730,0.14523597061634064,13.0,4,6140,0.001,-0.81119986,25674,7.237076219594614e-05,25777,0.97
740,0.14274065643548967,12.83,4,6161,0.001,-0.7916418000000001,25761,8.099478363874369e-05,25866,0.97
750,0.14502634604771933,11.16,4,6186,0.001,-0.7800686800000001,25865,6.728587807932247e-05,25974,0.99
760,0.13746275156736373,11.16,4,6209,0.001,-0.77871347,25963,6.837696200818754e-05,26069,0.99
770,0.14576106601291233,10.98,4,6235,0.001,-0.78049431,26068,7.751719951758989e-05,26175,0.99
780,0.1390656977891922,11.67,4,6277,0.001,-0.7667474000000002,26248,6.105112652221578e-05,26351,0.98
790,0.13846962567832735,11.77,4,6301,0.001,-0.7847797000000001,26346,6.0035920291233604e-05,26454,0.98
800,0.1340031630613587,10.94,4,6326,0.001,-0.7800432900000002,26452,6.562634437366135e-05,26558,0.99
810,0.12853285856544971,11.85,4,6371,0.001,-0.79044139,26640,5.2450217481236905e-05,26747,0.98
820,0.13454928828610313,13.58,4,6439,0.001,-0.81961239,26927,5.2849278694743087e-05,27034,0.96
830,0.13733349078231388,13.68,4,6466,0.001,-0.82991648,27040,6.68201513083962e-05,27145,0.96
840,0.1332462149170729,13.8,4,6490,0.001,-0.8438998500000001,27140,5.439539185877388e-05,27246,0.96
850,0.13481070566922426,13.74,4,6515,0.001,-0.8373671500000002,27244,5.909253832214745e-05,27348,0.96
860,0.1377360951155424,13.76,4,6538,0.001,-0.8319063400000001,27337,5.90264407946961e-05,27445,0.96
870,0.14015146548097784,13.8,4,6564,0.001,-0.8388352800000001,27450,5.168041620477611e-05,27555,0.96
880,0.12804834205995907,13.03,4,6588,0.001,-0.8463575299999999,27551,4.8244960701347075e-05,27654,0.97
890,0.1309613554428021,12.93,4,6610,0.001,-0.8308507299999998,27641,5.6407891558289215e-05,27747,0.97
900,0.1335228600849708,12.82,4,6632,0.001,-0.8170614599999999,27736,4.697874889340407e-05,27840,0.97
910,0.13382545655423944,11.88,4,6655,0.001,-0.8027463899999999,27831,4.002256189943926e-05,27935,0.98
920,0.13273735344409943,10.95,4,6701,0.001,-0.77609178,28026,5.287674017987835e-05,28129,0.99
930,0.12812455909119713,10.89,4,6726,0.001,-0.7767362499999997,28128,3.7816596078401846e-05,28234,0.99
940,0.14050261924664179,10.96,4,6752,0.001,-0.7746293700000001,28236,4.975806071646124e-05,28342,0.99
950,0.13696085413297018,10.91,4,6775,0.001,-0.77180297,28334,4.5326606697118324e-05,28439,0.99
960,0.13742380365729331,11.84,4,6820,0.001,-0.7910644600000001,28521,4.6527416634489784e-05,28629,0.98
970,0.12658619667802537,11.72,4,6843,0.001,-0.7734399399999999,28620,4.0876559069147334e-05,28727,0.98
980,0.1330221015959978,12.71,4,6890,0.001,-0.7929590599999998,28814,3.969984785120081e-05,28925,0.97
990,0.13354424635569254,12.76,4,6914,0.001,-0.7925701799999999,28914,3.2906903369520376e-05,29023,0.97
1000,0.1301251852086612,12.85,4,6938,0.001,-0.80032318,29019,3.477638866960271e-05,29125,0.97
1010,0.13317971490323544,12.93,4,6963,0.001,-0.8072259799999999,29120,3.65570616243834e-05,29228,0.97
1020,0.1281785974279046,12.02,4,6988,0.001,-0.79476904,29224,3.171816615576972e-05,29331,0.98
1030,0.13510765270753342,12.86,4,7033,0.001,-0.8026735900000002,29415,3.498601588282988e-05,29520,0.97
1040,0.13761756444970766,12.79,4,7057,0.001,-0.8099006599999999,29515,5.6220067866282385e-05,29621,0.97
1050,0.13297110464837816,12.85,4,7082,0.001,-0.8219828800000001,29617,3.263780874678762e-05,29724,0.97
1060,0.139371732249856,12.01,4,7107,0.001,-0.8221188100000001,29724,3.668446076214119e-05,29830,0.98
1070,0.13127372711896895,11.96,4,7129,0.001,-0.8184294999999999,29817,3.549388766259654e-05,29923,0.98
1080,0.12775989515440805,10.91,4,7151,0.001,-0.78966503,29911,3.198026700244684e-05,30016,0.99
1090,0.13320045587089327,10.85,4,7173,0.001,-0.7903657999999999,30003,3.663170880625128e-05,30108,0.99
1100,0.1365404821932316,10.75,4,7195,0.001,-0.7850156299999999,30095,3.083504689129768e-05,30200,0.99
1110,0.13069907906982633,10.67,4,7218,0.001,-0.7742156700000001,30187,3.528543270982077e-05,30295,0.99
1120,0.13365123827349057,10.66,4,7242,0.001,-0.77224709,30291,3.632133220063142e-05,30397,0.99
1130,0.1322658583521843,9.79,4,7267,0.001,-0.7607078199999999,30395,6.29583138850814e-05,30499,1.0
1140,0.1380210636804501,9.75,4,7290,0.001,-0.7577745699999998,30493,3.738811180179861e-05,30596,1.0
1150,0.1316912290122774,9.61,4,7311,0.001,-0.7393309299999998,30582,2.7526977848740193e-05,30685,1.0
1160,0.13619372248649597,9.56,4,7335,0.001,-0.73500822,30678,3.1947961750639866e-05,30786,1.0
1170,0.13472346837321916,9.73,4,7362,0.001,-0.75892316,30791,3.460669965231015e-05,30896,1.0
1180,0.13182095370509408,9.75,4,7385,0.001,-0.75917158,30887,2.6643139294306323e-05,30991,1.0
1190,0.13050657976418734,9.75,4,7407,0.001,-0.7590935099999997,30979,3.056310947613383e-05,31083,1.0
1200,0.14475569725036622,9.85,4,7431,0.001,-0.7714474900000002,31081,3.1468648558075074e-05,31185,1.0
1210,0.13753635353512234,9.85,4,7454,0.001,-0.7787615600000001,31177,2.6244555152111894e-05,31280,1.0
1220,0.1334185708652843,9.67,4,7474,0.001,-0.7549404799999999,31261,3.824504628110762e-05,31364,1.0
1230,0.13373135136706488,9.51,4,7495,0.001,-0.7409722299999999,31347,2.5122195438598283e-05,31450,1.0
1240,0.1422250922769308,9.45,4,7516,0.001,-0.72808265,31434,4.415351963871217e-05,31541,1.0
1250,0.13348243633906046,9.55,4,7540,0.001,-0.74046223,31533,3.381778227170192e-05,31640,1.0
1260,0.14048155148824057,9.55,4,7564,0.001,-0.7359167000000001,31633,2.7233640341566774e-05,31741,1.0
1270,0.1395110860466957,9.38,4,7586,0.001,-0.7128386999999999,31731,3.146121753161424e-05,31834,1.0
1280,0.1396457351744175,9.32,4,7608,0.001,-0.7041223,31819,3.399080196686555e-05,31923,1.0
1290,0.14354398474097252,9.33,4,7630,0.001,-0.70476237,31908,5.293722279020585e-05,32016,1.0
1300,0.13982396640560843,9.25,4,7652,0.001,-0.6932515599999999,32005,2.9555213669399645e-05,32110,1.0
1310,0.14367475546896458,9.22,4,7674,0.001,-0.6840477699999999,32094,2.496230490578455e-05,32202,1.0
1320,0.13901659287512302,9.21,4,7694,0.001,-0.6836930799999998,32178,2.6124107534997165e-05,32285,1.0
1330,0.12914789840579033,9.26,4,7715,0.001,-0.6873478199999998,32269,3.0568651482099085e-05,32376,1.0
1340,0.13617794877953,9.26,4,7737,0.001,-0.6899799599999998,32363,2.980622371574605e-05,32467,1.0
1350,0.14033465832471848,9.21,4,7759,0.001,-0.68463328,32454,3.6118352682024124e-05,32561,1.0
1360,0.1484477326273918,9.2,4,7783,0.001,-0.6898497800000001,32554,2.5388827998540366e-05,32661,1.0
1370,0.13880335268649188,9.29,4,7808,0.001,-0.7017429900000001,32656,3.937948382702995e-05,32763,1.0
1380,0.13305088356137276,9.35,4,7830,0.001,-0.71500805,32753,3.2286555688187944e-05,32858,1.0
1390,0.14218507707118988,9.4,4,7854,0.001,-0.72464028,32848,3.430864879711797e-05,32956,1.0
1400,0.13956063820256126,9.39,4,7876,0.001,-0.7246272,32941,2.210009612705714e-05,33049,1.0
1410,0.1447799000889063,9.39,4,7898,0.001,-0.7229773800000002,33035,3.0134747703414178e-05,33141,1.0
1420,0.14715863086960532,9.55,4,7922,0.001,-0.74470214,33134,2.586183357131879e-05,33240,1.0
1430,0.1453702449798584,9.61,4,7945,0.001,-0.75026716,33231,3.195860716170335e-05,33337,1.0
1440,0.13850579112768174,9.8,4,7971,0.001,-0.7724518599999999,33336,2.6465472365089228e-05,33447,1.0
1450,0.15273165025494315,9.92,4,7997,0.001,-0.79434789,33445,4.3861234272216364e-05,33553,1.0
1460,0.1466660811142488,9.9,4,8020,0.001,-0.7906610000000001,33543,2.6758989902604796e-05,33651,1.0
1470,0.14175643275181452,9.84,4,8042,0.001,-0.7843430599999999,33640,2.643952196497897e-05,33747,1.0
1480,0.15300847589969635,9.75,4,8063,0.001,-0.76807106,33729,3.9249173953846495e-05,33833,1.0
1490,0.14425522495399823,9.74,4,8086,0.001,-0.765992,33825,3.863166966766585e-05,33930,1.0
1500,0.14226945421912454,9.79,4,8109,0.001,-0.7722208300000001,33922,3.1688122445220046e-05,34028,1.0
1510,0.14635937051339584,9.87,4,8133,0.001,-0.7879313,34022,3.143783479489767e-05,34128,1.0
1520,0.14917066879570484,9.74,4,8154,0.001,-0.77077558,34108,3.771946830966044e-05,34214,1.0
1530,0.14431087393313646,9.74,4,8177,0.001,-0.7755715200000002,34207,2.5334613610539236e-05,34311,1.0
1540,0.14682670931021372,9.47,4,8197,0.001,-0.7385055199999999,34291,3.376855763943038e-05,34394,1.0
1550,0.14368310943245888,9.32,4,8218,0.001,-0.7095799899999998,34380,3.334899702167604e-05,34485,1.0
1560,0.14725102815363142,9.37,4,8243,0.001,-0.71721787,34482,2.8014843741806948e-05,34588,1.0
1570,0.14541750699281691,9.3,4,8264,0.001,-0.7036542399999999,34574,2.7752820460591466e-05,34677,1.0
1580,0.15028773744901022,9.39,4,8287,0.001,-0.71929334,34664,2.0582284277123916e-05,34772,1.0
1590,0.14625973051244562,9.39,4,8310,0.001,-0.71911877,34764,4.085409934553106e-05,34869,1.0
1600,0.1461703817952763,9.34,4,8332,0.001,-0.71291956,34855,2.224274546527092e-05,34962,1.0
1610,0.1497027235371726,9.28,4,8354,0.001,-0.7028730400000001,34948,2.9619405073130372e-05,35056,1.0
1620,0.13541064943586076,9.41,4,8378,0.001,-0.7236510999999999,35048,4.225387887605133e-05,35155,1.0
1630,0.14817149043083191,9.4,4,8400,0.001,-0.72148845,35145,3.074199594266247e-05,35251,1.0
1640,0.14520094667871794,9.51,4,8423,0.001,-0.7372884700000002,35238,2.916015970792311e-05,35345,1.0
1650,0.15021015297282825,9.54,4,8445,0.001,-0.7442530799999999,35334,2.395710676368749e-05,35439,1.0
1660,0.14510954543948174,9.45,4,8468,0.001,-0.7301234600000001,35430,2.520687849028036e-05,35533,1.0
1670,0.14435597695410252,9.46,4,8489,0.001,-0.7327106999999999,35520,2.261243275825109e-05,35623,1.0
1680,0.1524159163236618,9.42,4,8511,0.001,-0.72740523,35608,2.7385648406509843e-05,35714,1.0
1690,0.14699935913085938,9.39,4,8533,0.001,-0.7239245,35702,3.449294914995941e-05,35808,1.0
1700,0.1558520406484604,9.46,4,8557,0.001,-0.73435599,35802,2.3567363132315223e-05,35908,1.0
1710,0.1499374441125176,9.5,4,8581,0.001,-0.73772323,35901,3.104002379669427e-05,36006,1.0
1720,0.15215535089373589,9.45,4,8603,0.001,-0.7286297899999999,35994,3.0212785759431426e-05,36100,1.0
1730,0.1552442411581675,9.4,4,8625,0.001,-0.72179262,36086,3.363568976055831e-05,36191,1.0
1740,0.15288325995206833,9.45,4,8649,0.001,-0.7332507300000001,36187,3.928592705051415e-05,36290,1.0
1750,0.1500221292177836,9.48,4,8672,0.001,-0.73728398,36279,3.7389613781771106e-05,36387,1.0
1760,0.15108895467387307,9.57,4,8696,0.001,-0.7510893800000003,36384,2.1915927087926928e-05,36490,1.0
1770,0.1515810406870312,9.66,4,8720,0.001,-0.7634607200000001,36483,3.246988186826153e-05,36589,1.0
1780,0.14665032923221588,9.82,4,8745,0.001,-0.78765356,36588,2.7385571560113352e-05,36696,1.0
1790,0.15433611534535885,9.84,4,8768,0.001,-0.7900139899999999,36688,3.839633200186654e-05,36792,1.0
1800,0.16022695476810137,10.77,4,8814,0.001,-0.80592245,36879,2.565061580147206e-05,36985,0.99
1810,0.155405655503273,10.69,4,8836,0.001,-0.7941765599999999,36967,2.071076811592899e-05,37075,0.99
1820,0.16414625197649002,10.69,4,8858,0.001,-0.8002891599999999,37061,2.25481277993822e-05,37169,0.99
1830,0.15542120283300226,10.77,4,8882,0.001,-0.8125962699999999,37165,2.7907514198556203e-05,37268,0.99
1840,0.15064615458250047,10.73,4,8904,0.001,-0.80620542,37259,3.192012900399277e-05,37363,0.99
1850,0.1528287868608128,10.57,4,8924,0.001,-0.78407751,37340,2.6268254342457194e-05,37444,0.99
1860,0.15679768886831072,10.46,4,8946,0.001,-0.76976412,37430,2.0216274505300033e-05,37536,0.99
1870,0.1569193427761396,10.44,4,8969,0.001,-0.7658421599999998,37526,3.309609140463484e-05,37633,0.99
1880,0.1576570442744664,10.3,4,8991,0.001,-0.7425263200000001,37621,2.549705121574724e-05,37726,0.99
1890,0.15494241379201412,10.23,4,9012,0.001,-0.7341831400000001,37712,2.8861706141469767e-05,37815,0.99
1900,0.1657380908727646,9.28,4,9036,0.001,-0.7151571000000001,37810,2.66572562395595e-05,37913,1.0
1910,0.15502884558268956,9.42,4,9061,0.001,-0.73675691,37912,2.398018191992638e-05,38017,1.0
1920,0.15339068255641244,9.54,4,9086,0.001,-0.7482511600000001,38015,2.2345352507810194e-05,38123,1.0
1930,0.15660665929317474,9.42,4,9106,0.001,-0.72444962,38105,2.3618984616607326e-05,38210,1.0
1940,0.149140365421772,9.41,4,9129,0.001,-0.7217046899999998,38198,2.0547731128317537e-05,38304,1.0
1950,0.16253083497285842,9.52,4,9151,0.001,-0.7362100199999999,38291,2.667819080670597e-05,38396,1.0
1960,0.15863888462384543,9.55,4,9173,0.001,-0.7379843400000001,38387,2.366338736060748e-05,38491,1.0
1970,0.15469156205654144,9.47,4,9195,0.001,-0.73007628,38476,3.623247054444315e-05,38580,1.0
1980,0.16994415720303854,9.51,4,9218,0.001,-0.7354462,38571,2.1637088543179238e-05,38677,1.0
1990,0.15808017126151494,9.54,4,9240,0.001,-0.7373688799999999,38662,2.3631735270360616e-05,38769,1.0
2000,0.15902544151652942,9.5,4,9262,0.001,-0.72992605,38757,2.984942280322271e-05,38863,1.0
2010,0.16506335511803627,9.36,4,9284,0.001,-0.70887679,38847,2.6881900642668672e-05,38953,1.0
2020,0.16203339804302563,9.28,4,9307,0.001,-0.6990662000000001,38946,2.750263394607993e-05,39051,1.0
2030,0.1528050367321287,9.28,4,9328,0.001,-0.7044200900000003,39034,2.5883802663884126e-05,39138,1.0
2040,0.1502111554145813,9.23,4,9349,0.001,-0.6983679599999999,39123,2.926207447931769e-05,39227,1.0
2050,0.16147964745759963,9.27,4,9372,0.001,-0.70655689,39218,3.408007396501489e-05,39323,1.0
2060,0.1674830594233104,9.21,4,9394,0.001,-0.69978463,39307,2.3627215861259693e-05,39412,1.0
2070,0.16354780830442905,9.2,4,9415,0.001,-0.6964658399999999,39397,2.228772041235061e-05,39500,1.0
2080,0.16456729918718338,9.2,4,9438,0.001,-0.6994049099999998,39491,2.7835017044708364e-05,39597,1.0
2090,0.15959306392404768,9.24,4,9461,0.001,-0.7048921,39587,2.163042235123511e-05,39693,1.0
2100,0.16001141319672266,9.2,4,9482,0.001,-0.70142335,39676,5.659038667242081e-05,39783,1.0
2110,0.16110264137387276,9.17,4,9503,0.001,-0.6992488800000001,39763,2.4956965944511467e-05,39870,1.0
2120,0.16408618912100792,9.11,4,9525,0.001,-0.6899752200000002,39859,2.073637460853206e-05,39962,1.0
2130,0.1683426151672999,9.14,4,9546,0.001,-0.6937571800000001,39948,2.3968269942997722e-05,40052,1.0
2140,0.16106493771076202,9.19,4,9569,0.001,-0.69960201,40040,1.9263644909577643e-05,40146,1.0
2150,0.15918424353003502,9.16,4,9591,0.001,-0.6928160699999999,40133,2.9806533802911872e-05,40239,1.0
2160,0.1629768026371797,9.3,4,9616,0.001,-0.7126228299999998,40238,2.5811412569964887e-05,40342,1.0
2170,0.15606870651245117,9.36,4,9638,0.001,-0.7211409799999998,40328,2.7435473748482762e-05,40436,1.0
2180,0.17107264697551727,9.29,4,9660,0.001,-0.70689994,40420,3.566978375602048e-05,40526,1.0
2190,0.16559654722611108,9.3,4,9683,0.001,-0.7078839900000002,40516,2.3890326701803133e-05,40623,1.0
2200,0.16445838287472725,9.29,4,9704,0.001,-0.70485663,40609,2.588057350294548e-05,40712,1.0
2210,0.1605515976746877,9.45,4,9729,0.001,-0.72337009,40707,2.253787159942375e-05,40815,1.0
2220,0.15977207757532597,9.52,4,9752,0.001,-0.7284352900000001,40808,2.1907247173658106e-05,40914,1.0
2230,0.16730603389441967,9.52,4,9774,0.001,-0.7268555200000002,40898,2.652996681717923e-05,41004,1.0
2240,0.1630138572719362,9.52,4,9796,0.001,-0.7297845500000001,40992,2.2556572326316706e-05,41098,1.0
2250,0.16468759152022275,9.54,4,9819,0.001,-0.7355047899999998,41085,2.1552950618735682e-05,41193,1.0
2260,0.17156018912792206,9.35,4,9839,0.001,-0.7073418699999999,41174,3.7938881541776935e-05,41277,1.0
2270,0.15589128976518457,9.4,4,9863,0.001,-0.7156213500000002,41271,2.420944854913449e-05,41376,1.0
2280,0.1614308711141348,9.38,4,9884,0.001,-0.7155610800000001,41361,3.694871406878519e-05,41464,1.0
2290,0.17157124195780074,9.43,4,9908,0.001,-0.72187126,41463,2.760239450643504e-05,41566,1.0
2300,0.1669254804199392,9.58,4,9933,0.001,-0.7442310500000002,41563,2.4190260939411186e-05,41670,1.0
2310,0.17263543605804443,9.43,4,9954,0.001,-0.7268092999999998,41655,2.419039356027497e-05,41758,1.0
2320,0.15912075979369028,9.39,4,9976,0.001,-0.7206826300000002,41748,2.1581544647883027e-05,41853,1.0
2330,0.16731158271431923,9.34,4,9997,0.001,-0.7142138000000001,41834,1.7689696392153564e-05,41938,1.0
2340,0.16648556105792522,9.37,4,10020,0.001,-0.71530512,41928,3.9323127566603944e-05,42035,1.0
2350,0.16648856177926064,9.34,4,10042,0.001,-0.7127937599999999,42020,2.7434653475211235e-05,42127,1.0
2360,0.16206493377685546,9.48,4,10066,0.001,-0.73211248,42119,2.294522291776957e-05,42225,1.0
2370,0.17179051414132118,9.37,4,10087,0.001,-0.71387616,42207,3.861934419546742e-05,42313,1.0
2380,0.16904090195894242,9.4,4,10108,0.001,-0.72140706,42300,3.4998924820683894e-05,42404,1.0
2390,0.16551437761102403,9.2,4,10128,0.001,-0.69778028,42382,3.1624925343619126e-05,42486,1.0
2400,0.16482530321393693,9.04,4,10149,0.001,-0.67904337,42466,1.548249955314012e-05,42574,1.0
2410,0.16690942432199204,9.08,4,10171,0.001,-0.6848324899999999,42561,1.940191707814977e-05,42666,1.0
2420,0.16741936902205148,9.12,4,10195,0.001,-0.6960965900000001,42658,2.2939937783424586e-05,42765,1.0
2430,0.17316993408732945,9.12,4,10215,0.001,-0.69910019,42747,1.7312837876993904e-05,42850,1.0
2440,0.1717407200485468,9.06,4,10237,0.001,-0.69157917,42837,3.522344081829942e-05,42941,1.0
2450,0.16808158606290818,9.04,4,10258,0.001,-0.68335467,42925,3.483165146462852e-05,43031,1.0
2460,0.16992846296893227,8.98,4,10280,0.001,-0.6757119300000001,43015,2.2735108157374067e-05,43123,1.0
2470,0.1683076024055481,8.97,4,10300,0.001,-0.67524593,43106,2.51129574735387e-05,43210,1.0
2480,0.165093082934618,8.9,4,10320,0.001,-0.6629048900000001,43189,2.4894265607144916e-05,43294,1.0
2490,0.1652747794985771,8.88,4,10339,0.001,-0.65984864,43270,1.9959037217631703e-05,43374,1.0
2500,0.17171791858143276,8.88,4,10360,0.001,-0.65596553,43358,2.0849507563980296e-05,43462,1.0
2510,0.16790154363427842,8.89,4,10383,0.001,-0.65619816,43447,2.2388589838686e-05,43555,1.0
2520,0.17822418361902237,8.83,4,10405,0.001,-0.6463827499999999,43541,2.1741023829235928e-05,43648,1.0
2530,0.16757628108773912,8.92,4,10427,0.001,-0.6565562,43635,2.2777205231250264e-05,43742,1.0
2540,0.1675049579805798,8.98,4,10450,0.001,-0.66465801,43731,2.060752750468156e-05,43839,1.0
