time/episodes,train/actor_loss,rollout/ep_len_mean,time/fps,time/time_elapsed,train/learning_rate,rollout/ep_rew_mean,train/n_updates,train/critic_loss,time/total_timesteps,rollout/success_rate
5490,0.2025433083375295,11.12,4,17421,0.001,-0.7433464300000001,72950,1.1745757648087521e-05,73058,0.98
5500,0.19506976956670935,10.99,4,17442,0.001,-0.72556433,73040,1.0520635607297828e-05,73147,0.98
5510,0.1976478099822998,10.18,4,17465,0.001,-0.7176703000000001,73136,1.3954546209953895e-05,73242,0.99
5520,0.21086313823858896,10.26,4,17487,0.001,-0.7320407699999998,73232,1.5234014022603838e-05,73338,0.99
5530,0.1874487116932869,10.34,4,17512,0.001,-0.7457634,73338,1.3960760406916961e-05,73441,0.99
5540,0.20016441291028803,10.25,4,17535,0.001,-0.7300142099999999,73435,2.4438758290753785e-05,73540,0.99
5550,0.19898901714218986,10.48,4,17561,0.001,-0.76427289,73541,5.43266635051825e-05,73649,0.99
5560,0.20041808485984802,9.67,4,17586,0.001,-0.7639369400000001,73648,1.3413563162127199e-05,73753,1.0
5570,0.19747331951345717,9.64,4,17606,0.001,-0.7576821800000002,73735,8.40161491006646e-06,73838,1.0
5580,0.19024979240364498,9.71,4,17628,0.001,-0.7695983699999998,73826,8.66989608362524e-06,73930,1.0
5590,0.19185612433486515,9.62,4,17649,0.001,-0.7553847800000001,73914,9.714031471553932e-06,74020,1.0
5600,0.19388064928352833,9.76,4,17674,0.001,-0.7715211400000002,74017,1.5371432709798682e-05,74123,1.0
5610,0.1869996666908264,9.73,4,17695,0.001,-0.77241364,74113,1.6297032198053783e-05,74215,1.0
5620,0.19031214838226637,9.68,4,17717,0.001,-0.76500853,74203,1.2077240019910581e-05,74306,1.0
5630,0.19602547585964203,9.7,4,17742,0.001,-0.7685205199999998,74304,1.4465073532350784e-05,74411,1.0
5640,0.19912697510285812,9.73,4,17767,0.001,-0.77591923,74406,1.5617510805234566e-05,74513,1.0
5650,0.19618490159511567,10.52,4,17811,0.001,-0.7623788199999999,74592,1.3508329493561177e-05,74701,0.99
5660,0.200573418289423,10.46,4,17835,0.001,-0.7626398900000001,74691,2.2190313131886796e-05,74799,0.99
5670,0.19532865807414054,11.49,4,17880,0.001,-0.7873793600000001,74881,1.8653993315638217e-05,74987,0.98
5680,0.19833999541070726,11.57,4,17904,0.001,-0.7962087199999999,74982,1.3080114008011555e-05,75087,0.98
5690,0.19900093600153923,11.66,4,17927,0.001,-0.80888316,75083,1.6977868767753534e-05,75186,0.98
5700,0.19901358674873004,11.59,4,17950,0.001,-0.8029956399999999,75177,1.3011839407474987e-05,75282,0.98
5710,0.19956656651837484,11.59,4,17972,0.001,-0.80535515,75266,9.330295987248454e-06,75374,0.98
5720,0.19759761666258177,11.67,4,17996,0.001,-0.81791169,75367,7.422964207156231e-06,75473,0.98
5730,0.19155407845973968,11.5,4,18017,0.001,-0.7866194900000001,75459,2.6408036228531272e-05,75561,0.98
5740,0.2011906236410141,11.46,4,18040,0.001,-0.7791980000000001,75553,1.5082270374477958e-05,75659,0.98
5750,0.2013640297310693,11.45,4,18084,0.001,-0.7808675999999999,75742,1.1684274016131115e-05,75846,0.98
5760,0.1931051779538393,11.44,4,18107,0.001,-0.7802754300000001,75840,7.520578606090567e-06,75943,0.98
5770,0.20677354782819748,10.52,4,18130,0.001,-0.77110163,75935,2.3260274883796227e-05,76039,0.99
5780,0.19169603288173676,10.45,4,18152,0.001,-0.7654402700000003,76024,1.5028682848120903e-05,76132,0.99
5790,0.20447515547275544,10.37,4,18174,0.001,-0.75502585,76117,2.1939818998362172e-05,76223,0.99
5800,0.19632053499420485,10.4,4,18198,0.001,-0.75695778,76217,1.1267095715083997e-05,76322,0.99
5810,0.1919777262955904,12.22,4,18263,0.001,-0.7758255400000001,76492,1.3494355130205804e-05,76596,0.97
5820,0.20043258368968964,12.05,4,18282,0.001,-0.7506429099999999,76575,1.0566714877313643e-05,76678,0.97
5830,0.200551176071167,12.04,4,18303,0.001,-0.7521241000000001,76661,2.816863707266748e-05,76765,0.97
5840,0.19072883469717844,11.9,4,18323,0.001,-0.7321989300000001,76744,1.0183040233511878e-05,76849,0.97
5850,0.1997814867645502,10.96,4,18346,0.001,-0.7201732599999998,76834,1.0703923862820375e-05,76942,0.98
5860,0.1905815988779068,10.97,4,18369,0.001,-0.71989384,76935,1.4219044896890409e-05,77040,0.98
5870,0.19492960472901663,10.98,4,18392,0.001,-0.72048189,77034,8.301924834894533e-06,77137,0.98
5880,0.1945821913805875,10.91,4,18413,0.001,-0.70831141,77118,1.1200230057346e-05,77223,0.98
5890,0.20545357316732407,10.98,4,18436,0.001,-0.72104365,77217,9.736027686813032e-06,77321,0.98
5900,0.19739380207928744,10.94,4,18458,0.001,-0.7170743800000001,77310,1.753502378547141e-05,77416,0.98
5910,0.18996620991013266,9.15,4,18481,0.001,-0.69956006,77405,2.4596814331413373e-05,77511,1.0
5920,0.19352614283561706,9.29,4,18503,0.001,-0.71803695,77499,1.619640624994645e-05,77607,1.0
5930,0.18925967599664414,9.36,4,18526,0.001,-0.7316279299999999,77593,1.1864949686111817e-05,77701,1.0
5940,0.1961420878767967,9.52,4,18550,0.001,-0.7524527300000001,77694,1.1275227734586224e-05,77801,1.0
5950,0.18725258653814142,9.53,4,18572,0.001,-0.7569900399999999,77788,7.519954537697645e-05,77895,1.0
5960,0.1981536682162966,10.35,4,18616,0.001,-0.75849548,77971,1.2413677788052674e-05,78075,0.99
5970,0.19767283399899802,10.34,4,18639,0.001,-0.7576924599999999,78065,2.783053261939333e-05,78171,0.99
5980,0.1922158333990309,10.37,4,18660,0.001,-0.759834,78155,2.4299511399779778e-05,78260,0.99
5990,0.20078781992197037,10.35,4,18683,0.001,-0.7559215499999999,78248,1.1465867373772198e-05,78356,0.99
6000,0.2012179300189018,10.4,4,18707,0.001,-0.76128162,78348,1.0720507225414621e-05,78456,0.99
6010,0.20026491023600101,10.38,4,18729,0.001,-0.7582769399999999,78443,2.3633717660231923e-05,78549,0.99
6020,0.1992400400340557,10.41,4,18753,0.001,-0.76519709,78540,3.554662134774844e-05,78648,0.99
6030,0.19035729434755114,10.35,4,18774,0.001,-0.75319498,78630,8.429923178078348e-06,78736,0.99
6040,0.20144207328557967,10.3,4,18797,0.001,-0.7473700500000002,78724,9.66776105997269e-06,78831,0.99
6050,0.2025696001946926,10.32,4,18820,0.001,-0.74913441,78820,7.294862825801829e-06,78927,0.99
6060,0.19345706701278687,9.46,4,18842,0.001,-0.74320756,78916,5.923274654508402e-06,79021,1.0
6070,0.1979962798456351,9.47,4,18865,0.001,-0.74689036,79012,7.93111102363279e-06,79118,1.0
6080,0.19147812575101852,9.41,4,18885,0.001,-0.7368665799999999,79098,1.021747038976173e-05,79201,1.0
6090,0.1928317674568721,9.35,4,18907,0.001,-0.7280677599999998,79185,1.3120199517808423e-05,79291,1.0
6100,0.19613541662693024,9.38,4,18931,0.001,-0.7345196399999999,79289,6.711443916174176e-06,79394,1.0
6110,0.19683716552598135,9.41,4,18954,0.001,-0.7397658799999998,79386,1.2225279728487034e-05,79490,1.0
6120,0.19420382546053994,9.46,4,18979,0.001,-0.74796673,79486,8.889304404470346e-06,79594,1.0
6130,0.1988805884664709,9.52,4,19002,0.001,-0.7548728700000001,79582,5.781263511876618e-06,79688,1.0
6140,0.20033628940582277,9.56,4,19025,0.001,-0.7580039000000002,79682,6.971821767365327e-06,79787,1.0
6150,0.1966995041478764,9.58,4,19048,0.001,-0.76080918,79779,9.296150933964368e-06,79885,1.0
6160,0.19225731367866197,9.67,4,19073,0.001,-0.7723730000000001,79884,1.5919038711823912e-05,79988,1.0
6170,0.20566771285874502,9.6,4,19095,0.001,-0.75873538,79973,1.220179222270547e-05,80078,1.0
6180,0.20134398128305162,9.65,4,19115,0.001,-0.77005525,80059,1.5556125617877115e-05,80166,1.0
6190,0.1996776107698679,9.64,4,19137,0.001,-0.7654730399999999,80148,1.8259903072248562e-05,80255,1.0
6200,0.19472515396773815,9.49,4,19158,0.001,-0.7424772599999998,80238,3.329635978843726e-05,80343,1.0
6210,0.20729917287826538,9.48,4,19180,0.001,-0.7379047600000002,80332,1.0135606430594635e-05,80438,1.0
6220,0.1958695538341999,9.44,4,19204,0.001,-0.7286447100000001,80435,1.632045166388707e-05,80538,1.0
6230,0.19174745865166187,9.44,4,19227,0.001,-0.7298135600000001,80524,1.1924536238439032e-05,80632,1.0
6240,0.19360650579134622,9.48,4,19251,0.001,-0.7330155,80632,3.160056454968677e-05,80735,1.0
6250,0.19182233086654119,10.26,4,19293,0.001,-0.7315815999999999,80806,7.161742619895709e-06,80911,0.99
6260,0.2072855191571372,10.16,4,19315,0.001,-0.7184628799999999,80898,1.1316688999483762e-05,81004,0.99
6270,0.20134136893532492,10.24,4,19339,0.001,-0.73074199,80996,1.0191171316943258e-05,81102,0.99
6280,0.20938328504562378,10.34,4,19362,0.001,-0.7464841399999999,81092,3.21666116178676e-05,81200,0.99
6290,0.19827804590264955,10.39,4,19385,0.001,-0.7575516499999999,81186,8.027446862494495e-06,81294,0.99
6300,0.19729208797216416,10.43,4,19407,0.001,-0.7656664300000001,81282,6.949483054086158e-06,81386,0.99
6310,0.20800259438428012,10.42,4,19429,0.001,-0.7662833899999998,81374,8.172205236240353e-06,81480,0.99
6320,0.19778487086296082,10.37,4,19452,0.001,-0.75989906,81471,1.1664931142669438e-05,81575,0.99
6330,0.19596898183226585,10.4,4,19474,0.001,-0.76366297,81568,1.6650649892350582e-05,81672,0.99
6340,0.1933592272301515,10.33,4,19497,0.001,-0.7571050000000001,81664,9.963642620884153e-06,81768,0.99
6350,0.19211237877607346,9.48,4,19519,0.001,-0.7505000600000001,81754,9.188694093609229e-06,81859,1.0
6360,0.19856268001927269,9.42,4,19540,0.001,-0.74120872,81840,5.822866720942936e-06,81946,1.0
6370,0.20119108425246346,9.41,4,19563,0.001,-0.74105007,81935,6.7150544964533765e-06,82043,1.0
6380,0.1951047373669488,9.32,4,19584,0.001,-0.7251730800000001,82025,1.3869274620706814e-05,82132,1.0
6390,0.2072814293205738,9.35,4,19607,0.001,-0.72640734,82126,1.2791269417296766e-05,82229,1.0
6400,0.19609056142243472,9.37,4,19630,0.001,-0.7284787000000001,82216,8.168515374894593e-06,82323,1.0
6410,0.19743974719728744,9.24,4,19649,0.001,-0.71012124,82299,9.90960695292285e-06,82404,1.0
6420,0.19751874109109244,9.14,4,19669,0.001,-0.6961766300000001,82385,7.558507554171632e-06,82489,1.0
6430,0.20280831605195998,9.15,4,19693,0.001,-0.6970671599999999,82481,1.8480489461580874e-05,82587,1.0
6440,0.19770329259335995,9.13,4,19715,0.001,-0.6961381799999999,82576,2.5171178094751667e-05,82681,1.0
6450,0.19705661066940852,9.11,4,19736,0.001,-0.69215725,82667,1.449153595396118e-05,82770,1.0
6460,0.1972331888973713,9.11,4,19757,0.001,-0.6888307699999998,82753,1.018455060375345e-05,82857,1.0
6470,0.1923180123170217,8.99,4,19777,0.001,-0.67164449,82837,1.4551964795828098e-05,82942,1.0
6480,0.20406655967235565,9.02,4,19799,0.001,-0.67539326,82931,9.627071348303514e-06,83034,1.0
6490,0.1994678792026308,8.97,4,19822,0.001,-0.6718265899999999,83023,9.199270556968662e-06,83126,1.0
6500,0.19174802750349046,8.98,4,19844,0.001,-0.6747298800000001,83118,9.797278516998631e-06,83221,1.0
6510,0.191972216963768,9.17,4,19868,0.001,-0.70381012,83217,6.208615923242178e-06,83321,1.0
6520,0.19874431463805112,9.3,4,19892,0.001,-0.7238936299999998,83314,9.167235144890252e-06,83419,1.0
6530,0.20239266540322984,9.23,4,19913,0.001,-0.7162175,83404,9.246187541326176e-06,83510,1.0
6540,0.2029702232943641,9.26,4,19937,0.001,-0.7121311099999998,83498,3.820285261705673e-05,83607,1.0
6550,0.20022637810972002,9.31,4,19959,0.001,-0.71758558,83596,3.536618512751172e-05,83701,1.0
6560,0.20806945413351058,9.43,4,19983,0.001,-0.73905499,83693,1.4088579791859957e-05,83800,1.0
6570,0.18785341208179793,9.49,4,20005,0.001,-0.7523897,83784,6.707700322294841e-06,83891,1.0
6580,0.2023128017783165,9.52,4,20027,0.001,-0.7569546299999997,83882,1.3557730289903702e-05,83986,1.0
6590,0.19756492227315903,9.5,4,20049,0.001,-0.7500655,83972,1.0486520352515072e-05,84076,1.0
6600,0.1987937092781067,9.51,4,20072,0.001,-0.74634152,84068,8.026390635980837e-06,84172,1.0
6610,0.2016198616474867,9.48,4,20095,0.001,-0.7399293099999998,84163,1.3253160432213917e-05,84269,1.0
6620,0.20175807178020477,9.45,4,20118,0.001,-0.72811315,84258,4.1351353047502926e-05,84364,1.0
6630,0.20836803858930414,9.47,4,20140,0.001,-0.7268180100000001,84350,1.2913747675404672e-05,84457,1.0
6640,0.19880784835134233,9.37,4,20161,0.001,-0.7175919200000002,84440,6.6612592490855604e-06,84544,1.0
6650,0.19933769665658474,9.3,4,20181,0.001,-0.70779481,84526,9.663219543654122e-06,84631,1.0
6660,0.2014987975358963,9.29,4,20205,0.001,-0.7059500799999999,84624,1.579489608047879e-05,84729,1.0
6670,0.19620240728060404,9.35,4,20228,0.001,-0.7107278600000001,84722,7.19698424392037e-06,84826,1.0
6680,0.20329656079411507,9.33,4,20250,0.001,-0.7054208299999998,84816,1.2434383052095654e-05,84919,1.0
6690,0.20104349818494585,9.44,4,20275,0.001,-0.7225990800000001,84914,2.8655558910233798e-05,85020,1.0
6700,0.19969825819134712,9.4,4,20296,0.001,-0.7215373900000001,85008,6.535777401950327e-06,85112,1.0
6710,0.19928500056266785,9.31,4,20317,0.001,-0.7049960800000001,85093,9.30458489684887e-06,85200,1.0
6720,0.20170932582446507,9.36,4,20341,0.001,-0.7196317699999999,85195,1.0028555347422038e-05,85300,1.0
6730,0.19071431999856775,9.46,4,20366,0.001,-0.74133943,85299,6.301624435681416e-06,85403,1.0
6740,0.2052614651620388,9.44,4,20386,0.001,-0.7413280000000002,85384,5.381630529655013e-06,85488,1.0
6750,0.192633006721735,9.43,4,20407,0.001,-0.7400908500000001,85470,1.2971487649338087e-05,85574,1.0
6760,0.20274987816810608,9.44,4,20431,0.001,-0.73957952,85568,1.1261982399446424e-05,85673,1.0
6770,0.19988321987065402,10.4,4,20477,0.001,-0.7550707,85759,1.2711521900531476e-05,85866,0.99
6780,0.20321279222315008,10.46,4,20500,0.001,-0.7683436699999998,85858,7.586693589639088e-06,85965,0.99
6790,0.20381305515766143,10.37,4,20522,0.001,-0.7543817899999997,85953,8.751028371989377e-06,86057,0.99
6800,0.19915584176778794,10.43,4,20546,0.001,-0.76031374,86049,2.0208521982567616e-05,86155,0.99
6810,0.2046399787068367,10.55,4,20570,0.001,-0.77735653,86148,2.5704680297167215e-05,86255,0.99
6820,0.20854812529351976,10.47,4,20592,0.001,-0.7601680000000001,86243,3.341400628818924e-05,86347,0.99
6830,0.20174673876979135,10.36,4,20613,0.001,-0.73786707,86332,2.4418218923859637e-05,86439,0.99
6840,0.2019272744655609,10.47,4,20636,0.001,-0.74865219,86429,9.022918447953998e-06,86535,0.99
6850,0.20991578698158264,10.51,4,20658,0.001,-0.75422883,86521,1.3425560155155836e-05,86625,0.99
6860,0.1990399993956089,10.48,4,20681,0.001,-0.75099979,86615,8.446595643363253e-06,86721,0.99
6870,0.2069660410284996,9.49,4,20703,0.001,-0.7299638199999998,86710,1.74060529388953e-05,86815,1.0
6880,0.20083650822440782,9.51,4,20728,0.001,-0.73380313,86813,8.642846713276716e-06,86916,1.0
6890,0.20635023878680336,10.42,4,20771,0.001,-0.7473300799999997,86995,1.648877807585652e-05,87099,0.99
6900,0.2112658257995333,10.4,4,20794,0.001,-0.74796192,87087,2.49188908907984e-05,87195,0.99
6910,0.2001245455308394,10.36,4,20817,0.001,-0.7449884599999999,87185,0.00015769952270519835,87291,0.99
6920,0.20048952373591336,11.34,4,20862,0.001,-0.7747760000000001,87375,7.338831768389685e-06,87481,0.98
6930,0.20115298591554165,11.29,4,20883,0.001,-0.7721325300000003,87462,8.321945188072277e-06,87568,0.98
6940,0.20732221752405167,11.3,4,20906,0.001,-0.7758110900000001,87561,1.3925237378013359e-05,87665,0.98
6950,0.20692688077688218,11.32,4,20928,0.001,-0.77273707,87653,1.2295784290472512e-05,87757,0.98
6960,0.19928796423806083,11.22,4,20949,0.001,-0.7587632400000001,87737,1.6267629891646924e-05,87843,0.98
6970,0.20808581560850142,11.28,4,20973,0.001,-0.7685584400000001,87836,8.888124193617842e-06,87943,0.98
6980,0.20719380428393683,11.23,4,20996,0.001,-0.75920246,87936,7.881717313769817e-06,88039,0.98
6990,0.19733019598892756,10.32,4,21018,0.001,-0.7489245800000001,88027,1.1581182596793432e-05,88131,0.99
7000,0.19986197849114737,10.41,4,21043,0.001,-0.7591106099999999,88130,1.7546155428741866e-05,88236,0.99
7010,0.2049561526094164,10.47,4,21067,0.001,-0.7649823699999999,88230,1.4426098394843783e-05,88338,0.99
7020,0.19330846890807152,10.51,4,21114,0.001,-0.7656006300000001,88429,8.64680760059855e-06,88532,0.99
7030,0.20609054300520155,10.61,4,21137,0.001,-0.77869209,88523,6.430255224485235e-06,88629,0.99
7040,0.20235221236944198,10.45,4,21156,0.001,-0.76075403,88607,9.066138409252744e-06,88710,0.99
7050,0.19783080452018315,10.37,4,21176,0.001,-0.7542119300000002,88689,7.368788273096369e-06,88794,0.99
7060,0.21006450884872013,10.35,4,21197,0.001,-0.7501898999999999,88772,1.1904042366950307e-05,88878,0.99
7070,0.2083920513590177,10.25,4,21218,0.001,-0.7361779800000001,88861,1.0015283654259596e-05,88968,0.99
7080,0.19444516114890575,11.18,4,21263,0.001,-0.7466611999999999,89051,8.291925155390345e-06,89157,0.98
7090,0.2032074362039566,11.17,4,21285,0.001,-0.7438473900000001,89145,1.3176135371395504e-05,89248,0.98
7100,0.2035341967235912,11.01,4,21306,0.001,-0.72387944,89230,7.3633330182267605e-06,89337,0.98
7110,0.21206168617521012,10.87,4,21327,0.001,-0.7079910100000002,89320,8.360509712344668e-06,89425,0.98
7120,0.20395729773574406,9.87,4,21350,0.001,-0.6799038000000001,89416,9.317272138610457e-06,89519,0.99
7130,0.20595473796129227,9.81,4,21371,0.001,-0.66934709,89503,9.183643487631344e-06,89610,0.99
7140,0.2084510162472725,9.88,4,21392,0.001,-0.6761055800000001,89593,2.0089233839826192e-05,89698,0.99
7150,0.19941053912043571,9.98,4,21415,0.001,-0.6926132100000001,89688,8.35053259606866e-06,89792,0.99
7160,0.20167244225740433,10.02,4,21436,0.001,-0.6963202900000001,89777,1.0498445317352888e-05,89880,0.99
7170,0.19772709608078004,10.13,4,21460,0.001,-0.7156834400000001,89874,5.978066292300355e-06,89981,0.99
7180,0.1919623613357544,9.21,4,21483,0.001,-0.70600124,89975,9.470342229178641e-06,90078,1.0
7190,0.21170033649964767,9.34,4,21508,0.001,-0.72470571,90074,9.315794613939943e-06,90182,1.0
7200,0.20438889075409283,9.4,4,21531,0.001,-0.7324314900000001,90174,1.0200900760537479e-05,90277,1.0
7210,0.2045040556362697,9.5,4,21554,0.001,-0.7456848799999999,90269,1.3857225375042098e-05,90375,1.0
7220,0.19751326604322952,9.56,4,21578,0.001,-0.7594983200000002,90369,7.642796431768643e-06,90475,1.0
7230,0.18887762228647867,9.62,4,21602,0.001,-0.7663531900000001,90466,1.8548698335507652e-05,90572,1.0
7240,0.19266203542550406,9.62,4,21623,0.001,-0.7652291799999997,90556,9.241084929575058e-06,90660,1.0
7250,0.20321052627904074,9.61,4,21645,0.001,-0.7634337300000001,90648,7.772363915137248e-06,90753,1.0
7260,0.19253089725971223,9.74,4,21669,0.001,-0.78164248,90747,8.589153912907932e-06,90854,1.0
7270,0.204932680974404,9.77,4,21694,0.001,-0.7826777899999997,90852,7.993063491085195e-06,90958,1.0
7280,0.20458196509968152,9.76,4,21717,0.001,-0.78351126,90948,1.0156231879095271e-05,91054,1.0
7290,0.20768449902534486,9.61,4,21738,0.001,-0.7538535399999999,91038,2.971303483718657e-05,91143,1.0
7300,0.2014492005109787,9.61,4,21761,0.001,-0.7508027799999999,91131,9.113186843023869e-06,91238,1.0
7310,0.2076926864683628,9.58,4,21784,0.001,-0.7462570700000002,91226,9.458603130951815e-06,91333,1.0
7320,0.20704052224755287,9.57,4,21807,0.001,-0.7443339700000001,91328,6.012796745835658e-06,91432,1.0
7330,0.21403058956969867,9.58,4,21831,0.001,-0.74876472,91423,1.584453924475714e-05,91530,1.0
7340,0.20056964084506035,9.63,4,21853,0.001,-0.75731932,91518,9.09640929573167e-06,91623,1.0
7350,0.19700218311377934,9.59,4,21874,0.001,-0.7517965200000001,91604,7.789632815859346e-06,91712,1.0
7360,0.21818860868612924,9.5,4,21896,0.001,-0.7351678899999997,91700,1.4990243370347242e-05,91804,1.0
7370,0.19962351520856222,9.46,4,21920,0.001,-0.7281710000000002,91799,8.505031019012677e-06,91904,1.0
7380,0.20003331328431764,9.5,4,21944,0.001,-0.73068855,91898,1.1133131048760939e-05,92004,1.0
7390,0.20926553631822267,9.6,4,21968,0.001,-0.75139271,91997,9.207313989160562e-06,92103,1.0
7400,0.20797945017164404,10.49,4,22011,0.001,-0.75647383,92181,8.19775472006189e-06,92287,0.99
7410,0.20582985050148433,10.48,4,22034,0.001,-0.7534193499999998,92275,8.420647999527217e-06,92381,0.99
7420,0.20222732573747634,10.38,4,22055,0.001,-0.7352075200000001,92365,2.4206315811170497e-05,92470,0.99
7430,0.1995819310347239,10.29,4,22076,0.001,-0.72140681,92454,9.019751536874941e-06,92559,0.99
7440,0.19783610767788357,10.34,4,22099,0.001,-0.7311168599999998,92549,9.600669525550782e-06,92657,0.99
7450,0.20477004100879034,10.37,4,22121,0.001,-0.7353787999999999,92644,1.0059347687274567e-05,92749,0.99
7460,0.20339985440174738,10.4,4,22144,0.001,-0.7470999200000001,92739,6.530196363504122e-06,92844,0.99
7470,0.2024786040186882,10.33,4,22166,0.001,-0.7389820700000002,92834,5.428436747934029e-06,92937,0.99
7480,0.20546638017350977,10.24,4,22188,0.001,-0.7268676000000001,92924,1.1611252747653369e-05,93028,0.99
7490,0.20791678461763594,10.2,4,22211,0.001,-0.7227920400000001,93017,9.901823785993554e-06,93123,0.99
7500,0.20631318539381027,9.23,4,22232,0.001,-0.70790518,93103,6.998968643756598e-06,93210,1.0
7510,0.20374535024166107,9.26,4,22255,0.001,-0.7128002800000001,93204,1.2432930088834836e-05,93307,1.0
7520,0.19893544912338257,9.22,4,22275,0.001,-0.7105926100000002,93288,1.2505353311098588e-05,93392,1.0
7530,0.2123554895321528,9.23,4,22297,0.001,-0.7114460899999999,93379,6.720107067950367e-06,93482,1.0
7540,0.21196843849288094,9.11,4,22317,0.001,-0.6918735599999999,93462,4.615987311101182e-06,93568,1.0
7550,0.21084743440151216,9.14,4,22340,0.001,-0.69848566,93560,8.372982142645924e-06,93663,1.0
7560,0.2111878896301443,9.23,4,22365,0.001,-0.7136708300000001,93664,3.69090862064199e-05,93767,1.0
7570,0.20190868650873503,9.32,4,22389,0.001,-0.7202856000000001,93766,6.703749742579627e-06,93869,1.0
7580,0.2027745097875595,9.34,4,22412,0.001,-0.7215671599999999,93858,1.1648999645785807e-05,93962,1.0
7590,0.19973717629909515,9.35,4,22434,0.001,-0.7196530800000001,93953,1.2259796312719118e-05,94058,1.0
7600,0.20531792752444744,9.39,4,22456,0.001,-0.7243101800000001,94042,1.645579561682098e-05,94149,1.0
7610,0.20205128057436508,9.44,4,22481,0.001,-0.7343605400000002,94147,2.3970988298639316e-05,94251,1.0
7620,0.20138069174506448,9.61,4,22505,0.001,-0.76257882,94245,8.703207640792243e-06,94353,1.0
7630,0.20701252048214278,9.69,4,22528,0.001,-0.7703871,94345,5.652983816162305e-06,94451,1.0
7640,0.21084162443876267,9.84,4,22552,0.001,-0.79119392,94446,2.065455846604891e-05,94552,1.0
7650,0.20160889128843942,9.86,4,22575,0.001,-0.79160346,94542,1.255081795332242e-05,94649,1.0
7660,0.20687680542469025,9.72,4,22597,0.001,-0.7695166699999999,94634,2.131294468199485e-05,94739,1.0
7670,0.2041422443257438,9.63,4,22619,0.001,-0.7626026300000003,94729,1.2615995425827956e-05,94832,1.0
7680,0.19702701270580292,9.52,4,22639,0.001,-0.7447002999999998,94811,1.4360848467731557e-05,94914,1.0
7690,0.20672648603265936,9.5,4,22661,0.001,-0.7432903000000001,94902,8.104286156264028e-06,95008,1.0
7700,0.19755389355123043,9.51,4,22683,0.001,-0.7449282199999999,94995,1.3663472941516375e-05,95100,1.0
7710,0.20080517729123434,9.39,4,22705,0.001,-0.7240626800000001,95086,8.367220036436467e-06,95190,1.0
7720,0.20326261967420578,9.28,4,22727,0.001,-0.7073552499999998,95178,1.204262379890982e-05,95281,1.0
7730,0.20246004164218903,9.19,4,22748,0.001,-0.6988216899999999,95266,5.477070544657181e-06,95370,1.0
7740,0.20069538908345358,9.07,4,22769,0.001,-0.6842683600000002,95352,5.884591441177431e-06,95459,1.0
7750,0.20088227906010367,8.95,4,22790,0.001,-0.6655547499999999,95441,5.159041992638694e-06,95544,1.0
7760,0.20715661719441414,8.9,4,22810,0.001,-0.655459,95524,8.725913659191065e-06,95629,1.0
7770,0.19857677966356277,8.82,4,22830,0.001,-0.64174228,95611,7.805774248481612e-06,95714,1.0
7780,0.2063636758497783,8.85,4,22851,0.001,-0.65173093,95697,1.2258503764834522e-05,95799,1.0
7790,0.21474916115403175,8.76,4,22871,0.001,-0.640395,95779,1.723743400816602e-05,95884,1.0
7800,0.20215445756912231,8.76,4,22893,0.001,-0.6421474100000001,95871,1.2640607110370183e-05,95976,1.0
7810,0.2112017742225102,8.78,4,22915,0.001,-0.6442045799999999,95961,7.445669325534254e-06,96068,1.0
7820,0.205228416249156,8.68,4,22934,0.001,-0.6267344599999999,96043,1.8304558636828006e-05,96149,1.0
7830,0.19031460583209991,8.68,4,22955,0.001,-0.6249771999999999,96130,7.472358382593873e-06,96238,1.0
7840,0.20240485072135925,8.68,4,22977,0.001,-0.625016,96222,6.3839016775091295e-06,96327,1.0
7850,0.2108931802213192,8.82,4,23000,0.001,-0.6476263500000001,96321,1.2709307611658005e-05,96426,1.0
7860,0.20978966355323792,8.91,4,23023,0.001,-0.65052955,96414,9.751987363415537e-06,96520,1.0
7870,0.1949363350868225,8.96,4,23044,0.001,-0.65769843,96503,1.2372151912940251e-05,96610,1.0
7880,0.19619137214289772,8.98,4,23065,0.001,-0.6569343,96593,6.688918448263495e-06,96697,1.0
7890,0.20337060218056044,9.05,4,23087,0.001,-0.6652900600000001,96684,4.267932354196091e-05,96789,1.0
7900,0.22436186245509557,9.05,4,23109,0.001,-0.6623903899999999,96778,8.54677760539094e-06,96881,1.0
7910,0.1988910117319652,8.96,4,23129,0.001,-0.6519913799999999,96860,8.235712682237914e-06,96964,1.0
7920,0.20959689574582235,9.0,4,23149,0.001,-0.6570858700000001,96946,6.42156205036112e-06,97049,1.0
7930,0.20915826708078383,9.13,4,23173,0.001,-0.6792014099999999,97043,1.136189835051482e-05,97151,1.0
7940,0.19639595970511436,9.24,4,23197,0.001,-0.69326379,97145,7.631287360254646e-06,97251,1.0
7950,0.21404084021394904,9.13,4,23218,0.001,-0.67461077,97234,6.7740335328959524e-06,97339,1.0
7960,0.20043919574130664,9.1,4,23240,0.001,-0.6848090299999999,97327,1.5212993523825638e-05,97430,1.0
7970,0.20297518538104165,9.12,4,23262,0.001,-0.6877075999999999,97416,8.05503790009728e-06,97522,1.0
7980,0.20456385612487793,9.26,4,23286,0.001,-0.7107784500000001,97519,9.920493182237675e-06,97623,1.0
7990,0.2122315801680088,9.31,4,23310,0.001,-0.72108412,97614,1.0797155482578091e-05,97720,1.0
