rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,time/episodes,rollout/success_rate,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates
6.22,-0.71142818,10534,2471,4,890,0.84,0.16025371849536896,0.001,8.285470019992707e-05,10431
6.3,-0.7199325800000002,10599,2486,4,900,0.86,0.16682800224849156,0.001,7.354004212954481e-05,10498
6.28,-0.71989597,10663,2502,4,910,0.85,0.1645980796643666,0.001,8.122825342330284e-05,10562
6.34,-0.7263870800000001,10731,2518,4,920,0.86,0.164559828383582,0.001,6.404677645020586e-05,10629
6.33,-0.7237075199999999,10796,2533,4,930,0.87,0.16947810351848602,0.001,6.982849445194005e-05,10697
6.39,-0.7316468999999998,10856,2548,4,940,0.87,0.16730424761772156,0.001,0.00012204812810523435,10756
6.36,-0.7365842499999999,10919,2563,4,950,0.87,0.16511024865839216,0.001,8.805938381960409e-05,10819
6.23,-0.7202143899999999,10977,2577,4,960,0.84,0.16782909418855393,0.001,7.667026823453073e-05,10881
6.33,-0.7375855899999999,11046,2594,4,970,0.85,0.16728092543780804,0.001,6.241576284082839e-05,10944
6.31,-0.7415243999999999,11103,2607,4,980,0.84,0.1643172005812327,0.001,6.268576908041723e-05,11000
6.33,-0.73433075,11167,2623,4,990,0.86,0.1735975831747055,0.001,6.834815940237604e-05,11065
6.24,-0.7231787,11223,2636,4,1000,0.85,0.17732625007629393,0.001,6.520475581055507e-05,11123
6.26,-0.7240539800000001,11289,2652,4,1010,0.86,0.17076607474258967,0.001,6.238612695597112e-05,11188
6.14,-0.71445016,11345,2666,4,1020,0.85,0.16190542032321295,0.001,6.532573509806146e-05,11244
6.15,-0.7159941500000001,11411,2682,4,1030,0.84,0.17496400823195776,0.001,6.780514255903351e-05,11311
6.25,-0.71740799,11481,2698,4,1040,0.84,0.16926772147417068,0.001,5.6886601669248194e-05,11381
6.24,-0.71502293,11543,2713,4,1050,0.84,0.1689940720796585,0.001,6.060648302081972e-05,11447
6.38,-0.7382372099999999,11615,2731,4,1060,0.86,0.15752585977315903,0.001,7.8562181442976e-05,11513
6.24,-0.7218960299999999,11670,2744,4,1070,0.83,0.16955506801605225,0.001,7.13316461769864e-05,11565
6.26,-0.7236972499999998,11729,2758,4,1080,0.85,0.15877213435513632,0.001,5.7422451001392414e-05,11630
6.2,-0.7211879600000001,11787,2772,4,1090,0.84,0.17754440009593964,0.001,4.635551678282874e-05,11687
6.24,-0.7261413800000001,11847,2786,4,1100,0.85,0.17607337023530686,0.001,4.801476669464526e-05,11746
6.15,-0.7263562500000001,11904,2800,4,1110,0.84,0.1756229450305303,0.001,4.747072226665397e-05,11808
6.25,-0.7371162600000002,11970,2816,4,1120,0.85,0.17197200868810927,0.001,4.6329883584153973e-05,11867
6.22,-0.7304387200000001,12033,2831,4,1130,0.85,0.17422150572141012,0.001,7.572161606124912e-05,11937
6.26,-0.7349380999999999,12107,2849,4,1140,0.87,0.1778066630164782,0.001,5.987745983778344e-05,12007
6.32,-0.7417462400000001,12175,2865,4,1150,0.89,0.17329423981053488,0.001,6.562894694590276e-05,12074
6.03,-0.7059006699999999,12218,2876,4,1160,0.86,0.17249158273140588,0.001,6.0181292307485514e-05,12122
6.2,-0.7211905800000001,12290,2893,4,1170,0.89,0.17322249923433578,0.001,5.163475569653591e-05,12188
6.2,-0.7260413899999999,12349,2907,4,1180,0.89,0.16829686079706466,0.001,4.6937663033272005e-05,12249
6.29,-0.7338680499999998,12416,2923,4,1190,0.89,0.17397651289190566,0.001,5.065613420031566e-05,12312
6.38,-0.7445644299999998,12485,2940,4,1200,0.89,0.1741855632175099,0.001,6.523867606037211e-05,12386
6.43,-0.7400416000000001,12547,2955,4,1210,0.9,0.17044486701488495,0.001,8.13693564850837e-05,12447
6.4,-0.72898263,12610,2970,4,1220,0.91,0.18285496745790755,0.001,5.009201465457279e-05,12511
6.35,-0.72292584,12668,2984,4,1230,0.9,0.16715668141841888,0.001,7.218401442514733e-05,12572
6.24,-0.71122332,12731,2999,4,1240,0.89,0.1752859652042389,0.001,4.240746966388542e-05,12632
6.22,-0.70852231,12797,3015,4,1250,0.89,0.17493994534015656,0.001,3.6871420369217435e-05,12696
6.46,-0.73476994,12864,3031,4,1260,0.93,0.18674858411153158,0.001,4.6572473365813494e-05,12763
6.39,-0.7315377499999998,12929,3047,4,1270,0.92,0.17419075965881348,0.001,3.756041587621439e-05,12827
6.37,-0.72344607,12986,3060,4,1280,0.91,0.16673626750707626,0.001,3.213388572476106e-05,12887
6.29,-0.7172418800000001,13045,3075,4,1290,0.91,0.18085548281669617,0.001,3.161607965012081e-05,12945
6.14,-0.7026944499999997,13099,3088,4,1300,0.89,0.173019854085786,0.001,3.55506334536975e-05,13003
6.23,-0.7154661600000002,13170,3105,4,1310,0.9,0.18470633029937744,0.001,3.677066221522788e-05,13069
6.2,-0.7204036,13230,3119,4,1320,0.89,0.17413965463638306,0.001,4.154890339123085e-05,13134
6.25,-0.7187100000000001,13293,3134,4,1330,0.91,0.1790860414505005,0.001,3.6278039624448864e-05,13193
6.22,-0.7171698300000001,13353,3149,4,1340,0.91,0.1742731354066304,0.001,3.7695347730602536e-05,13253
6.19,-0.7091056300000002,13416,3164,4,1350,0.9,0.17133178881236485,0.001,3.705408926180098e-05,13313
6.03,-0.6882055700000003,13467,3176,4,1360,0.88,0.17937332689762114,0.001,6.448994390666485e-05,13371
5.98,-0.6845439199999999,13527,3191,4,1370,0.88,0.17840834558010102,0.001,3.69582834537141e-05,13427
5.98,-0.6832704200000002,13584,3204,4,1380,0.88,0.17430907700742995,0.001,4.86632384958544e-05,13483
6.1,-0.6951413799999999,13655,3221,4,1390,0.89,0.17849052449067435,0.001,4.4315209379419684e-05,13553
6.19,-0.7065975600000001,13718,3237,4,1400,0.91,0.18066660846982682,0.001,3.770393907741111e-05,13622
6.08,-0.6990091600000001,13778,3251,4,1410,0.89,0.17681695024172464,0.001,3.305080139802562e-05,13678
6.18,-0.7019214499999998,13848,3268,4,1420,0.89,0.18902762730916342,0.001,6.740300098802739e-05,13749
6.13,-0.71357962,13906,3282,4,1430,0.87,0.17958887134279525,0.001,3.080161306050806e-05,13805
6.13,-0.7204750399999998,13966,3296,4,1440,0.87,0.18715562671422958,0.001,2.7428368412074633e-05,13866
6.02,-0.7151615,14018,3309,4,1450,0.86,0.1747561569015185,0.001,4.26434344262816e-05,13922
6.16,-0.7296020299999999,14083,3324,4,1460,0.88,0.1772056179387229,0.001,3.367737450129685e-05,13982
6.09,-0.72314492,14136,3337,4,1470,0.87,0.17432847619056702,0.001,3.281564537852925e-05,14035
6.09,-0.72252875,14193,3351,4,1480,0.87,0.18452205061912536,0.001,3.4227395735797474e-05,14093
5.98,-0.70401601,14253,3365,4,1490,0.86,0.1751935804883639,0.001,4.049739618494641e-05,14157
5.93,-0.69863921,14311,3379,4,1500,0.86,0.17652564495801926,0.001,5.465968630839294e-05,14211
5.99,-0.7076413400000001,14377,3395,4,1510,0.87,0.18972212076187134,0.001,3.991102266809321e-05,14274
5.89,-0.69985991,14437,3410,4,1520,0.87,0.18391773317541396,0.001,5.0716922747337124e-05,14337
5.9,-0.69497261,14496,3424,4,1530,0.88,0.1800868021590369,0.001,4.671413937882919e-05,14395
5.83,-0.6848053300000002,14549,3437,4,1540,0.87,0.18154401779174806,0.001,3.8150060208863576e-05,14449
5.94,-0.69454202,14612,3452,4,1550,0.88,0.18172339243548258,0.001,3.7060760015655046e-05,14512
5.88,-0.6959962999999999,14671,3466,4,1560,0.86,0.18821903318166733,0.001,3.227833076380193e-05,14575
5.89,-0.6989521900000001,14725,3479,4,1570,0.85,0.18836211860179902,0.001,5.125310563016683e-05,14625
5.98,-0.70444474,14791,3495,4,1580,0.86,0.19084380318721136,0.001,3.116401270138643e-05,14692
5.98,-0.71514182,14851,3509,4,1590,0.86,0.1684907302260399,0.001,2.974011082793974e-05,14755
5.98,-0.7132465100000001,14909,3523,4,1600,0.86,0.18973929967199052,0.001,2.9881804169105764e-05,14808
5.93,-0.70834629,14970,3538,4,1610,0.86,0.1712789088487625,0.001,2.814533672790276e-05,14870
5.94,-0.7125891900000001,15031,3553,4,1620,0.86,0.17963171005249023,0.001,4.016863961927205e-05,14930
5.97,-0.71533247,15093,3568,4,1630,0.86,0.19239881138006845,0.001,2.3941549746571884e-05,14993
5.91,-0.7150460999999999,15140,3579,4,1640,0.84,0.1907285111291068,0.001,3.050134182558395e-05,15044
5.82,-0.70795224,15194,3592,4,1650,0.83,0.1658431887626648,0.001,3.4109716580132954e-05,15098
5.9,-0.71317582,15261,3608,4,1660,0.84,0.1918100044131279,0.001,3.351751820446225e-05,15159
5.92,-0.7138018899999998,15317,3621,4,1670,0.85,0.18705321848392487,0.001,2.5626267718810897e-05,15217
5.86,-0.70996326,15377,3636,4,1680,0.85,0.1907502015431722,0.001,3.599635935339999e-05,15277
5.9,-0.7163645,15441,3651,4,1690,0.86,0.18784474900790624,0.001,2.6194952235008323e-05,15341
5.93,-0.72598307,15502,3666,4,1700,0.86,0.1940880094965299,0.001,4.1997365769930184e-05,15401
6.05,-0.72713873,15575,3683,4,1710,0.87,0.1958169170788356,0.001,5.5382147235962164e-05,15472
5.99,-0.7198789699999999,15630,3697,4,1720,0.86,0.18598217623574392,0.001,2.6626975730843177e-05,15530
5.92,-0.71792215,15685,3710,4,1730,0.85,0.2019260585308075,0.001,2.805545154842548e-05,15584
6.04,-0.7246469900000002,15744,3724,4,1740,0.87,0.19669806398451328,0.001,2.077059662042302e-05,15644
6.06,-0.7223855900000001,15800,3738,4,1750,0.88,0.1927825187643369,0.001,2.731666215064858e-05,15700
5.95,-0.71668586,15856,3751,4,1760,0.87,0.18784471920558385,0.001,2.8263838040792117e-05,15755
5.94,-0.71242395,15911,3764,4,1770,0.87,0.18731859539236342,0.001,2.5612988922927927e-05,15815
5.95,-0.71393978,15972,3779,4,1780,0.87,0.19377675900856653,0.001,1.791825343389064e-05,15871
5.83,-0.7039444800000001,16024,3791,4,1790,0.84,0.1769370213150978,0.001,2.0865449187112972e-05,15923
5.83,-0.6988418,16085,3806,4,1800,0.84,0.17679602404435477,0.001,2.6873716099847417e-05,15984
5.62,-0.6871596799999999,16137,3819,4,1810,0.81,0.18539468757808208,0.001,1.951645799636026e-05,16035
5.7,-0.69231672,16200,3834,4,1820,0.82,0.18487152670110976,0.001,2.230191213519512e-05,16100
5.75,-0.6898642400000001,16260,3848,4,1830,0.84,0.17866603136062623,0.001,2.5040314358193428e-05,16160
5.58,-0.6802897200000001,16302,3858,4,1840,0.81,0.20025304704904556,0.001,4.0208436985267326e-05,16206
5.6,-0.6835298300000001,16360,3872,4,1850,0.81,0.20731432735919952,0.001,1.512809467385523e-05,16260
5.57,-0.6757376299999999,16413,3885,4,1860,0.81,0.2042182336250941,0.001,1.9053722250343224e-05,16312
5.6,-0.6811628000000001,16471,3899,4,1870,0.81,0.18436965346336365,0.001,3.508992934560714e-05,16369
5.52,-0.68023477,16524,3912,4,1880,0.8,0.1935876033135823,0.001,1.9822787830240225e-05,16428
5.55,-0.6803081599999998,16579,3925,4,1890,0.81,0.18792439997196198,0.001,2.2989575492309605e-05,16479
5.53,-0.6768213300000001,16638,3939,4,1900,0.81,0.18054276208082834,0.001,2.5797811455656e-05,16537
5.59,-0.67734532,16696,3953,4,1910,0.83,0.1875204270084699,0.001,1.989769195157957e-05,16595
5.57,-0.6794571099999999,16757,3968,4,1920,0.83,0.18887734164794287,0.001,1.979651491031594e-05,16656
5.58,-0.6901079399999999,16818,3982,4,1930,0.82,0.18827969580888748,0.001,2.8831454073952045e-05,16718
5.71,-0.7001421999999998,16873,3996,4,1940,0.85,0.194144002028874,0.001,3.0896935381211475e-05,16772
5.75,-0.69975347,16935,4010,4,1950,0.86,0.1902172565460205,0.001,2.5212400422398268e-05,16834
5.82,-0.7103291300000001,16995,4025,4,1960,0.87,0.20108851293722788,0.001,2.0174042826207977e-05,16895
5.85,-0.7145562399999998,17056,4040,4,1970,0.88,0.18444063195160457,0.001,2.6217769118375145e-05,16956
5.88,-0.7157074,17112,4053,4,1980,0.88,0.1946249395608902,0.001,1.984913360502105e-05,17016
6.01,-0.7282140100000001,17180,4069,4,1990,0.9,0.19667906633445195,0.001,3.372384942070182e-05,17079
6.03,-0.7287507799999999,17241,4084,4,2000,0.9,0.19252934626170568,0.001,2.2673863246122244e-05,17141
6.0,-0.7319536000000001,17296,4097,4,2010,0.89,0.20063514510790506,0.001,2.8711082450172398e-05,17195
5.98,-0.72687582,17355,4112,4,2020,0.88,0.19504740461707115,0.001,2.5342560775243328e-05,17254
5.85,-0.7119465600000001,17403,4123,4,2030,0.85,0.18571241945028305,0.001,5.6639391914359294e-05,17307
5.9,-0.7134840899999999,17463,4138,4,2040,0.86,0.19056402643521628,0.001,1.8762982563202968e-05,17364
5.82,-0.7098721099999998,17517,4151,4,2050,0.83,0.18547338992357254,0.001,2.1530644517042674e-05,17417
5.89,-0.7130199399999998,17584,4167,4,2060,0.84,0.20215879593576705,0.001,2.981887519126758e-05,17482
5.77,-0.7029073499999998,17633,4179,4,2070,0.82,0.19009773433208466,0.001,1.5298958714993205e-05,17537
5.76,-0.6987253099999999,17688,4192,4,2080,0.81,0.18486863800457545,0.001,1.845930455601774e-05,17585
5.71,-0.69263763,17751,4207,4,2090,0.8,0.19503456354141235,0.001,1.7419385195743026e-05,17651
5.71,-0.6879992500000001,17812,4222,4,2100,0.81,0.19909123480319976,0.001,2.0322427735663952e-05,17712
5.76,-0.6864959000000002,17872,4236,4,2110,0.82,0.19913114607334137,0.001,1.7196987625668824e-05,17771
5.85,-0.6931095799999999,17940,4252,4,2120,0.84,0.19837399465697153,0.001,4.28315407979036e-05,17840
6.0,-0.70128952,18003,4268,4,2130,0.88,0.19155962268511453,0.001,1.6014708004756056e-05,17901
6.02,-0.70533232,18065,4282,4,2140,0.87,0.19623626129967825,0.001,1.5990085168076413e-05,17963
5.96,-0.70897892,18113,4294,4,2150,0.86,0.19216244916121164,0.001,1.6478132238262333e-05,18017
5.92,-0.7069787499999998,18176,4309,4,2160,0.85,0.20301580615341663,0.001,2.2649040147371124e-05,18076
6.07,-0.7149503700000001,18240,4325,4,2170,0.88,0.18153803944587707,0.001,1.4360845125338528e-05,18138
6.15,-0.7224240300000001,18303,4340,4,2180,0.9,0.19529286921024322,0.001,2.4274690804304556e-05,18202
6.14,-0.7143383799999999,18365,4355,4,2190,0.9,0.20056949804226556,0.001,1.928707403446121e-05,18264
6.14,-0.7293832300000002,18426,4369,4,2200,0.89,0.19834442933400473,0.001,1.6106814352194004e-05,18325
6.27,-0.7391234899999999,18499,4387,4,2210,0.9,0.1909627430140972,0.001,3.68633441212296e-05,18397
6.14,-0.73315372,18554,4400,4,2220,0.88,0.19993479549884796,0.001,2.156286205313841e-05,18454
6.16,-0.7438591800000001,18619,4416,4,2230,0.87,0.18541615456342697,0.001,1.679807792243082e-05,18519
6.13,-0.74094534,18678,4430,4,2240,0.88,0.20137789597113928,0.001,1.8116161906315636e-05,18576
6.29,-0.74361437,18742,4445,4,2250,0.91,0.20086789556912013,0.001,2.293734295173116e-05,18642
6.24,-0.7347838299999999,18800,4459,4,2260,0.9,0.20055261041436875,0.001,1.9870762766264045e-05,18697
6.19,-0.7323726700000001,18859,4473,4,2270,0.88,0.20477853218714395,0.001,5.1743902683180444e-05,18758
6.2,-0.7379175099999999,18923,4489,4,2280,0.88,0.20560434673513686,0.001,2.644224774225482e-05,18821
6.18,-0.74041385,18983,4503,4,2290,0.88,0.19693066392626082,0.001,3.2208010192594626e-05,18882
