rollout/success_rate,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/episodes,time/fps,rollout/ep_rew_mean,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss
0.87,7710,28626,5.3,4740,3,-0.50995078,0.001,0.16914485394954681,28524,9.320285971625709e-06
0.87,7725,28680,5.3,4750,3,-0.50744479,0.001,0.16848670840263366,28577,1.6136553858814297e-05
0.89,7740,28733,5.32,4760,3,-0.5029679100000001,0.001,0.16504922807216643,28631,7.029185326246079e-06
0.88,7753,28784,5.3,4770,3,-0.49962351000000005,0.001,0.16979863345623017,28681,9.087123362405692e-06
0.87,7766,28829,5.24,4780,3,-0.49380761000000006,0.001,0.16844773590564727,28727,7.879817349021324e-06
0.87,7780,28880,5.22,4790,3,-0.49652451,0.001,0.16644001858575003,28777,8.967534735607582e-06
0.86,7794,28933,5.24,4800,3,-0.5023432999999999,0.001,0.17111391254833766,28829,6.2795258080378905e-06
0.87,7808,28984,5.25,4810,3,-0.5048383499999999,0.001,0.16833693087100982,28881,8.328578587679658e-06
0.87,7824,29042,5.24,4820,3,-0.49752045,0.001,0.1724857807159424,28940,7.698406716372119e-06
0.87,7837,29092,5.23,4830,3,-0.49783399,0.001,0.16572438180446625,28988,7.720780179928019e-06
0.87,7853,29148,5.22,4840,3,-0.49964499,0.001,0.16303015649318695,29046,6.995037801971194e-06
0.88,7868,29203,5.23,4850,3,-0.5050655900000001,0.001,0.17545256912708282,29102,4.2385340748296585e-06
0.87,7882,29257,5.24,4860,3,-0.50920876,0.001,0.16864699870347977,29154,6.604500413232017e-06
0.85,7895,29305,5.21,4870,3,-0.5167691999999999,0.001,0.15932612121105194,29203,5.2289847644715335e-06
0.86,7910,29358,5.29,4880,3,-0.5257846899999999,0.001,0.17494783103466033,29256,5.756231075793039e-06
0.85,7922,29403,5.23,4890,3,-0.51779506,0.001,0.1723520209391912,29303,7.405996257148217e-06
0.84,7935,29452,5.19,4900,3,-0.51767827,0.001,0.16967333853244781,29350,1.2311908449191833e-05
0.84,7949,29504,5.2,4910,3,-0.51695834,0.001,0.16951948404312134,29403,2.0177461075426046e-05
0.83,7963,29552,5.1,4920,3,-0.50599322,0.001,0.1644450177748998,29451,5.2654814529281184e-06
0.86,7977,29605,5.13,4930,3,-0.5041022900000001,0.001,0.1705927312374115,29502,8.735624032851774e-06
0.85,7992,29660,5.12,4940,3,-0.50319213,0.001,0.16975034177303314,29557,6.091134218877415e-06
0.83,8005,29710,5.07,4950,3,-0.4975753000000001,0.001,0.16774721443653107,29608,6.66304428402024e-06
0.8,8018,29756,4.99,4960,3,-0.49731047999999994,0.001,0.17665163179238638,29656,7.3138759641248425e-06
0.81,8031,29805,5.0,4970,3,-0.49706841999999996,0.001,0.15435756146907806,29702,8.636582515464397e-06
0.82,8046,29861,5.03,4980,3,-0.4963686,0.001,0.17521384606758753,29758,1.0079047873053545e-05
0.84,8060,29912,5.09,4990,3,-0.49786803999999996,0.001,0.1650481926543372,29812,6.592528084833507e-06
0.86,8074,29964,5.12,5000,3,-0.49594567000000006,0.001,0.1639154940843582,29861,9.781754397408803e-06
0.87,8089,30018,5.14,5010,3,-0.49567717,0.001,0.16880569979548454,29914,1.0952274351438973e-05
0.88,8105,30076,5.24,5020,3,-0.5090720100000001,0.001,0.17225516736507415,29974,8.240219722210896e-06
0.87,8119,30126,5.21,5030,3,-0.50279956,0.001,0.16755104064941406,30024,1.0949982424790505e-05
0.87,8131,30173,5.13,5040,3,-0.49315865000000003,0.001,0.17004833817481996,30071,6.299916640273295e-06
0.89,8146,30227,5.17,5050,3,-0.49417672999999984,0.001,0.1604535902539889,30125,8.821093160804594e-06
0.92,8159,30276,5.2,5060,3,-0.48642333,0.001,0.16402016828457514,30174,9.299460847008353e-06
0.92,8173,30327,5.22,5070,3,-0.48375594,0.001,0.16223641335964203,30225,1.000608281174209e-05
0.91,8187,30376,5.15,5080,3,-0.47660702,0.001,0.16637358566125235,30274,6.198643707951608e-06
0.88,8199,30420,5.08,5090,3,-0.4718663400000001,0.001,0.1723388135433197,30316,6.2431064786020824e-06
0.87,8213,30472,5.08,5100,3,-0.47049845000000007,0.001,0.16385554075241088,30370,7.258137793542119e-06
0.84,8226,30521,5.03,5110,3,-0.4677651399999999,0.001,0.16354088485240936,30419,6.409516390704084e-06
0.84,8242,30579,5.03,5120,3,-0.46574442,0.001,0.160977446607181,30477,1.2760454215562536e-05
0.85,8257,30634,5.08,5130,3,-0.46989896999999997,0.001,0.17127018918593725,30531,1.0399605647156326e-05
0.83,8270,30683,5.1,5140,3,-0.48290461,0.001,0.17255992123058864,30583,5.547653212748368e-06
0.82,8284,30734,5.07,5150,3,-0.48292657000000005,0.001,0.16519521425167719,30632,7.624438315663913e-06
0.81,8297,30782,5.06,5160,3,-0.48594648999999995,0.001,0.15983789165814719,30682,6.769321771571413e-06
0.82,8311,30835,5.08,5170,3,-0.48875321,0.001,0.16789199908574423,30732,7.719859240751248e-06
0.83,8325,30887,5.11,5180,3,-0.4900922999999999,0.001,0.16598477959632874,30785,5.976398976296575e-06
0.87,8339,30937,5.17,5190,3,-0.49248058000000006,0.001,0.1767141193151474,30835,7.364274824794847e-06
0.89,8354,30992,5.2,5200,3,-0.49409558000000003,0.001,0.1782688945531845,30889,5.587605073742452e-06
0.92,8368,31046,5.25,5210,3,-0.49895817000000003,0.001,0.16660308837890625,30944,6.829642037094648e-06
0.92,8385,31106,5.27,5220,3,-0.50358452,0.001,0.1676765297140394,31003,1.449259967297881e-05
0.91,8399,31159,5.25,5230,3,-0.50520377,0.001,0.16766877472400665,31057,8.695518681633985e-06
0.93,8413,31211,5.28,5240,3,-0.49854761000000003,0.001,0.1693133145570755,31109,7.45687057133182e-06
0.92,8427,31261,5.27,5250,3,-0.49987882,0.001,0.1654129832983017,31159,8.775456990406383e-06
0.94,8441,31315,5.33,5260,3,-0.5019609400000001,0.001,0.1744674414396286,31213,1.0635794296831591e-05
0.94,8456,31370,5.35,5270,3,-0.50400322,0.001,0.16513883074124655,31268,9.691797534590782e-06
0.93,8470,31419,5.32,5280,3,-0.5049232300000001,0.001,0.16739691495895387,31319,6.008789659972535e-06
0.92,8485,31474,5.37,5290,3,-0.51146405,0.001,0.16957542051871619,31372,5.489663938836505e-06
0.92,8499,31527,5.35,5300,3,-0.50774553,0.001,0.16906596720218658,31426,1.1726835600711638e-05
0.92,8513,31580,5.34,5310,3,-0.50308891,0.001,0.17805023193359376,31477,1.0928477240668145e-05
0.91,8528,31633,5.27,5320,3,-0.49297386000000004,0.001,0.17407231529553732,31530,6.191120140404867e-06
0.9,8541,31682,5.23,5330,3,-0.4925501,0.001,0.16678196489810942,31580,5.504413275048137e-06
0.9,8556,31738,5.27,5340,3,-0.5010657599999999,0.001,0.17400156557559968,31635,4.167307724856073e-06
0.91,8571,31792,5.31,5350,3,-0.50433325,0.001,0.16504823664824167,31689,7.256863682414405e-06
0.89,8585,31843,5.28,5360,3,-0.5042235999999999,0.001,0.17391209801038107,31740,2.147605482605286e-05
0.9,8599,31897,5.27,5370,3,-0.5017696799999999,0.001,0.1697121188044548,31795,9.997056925688716e-06
0.9,8612,31943,5.24,5380,3,-0.49804449,0.001,0.16800239980220794,31840,5.8183185501548e-06
0.89,8625,31993,5.19,5390,3,-0.49457345999999996,0.001,0.17440270135800043,31890,1.16042733679933e-05
0.89,8640,32047,5.2,5400,3,-0.49641547,0.001,0.16875306516885757,31945,5.862568059455953e-06
0.87,8653,32093,5.13,5410,3,-0.49067676,0.001,0.16275438914696375,31991,1.0945008170892834e-05
0.87,8666,32142,5.09,5420,3,-0.49213503000000003,0.001,0.1785446802775065,32040,7.282410858048631e-06
0.87,8679,32191,5.09,5430,3,-0.48823124999999995,0.001,0.16633367240428926,32088,6.601175209652866e-06
0.86,8693,32240,5.02,5440,3,-0.48414761999999995,0.001,0.17113732546567917,32138,2.5363860534829048e-05
0.85,8707,32291,4.99,5450,3,-0.4839489700000001,0.001,0.162968710064888,32189,6.362786052704905e-06
0.86,8721,32345,5.02,5460,3,-0.48956152000000003,0.001,0.1738260954618454,32242,5.724747370550176e-06
0.85,8736,32398,5.01,5470,3,-0.48720206999999993,0.001,0.17516290148099264,32295,6.495438886607492e-06
0.85,8749,32447,5.04,5480,3,-0.4860756500000001,0.001,0.17469266951084136,32345,1.3353040048968979e-05
0.87,8763,32500,5.07,5490,3,-0.48420967,0.001,0.1739912082751592,32399,5.769075338927602e-06
0.85,8777,32549,5.02,5500,3,-0.4768645800000001,0.001,0.16448780596256257,32449,2.1106352505739778e-05
0.85,8792,32604,5.11,5510,3,-0.48929183000000004,0.001,0.1719431813274111,32501,1.0181934677737964e-05
0.85,8805,32655,5.13,5520,3,-0.48846202000000005,0.001,0.16832126677036285,32553,7.606605322507676e-06
0.84,8819,32705,5.14,5530,3,-0.4928791700000001,0.001,0.16718090325593948,32602,1.1311131402180763e-05
0.83,8832,32752,5.12,5540,3,-0.49081571,0.001,0.1675733601053556,32650,1.559495740366401e-05
0.84,8845,32801,5.1,5550,3,-0.48636832999999996,0.001,0.16466024816036223,32699,7.976028609846252e-06
0.85,8860,32855,5.1,5560,3,-0.47921641000000004,0.001,0.17662801146507262,32751,7.518575057474664e-06
0.83,8872,32901,5.03,5570,3,-0.47999677999999996,0.001,0.1592968006928762,32801,7.017176888742445e-06
0.83,8887,32955,5.08,5580,3,-0.49024318999999994,0.001,0.16295576095581055,32851,8.322894624749702e-06
0.82,8902,33009,5.09,5590,3,-0.49572134,0.001,0.16939475884040198,32906,1.212605328267576e-05
0.83,8916,33062,5.13,5600,3,-0.49973579,0.001,0.17143072485923766,32962,1.721256357996026e-05
0.83,8930,33111,5.07,5610,3,-0.49537325000000004,0.001,0.17513454953829447,33008,7.665165336826854e-06
0.84,8945,33169,5.14,5620,3,-0.4961754,0.001,0.16860654524394444,33067,8.11876563082998e-06
0.86,8959,33218,5.13,5630,3,-0.494129,0.001,0.16407620906829834,33116,7.682739760639378e-06
0.86,8972,33268,5.16,5640,3,-0.49386319,0.001,0.17613663524389267,33166,1.0653347014037232e-05
0.87,8988,33324,5.23,5650,3,-0.5004654500000001,0.001,0.1691716363032659,33222,8.368170938410913e-06
0.86,9001,33373,5.18,5660,3,-0.4977084299999999,0.001,0.16456521054108939,33271,7.490326424886007e-06
0.86,9014,33420,5.19,5670,3,-0.5025611699999999,0.001,0.17134328186511993,33317,4.4568645686619375e-06
0.88,9029,33476,5.21,5680,3,-0.49763720999999994,0.001,0.1694110631942749,33374,5.592089564743219e-06
0.88,9044,33531,5.22,5690,3,-0.5017567999999999,0.001,0.1664547473192215,33428,8.372817016303694e-06
0.88,9059,33585,5.23,5700,3,-0.5028171100000001,0.001,0.17177499334017435,33483,1.0697113339119824e-05
0.87,9071,33630,5.19,5710,3,-0.50169334,0.001,0.16516716480255128,33526,6.331800614134409e-06
0.86,9085,33682,5.13,5720,3,-0.5041410999999999,0.001,0.16766097247600556,33582,1.5637682190572376e-05
0.83,9097,33724,5.06,5730,3,-0.5004738099999999,0.001,0.1709332823753357,33624,9.927014798449817e-06
0.82,9109,33771,5.03,5740,3,-0.4977226999999999,0.001,0.17208424707253775,33671,4.8793772293720394e-06
0.77,9121,33814,4.9,5750,3,-0.49368900000000004,0.001,0.16676296790440878,33711,7.287874420095856e-06
0.76,9134,33863,4.9,5760,3,-0.5007930300000001,0.001,0.16933867633342742,33760,1.5050943147798534e-05
0.78,9148,33914,4.94,5770,3,-0.49533776999999996,0.001,0.16776371300220488,33812,6.223415675776778e-06
0.76,9162,33963,4.87,5780,3,-0.49243463999999987,0.001,0.17782480716705323,33863,5.981840877211652e-06
0.76,9176,34015,4.84,5790,3,-0.48459329999999995,0.001,0.16208210090796152,33912,4.632740001397906e-06
0.76,9190,34067,4.82,5800,3,-0.48901549999999994,0.001,0.16659462948640189,33964,9.271689350498491e-06
0.78,9205,34120,4.9,5810,3,-0.49215138,0.001,0.1687972992658615,34019,7.522977219715747e-06
0.78,9218,34169,4.87,5820,3,-0.4850101,0.001,0.16728074848651886,34068,4.88126033815206e-06
0.82,9234,34228,5.04,5830,3,-0.48972229,0.001,0.16899244487285614,34122,7.59285421736422e-06
0.86,9249,34284,5.13,5840,3,-0.49508147,0.001,0.1734062135219574,34182,5.491659703693586e-06
0.91,9263,34337,5.23,5850,3,-0.4939139,0.001,0.17036859691143036,34235,1.0285460878852367e-05
0.91,9277,34388,5.25,5860,3,-0.49226302000000005,0.001,0.1712646722793579,34285,6.3853400206426155e-06
0.92,9293,34446,5.32,5870,3,-0.49525835000000007,0.001,0.16922623217105864,34342,6.709468470944557e-06
0.9,9305,34489,5.26,5880,3,-0.49060402000000003,0.001,0.16761987507343293,34387,7.5343014941608996e-06
0.9,9320,34544,5.29,5890,3,-0.49350655000000004,0.001,0.17276513576507568,34442,1.3809772250776101e-05
0.9,9334,34598,5.31,5900,3,-0.4944847599999999,0.001,0.1750070477525393,34496,8.85501549419132e-06
0.91,9350,34654,5.34,5910,3,-0.49490871999999997,0.001,0.17368641744057337,34552,5.823986839459394e-06
0.92,9364,34706,5.37,5920,3,-0.49978137999999994,0.001,0.1621476635336876,34605,5.74425598642847e-06
0.9,9378,34759,5.31,5930,3,-0.50128048,0.001,0.17144425213336945,34656,8.049739517446141e-06
0.88,9393,34814,5.3,5940,3,-0.50648772,0.001,0.1734376609325409,34711,8.948705090006116e-06
0.87,9407,34867,5.3,5950,3,-0.50908407,0.001,0.16864286114772162,34765,6.3723396124260034e-06
0.87,9420,34916,5.28,5960,3,-0.5074531,0.001,0.17403998970985413,34813,4.855726274399785e-06
0.85,9434,34967,5.21,5970,3,-0.50733315,0.001,0.16828110069036484,34867,8.18558813383182e-06
0.88,9448,35019,5.3,5980,3,-0.51222835,0.001,0.16241692006587982,34917,6.523006353139256e-06
0.88,9462,35071,5.27,5990,3,-0.5124494700000001,0.001,0.16098619997501373,34968,9.039177863693718e-06
0.89,9478,35130,5.32,6000,3,-0.51191998,0.001,0.16972727009228297,35026,6.505021831669312e-06
0.88,9494,35186,5.32,6010,3,-0.51343676,0.001,0.15878848234812418,35082,1.9784640850654494e-05
0.86,9508,35238,5.32,6020,3,-0.51789097,0.001,0.1736772656440735,35134,8.075974229931099e-06
0.85,9519,35281,5.22,6030,3,-0.51192273,0.001,0.17019733289877573,35179,8.975613278986808e-06
0.85,9533,35331,5.17,6040,3,-0.50625899,0.001,0.16602428754170737,35229,1.2124439990657265e-05
0.86,9548,35388,5.21,6050,3,-0.51113475,0.001,0.1729769378900528,35284,2.5191844179062174e-05
0.86,9562,35438,5.22,6060,3,-0.50672435,0.001,0.1559583932161331,35338,8.263481868198142e-06
0.88,9577,35494,5.27,6070,3,-0.5067860599999999,0.001,0.17490866035223007,35391,5.401690543749282e-06
0.88,9591,35546,5.27,6080,3,-0.51040447,0.001,0.16349142789840698,35446,5.822946604894241e-06
0.88,9606,35599,5.28,6090,3,-0.5093470499999999,0.001,0.17492358634869257,35496,7.883733436149972e-06
0.87,9619,35647,5.17,6100,3,-0.49911443999999994,0.001,0.17085971931616464,35545,5.850924556701405e-06
0.88,9634,35703,5.17,6110,3,-0.4986112,0.001,0.17423617243766784,35600,9.69081957009621e-06
0.89,9648,35754,5.16,6120,3,-0.4952129600000001,0.001,0.17167934477329255,35654,8.12637481431011e-06
0.92,9662,35808,5.27,6130,3,-0.49794175,0.001,0.1743982493877411,35706,4.175953135927557e-05
0.92,9675,35856,5.25,6140,3,-0.49430716,0.001,0.17583435475826265,35754,6.996680349402596e-06
0.9,9690,35910,5.22,6150,3,-0.4960229400000001,0.001,0.17241206765174866,35807,6.946480577122808e-06
0.91,9706,35967,5.29,6160,3,-0.5051161999999999,0.001,0.174214077492555,35864,4.3115220478284755e-06
0.9,9719,36018,5.24,6170,3,-0.5023764500000001,0.001,0.17544566690921784,35916,5.004096692573512e-06
0.91,9736,36079,5.33,6180,3,-0.5083175100000001,0.001,0.16860145330429077,35976,6.5744817610331145e-06
0.9,9749,36127,5.28,6190,3,-0.5066505500000001,0.001,0.16389299184083939,36024,5.509974622934048e-06
0.89,9762,36173,5.26,6200,3,-0.5061635099999999,0.001,0.17062015334765115,36070,5.298309815771063e-06
0.88,9776,36226,5.23,6210,3,-0.5046264699999999,0.001,0.17194604873657227,36122,4.964609433955047e-06
0.87,9790,36276,5.22,6220,3,-0.50823356,0.001,0.1706102043390274,36173,1.3129938755203815e-05
0.86,9805,36331,5.23,6230,3,-0.51403548,0.001,0.1741641362508138,36228,6.643724494400279e-06
0.85,9818,36379,5.23,6240,3,-0.5183825499999999,0.001,0.16634324193000793,36279,6.732338382183419e-06
0.85,9831,36430,5.2,6250,3,-0.5093964000000001,0.001,0.18110505739847818,36327,1.75361583387712e-05
0.86,9847,36488,5.21,6260,3,-0.51041428,0.001,0.16411103556553522,36385,6.215772145878873e-06
0.86,9861,36538,5.2,6270,3,-0.50646979,0.001,0.18361671765645346,36436,8.06038065093162e-06
0.86,9876,36593,5.14,6280,3,-0.5007297700000001,0.001,0.17429505661129951,36491,1.376554553189635e-05
0.86,9888,36637,5.1,6290,3,-0.49740606,0.001,0.17894699176152548,36535,1.2183088225962516e-05
0.87,9902,36690,5.17,6300,3,-0.5023695499999998,0.001,0.1718054860830307,36587,6.732956459624499e-06
0.86,9915,36738,5.12,6310,3,-0.50179922,0.001,0.17375924289226533,36636,4.746761487695039e-06
0.86,9930,36792,5.16,6320,3,-0.49839521999999997,0.001,0.16926992684602737,36689,4.5720918251390685e-06
0.85,9944,36844,5.13,6330,3,-0.49622011,0.001,0.17077603936195374,36741,8.443937000871907e-06
0.87,9959,36897,5.18,6340,3,-0.49142043999999996,0.001,0.1785107652346293,36793,6.013036454532994e-06
0.88,9973,36950,5.2,6350,3,-0.49286396,0.001,0.17361125349998474,36847,4.971625367033994e-06
0.86,9987,37000,5.12,6360,3,-0.48817298000000003,0.001,0.17064064492781958,36898,7.416745802402147e-06
0.84,10000,37050,5.12,6370,3,-0.49225798,0.001,0.1749586264292399,36948,5.272001468862679e-06
0.82,10014,37099,5.06,6380,3,-0.49010709999999996,0.001,0.17312995592753092,36996,8.454876099979932e-06
0.83,10028,37151,5.14,6390,3,-0.49365882,0.001,0.16536496579647064,37049,6.70671503636792e-06
0.83,10042,37204,5.14,6400,3,-0.4969101899999999,0.001,0.1660522311925888,37101,2.3759305804560427e-05
0.84,10057,37259,5.21,6410,3,-0.50019192,0.001,0.17176639437675476,37159,1.0210209075012244e-05
0.86,10072,37314,5.22,6420,3,-0.5027572999999999,0.001,0.16571646332740783,37212,5.123901428305544e-06
0.88,10088,37372,5.28,6430,3,-0.5052667,0.001,0.1714965949455897,37269,7.82148375340815e-06
0.87,10102,37422,5.25,6440,3,-0.5072739599999999,0.001,0.17007041225830713,37319,9.830468646517451e-06
0.87,10115,37472,5.22,6450,3,-0.50312243,0.001,0.17614231258630753,37369,8.323813820728295e-06
0.87,10130,37526,5.26,6460,3,-0.50853833,0.001,0.17765537401040396,37426,4.005572350251896e-06
0.88,10143,37575,5.25,6470,3,-0.51002761,0.001,0.17134760320186615,37472,5.8014530092502054e-06
0.86,10156,37620,5.21,6480,3,-0.5107244000000001,0.001,0.17731986343860626,37520,6.034985653968761e-06
0.86,10170,37673,5.22,6490,3,-0.51605989,0.001,0.1729784905910492,37570,5.661935483658454e-06
0.87,10185,37730,5.26,6500,3,-0.51872881,0.001,0.17624027778704962,37627,1.1153853165524197e-05
0.85,10199,37778,5.19,6510,3,-0.5158129600000001,0.001,0.1661194066206614,37676,6.771292419216479e-06
0.84,10213,37832,5.18,6520,3,-0.5161468499999999,0.001,0.17484001517295839,37730,1.3656977171194739e-05
0.81,10227,37883,5.11,6530,3,-0.51375606,0.001,0.17020872483650842,37783,5.780685076691346e-06
0.81,10241,37935,5.13,6540,3,-0.5129557299999999,0.001,0.1730851779381434,37831,6.044251373774993e-06
0.79,10254,37982,5.1,6550,3,-0.5137110999999999,0.001,0.16312139928340913,37879,6.886531718919287e-06
0.79,10268,38033,5.07,6560,3,-0.5088841800000001,0.001,0.1686821311712265,37930,6.1120242207834964e-06
0.8,10283,38090,5.15,6570,3,-0.51243621,0.001,0.17328875015179315,37990,1.4499027808293855e-05
0.82,10297,38139,5.19,6580,3,-0.50829258,0.001,0.17794360220432281,38037,1.0541317169554532e-05
0.81,10310,38188,5.15,6590,3,-0.50331226,0.001,0.17452187836170197,38088,7.440276476700092e-06
0.77,10323,38234,5.04,6600,3,-0.49952102000000004,0.001,0.17188952650342668,38134,6.887335335444991e-06
0.76,10335,38280,5.02,6610,3,-0.50025962,0.001,0.17064020037651062,38180,6.768464800188667e-06
0.74,10349,38330,4.98,6620,3,-0.49953628,0.001,0.171621567436627,38230,7.219706178927611e-06
0.76,10364,38387,5.04,6630,3,-0.49689158,0.001,0.16488628586133322,38283,4.305215952626895e-06
0.77,10378,38437,5.02,6640,3,-0.49596624,0.001,0.17486412823200226,38335,6.467453113145894e-06
0.78,10391,38487,5.05,6650,3,-0.49707709,0.001,0.17980428636074067,38385,5.311078530212398e-06
0.79,10406,38540,5.07,6660,3,-0.49697645,0.001,0.17280583083629608,38437,5.2953569896393065e-06
0.79,10420,38593,5.03,6670,3,-0.49304013,0.001,0.17509138832489649,38490,5.845576273107629e-06
0.8,10433,38641,5.02,6680,3,-0.49288698000000003,0.001,0.16852078437805176,38539,7.190619453467662e-06
0.78,10445,38687,4.99,6690,3,-0.49570209,0.001,0.17081924776236215,38587,9.994641004595906e-06
0.81,10460,38740,5.06,6700,3,-0.49759233,0.001,0.1712487687667211,38638,3.993865978676088e-06
0.83,10474,38792,5.12,6710,3,-0.49435542999999993,0.001,0.16721964478492737,38690,1.1331118002999574e-05
0.86,10489,38849,5.19,6720,3,-0.4918598400000001,0.001,0.17179190473897116,38747,4.74950983126681e-06
0.85,10504,38902,5.15,6730,3,-0.48778013000000003,0.001,0.1781467745701472,38798,9.580135156284086e-06
0.84,10517,38952,5.15,6740,3,-0.49298414000000007,0.001,0.1736242597301801,38850,5.459590283862781e-06
0.84,10531,39000,5.13,6750,3,-0.4896879800000001,0.001,0.16876531889041266,38898,5.091052078872356e-06
0.82,10543,39047,5.07,6760,3,-0.49066463,0.001,0.16408616801102957,38945,5.8337106262721745e-06
0.8,10556,39095,5.02,6770,3,-0.4938880600000001,0.001,0.1846171667178472,38992,8.140768917049476e-06
0.79,10571,39149,5.08,6780,3,-0.5000345799999999,0.001,0.17649420350790024,39049,6.504956672870321e-06
0.83,10586,39204,5.17,6790,3,-0.49595154,0.001,0.1757191002368927,39102,4.9829729505290745e-06
0.83,10601,39258,5.18,6800,3,-0.49866238,0.001,0.17253622114658357,39156,5.667052801072714e-06
0.84,10616,39312,5.2,6810,3,-0.50167684,0.001,0.16350221037864685,39209,5.272004591461154e-06
0.82,10629,39361,5.12,6820,3,-0.50303044,0.001,0.1657338798046112,39259,1.023461545628379e-05
0.84,10644,39417,5.15,6830,3,-0.50909212,0.001,0.17368931571642557,39313,1.523335193572469e-05
0.84,10657,39466,5.14,6840,3,-0.5036794,0.001,0.1797882527112961,39362,1.0297170638295938e-05
0.84,10670,39513,5.13,6850,3,-0.50154171,0.001,0.17911391854286193,39410,9.169946042675293e-06
0.84,10684,39562,5.15,6860,3,-0.5020064000000001,0.001,0.16588097314039865,39459,6.445857707149116e-06
0.86,10697,39612,5.17,6870,3,-0.49519605,0.001,0.1693670243024826,39510,5.4701200951967625e-06
0.86,10711,39662,5.13,6880,3,-0.48944522999999995,0.001,0.17782907684644064,39560,5.140924410322138e-06
0.84,10724,39709,5.05,6890,3,-0.48894984,0.001,0.17286629974842072,39608,5.304889630982264e-06
0.82,10737,39759,5.01,6900,3,-0.4858542099999999,0.001,0.16770513107379278,39656,8.944162270078474e-06
0.82,10752,39813,5.01,6910,3,-0.48905304,0.001,0.1673557311296463,39710,7.212116618878402e-06
0.82,10766,39864,5.03,6920,3,-0.48976977000000005,0.001,0.17332579692204794,39762,6.048221469730682e-06
0.79,10779,39913,4.96,6930,3,-0.48514479999999993,0.001,0.17207312832276025,39811,8.146289625680462e-06
0.78,10792,39961,4.95,6940,3,-0.49280344,0.001,0.18402420977751413,39859,1.0298835453189289e-05
0.76,10805,40008,4.95,6950,3,-0.5019696799999999,0.001,0.17197180291016897,39905,4.685118710767711e-06
0.77,10817,40053,4.91,6960,3,-0.4934056699999999,0.001,0.1766024778286616,39951,1.2121974274729533e-05
0.77,10831,40103,4.91,6970,3,-0.49223897,0.001,0.18376473585764566,40001,4.042513410240645e-06
0.77,10844,40152,4.9,6980,3,-0.49262621,0.001,0.170507550239563,40050,3.934607957489789e-06
0.79,10858,40202,4.93,6990,3,-0.49046569999999995,0.001,0.1711519569158554,40100,6.051681157259736e-06
0.8,10871,40250,4.91,7000,3,-0.48872462000000005,0.001,0.170508873462677,40150,4.798711051989812e-06
0.78,10884,40299,4.86,7010,3,-0.48076801,0.001,0.17225608229637146,40199,8.143138359173463e-06
0.8,10899,40355,4.91,7020,3,-0.48264826,0.001,0.1658291593194008,40252,8.815380548791532e-06
0.82,10914,40407,4.94,7030,3,-0.48455602,0.001,0.1769948720932007,40304,9.172278168989578e-06
0.84,10927,40457,4.96,7040,3,-0.48028113000000006,0.001,0.17239361504713693,40356,1.0094362248006897e-05
0.85,10940,40504,4.96,7050,3,-0.47810854999999997,0.001,0.18837515513102213,40402,5.091907496534986e-06
0.84,10953,40553,5.0,7060,3,-0.48743429000000005,0.001,0.17071829736232758,40450,6.486474376288243e-06
0.82,10967,40602,4.99,7070,3,-0.48901214,0.001,0.1819815138975779,40500,1.354157514773154e-05
0.82,10980,40650,4.98,7080,3,-0.48524811999999995,0.001,0.17133178810278574,40548,8.610292449399518e-06
0.82,10994,40704,5.02,7090,3,-0.4929140000000001,0.001,0.1639674037694931,40603,4.740075746667572e-06
0.82,11007,40751,5.01,7100,3,-0.49015684,0.001,0.17501568496227266,40651,6.265704359975643e-06
0.82,11020,40799,5.0,7110,3,-0.49072794000000003,0.001,0.17187159011761347,40699,5.713189239031635e-06
0.79,11033,40846,4.91,7120,3,-0.4842688300000001,0.001,0.174116849899292,40744,7.86183780595214e-06
0.79,11048,40901,4.94,7130,3,-0.48742690000000005,0.001,0.17074121286471686,40799,3.993943134143289e-06
0.79,11063,40955,4.98,7140,3,-0.48905556000000006,0.001,0.17184720507689885,40852,8.656763384351507e-06
0.8,11077,41007,5.03,7150,3,-0.49394611000000005,0.001,0.17983797440926233,40904,5.6830959541305974e-06
0.78,11088,41048,4.95,7160,3,-0.48779430000000007,0.001,0.1716107666492462,40946,1.0028039832832292e-05
0.8,11102,41101,4.99,7170,3,-0.4897813800000001,0.001,0.17143918148108891,40998,5.508103380894422e-06
0.81,11117,41153,5.03,7180,3,-0.49965235999999996,0.001,0.18436275124549867,41051,1.6261861674138345e-05
0.8,11132,41210,5.06,7190,3,-0.5000425700000001,0.001,0.16819838931163153,41107,1.5006306739451247e-05
0.8,11146,41262,5.11,7200,3,-0.5083272,0.001,0.172472616036733,41160,7.4028234848810825e-06
0.78,11157,41304,5.05,7210,3,-0.50904989,0.001,0.17058086395263672,41204,6.125532839481214e-06
0.81,11173,41361,5.15,7220,3,-0.5160677300000001,0.001,0.17476305862267813,41259,7.476003095992685e-06
0.81,11187,41414,5.13,7230,3,-0.5167217399999999,0.001,0.1668403446674347,41311,8.28866905067116e-06
0.79,11201,41465,5.1,7240,3,-0.51392727,0.001,0.17269950111707053,41362,4.090183286583245e-06
0.78,11213,41510,5.03,7250,3,-0.50524361,0.001,0.1852546364068985,41410,1.0819029193953611e-05
0.82,11227,41562,5.14,7260,3,-0.50913628,0.001,0.18128398954868316,41459,8.343310128111625e-06
