rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/success_rate,time/episodes,train/n_updates,train/critic_loss,train/learning_rate,train/actor_loss
-0.26955143000000004,5.34,3,20819,81660,1.0,16760,81565,0.00035693599784281105,0.001,0.1085243970155716
-0.25249628,4.5,3,20830,81706,1.0,16770,81612,0.0004007107054349035,0.001,0.1072651781141758
-0.25677981,4.55,3,20843,81756,1.0,16780,81662,0.00034856388811022043,0.001,0.10349416484435399
-0.25548233000000004,4.57,3,20856,81804,1.0,16790,81709,0.00035333578125573695,0.001,0.10719756782054901
-0.25817049,4.59,3,20867,81848,1.0,16800,81754,0.00033551239903317764,0.001,0.10923831164836884
-0.25921665,4.61,3,20879,81893,1.0,16810,81799,0.0003329278770252131,0.001,0.1133914366364479
-0.25789104000000007,4.63,3,20890,81938,1.0,16820,81844,0.00036243548966012894,0.001,0.10604548702637355
-0.25791568000000004,4.64,3,20902,81983,1.0,16830,81889,0.0003468202679262807,0.001,0.10426520059506099
-0.25803033,4.65,3,20914,82030,1.0,16840,81935,0.0003681729140225798,0.001,0.10234953835606575
-0.25548625,4.58,3,20925,82072,1.0,16850,81978,0.00036327988345874473,0.001,0.10605692118406296
-0.25707738999999996,4.6,3,20937,82120,1.0,16860,82025,0.000405152136227116,0.001,0.10958154872059822
-0.2589564,4.61,3,20949,82167,1.0,16870,82071,0.00035448615672066807,0.001,0.10619401186704636
-0.25611979,4.55,3,20960,82211,1.0,16880,82116,0.00037208542926236987,0.001,0.10346825793385506
-0.25504776999999995,4.52,3,20972,82256,1.0,16890,82161,0.0003628460690379143,0.001,0.10498826578259468
-0.25200265000000005,4.52,3,20983,82300,1.0,16900,82206,0.00033078869455493987,0.001,0.11361401528120041
-0.25107143,4.5,3,20994,82343,1.0,16910,82249,0.0003343531789141707,0.001,0.11328062787652016
-0.24994588,4.47,3,21005,82385,1.0,16920,82290,0.0003758644888876006,0.001,0.11817630380392075
-0.25116510999999997,4.51,3,21018,82434,1.0,16930,82339,0.00037624649121426046,0.001,0.10819337517023087
-0.24708655999999998,4.45,3,21029,82475,1.0,16940,82381,0.0003876931223203428,0.001,0.10743517428636551
-0.24738551999999994,4.49,3,21040,82521,1.0,16950,82427,0.0003758332095458172,0.001,0.11387056112289429
-0.2470785,4.46,3,21052,82566,1.0,16960,82472,0.0003364962467458099,0.001,0.10717495530843735
-0.2433092,4.41,3,21063,82608,1.0,16970,82514,0.0003869460560963489,0.001,0.10205410048365593
-0.24579453999999998,4.43,3,21075,82654,1.0,16980,82559,0.000342597474809736,0.001,0.11065047234296799
-0.24814950000000002,4.45,3,21087,82701,1.0,16990,82606,0.00040982588931607705,0.001,0.1053620104988416
-0.25092698999999996,4.48,3,21099,82748,1.0,17000,82653,0.000394550668715965,0.001,0.11139319464564323
-0.25278134,4.51,3,21111,82794,1.0,17010,82699,0.0003819959296379238,0.001,0.111163429915905
-0.25402703000000004,4.51,3,21122,82836,1.0,17020,82742,0.00033261447970289737,0.001,0.10845441743731499
-0.25556489,4.48,3,21133,82882,1.0,17030,82788,0.0003907198901288211,0.001,0.10563190778096516
-0.25753944000000006,4.56,3,21146,82931,1.0,17040,82836,0.0003622609462278585,0.001,0.11041331589221955
-0.25639788,4.54,3,21157,82975,1.0,17050,82881,0.0003558518801582977,0.001,0.10700555518269539
-0.25210272,4.51,3,21168,83017,1.0,17060,82922,0.00038772613334003836,0.001,0.10710092633962631
-0.25469017000000005,4.56,3,21180,83064,1.0,17070,82969,0.00032040858059190214,0.001,0.11354205012321472
-0.25331351,4.58,3,21193,83112,1.0,17080,83018,0.00033257101313211024,0.001,0.1120779737830162
-0.2522771199999999,4.58,3,21205,83159,1.0,17090,83065,0.000349626163369976,0.001,0.10878703743219376
-0.25256745999999997,4.54,3,21216,83202,1.0,17100,83108,0.0003672890816233121,0.001,0.10152913630008698
-0.25163892,4.51,3,21227,83245,1.0,17110,83151,0.0003476941375993192,0.001,0.11209180951118469
-0.2548969,4.57,3,21239,83293,1.0,17120,83197,0.0003425660543143749,0.001,0.11166758462786674
-0.25525768,4.57,3,21251,83339,1.0,17130,83245,0.0003603708007306393,0.001,0.10763084143400192
-0.2561435,4.55,3,21263,83386,1.0,17140,83291,0.00038905356777831914,0.001,0.11125659942626953
-0.25847504,4.57,3,21275,83432,1.0,17150,83338,0.00032242131419479847,0.001,0.10329685732722282
-0.26037455000000004,4.61,3,21287,83478,1.0,17160,83383,0.0004577928824195017,0.001,0.11281536519527435
-0.25856036000000004,4.58,3,21298,83522,1.0,17170,83428,0.00037285558064468203,0.001,0.10588063796361287
-0.25555159,4.52,3,21309,83564,1.0,17180,83470,0.0003853478920063935,0.001,0.11156890168786049
-0.25450746999999996,4.48,3,21320,83607,1.0,17190,83513,0.0003479715902358294,0.001,0.10567054897546768
-0.25437766,4.5,3,21332,83652,1.0,17200,83556,0.00035840398631989954,0.001,0.11259876191616058
-0.25660393,4.54,3,21344,83699,1.0,17210,83604,0.00038254036917351186,0.001,0.11275826394557953
-0.2568583,4.52,3,21356,83745,1.0,17220,83650,0.0003595168935135007,0.001,0.11013322075208028
-0.25550123,4.5,3,21367,83789,1.0,17230,83694,0.0003159028783557005,0.001,0.10932466387748718
-0.25411431999999995,4.46,3,21378,83832,1.0,17240,83738,0.00037630522274412215,0.001,0.10848310838143031
-0.25186174,4.45,3,21390,83877,1.0,17250,83783,0.0003442702232860029,0.001,0.1100068911910057
-0.25406156,4.47,3,21402,83925,1.0,17260,83830,0.00036843873385805637,0.001,0.11376464366912842
-0.25589664000000006,4.46,3,21413,83968,1.0,17270,83873,0.00035737389407586306,0.001,0.11099300533533096
-0.256309,4.49,3,21425,84013,1.0,17280,83918,0.0003858942654915154,0.001,0.10991443693637848
-0.25516930000000004,4.47,3,21435,84054,1.0,17290,83960,0.00039249873952940106,0.001,0.10898847505450249
-0.25503862999999993,4.49,3,21448,84101,1.0,17300,84007,0.0003673285245895386,0.001,0.10962451994419098
-0.25454795,4.47,3,21459,84146,1.0,17310,84052,0.00036430436884984376,0.001,0.11195351183414459
-0.25226585,4.43,3,21470,84188,1.0,17320,84094,0.0003913893233402632,0.001,0.11018858850002289
-0.25097176,4.43,3,21481,84232,1.0,17330,84137,0.0003999051288701594,0.001,0.12024078518152237
-0.25548706,4.49,3,21494,84281,1.0,17340,84186,0.0003566675295587629,0.001,0.11303209140896797
-0.25444276000000005,4.46,3,21505,84323,1.0,17350,84229,0.00035787354863714427,0.001,0.10721901431679726
-0.25398315000000005,4.43,3,21516,84368,1.0,17360,84274,0.0003863719175569713,0.001,0.10930804908275604
-0.25567674,4.49,3,21529,84417,1.0,17370,84321,0.0003784675966016948,0.001,0.12029384821653366
-0.25498340999999997,4.5,3,21541,84463,1.0,17380,84368,0.00035720646458988387,0.001,0.10888643562793732
-0.25685537999999997,4.52,3,21552,84506,1.0,17390,84412,0.0003627224505180493,0.001,0.10680011287331581
-0.25522444,4.49,3,21563,84550,1.0,17400,84455,0.0003462918466539122,0.001,0.11270638927817345
-0.25397437000000006,4.47,3,21575,84593,1.0,17410,84499,0.0003605598249123432,0.001,0.12151921540498734
-0.2534856,4.51,3,21586,84639,1.0,17420,84545,0.00033755998592823746,0.001,0.11360114812850952
-0.25564559,4.55,3,21599,84687,1.0,17430,84591,0.0003876451519317925,0.001,0.11063341796398163
-0.25106216,4.51,3,21610,84732,1.0,17440,84638,0.00041249929927289486,0.001,0.10617313037316005
-0.25277727999999994,4.52,3,21621,84775,1.0,17450,84681,0.0003258504613768309,0.001,0.109388567507267
-0.25148149999999997,4.52,3,21633,84820,1.0,17460,84725,0.00034057628363370895,0.001,0.10297000035643578
-0.25021215,4.47,3,21644,84864,1.0,17470,84769,0.0003746390066226013,0.001,0.11278756707906723
-0.25217512,4.48,3,21656,84911,1.0,17480,84817,0.0003939054295187816,0.001,0.10652902722358704
-0.25255519,4.52,3,21669,84958,1.0,17490,84863,0.00032779025059426203,0.001,0.10203076899051666
-0.25674968,4.55,3,21681,85005,1.0,17500,84911,0.0003611938212998211,0.001,0.11409343034029007
-0.25432929,4.55,3,21692,85048,1.0,17510,84954,0.00035541605757316574,0.001,0.11689057946205139
-0.25554737000000005,4.53,3,21703,85092,1.0,17520,84998,0.00032802021596580746,0.001,0.11005387703577678
-0.25394112,4.49,3,21714,85136,1.0,17530,85042,0.00036176421417621896,0.001,0.11006451398134232
-0.2548678200000001,4.47,3,21726,85179,1.0,17540,85085,0.00039941295835888013,0.001,0.11368588358163834
-0.25470124000000005,4.49,3,21737,85224,1.0,17550,85128,0.000353464565705508,0.001,0.10617354139685631
-0.25693553999999996,4.52,3,21750,85272,1.0,17560,85177,0.0003546417749021202,0.001,0.11543148756027222
-0.25478704999999996,4.57,3,21762,85321,1.0,17570,85227,0.00033424676075810567,0.001,0.10979929193854332
-0.25449889,4.54,3,21774,85365,1.0,17580,85271,0.00034839865838875994,0.001,0.10675936192274094
-0.25265873,4.51,3,21785,85409,1.0,17590,85315,0.0003337308517075144,0.001,0.10827657580375671
-0.25196702000000004,4.53,3,21798,85458,1.0,17600,85362,0.0003957420645747334,0.001,0.11001087476809819
-0.25151837,4.55,3,21809,85503,1.0,17610,85409,0.00032785299845272675,0.001,0.10955272242426872
-0.25042595,4.56,3,21821,85548,1.0,17620,85454,0.000353868592355866,0.001,0.11431197822093964
-0.25051093,4.61,3,21833,85597,1.0,17630,85500,0.00037223336403258145,0.001,0.1167951188981533
-0.24827877,4.6,3,21844,85639,1.0,17640,85545,0.0003721378670888953,0.001,0.10914520919322968
-0.24834904,4.6,3,21856,85684,1.0,17650,85589,0.0003340012990520336,0.001,0.10930817946791649
-0.24653056999999998,4.57,3,21867,85729,1.0,17660,85634,0.0003780161132453941,0.001,0.11544084548950195
-0.24593759,4.52,3,21879,85773,1.0,17670,85679,0.00037470659299287945,0.001,0.10803254321217537
-0.24623235999999998,4.56,3,21891,85821,1.0,17680,85727,0.00037791591239511035,0.001,0.10898975655436516
-0.24673502999999997,4.55,3,21902,85864,1.0,17690,85770,0.0003621794967330061,0.001,0.10792449116706848
-0.24314665999999996,4.51,3,21914,85909,1.0,17700,85815,0.0003496643563266844,0.001,0.10503096878528595
-0.24488748000000002,4.51,3,21925,85954,1.0,17710,85859,0.00035063554532825946,0.001,0.10557641088962555
-0.24620893999999996,4.5,3,21937,85998,1.0,17720,85903,0.00034085215884260833,0.001,0.10318023338913918
-0.24842186999999996,4.5,3,21949,86047,1.0,17730,85952,0.0003716448380146176,0.001,0.10829779505729675
-0.25185131,4.52,3,21961,86091,1.0,17740,85996,0.0003429652249906212,0.001,0.10934579869111379
-0.2508433,4.49,3,21972,86133,1.0,17750,86039,0.0003290295207989402,0.001,0.11387795209884644
-0.25209356,4.5,3,21983,86179,1.0,17760,86085,0.0003623008815338835,0.001,0.1085367314517498
-0.25182431,4.49,3,21994,86222,1.0,17770,86128,0.000363371531420853,0.001,0.11816868931055069
-0.2573991,4.74,3,22013,86295,1.0,17780,86200,0.00035717166610993445,0.001,0.11377651741107304
