rollout/success_rate,time/fps,time/episodes,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,train/actor_loss,train/n_updates,train/learning_rate
0.0,11,550,2.37,976,-0.21414133999999996,85,0.0005327477119863033,0.24293377995491028,875,0.001
0.0,11,560,2.55,1006,-0.22672193000000004,89,0.0006195731499853233,0.2684820294380188,905,0.001
0.0,11,570,2.73,1036,-0.23878343000000002,93,0.0010706591031824548,0.254184365272522,935,0.001
0.0,10,580,2.9,1066,-0.25644883,97,0.0007989309960976243,0.27277442812919617,965,0.001
0.0,10,590,2.97,1096,-0.25857400999999997,101,0.0006874813892257711,0.27003705501556396,995,0.001
0.0,10,600,3.05,1126,-0.26261318,105,0.0007682885237348577,0.274979829788208,1025,0.001
0.0,10,610,3.05,1158,-0.26070146,109,0.0006419155834009871,0.28053154051303864,1057,0.001
0.0,10,620,3.08,1188,-0.26682141000000004,113,0.000700653608267506,0.28546690940856934,1087,0.001
0.0,10,630,3.02,1218,-0.2529081,117,0.0006696675554849207,0.28530076146125793,1117,0.001
0.0,10,640,3.03,1249,-0.25427151000000003,121,0.0006774355036516985,0.28320662677288055,1148,0.001
0.0,10,650,3.04,1280,-0.25322913,125,0.0005918599053984508,0.28854016959667206,1179,0.001
0.0,10,660,3.04,1310,-0.25613900999999994,129,0.000745212872667859,0.3043918013572693,1209,0.001
0.0,10,670,3.04,1340,-0.25064809,133,0.0005496828622805575,0.30224546790122986,1239,0.001
0.0,9,680,3.04,1370,-0.24864820999999998,137,0.0005319592310115695,0.30343306064605713,1269,0.001
0.0,9,690,3.04,1400,-0.2503687,141,0.0005716677017820379,0.30193135142326355,1299,0.001
0.0,9,700,3.04,1430,-0.25266318,145,0.0005901647770466903,0.3126082420349121,1329,0.001
0.0,9,710,3.02,1460,-0.25434876999999995,149,0.0005837113712914288,0.31829404830932617,1359,0.001
0.0,9,720,3.02,1490,-0.2559852,153,0.0005952817349073788,0.30257683992385864,1389,0.001
0.0,9,730,3.02,1520,-0.26322745,157,0.0005496873054653406,0.3383016288280487,1419,0.001
0.0,9,740,3.01,1550,-0.25912353,161,0.0005243563500698656,0.3328540623188019,1449,0.001
0.0,9,750,3.0,1580,-0.24902691000000002,165,0.0005559462782305976,0.32607418298721313,1479,0.001
0.0,9,760,3.0,1610,-0.24659673000000001,169,0.00047685133176855743,0.3263542950153351,1509,0.001
0.0,9,770,3.0,1640,-0.24652582999999997,173,0.00047283677849918604,0.3107725977897644,1539,0.001
0.0,9,780,3.0,1670,-0.23293019000000004,177,0.0007401193336894115,0.31975823640823364,1569,0.001
0.0,9,790,3.01,1701,-0.22535661999999998,181,0.0006995371465260783,0.31688305735588074,1600,0.001
0.0,9,800,3.02,1732,-0.21500993000000004,185,0.0005284822545945644,0.3081433176994324,1631,0.001
0.0,9,810,3.06,1766,-0.20377127000000006,189,0.0005182613531360403,0.31574586033821106,1665,0.001
0.0,9,820,3.08,1798,-0.19173695999999998,194,0.0004897882172372192,0.31625574827194214,1697,0.001
0.01,9,830,3.1,1830,-0.17295944,198,0.0006299752974882721,0.31948311626911163,1729,0.001
0.02,9,840,3.11,1861,-0.15868939000000004,203,0.000532235154726853,0.31428150832653046,1760,0.001
0.02,9,850,3.12,1892,-0.15428438000000003,207,0.0005064138288920125,0.31771546602249146,1791,0.001
0.02,9,860,3.15,1925,-0.14152049000000003,211,0.0005389563545274237,0.3054845333099365,1824,0.001
0.03,9,870,3.21,1961,-0.13672373000000002,217,0.0007078260096022859,0.3152681440114975,1860,0.001
0.05,8,880,3.19,1989,-0.13199269,221,0.0009486100946863493,0.31115633249282837,1888,0.001
0.06,8,890,3.18,2019,-0.12723737000000002,225,0.0010898774489760399,0.3062117397785187,1918,0.001
0.06,8,900,3.17,2049,-0.12391548000000001,229,0.0007482914758535723,0.3099396824836731,1948,0.001
0.07,8,910,3.13,2079,-0.12073405999999999,233,0.000617567760248979,0.3156852126121521,1978,0.001
0.07,8,920,3.11,2109,-0.12012598999999997,237,0.0011228101793676615,0.30860207974910736,2008,0.001
0.06,8,930,3.09,2139,-0.11869489999999999,241,0.0007052564372618993,0.3077865540981293,2038,0.001
0.06,8,940,3.08,2169,-0.11853717000000001,245,0.000744223293925946,0.3124547600746155,2068,0.001
0.06,8,950,3.08,2200,-0.12007919000000002,249,0.0014887954069611926,0.30880188941955566,2099,0.001
0.07,8,960,3.04,2229,-0.11765379000000001,253,0.0005840009447031965,0.3100900202989578,2128,0.001
0.08,8,970,2.99,2260,-0.11732778999999999,258,0.0011786657463138301,0.3054439425468445,2159,0.001
0.07,8,980,3.01,2290,-0.11831059000000002,262,0.001221299055032432,0.30669277906417847,2189,0.001
0.06,8,990,3.02,2321,-0.12042033999999999,266,0.0012209793009484808,0.3096868097782135,2220,0.001
0.09,8,1000,2.98,2347,-0.11734013999999998,270,0.0010023130647217233,0.3042045831680298,2246,0.001
0.08,8,1010,2.98,2377,-0.11776771,274,0.0006421853710586826,0.3101740777492523,2276,0.001
0.09,8,1020,2.99,2408,-0.11593624,278,0.0011651720463608701,0.30869437754154205,2306,0.001
0.11,8,1030,3.0,2439,-0.11546,282,0.0008992601069621742,0.30608487129211426,2338,0.001
0.12,8,1040,3.01,2470,-0.11460054,287,0.0017147890292108058,0.3034864366054535,2369,0.001
0.13,8,1050,2.99,2499,-0.11288472999999997,291,0.0015967780879388254,0.30175043642520905,2398,0.001
0.13,8,1060,3.01,2530,-0.11521092999999999,295,0.0013651229673996568,0.30002379417419434,2429,0.001
0.12,8,1070,3.03,2563,-0.11367902000000002,300,0.0015940043522277847,0.30934733152389526,2461,0.001
0.12,8,1080,3.03,2593,-0.11285877,304,0.0014448403186785679,0.3070935606956482,2493,0.001
0.12,8,1090,3.05,2626,-0.11064368999999999,308,0.0014032548788236454,0.30983805656433105,2525,0.001
0.1,8,1100,3.08,2655,-0.11278574999999998,312,0.002077430603094399,0.30365510284900665,2554,0.001
0.1,8,1110,3.1,2687,-0.11359350000000001,317,0.0016179229132831097,0.3088376075029373,2586,0.001
0.1,8,1120,3.1,2718,-0.11577942000000001,321,0.0016055431042332202,0.30218860507011414,2618,0.001
0.09,8,1130,3.08,2747,-0.11593746999999999,325,0.0012967005798903604,0.30875101685523987,2646,0.001
0.07,8,1140,3.09,2779,-0.11904595999999999,329,0.0018472550824905436,0.3095749616622925,2677,0.001
0.06,8,1150,3.13,2812,-0.11880274000000002,334,0.0017990723135881126,0.30458226799964905,2711,0.001
0.07,8,1160,3.1,2840,-0.11825042999999999,338,0.0017624718602746725,0.30045828223228455,2739,0.001
0.08,8,1170,3.08,2871,-0.11570548,342,0.0021049202769063413,0.3125549554824829,2770,0.001
0.08,8,1180,3.08,2901,-0.11732177999999999,346,0.0017011618862549465,0.3119064122438431,2800,0.001
0.08,8,1190,3.07,2933,-0.11719872,351,0.002055512828519568,0.31305040419101715,2831,0.001
0.09,8,1200,3.09,2964,-0.11693494000000001,355,0.0015141675248742104,0.31079721450805664,2863,0.001
0.09,8,1210,3.09,2996,-0.11434476000000002,359,0.001858204836025834,0.31233954429626465,2895,0.001
0.11,8,1220,3.07,3025,-0.11130927,364,0.004017785657197237,0.31581082940101624,2923,0.001
0.11,8,1230,3.09,3056,-0.11323963,368,0.001808910645195283,0.31081266701221466,2955,0.001
0.11,8,1240,3.1,3089,-0.11226639,372,0.002433515212032944,0.30434413254261017,2988,0.001
0.14,8,1250,3.06,3118,-0.10884675999999999,377,0.0020792788515488305,0.30520743131637573,3017,0.001
0.13,8,1260,3.07,3147,-0.10730134000000001,381,0.0020238997725148997,0.31603920459747314,3046,0.001
0.11,8,1270,3.06,3177,-0.11049569,385,0.0015801738093917568,0.31747397780418396,3076,0.001
0.12,8,1280,3.08,3209,-0.11160194999999998,389,0.002141934004612267,0.3140871822834015,3107,0.001
0.13,8,1290,3.07,3240,-0.11092080999999998,394,0.0027384175918996334,0.314955398440361,3139,0.001
0.12,8,1300,3.1,3274,-0.11173011,399,0.0030057994493593774,0.3040519207715988,3172,0.001
0.12,8,1310,3.11,3307,-0.11369482000000002,403,0.0022688241054614386,0.32124781608581543,3205,0.001
0.11,8,1320,3.15,3340,-0.11504524999999999,408,0.002266243100166321,0.30513420701026917,3239,0.001
0.11,8,1330,3.17,3373,-0.11380589,413,0.0027802949771285057,0.3073735237121582,3271,0.001
0.13,8,1340,3.15,3404,-0.11170605,417,0.002823434944730252,0.3145763874053955,3303,0.001
0.12,8,1350,3.15,3433,-0.11440023,421,0.002124651917256415,0.3229893743991852,3333,0.001
0.14,8,1360,3.18,3465,-0.11797567999999999,426,0.002765877560401956,0.3416491448879242,3365,0.001
0.16,8,1370,3.2,3497,-0.1190259,431,0.002747879596427083,0.3131979703903198,3395,0.001
0.14,8,1380,3.26,3535,-0.12135709000000004,436,0.002702704669597248,0.3405741751194,3433,0.001
0.15,8,1390,3.24,3564,-0.12020928000000002,440,0.003014447749592364,0.32701922953128815,3463,0.001
0.17,8,1400,3.2,3594,-0.11951123000000002,445,0.0028091289568692446,0.31677189469337463,3493,0.001
0.18,8,1410,3.17,3624,-0.11555451999999997,449,0.0022165292175486684,0.3173784017562866,3522,0.001
0.18,8,1420,3.17,3657,-0.11719099999999999,454,0.0032059996156021953,0.32381460070610046,3555,0.001
0.18,8,1430,3.18,3691,-0.11714282000000001,459,0.0028265083383303136,0.3061366528272629,3591,0.001
0.17,8,1440,3.23,3727,-0.12050118999999998,464,0.0025317827821709216,0.3343835175037384,3625,0.001
0.15,8,1450,3.26,3759,-0.12296235,468,0.003249717333043615,0.3324631601572037,3658,0.001
0.12,8,1460,3.31,3796,-0.12373192000000001,474,0.003027576394379139,0.31735368072986603,3695,0.001
0.11,7,1470,3.32,3829,-0.1227698,478,0.003003143356181681,0.3333468586206436,3727,0.001
0.12,7,1480,3.32,3867,-0.12288995,484,0.0027019662084057927,0.3240979313850403,3766,0.001
0.14,7,1490,3.37,3901,-0.12447654999999998,489,0.002573921752627939,0.3270909786224365,3802,0.001
0.12,7,1500,3.45,3939,-0.12778999000000002,495,0.002754963748157024,0.33679978052775067,3838,0.001
0.12,7,1510,3.54,3978,-0.13246515,501,0.003677814407274127,0.33043040831883747,3876,0.001
0.11,7,1520,3.62,4019,-0.13692366,507,0.0032041779719293117,0.33852408826351166,3915,0.001
0.11,7,1530,3.69,4060,-0.14139601999999998,513,0.0032222544541582465,0.33412696421146393,3957,0.001
0.13,7,1540,3.66,4093,-0.13822967999999997,518,0.0036543081514537334,0.3444739133119583,3992,0.001
0.13,7,1550,3.79,4138,-0.14220787,525,0.0026052678585983813,0.34429598848025006,4036,0.001
0.13,7,1560,3.83,4179,-0.14346718,531,0.004162351251579821,0.3338582217693329,4077,0.001
0.12,7,1570,3.91,4220,-0.14558084,537,0.0031433854019269347,0.3401024490594864,4117,0.001
0.12,7,1580,3.9,4257,-0.14367455999999998,542,0.003231995894263188,0.33854464689890545,4155,0.001
0.1,7,1590,3.91,4292,-0.14609435999999998,548,0.0031790854409337044,0.3463161438703537,4190,0.001
0.11,7,1600,3.93,4332,-0.14731998999999998,554,0.0033222046913579106,0.3456672132015228,4229,0.001
0.11,7,1610,4.02,4380,-0.1555632,562,0.0034579609986394645,0.3521624406178792,4278,0.001
0.1,7,1620,4.04,4423,-0.15302091000000004,568,0.003318742848932743,0.350955605506897,4320,0.001
0.09,7,1630,4.11,4471,-0.15554859000000001,575,0.003330758190713823,0.3588506082693736,4369,0.001
0.06,7,1640,4.2,4513,-0.16165436999999996,582,0.0034785948616142073,0.36219534277915955,4411,0.001
0.09,7,1650,4.09,4547,-0.15678514999999998,587,0.0039418358355760574,0.3764025866985321,4446,0.001
0.1,7,1660,4.14,4593,-0.16230191000000002,594,0.003318878084731599,0.36657243967056274,4492,0.001
0.1,7,1670,4.11,4631,-0.16018812000000002,599,0.003527888737153262,0.35825809836387634,4530,0.001
0.09,7,1680,4.14,4671,-0.16153548,605,0.004106773329632623,0.36615806818008423,4570,0.001
0.08,7,1690,4.19,4711,-0.16539248999999998,611,0.0033380441600456834,0.3728970140218735,4610,0.001
0.07,7,1700,4.15,4747,-0.16423907,616,0.003686125196206073,0.36617138981819153,4646,0.001
0.07,7,1710,4.12,4792,-0.16083443,623,0.0030800818058196455,0.37244338542222977,4689,0.001
0.07,7,1720,4.05,4828,-0.15666088,628,0.004212706815451384,0.36887508630752563,4727,0.001
0.08,7,1730,3.98,4869,-0.15049337,635,0.002468462917022407,0.3853854537010193,4769,0.001
0.1,7,1740,3.95,4908,-0.14625547,641,0.0036226031370460987,0.35624855756759644,4801,0.001
0.07,7,1750,3.98,4945,-0.14895220999999997,646,0.0032623143245776496,0.38366997241973877,4844,0.001
0.08,7,1760,3.95,4988,-0.14365058,653,0.0040274529019370675,0.38749486207962036,4886,0.001
0.1,7,1770,3.99,5030,-0.14664368000000003,659,0.00423142034560442,0.3921630382537842,4928,0.001
0.11,7,1780,3.92,5063,-0.14204988,664,0.004321233136579394,0.375243604183197,4962,0.001
0.13,7,1790,3.84,5095,-0.13516507,669,0.0029296467546373606,0.3864906430244446,4994,0.001
0.15,7,1800,3.79,5126,-0.13108706,673,0.0029196524992585182,0.38909095525741577,5026,0.001
0.15,7,1810,3.73,5165,-0.13058072999999998,679,0.004740169271826744,0.37185654044151306,5064,0.001
0.19,7,1820,3.79,5207,-0.13524171,686,0.0030202929629012942,0.3848692774772644,5106,0.001
0.2,7,1830,3.72,5241,-0.13330162,691,0.0034821616330494485,0.378848671913147,5142,0.001
0.21,7,1840,4.57,5365,-0.18882328999999998,714,0.0044361387845128775,0.39025895297527313,5265,0.001
0.21,7,1850,4.82,5427,-0.21250607,724,0.003874049366762241,0.4172724783420563,5326,0.001
0.19,7,1860,4.84,5472,-0.21602262,731,0.0046642432765414315,0.3964400589466095,5367,0.001
0.2,7,1870,4.79,5509,-0.21314342,737,0.003844977201273044,0.4042508602142334,5407,0.001
0.2,7,1880,4.8,5543,-0.21205730000000003,741,0.005195251200348139,0.4059913754463196,5442,0.001
0.19,7,1890,4.88,5583,-0.21684229000000002,748,0.0038674812919149795,0.3916431665420532,5481,0.001
0.18,7,1900,4.98,5624,-0.22232374,754,0.003254416515119374,0.39092759788036346,5520,0.001
0.19,7,1910,4.94,5659,-0.21737584,759,0.0035084953221182027,0.41352590918540955,5557,0.001
0.17,7,1920,4.94,5701,-0.21892580000000003,766,0.004586006281897426,0.411038339138031,5600,0.001
0.16,7,1930,5.0,5741,-0.22256575,772,0.004540309251751751,0.4010389596223831,5640,0.001
0.15,7,1940,4.08,5773,-0.16330501000000006,777,0.004797956324182451,0.41653449833393097,5673,0.001
0.17,7,1950,3.84,5811,-0.13763642,782,0.004921262385323644,0.39471882581710815,5710,0.001
0.17,7,1960,3.74,5846,-0.12848723,787,0.004980287126575907,0.42677444219589233,5743,0.001
0.15,7,1970,3.77,5886,-0.12993778,793,0.005174363808085521,0.4304652810096741,5785,0.001
0.15,7,1980,3.81,5924,-0.13328784,799,0.005269157467409968,0.41808949907620746,5822,0.001
0.14,7,1990,3.86,5969,-0.13571473,806,0.005132863792823628,0.42414529621601105,5867,0.001
0.12,7,2000,3.84,6008,-0.13453476,812,0.0043943956843577325,0.43110640347003937,5906,0.001
0.13,7,2010,3.9,6049,-0.13575543999999998,818,0.005026649450883269,0.42897792160511017,5949,0.001
0.15,7,2020,5.32,6233,-0.16767357,852,0.004532905470114201,0.42619572952389717,6133,0.001
0.18,7,2030,7.33,6474,-0.23845915,897,0.004523750760459474,0.4189333915710449,6276,0.001
0.23,7,2040,8.34,6607,-0.26011283999999996,922,0.005930598323734907,0.42260465025901794,6505,0.001
0.28,7,2050,10.3,6841,-0.32445186,966,0.004847207572311163,0.4403519630432129,6741,0.001
0.37,7,2060,12.07,7053,-0.3608717799999999,1006,0.005574181559495628,0.4219365417957306,6897,0.001
0.45,6,2070,12.51,7137,-0.36366343000000007,1023,0.005897407187148929,0.4022099127372106,7037,0.001
0.51,6,2080,15.55,7479,-0.44013199999999997,1087,0.005513650318607688,0.41484017968177794,7281,0.001
0.6,6,2090,17.1,7679,-0.46569506999999993,1126,0.005074009066447616,0.3770263195037842,7579,0.001
0.69,6,2100,18.79,7887,-0.49992089,1166,0.0051702833734452724,0.3369278907775879,7786,0.001
0.76,6,2110,18.73,7922,-0.49477144,1172,0.006658398080617189,0.37349478900432587,7822,0.001
0.81,6,2120,18.18,8051,-0.47895391,1197,0.006210957188159227,0.3418911397457123,7951,0.001
0.86,6,2130,17.0,8174,-0.42235099999999987,1220,0.005672888675083716,0.35531142354011536,7976,0.001
0.89,6,2140,16.02,8209,-0.39959769,1227,0.006237747147679329,0.2980971932411194,8107,0.001
0.92,6,2150,13.97,8238,-0.32983672999999997,1233,0.0069013426546007395,0.29144948720932007,8137,0.001
0.93,6,2160,12.2,8273,-0.29189249000000006,1240,0.005271298578009009,0.314311146736145,8172,0.001
0.94,6,2170,11.81,8318,-0.2859737,1248,0.006590423407033086,0.31731253010886057,8217,0.001
0.97,6,2180,8.72,8351,-0.20586135,1254,0.0069919549860060215,0.3384069502353668,8250,0.001
0.97,6,2190,7.32,8411,-0.17451561,1266,0.008472904097288847,0.33615636825561523,8310,0.001
0.98,6,2200,5.64,8451,-0.13425121000000004,1274,0.005736316088587046,0.2953132390975952,8350,0.001
0.97,6,2210,6.6,8582,-0.15662685,1299,0.006638416787609458,0.32561320066452026,8479,0.001
0.98,6,2220,6.17,8668,-0.14184501000000002,1315,0.007195523823611438,0.32250697910785675,8568,0.001
0.99,6,2230,6.28,8802,-0.14039383,1340,0.007567861583083868,0.30298879742622375,8700,0.001
0.99,6,2240,6.35,8844,-0.14112557,1349,0.008854331448674202,0.32803985476493835,8739,0.001
0.98,6,2250,8.18,9056,-0.18612362000000002,1389,0.006892198929563165,0.2705690860748291,8955,0.001
0.98,6,2260,8.24,9097,-0.18743616,1397,0.0073545308550819755,0.26662248373031616,8991,0.001
0.98,6,2270,8.1,9128,-0.18284055999999999,1403,0.0057284897193312645,0.2471725344657898,9028,0.001
0.98,6,2280,8.26,9177,-0.18445451,1412,0.0060571772046387196,0.2675885558128357,9077,0.001
0.98,6,2290,8.4,9251,-0.18814412,1426,0.007334167370572686,0.21550796926021576,9148,0.001
0.98,6,2300,8.35,9286,-0.18684955999999997,1433,0.0051927378711601095,0.24176941812038422,9184,0.001
0.99,6,2310,7.34,9316,-0.16409147999999998,1439,0.007660393292705218,0.26092782616615295,9216,0.001
0.99,6,2320,6.88,9356,-0.15441614,1446,0.005910529755055904,0.26777058839797974,9256,0.001
0.99,6,2330,6.79,9481,-0.15232152999999998,1469,0.007020400992284219,0.2708699405193329,9288,0.001
0.99,6,2340,6.84,9528,-0.15492777,1479,0.006976396311074495,0.21853706240653992,9427,0.001
1.0,6,2350,5.02,9558,-0.11132383999999998,1485,0.006392156550039847,0.21587401628494263,9456,0.001
1.0,6,2360,4.93,9590,-0.10966237,1491,0.006987972836941481,0.22469801207383475,9490,0.001
1.0,6,2370,5.01,9629,-0.11300381000000004,1498,0.006725867589314778,0.2368711680173874,9528,0.001
1.0,6,2380,4.8,9657,-0.10783879,1504,0.007745761889964342,0.21035420894622803,9557,0.001
1.0,6,2390,4.46,9697,-0.10297459,1511,0.007268444448709488,0.23994173109531403,9594,0.001
1.0,6,2400,4.44,9730,-0.10589312999999999,1518,0.007500033204754193,0.16862374544143677,9627,0.001
1.0,6,2410,4.4,9756,-0.10377028,1523,0.007416186039336026,0.20679012686014175,9656,0.001
1.0,6,2420,4.29,9785,-0.10342040000000002,1528,0.006646757014095783,0.22070711851119995,9682,0.001
1.0,6,2430,3.36,9817,-0.08533476000000001,1534,0.0071434365818277,0.222071573138237,9716,0.001
1.0,6,2440,3.35,9863,-0.08661557,1543,0.007347838720306754,0.18937411904335022,9761,0.001
1.0,6,2450,3.33,9891,-0.08518350000000002,1549,0.007349552703090012,0.2126569151878357,9790,0.001
1.0,6,2460,3.34,9924,-0.08592046999999998,1555,0.006946148234419525,0.20566534250974655,9823,0.001
1.0,6,2470,3.32,9961,-0.08630681000000001,1562,0.007449374184943736,0.20171635349591574,9860,0.001
1.0,6,2480,3.3,9987,-0.08849981,1567,0.006814538035541773,0.17544403672218323,9887,0.001
1.0,6,2490,3.21,10018,-0.08492401000000001,1573,0.0073884160568316775,0.18213321268558502,9918,0.001
1.0,6,2500,3.13,10043,-0.08095514,1578,0.0057358976919204,0.17746666073799133,9943,0.001
1.0,6,2510,3.15,10071,-0.08330264999999999,1583,0.007455303333699703,0.19304117560386658,9967,0.001
1.0,6,2520,3.14,10099,-0.08346352,1588,0.007803703658282757,0.170402429997921,9999,0.001
1.0,6,2530,3.08,10125,-0.08430997000000001,1593,0.006242175120860338,0.13785171508789062,10024,0.001
1.0,6,2540,2.84,10147,-0.07686407,1598,0.006733484100550413,0.18439731001853943,10046,0.001
1.0,6,2550,2.88,10179,-0.07737201,1604,0.0079739053423206,0.18236428499221802,10079,0.001
1.0,6,2560,2.81,10205,-0.07582667,1609,0.008435521895686785,0.2025432363152504,10104,0.001
1.0,6,2570,2.83,10244,-0.07610590999999998,1616,0.006539738892267148,0.15947816520929337,10142,0.001
1.0,6,2580,2.86,10273,-0.07654664,1622,0.007701441956063111,0.17752701044082642,10173,0.001
1.0,6,2590,2.82,10300,-0.07618114000000001,1627,0.006981491266439359,0.17546162009239197,10199,0.001
1.0,6,2600,2.82,10325,-0.07745077999999998,1632,0.0071970468852669,0.1685011088848114,10226,0.001
1.0,6,2610,2.8,10351,-0.07446231,1637,0.006728733191266656,0.1339505910873413,10251,0.001
1.0,6,2620,2.75,10374,-0.07170413,1641,0.0070476229302585125,0.1795046627521515,10274,0.001
1.0,6,2630,2.79,10404,-0.07208733999999999,1647,0.007890461633602778,0.180273175239563,10303,0.001
1.0,6,2640,2.86,10433,-0.07464027,1652,0.007354875793680549,0.159955196082592,10332,0.001
1.0,6,2650,2.85,10464,-0.07452937,1658,0.007048687587181727,0.16275937855243683,10364,0.001
1.0,6,2660,2.88,10493,-0.07507325,1664,0.006961996201425791,0.16019630432128906,10391,0.001
1.0,6,2670,2.76,10520,-0.07257145000000001,1669,0.006946922745555639,0.13758008182048798,10418,0.001
