rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/success_rate,time/episodes,train/actor_loss,train/critic_loss,train/n_updates,train/learning_rate
-0.75479275,11987,2835,7.65,4,0.84,1040,0.18596689403057098,0.0004786402924865898,11879,0.001
-0.75146341,12051,2850,7.69,4,0.84,1050,0.1890974681485783,0.0005545017880980264,11949,0.001
-0.74707931,12121,2867,7.71,4,0.85,1060,0.1835431456565857,0.0005184378765989095,12012,0.001
-0.7491630200000001,12189,2884,7.66,4,0.85,1070,0.17497605085372925,0.0006900711450725794,12081,0.001
-0.74331251,12241,2896,7.45,4,0.84,1080,0.18713922798633575,0.0004442618228495121,12134,0.001
-0.74696101,12310,2913,7.19,4,0.85,1090,0.18684596319993338,0.0005137359936876843,12201,0.001
-0.7384065599999999,12409,2937,7.17,4,0.88,1100,0.17627419282992682,0.0005480904558983942,12301,0.001
-0.7317064999999999,12470,2952,7.08,4,0.87,1110,0.17934349510404798,0.0004904610848623432,12360,0.001
-0.7287574800000003,12536,2968,6.99,4,0.84,1120,0.1811262145638466,0.0004486238758545369,12425,0.001
-0.7337909200000001,12603,2984,6.88,4,0.83,1130,0.1726681206907545,0.0004486207492716078,12494,0.001
-0.7295507699999999,12663,2999,6.76,4,0.81,1140,0.19185271859169006,0.0005119689158163965,12555,0.001
-0.73051743,12724,3013,6.73,4,0.81,1150,0.1809043139219284,0.00048156027332879603,12617,0.001
-0.7270879799999999,12778,3026,6.57,4,0.79,1160,0.18018542230129242,0.00045671352321126807,12671,0.001
-0.7044517899999999,12832,3040,6.43,4,0.75,1170,0.17157894372940063,0.0004901814972981811,12726,0.001
-0.7218383400000001,12939,3066,6.98,4,0.79,1180,0.17515503764152526,0.0004716568801086396,12832,0.001
-0.71581783,13007,3082,6.97,4,0.81,1190,0.17997280011574426,0.0004567828921911617,12900,0.001
-0.6962686000000001,13061,3095,6.52,4,0.78,1200,0.16650894284248352,0.0004533033227614526,12955,0.001
-0.6942127400000001,13119,3109,6.49,4,0.78,1210,0.17677742573950025,0.00041157446685247123,13013,0.001
-0.69770311,13178,3124,6.42,4,0.8,1220,0.1810531680073057,0.0004234966431145689,13071,0.001
-0.69096462,13238,3138,6.35,4,0.78,1230,0.172076183060805,0.0003540587204042822,13131,0.001
-0.6886089600000002,13289,3151,6.26,4,0.77,1240,0.15816695243120193,0.00043968755926471204,13182,0.001
-0.6907803999999999,13350,3165,6.26,4,0.79,1250,0.1799794818673815,0.00036827567549023243,13244,0.001
-0.6984189700000002,13418,3182,6.4,4,0.8,1260,0.17590346684058508,0.0004062891724364211,13309,0.001
-0.71808649,13494,3200,6.62,4,0.85,1270,0.16990287945820734,0.0004418795355237447,13387,0.001
-0.6939983800000001,13554,3215,6.15,4,0.83,1280,0.17218569346836635,0.00042736425945934443,13448,0.001
-0.68022158,13598,3226,5.91,4,0.79,1290,0.1751401424407959,0.0004135956842219457,13496,0.001
-0.6795945400000001,13651,3239,5.9,4,0.79,1300,0.16735353767871858,0.0004218392830807716,13549,0.001
-0.6888672,13719,3255,6.0,4,0.79,1310,0.1872769370675087,0.0003964359493693337,13613,0.001
-0.6795947000000001,13769,3267,5.91,4,0.78,1320,0.17371008545160294,0.00044457719195634127,13664,0.001
-0.68796621,13836,3284,5.98,4,0.8,1330,0.16896482110023497,0.0003867590334266424,13729,0.001
-0.6872275900000001,13898,3299,6.09,4,0.81,1340,0.17515288293361664,0.0003640446229837835,13789,0.001
-0.7017748800000001,14018,3328,6.68,4,0.81,1350,0.17033908196857997,0.00033955869314792963,13905,0.001
-0.7083128999999999,14098,3347,6.8,4,0.8,1360,0.16599820980003901,0.0003650959489667522,13989,0.001
-0.7055127400000002,14158,3362,6.64,4,0.79,1370,0.1667962908744812,0.0003326110250782222,14051,0.001
-0.7236755800000002,14228,3378,6.74,4,0.79,1380,0.16128340115149817,0.00030260644416557625,14120,0.001
-0.7351946000000001,14290,3393,6.92,4,0.78,1390,0.16186184968267167,0.00033655731489748826,14183,0.001
-0.7413534799999999,14340,3405,6.89,4,0.77,1400,0.15335175607885634,0.00033676590620806176,14238,0.001
-0.7413663299999999,14411,3423,6.92,4,0.79,1410,0.16077555157244205,0.00032688297505956143,14302,0.001
-0.74641175,14468,3437,6.99,4,0.8,1420,0.16257736086845398,0.00036641559078513336,14362,0.001
-0.73612302,14527,3451,6.91,4,0.79,1430,0.16903498470783235,0.0002851672645192593,14421,0.001
-0.75080644,14598,3468,7.0,4,0.81,1440,0.15883896251519522,0.00030626251827925444,14491,0.001
-0.74308187,14664,3484,6.46,4,0.82,1450,0.15930980145931245,0.000356161902891472,14556,0.001
-0.7400822000000001,14736,3502,6.38,4,0.83,1460,0.1620659202337265,0.0002756075016804971,14628,0.001
-0.7342835099999999,14793,3516,6.35,4,0.82,1470,0.16626914404332638,0.0002906499121309025,14691,0.001
-0.7274873899999998,14854,3531,6.26,4,0.82,1480,0.17381329089403152,0.0002590933509054594,14747,0.001
-0.7252045699999999,14910,3544,6.2,4,0.84,1490,0.15827273258141109,0.0002823559147405571,14804,0.001
-0.7173841599999998,14963,3557,6.23,4,0.85,1500,0.15992664297421774,0.00027105010182519135,14858,0.001
-0.7156036000000001,15026,3573,6.15,4,0.84,1510,0.16044798919132777,0.00029866590297647884,14920,0.001
-0.7211382299999998,15085,3587,6.17,4,0.83,1520,0.16103501617908478,0.0003016304544871673,14977,0.001
-0.7107914000000001,15134,3599,6.07,4,0.81,1530,0.1649070680141449,0.0003040763840544969,15027,0.001
-0.69363084,15186,3611,5.88,4,0.79,1540,0.15768631398677826,0.0002957642369437963,15080,0.001
-0.68533625,15253,3628,5.89,4,0.79,1550,0.16915640980005264,0.0002629800292197615,15148,0.001
-0.6825270299999999,15315,3643,5.79,4,0.79,1560,0.16356922388076783,0.00031520826159976424,15208,0.001
-0.69134282,15387,3660,5.94,4,0.8,1570,0.1597379254443305,0.00023288672673515975,15280,0.001
-0.6798313,15444,3674,5.9,4,0.81,1580,0.15883437295754751,0.00030513140275919187,15338,0.001
-0.6716600000000003,15493,3686,5.83,4,0.81,1590,0.15961699932813644,0.00027472276512222987,15387,0.001
-0.6804495100000001,15549,3700,5.86,4,0.81,1600,0.15662375589211783,0.000259693603665154,15447,0.001
-0.6765996999999999,15604,3713,5.78,4,0.79,1610,0.15935158729553223,0.0002646520733833313,15502,0.001
-0.6829206800000001,15683,3732,5.98,4,0.82,1620,0.15613473313195364,0.00032448747411503324,15575,0.001
-0.7001770199999998,15754,3750,6.2,4,0.86,1630,0.15692596435546874,0.00022606195125263184,15646,0.001
-0.7107386099999998,15815,3765,6.29,4,0.86,1640,0.17117814719676971,0.00023075198259903118,15709,0.001
-0.7172180899999999,15885,3782,6.32,4,0.86,1650,0.16116184244553247,0.00018736750401634103,15778,0.001
-0.7114012999999999,15944,3796,6.29,4,0.86,1660,0.16383470892906188,0.00022606332204304634,15839,0.001
-0.71245235,16008,3812,6.21,4,0.85,1670,0.1650321874767542,0.00022152782548801042,15900,0.001
-0.7224268899999999,16069,3827,6.25,4,0.85,1680,0.13684707880020142,0.0003154946680297144,15962,0.001
-0.73579823,16128,3841,6.35,4,0.85,1690,0.1568811684846878,0.00026215516118099913,16026,0.001
-0.7422547300000001,16188,3855,6.39,4,0.87,1700,0.15288332601388296,0.00024101147331142178,16081,0.001
-0.73485604,16243,3869,6.39,4,0.87,1710,0.16095581816302407,0.0002547487577733894,16138,0.001
-0.72680031,16306,3884,6.23,4,0.86,1720,0.15952627573694503,0.0002308274872900386,16201,0.001
-0.7119442599999999,16355,3896,6.01,4,0.83,1730,0.1616351306438446,0.0002241803910389232,16248,0.001
-0.7055605199999999,16402,3907,5.87,4,0.81,1740,0.15484361350536346,0.0002054563956335187,16295,0.001
-0.69883405,16472,3925,5.87,4,0.8,1750,0.15470635294914245,0.0002206421399023384,16366,0.001
-0.7005823499999999,16536,3940,5.92,4,0.81,1760,0.16087562910148076,0.00022407695983669588,16430,0.001
-0.68878034,16601,3956,5.93,4,0.83,1770,0.1471993252635002,0.00022507367248181254,16495,0.001
-0.6931846199999999,16667,3972,5.98,4,0.83,1780,0.15709465990463892,0.00020791785694503537,16561,0.001
-0.7018904899999998,16736,3989,6.08,4,0.84,1790,0.16005810536444187,0.00019762202100537252,16627,0.001
-0.7016320300000001,16808,4006,6.2,4,0.83,1800,0.16238787025213242,0.00022384706244338304,16701,0.001
-0.7180703799999998,16879,4023,6.36,4,0.86,1810,0.16040393923010146,0.00020735045421003764,16770,0.001
-0.71576263,16941,4039,6.35,4,0.86,1820,0.15473376462856928,0.00018536671268520877,16833,0.001
-0.72641014,16995,4052,6.4,4,0.86,1830,0.1545949982745307,0.00024213331094610373,16893,0.001
-0.7337345000000001,17061,4067,6.59,4,0.88,1840,0.161211296916008,0.00018502593593439087,16953,0.001
-0.72738974,17114,4080,6.42,4,0.87,1850,0.16052785515785217,0.00019676928932312875,17009,0.001
-0.7292239499999998,17175,4095,6.39,4,0.86,1860,0.15920987938131606,0.00022923689643253705,17068,0.001
-0.7362276399999998,17232,4109,6.31,4,0.84,1870,0.15820414324601492,0.00021398212265921757,17130,0.001
-0.7297044900000001,17294,4124,6.27,4,0.84,1880,0.1653304398059845,0.0002486823286744766,17187,0.001
-0.7207049500000001,17371,4143,6.35,4,0.84,1890,0.15964690297842027,0.0001924510594108142,17265,0.001
-0.7224938999999999,17438,4159,6.3,4,0.85,1900,0.15878936648368835,0.00019351969967829064,17327,0.001
-0.7164142199999999,17501,4174,6.22,4,0.84,1910,0.15681502223014832,0.00019417370744382164,17394,0.001
-0.7114183900000001,17560,4189,6.19,4,0.83,1920,0.15830546075647528,0.0001900720248654993,17454,0.001
-0.7180651,17624,4204,6.29,4,0.86,1930,0.1587058092866625,0.0002121354835773153,17518,0.001
-0.7148225299999998,17684,4219,6.23,4,0.87,1940,0.15834558861596243,0.00019856593488449498,17577,0.001
-0.7231018,17749,4235,6.35,4,0.88,1950,0.1467313915491104,0.00024059729184955359,17639,0.001
-0.7061025999999999,17794,4246,6.19,4,0.85,1960,0.15244796574115754,0.00019103425729554145,17692,0.001
-0.7032288399999999,17857,4261,6.25,4,0.87,1970,0.17065484821796417,0.00019763577680957192,17751,0.001
-0.7119032999999999,17926,4278,6.32,4,0.88,1980,0.15984685470660528,0.00021164340675265217,17820,0.001
-0.7033013200000002,17984,4292,6.13,4,0.89,1990,0.1598039354596819,0.0001763062734555985,17878,0.001
-0.6977883499999998,18039,4305,6.01,4,0.88,2000,0.1576460301876068,0.00018559597499136413,17937,0.001
-0.6905957500000001,18089,4318,5.88,4,0.86,2010,0.16551252454519272,0.0001668948267858165,17982,0.001
-0.70869458,18154,4333,5.94,4,0.86,2020,0.15323631279170513,0.00017007143833325244,18045,0.001
-0.7077083600000001,18224,4350,6.0,4,0.85,2030,0.15773127724726996,0.00024189303561191386,18116,0.001
-0.7108705000000001,18289,4366,6.05,4,0.86,2040,0.1658825104435285,0.00019881186744896695,18182,0.001
-0.71739732,18364,4384,6.15,4,0.86,2050,0.16292882213989893,0.00018041308309572437,18248,0.001
-0.7350094699999999,18429,4400,6.35,4,0.9,2060,0.16102050883429392,0.00021043080986211344,18323,0.001
-0.7335201599999999,18493,4416,6.36,4,0.9,2070,0.1596076250076294,0.00018990917596966027,18387,0.001
-0.72163815,18545,4429,6.19,4,0.87,2080,0.16512077301740646,0.0001762143147061579,18443,0.001
-0.7350497800000001,18621,4447,6.37,4,0.87,2090,0.16345916901315963,0.00017486828645425185,18515,0.001
-0.7369742499999999,18686,4463,6.47,4,0.88,2100,0.1506613748414176,0.00019279107592800365,18584,0.001
-0.7423625499999998,18739,4476,6.5,4,0.88,2110,0.1537405326962471,0.00015252734010573477,18637,0.001
-0.7168605100000001,18785,4487,6.31,4,0.86,2120,0.15679201483726501,0.0001715873077046126,18679,0.001
-0.7095226199999999,18837,4500,6.13,4,0.84,2130,0.1545210544552122,0.00021295413690885262,18731,0.001
-0.7024708999999999,18902,4516,6.13,4,0.82,2140,0.165868379175663,0.00017460277740610763,18795,0.001
-0.6905595100000003,18963,4530,5.99,4,0.82,2150,0.15543962589332036,0.00020589365573999072,18856,0.001
-0.68932992,19019,4544,5.9,4,0.8,2160,0.164682075381279,0.00018753450422082096,18912,0.001
-0.6892837299999998,19079,4559,5.86,4,0.79,2170,0.1634014653308051,0.00017936142311165377,18977,0.001
-0.6944347999999998,19136,4573,5.91,4,0.8,2180,0.1661947127431631,0.00017876113270176575,19030,0.001
-0.6857393,19201,4589,5.8,4,0.8,2190,0.15959565554346358,0.0002036080155189016,19093,0.001
-0.68453263,19263,4604,5.77,4,0.79,2200,0.1629837229847908,0.00017999974079430103,19157,0.001
-0.6896077299999999,19323,4618,5.84,4,0.81,2210,0.16414555311203002,0.00018889152561314405,19221,0.001
-0.7047130199999999,19385,4633,6.0,4,0.84,2220,0.15927486334528243,0.00018037598679906556,19278,0.001
-0.70514657,19446,4648,6.09,4,0.87,2230,0.1620253643819264,0.0001922301993805117,19341,0.001
-0.7048407400000001,19501,4662,5.99,4,0.86,2240,0.16437314876488276,0.00017503193105637495,19390,0.001
-0.7099716900000002,19567,4678,6.04,4,0.86,2250,0.1611677280494145,0.00018401360804481165,19460,0.001
-0.70836352,19633,4694,6.14,4,0.87,2260,0.15884969064167567,0.00018802793887776455,19525,0.001
-0.69782974,19681,4706,6.02,4,0.85,2270,0.16835085153579712,0.00017493371560703964,19579,0.001
-0.70347304,19749,4722,6.13,4,0.86,2280,0.1572274203811373,0.0001968451085433896,19642,0.001
-0.69471737,19802,4735,6.01,4,0.85,2290,0.14379623532295227,0.00019357771088834852,19695,0.001
-0.70777779,19870,4752,6.07,4,0.86,2300,0.16092238894530705,0.00018773429578037133,19765,0.001
-0.6974371599999999,19928,4766,6.05,4,0.85,2310,0.16830515435763768,0.00017249295238538513,19822,0.001
-0.70155219,19996,4782,6.11,4,0.86,2320,0.1589711681008339,0.00017316307821602095,19888,0.001
-0.69481008,20047,4795,6.01,4,0.83,2330,0.15743299076954523,0.00015137176766681174,19940,0.001
-0.70386104,20112,4811,6.11,4,0.84,2340,0.16341127455234528,0.00016993180906865746,20006,0.001
-0.7007157699999997,20168,4824,6.01,4,0.82,2350,0.17111842334270477,0.00017584791930858046,20061,0.001
-0.69660895,20221,4837,5.88,4,0.81,2360,0.16605418920516968,0.00016997731872834266,20119,0.001
-0.70739668,20281,4851,6.0,4,0.83,2370,0.16453019032875696,0.0001922908219664047,20175,0.001
-0.6976377799999999,20340,4866,5.91,4,0.83,2380,0.15863744616508485,0.00016762351151555777,20232,0.001
-0.7035331100000001,20400,4880,5.98,4,0.83,2390,0.16383378207683563,0.00015297728428517336,20295,0.001
-0.70396682,20469,4897,5.99,4,0.84,2400,0.16452884674072266,0.00014996455047366908,20361,0.001
-0.7085473200000001,20529,4912,6.01,4,0.85,2410,0.15319887016500747,0.00016282488026523164,20422,0.001
-0.69881567,20584,4925,5.88,4,0.83,2420,0.16170706351598105,0.00014204833860276267,20478,0.001
-0.7060541499999998,20645,4940,5.98,4,0.85,2430,0.16116573247644636,0.00017138828116003424,20543,0.001
-0.7063209800000001,20703,4954,5.91,4,0.85,2440,0.16586851825316748,0.00015684471873100847,20596,0.001
-0.7052756800000001,20753,4966,5.85,4,0.85,2450,0.17283744258540018,0.0001853824859218938,20647,0.001
-0.71576103,20812,4981,5.91,4,0.85,2460,0.15691070506970087,0.00016999018528925566,20710,0.001
-0.71726366,20867,4994,5.86,4,0.83,2470,0.16056539118289948,0.0001854096699389629,20760,0.001
-0.71308218,20920,5007,5.8,4,0.8,2480,0.15442796796560287,0.00023197068367153406,20815,0.001
-0.7107675299999999,20977,5021,5.77,4,0.81,2490,0.16689332326253256,0.00015333996270783246,20871,0.001
-0.7009839800000002,21041,5036,5.72,4,0.8,2500,0.1481284722685814,0.00017778384790290147,20932,0.001
-0.70218768,21103,5051,5.74,4,0.8,2510,0.15478189289569855,0.00018013890367001294,20993,0.001
-0.7081843400000001,21162,5066,5.78,4,0.81,2520,0.16653946254934585,0.0002310655316770343,21055,0.001
-0.7153456300000001,21222,5080,5.77,4,0.81,2530,0.16397215127944947,0.00019823010079562665,21115,0.001
-0.71416131,21285,5095,5.82,4,0.82,2540,0.16257673076220922,0.00018861479683047428,21177,0.001
-0.7191348500000001,21336,5108,5.83,4,0.82,2550,0.1568761666615804,0.00018698580485458174,21234,0.001
-0.72504049,21404,5124,5.92,4,0.83,2560,0.16230275854468346,0.00017903517618833575,21297,0.001
-0.7148543400000001,21453,5136,5.86,4,0.83,2570,0.16171750852039882,0.00018160392106178084,21351,0.001
-0.7162943399999999,21506,5149,5.86,4,0.84,2580,0.16364103058973947,0.00015829674521228299,21400,0.001
-0.7245605999999998,21571,5165,5.94,4,0.85,2590,0.1635907143354416,0.00015031744468225433,21466,0.001
-0.7265716499999999,21634,5180,5.93,4,0.85,2600,0.17373821139335632,0.0001371312911422657,21528,0.001
-0.72532332,21695,5195,5.92,4,0.85,2610,0.15148443622248514,0.00014372233272297308,21589,0.001
-0.7294856300000001,21757,5210,5.95,4,0.86,2620,0.16661409437656402,0.00014817794726695865,21649,0.001
-0.71986784,21817,5225,5.95,4,0.86,2630,0.16542492310206094,0.00018760483847775808,21712,0.001
-0.71269293,21877,5239,5.92,4,0.85,2640,0.1555173322558403,0.00019267767493147403,21770,0.001
-0.71784333,21942,5255,6.06,4,0.87,2650,0.1674186810851097,0.00016790770314401016,21833,0.001
-0.7124465900000001,22004,5271,6.0,4,0.87,2660,0.161278207387243,0.00015869863688879247,21902,0.001
-0.73187239,22072,5287,6.19,4,0.89,2670,0.16226271291573843,0.00015057646346071528,21965,0.001
-0.7517991000000002,22136,5303,6.3,4,0.91,2680,0.16207422812779745,0.00016279044696905962,22034,0.001
-0.7413014099999999,22192,5316,6.21,4,0.89,2690,0.16012041909354074,0.00014253636202608635,22086,0.001
-0.74106593,22263,5333,6.29,4,0.89,2700,0.15785759261676244,0.00014270752892896,22149,0.001
-0.7414286699999999,22320,5347,6.25,4,0.88,2710,0.16209298372268677,0.00015137157918486212,22213,0.001
-0.7297739899999999,22372,5360,6.15,4,0.85,2720,0.16328747073809305,0.00015646913622428352,22270,0.001
-0.7335346799999999,22443,5377,6.26,4,0.86,2730,0.1665599729333605,0.00014439453765849715,22337,0.001
-0.7381896800000003,22504,5392,6.27,4,0.87,2740,0.15771475434303284,0.0001408501666446682,22399,0.001
-0.7310832900000002,22559,5406,6.17,4,0.86,2750,0.18569876998662949,0.00017102980928029865,22452,0.001
-0.72068129,22611,5418,6.07,4,0.84,2760,0.16611485821860178,0.0001340839672983358,22506,0.001
-0.7197584200000001,22678,5434,6.06,4,0.83,2770,0.1665556707552501,0.00014726527193228582,22568,0.001
-0.7026342200000001,22736,5449,6.0,4,0.82,2780,0.16640310202326095,0.00015982103338631402,22634,0.001
-0.71701864,22804,5465,6.12,4,0.84,2790,0.16417041846684047,0.00017784654794793044,22699,0.001
-0.7155069699999999,22865,5480,6.02,4,0.83,2800,0.16715098917484283,0.00016366429917979985,22758,0.001
-0.7175414599999997,22924,5494,6.04,4,0.83,2810,0.1629217118024826,0.00014415625628316775,22818,0.001
-0.7232177599999998,22979,5508,6.07,4,0.84,2820,0.1554725021123886,0.0001162692133220844,22873,0.001
-0.7318844000000001,23044,5524,6.01,4,0.84,2830,0.16340616842110953,0.00011763663496822119,22937,0.001
-0.74405963,23115,5541,6.11,4,0.85,2840,0.16249926388263702,0.00013655995135195554,23007,0.001
-0.73593676,23169,5554,6.1,4,0.86,2850,0.16627932488918304,0.0001453509903512895,23067,0.001
-0.7397431000000002,23227,5568,6.16,4,0.87,2860,0.1660888815919558,0.0001267207832521914,23125,0.001
-0.72924432,23283,5582,6.05,4,0.87,2870,0.15504877269268036,0.00012934028685170537,23177,0.001
-0.73237076,23346,5597,6.1,4,0.89,2880,0.1679809421300888,0.00012244835088495165,23239,0.001
-0.7298689700000002,23405,5611,6.01,4,0.87,2890,0.16101734898984432,0.00013659816431754734,23298,0.001
-0.7190152000000001,23454,5623,5.89,4,0.85,2900,0.1597165380205427,0.00013221011301668893,23352,0.001
-0.7200724599999999,23524,5640,6.0,4,0.87,2910,0.16763069729010263,0.0001298101560678333,23415,0.001
-0.72367503,23584,5655,6.05,4,0.87,2920,0.1693268120288849,0.00013929935630585533,23482,0.001
-0.7166935699999998,23645,5670,6.01,4,0.85,2930,0.1645091414451599,0.0001147873372246977,23538,0.001
-0.69819112,23702,5684,5.87,4,0.84,2940,0.1687449961900711,0.00013897254999998646,23596,0.001
-0.7136572999999999,23764,5699,5.95,4,0.84,2950,0.15906448165575662,0.0001260880550641256,23657,0.001
-0.7230388700000002,23828,5714,6.01,4,0.85,2960,0.15799437649548054,0.0001517450473329518,23721,0.001
-0.72419003,23887,5729,6.04,4,0.85,2970,0.1663388932744662,0.00014817318394004056,23778,0.001
-0.7271543399999999,23948,5743,6.02,4,0.84,2980,0.1691937851054328,0.0001267716839460523,23842,0.001
-0.72638589,24014,5759,6.09,4,0.84,2990,0.1620696224272251,0.00012622821850527544,23909,0.001
-0.73318415,24077,5775,6.23,4,0.87,3000,0.17822570353746414,0.00010725098400143906,23972,0.001
-0.7309833299999999,24133,5788,6.09,4,0.85,3010,0.17398406990936824,0.0001388606397085823,24027,0.001
-0.7260532799999999,24190,5802,6.06,4,0.85,3020,0.17158231139183044,0.00014601526345359161,24084,0.001
-0.72627019,24254,5818,6.09,4,0.87,3030,0.16280470192432403,0.00011857908830279485,24147,0.001
-0.72921984,24321,5834,6.19,4,0.88,3040,0.17090829958518347,0.00012358289920181656,24214,0.001
-0.7246447899999999,24385,5850,6.21,4,0.88,3050,0.1719242905577024,0.00013812817875683928,24277,0.001
-0.7128041199999999,24439,5863,6.11,4,0.87,3060,0.17054937531550726,0.00010477240721229464,24334,0.001
-0.7081736100000002,24496,5877,6.09,4,0.87,3070,0.17297566682100296,0.0001433199067832902,24388,0.001
-0.7105253300000001,24558,5892,6.1,4,0.87,3080,0.16512771447499594,0.00011676202605788906,24452,0.001
-0.7098617699999998,24619,5907,6.05,4,0.88,3090,0.1775791496038437,0.00011238430306548253,24512,0.001
-0.7057908500000001,24678,5921,6.01,4,0.88,3100,0.17281879733006159,0.00011841584879827376,24573,0.001
-0.70532318,24739,5936,6.06,4,0.89,3110,0.16235495855410895,0.0002154848310359133,24633,0.001
-0.7079853800000001,24796,5950,6.06,4,0.89,3120,0.16807877719402314,0.0001406619427143596,24690,0.001
-0.7057644199999998,24858,5965,6.04,4,0.88,3130,0.16929287782737187,0.00014089047285129448,24751,0.001
-0.7025336899999999,24909,5977,5.88,4,0.85,3140,0.18028003722429276,0.00011486771836644039,24802,0.001
-0.70269728,24972,5993,5.87,4,0.85,3150,0.16746336647442409,0.00011497635465015524,24865,0.001
-0.7049819500000001,25030,6007,5.91,4,0.85,3160,0.16699124446937016,0.00011042422452841752,24922,0.001
-0.7034470399999998,25091,6022,5.95,4,0.84,3170,0.1688810189565023,0.00015636846607473368,24981,0.001
-0.69405963,25145,6035,5.87,4,0.83,3180,0.1728089153766632,0.00011701024361952608,25039,0.001
-0.6881041999999999,25195,6047,5.76,4,0.8,3190,0.17768371850252151,0.0001359976813546382,25093,0.001
-0.6914960000000001,25253,6061,5.75,4,0.8,3200,0.16679775416851045,0.00012991581024834886,25146,0.001
-0.6824366599999999,25310,6075,5.71,4,0.79,3210,0.17068294542176382,0.00010341216797574557,25205,0.001
-0.67638739,25369,6089,5.73,4,0.8,3220,0.1671554297208786,0.0001493472809670493,25263,0.001
-0.67415045,25435,6105,5.77,4,0.8,3230,0.17521456522600992,0.00011008768550319863,25328,0.001
-0.68200771,25492,6119,5.83,4,0.81,3240,0.17135999848445257,0.00011416800043662079,25385,0.001
-0.6792306199999999,25548,6133,5.76,4,0.8,3250,0.17344511051972708,0.00011603604313374187,25446,0.001
-0.6839653800000001,25618,6150,5.88,4,0.82,3260,0.16759734600782394,0.00011241669684144047,25512,0.001
-0.6912655299999999,25680,6165,5.89,4,0.85,3270,0.17573578357696534,0.00012383417488308622,25575,0.001
-0.70494638,25744,6180,5.99,4,0.87,3280,0.1718623459339142,0.00012075420236214995,25638,0.001
-0.70803101,25803,6195,6.08,4,0.9,3290,0.1709032654762268,0.00012055897095706314,25698,0.001
-0.7053221400000002,25860,6209,6.07,4,0.89,3300,0.16936278939247132,0.00013164680713089182,25753,0.001
-0.7150126200000002,25919,6223,6.09,4,0.9,3310,0.17017182282039098,0.0001250612237657021,25812,0.001
-0.72600695,25979,6238,6.1,4,0.89,3320,0.16828657190004984,0.00010870243568206206,25871,0.001
-0.7281687000000001,26037,6252,6.02,4,0.88,3330,0.17423315133367265,0.00012130243287953948,25930,0.001
-0.7210992999999999,26092,6265,6.0,4,0.88,3340,0.1754754215478897,0.00013649369648192078,25986,0.001
-0.71093014,26147,6278,5.99,4,0.89,3350,0.1631644695997238,0.00013437777233775704,26045,0.001
-0.7208896100000001,26223,6297,6.05,4,0.89,3360,0.1709408387541771,0.0001352572811204785,26114,0.001
-0.7198575000000002,26288,6313,6.08,4,0.89,3370,0.17370969908578054,0.00010831673924777923,26181,0.001
-0.7063263699999999,26343,6326,5.99,4,0.87,3380,0.1792079284787178,0.00011906371946679428,26241,0.001
-0.70851585,26404,6341,6.01,4,0.86,3390,0.19167666882276535,0.00011326532694511116,26298,0.001
-0.7071105400000001,26455,6354,5.95,4,0.85,3400,0.1669384315609932,0.00011698192884068703,26348,0.001
-0.71900117,26524,6370,6.05,4,0.85,3410,0.19110790640115738,0.00012534459528978914,26414,0.001
-0.7127919999999999,26582,6385,6.03,4,0.85,3420,0.18080189398356847,8.57472509129106e-05,26477,0.001
-0.7128282,26644,6400,6.07,4,0.86,3430,0.17589136958122253,0.0001678921325947158,26537,0.001
-0.7205126199999999,26706,6415,6.14,4,0.87,3440,0.17867826111614704,0.00012896989846922224,26600,0.001
-0.7232604000000002,26759,6428,6.12,4,0.86,3450,0.18326444625854493,0.00010963429958792404,26654,0.001
-0.7131212899999998,26821,6443,5.98,4,0.84,3460,0.1808183640241623,0.00012037442229484441,26712,0.001
-0.7227772400000001,26885,6458,5.97,4,0.84,3470,0.1789837862764086,9.928400894360883e-05,26780,0.001
-0.72389067,26944,6473,6.01,4,0.85,3480,0.18046005708830698,0.000127303962861853,26839,0.001
-0.7198792100000001,27000,6486,5.96,4,0.86,3490,0.17707028488318124,0.00012305170093895867,26894,0.001
-0.72717908,27063,6501,6.08,4,0.88,3500,0.18093283474445343,0.0001144841851782985,26956,0.001
-0.7076177899999999,27122,6516,5.98,4,0.89,3510,0.18198901840618678,0.0001411668916781699,27016,0.001
-0.70447798,27173,6528,5.91,4,0.89,3520,0.1759704351425171,0.00010981756037965949,27071,0.001
-0.6971099100000001,27225,6541,5.81,4,0.88,3530,0.17873069643974304,9.929627205045628e-05,27118,0.001
-0.6926113699999997,27284,6555,5.78,4,0.87,3540,0.16834091395139694,9.915106420521624e-05,27177,0.001
-0.7014184899999999,27345,6570,5.86,4,0.87,3550,0.1869078998764356,0.00010538794837581615,27238,0.001
-0.6958807599999999,27404,6585,5.83,4,0.88,3560,0.17914815885680063,9.421715679179345e-05,27299,0.001
-0.69159738,27465,6599,5.8,4,0.87,3570,0.1803229469805956,0.00010683075106499018,27360,0.001
-0.6988662400000001,27526,6614,5.82,4,0.87,3580,0.17956702836922236,0.00011418894635945824,27419,0.001
-0.6973450400000002,27583,6628,5.83,4,0.86,3590,0.17616691333906992,0.00012218451593071222,27481,0.001
-0.68664306,27645,6643,5.82,4,0.87,3600,0.17787798990805945,0.00011441610452796643,27539,0.001
-0.6967307400000001,27709,6659,5.87,4,0.87,3610,0.18768808032785142,0.00010910873762830826,27603,0.001
