rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/success_rate,time/episodes,train/actor_loss,train/critic_loss,train/n_updates,train/learning_rate
-1.09951771,2154,466,9.37,4,0.0,280,0.39868841202635513,0.0008007658945739662,2038,0.001
-1.09524558,2238,485,9.37,4,0.0,290,0.3964189179241657,0.0007317321142181754,2131,0.001
-1.10686718,2332,506,9.54,4,0.01,300,0.4090447823206584,0.0009695228945929557,2226,0.001
-1.13956537,2495,544,10.5,4,0.01,310,0.4066310441493988,0.0008425774233182892,2393,0.001
-1.19978009,2688,590,11.59,4,0.02,320,0.403330534696579,0.0006704642612021417,2581,0.001
-1.1594569700000001,2762,606,11.13,4,0.04,330,0.4125702679157257,0.0008865567389875651,2653,0.001
-1.17669439,3011,666,11.97,4,0.05,340,0.412837769304003,0.0010539986209810845,2909,0.001
-1.3072549099999997,3264,725,13.43,4,0.05,350,0.40459443415914265,0.0007850100352827992,3064,0.001
-1.51318907,3701,831,17.08,4,0.08,360,0.39778922498226166,0.0016803922189865261,3594,0.001
-1.7092436100000001,4129,935,20.62,4,0.08,370,0.39624787867069244,0.0011231786338612437,4022,0.001
-1.7543760700000002,4297,975,21.43,4,0.1,380,0.4059421271085739,0.001413219569561382,4195,0.001
-1.80964156,4494,1021,22.56,4,0.11,390,0.41087450459599495,0.0012576203516800888,4380,0.001
-1.9177698099999998,4893,1117,25.61,4,0.14,400,0.4124231850489592,0.0014021280385816519,4693,0.001
-1.9585302400000004,5208,1194,27.13,4,0.19,410,0.4017452120780945,0.0012385110062314198,5102,0.001
-1.9013457599999999,5368,1232,26.8,4,0.23,420,0.39316738519487504,0.001332218903912632,5266,0.001
-1.9344160300000002,5596,1288,28.34,4,0.28,430,0.3817298683524132,0.00136960798088694,5491,0.001
-1.86706628,5852,1350,28.41,4,0.34,440,0.3641937357187271,0.0014912899461342023,5745,0.001
-1.7110690199999998,5957,1375,26.93,4,0.42,450,0.36745521426200867,0.0009068886865861714,5850,0.001
-1.5011882499999998,6067,1402,23.66,4,0.46,460,0.3472209443648656,0.001383555210971584,5951,0.001
-1.35094662,6323,1463,21.94,4,0.52,470,0.33555688099427655,0.0018773176389831033,6123,0.001
-1.29473795,6428,1489,21.31,4,0.57,480,0.3266797537604968,0.0013473233290521118,6312,0.001
-1.2813097500000001,6642,1541,21.48,4,0.64,490,0.31647247448563576,0.0015708675928181037,6533,0.001
-1.16926049,6801,1580,19.08,4,0.66,500,0.3005215989218818,0.0012551196462785204,6693,0.001
-1.07080491,6861,1594,16.53,4,0.66,510,0.3027370462292119,0.0012398670660331845,6753,0.001
-1.0578945,7028,1635,16.6,4,0.68,520,0.2907764532349326,0.0012263786576857622,6921,0.001
-1.0328348299999999,7131,1659,15.35,4,0.68,530,0.2899361550807953,0.0011014564162386315,7020,0.001
-0.99499584,7276,1694,14.24,4,0.71,540,0.2873658100143075,0.0012247581562405685,7167,0.001
-0.9823829399999999,7348,1712,13.91,4,0.7,550,0.2838438238416399,0.001173531320611281,7239,0.001
-0.9925224999999999,7481,1744,14.14,4,0.72,560,0.27487558871507645,0.0011456818392616697,7372,0.001
-0.9271489999999999,7554,1762,12.31,4,0.75,570,0.277398373399462,0.0010681863558212562,7443,0.001
-0.9257744099999999,7671,1790,12.43,4,0.76,580,0.27475875190326143,0.0015294381384072559,7553,0.001
-0.9624860499999999,8002,1871,13.6,4,0.75,590,0.2562922388315201,0.0013355265643137197,7895,0.001
-0.9263802000000001,8094,1893,12.93,4,0.76,600,0.247309331710522,0.0012417278127171672,7988,0.001
-0.9206718300000003,8151,1907,12.9,4,0.78,610,0.25692520822797504,0.0011634780010873719,8042,0.001
-0.8951877600000002,8227,1925,11.99,4,0.79,620,0.25037684185164316,0.0011169797258584627,8119,0.001
-0.8927118300000001,8347,1954,12.16,4,0.79,630,0.2458018408371852,0.0011063179968354793,8238,0.001
-0.8894094499999998,8450,1979,11.74,4,0.77,640,0.2445734456181526,0.001110916503239423,8339,0.001
-0.9024989800000002,8540,2001,11.92,4,0.78,650,0.24145041406154633,0.0011932443511406226,8430,0.001
-0.8758300499999997,8602,2015,11.21,4,0.75,660,0.23695415897028788,0.0009161482116074435,8496,0.001
-0.8685010599999998,8669,2031,11.15,4,0.71,670,0.23822406927744547,0.0012962729670107365,8562,0.001
-0.8614480600000001,8777,2057,11.06,4,0.7,680,0.23679001842226302,0.0009210741180660469,8655,0.001
-0.75878722,8860,2077,8.58,4,0.7,690,0.2393058410712651,0.0010048499014893813,8749,0.001
-0.76927953,8966,2103,8.72,4,0.7,700,0.23517566067831858,0.0008375727338716388,8859,0.001
-0.7920262100000002,9048,2122,8.97,4,0.7,710,0.2268519625067711,0.001176321013190318,8942,0.001
-0.84943072,9234,2167,10.07,4,0.69,720,0.2294874914428767,0.0009465232844163171,9123,0.001
-0.8370013599999999,9317,2187,9.7,4,0.71,730,0.22535823782285055,0.0008654825441125366,9209,0.001
-0.8557197199999997,9503,2232,10.53,4,0.71,740,0.22409374160426004,0.0009532878175377846,9303,0.001
-0.8516761800000002,9587,2253,10.47,4,0.72,750,0.21312001134668077,0.0009006332007369825,9476,0.001
-0.8828696799999999,9737,2289,11.35,4,0.74,760,0.21539716670910516,0.0009295937876837949,9635,0.001
-0.89706045,9834,2313,11.65,4,0.77,770,0.21073981374502182,0.0008937171660363674,9717,0.001
-0.8962874100000002,9933,2337,11.56,4,0.79,780,0.20860386888186136,0.0009659252245910466,9826,0.001
-0.90258646,10053,2366,11.93,4,0.79,790,0.20042378269135952,0.000917869656404946,9945,0.001
-0.8940036300000002,10120,2382,11.54,4,0.8,800,0.21066291795836556,0.0007316468205923835,10004,0.001
-0.8862217000000001,10206,2403,11.58,4,0.81,810,0.21080870713506425,0.0007008417659173054,10100,0.001
-0.8305999100000002,10284,2422,10.5,4,0.83,820,0.21185443443911417,0.0007360941173309195,10177,0.001
-0.8255315499999999,10349,2438,10.32,4,0.83,830,0.19939737021923065,0.0007467616233043373,10243,0.001
-0.7957666299999998,10416,2454,9.13,4,0.84,840,0.20345906416575113,0.0007182314875535667,10309,0.001
-0.79488136,10503,2475,9.16,4,0.84,850,0.19651968777179718,0.0007761857996229082,10392,0.001
-0.7748126699999999,10588,2496,8.51,4,0.85,860,0.19746442884206772,0.0005847267166245729,10482,0.001
-0.75411863,10643,2509,8.09,4,0.85,870,0.2017068788409233,0.0006771187957686683,10537,0.001
-0.7493555600000001,10707,2525,7.74,4,0.85,880,0.20586332891668593,0.0006069467303210071,10598,0.001
-0.7456049899999999,10768,2540,7.15,4,0.86,890,0.19671825638839177,0.0007336794348832752,10660,0.001
-0.77048317,10911,2574,7.91,4,0.87,900,0.19503629704316458,0.0005787788023654786,10805,0.001
-0.76465439,10995,2595,7.89,4,0.87,910,0.1927047073841095,0.0007712555234320462,10890,0.001
-0.7666986000000001,11061,2610,7.77,4,0.84,920,0.20071917985166823,0.0007118530504937683,10954,0.001
-0.7713154200000001,11137,2628,7.88,4,0.84,930,0.18844152428209782,0.0006988337845541537,11030,0.001
-0.76187741,11222,2649,8.06,4,0.84,940,0.19505974153677622,0.0006522071150053913,11120,0.001
-0.7606097599999999,11282,2664,7.79,4,0.82,950,0.20113758471879092,0.0007106422933495858,11174,0.001
-0.7549453399999999,11350,2680,7.62,4,0.82,960,0.1915172359773091,0.0005826531310698815,11243,0.001
-0.7696055300000001,11423,2698,7.8,4,0.83,970,0.194925919175148,0.0006396905713093778,11309,0.001
-0.76700527,11496,2716,7.89,4,0.81,980,0.19646007120609282,0.0005968431767541915,11389,0.001
-0.7678994200000001,11591,2739,8.23,4,0.8,990,0.18590016067028045,0.000737631693482399,11479,0.001
-0.7597006000000002,11692,2763,7.81,4,0.78,1000,0.18536145772252763,0.0005105594505688974,11585,0.001
-0.7645220500000001,11762,2780,7.67,4,0.79,1010,0.18876572166170394,0.0005581267760135233,11653,0.001
-0.7596037399999999,11837,2798,7.76,4,0.82,1020,0.18907199303309122,0.0005969884999406835,11729,0.001
-0.7519899199999999,11915,2817,7.78,4,0.83,1030,0.18480601906776428,0.0006070451844217521,11810,0.001
