time/fps,time/time_elapsed,time/total_timesteps,time/episodes,rollout/success_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/ent_coef,train/actor_loss,train/ent_coef_loss,train/n_updates,train/learning_rate,train/critic_loss
4,14125,57342,9130,0.78,-0.7399427900000001,5.97,0.004536217078566551,0.33275115489959717,0.696936845779419,57241,0.001,0.000211312435567379
4,14141,57406,9140,0.8,-0.73982818,6.03,0.004611516371369362,0.3242708444595337,-0.4470544457435608,57305,0.001,0.00021712566376663744
4,14153,57457,9150,0.78,-0.72415438,5.86,0.004545113537460566,0.3156295716762543,-0.36801743507385254,57356,0.001,0.0002368522109463811
4,14169,57518,9160,0.78,-0.7199987999999999,5.79,0.004566757474094629,0.32799267768859863,1.466416358947754,57417,0.001,0.0003275742055848241
4,14183,57576,9170,0.77,-0.7132284099999999,5.74,0.004594407510012388,0.2901405096054077,-0.627185583114624,57475,0.001,0.0001622279523871839
4,14198,57637,9180,0.79,-0.7318232,5.85,0.004608607850968838,0.30353450775146484,-0.3084685206413269,57536,0.001,0.00014392129378393292
4,14215,57705,9190,0.79,-0.72722885,5.79,0.004658126272261143,0.32288694381713867,0.2645059823989868,57604,0.001,0.00019981450168415904
4,14229,57762,9200,0.79,-0.7325389,5.86,0.004688696004450321,0.3159187138080597,-0.06192511320114136,57661,0.001,0.00013387904618866742
4,14242,57813,9210,0.79,-0.7209623399999999,5.82,0.004622720181941986,0.33494672179222107,2.968231201171875,57712,0.001,0.00014201152953319252
4,14256,57870,9220,0.8,-0.71892657,5.82,0.0046171643771231174,0.31713545322418213,0.948072075843811,57769,0.001,0.00017791788559406996
4,14272,57931,9230,0.81,-0.7203406199999999,5.89,0.004646346904337406,0.3214699625968933,-0.7035303115844727,57830,0.001,0.00014510886103380471
4,14283,57977,9240,0.76,-0.70924276,5.71,0.004631685093045235,0.30912351608276367,0.33876562118530273,57876,0.001,0.0001434572332073003
4,14297,58031,9250,0.76,-0.71645565,5.74,0.004649362992495298,0.31192734837532043,0.6211432814598083,57930,0.001,0.00016304189921356738
4,14313,58096,9260,0.76,-0.7264128499999998,5.78,0.004608961753547192,0.30748170614242554,-1.4021366834640503,57995,0.001,0.00017745430523063987
4,14328,58156,9270,0.76,-0.7184418500000003,5.8,0.004599887877702713,0.32151415944099426,2.237037420272827,58055,0.001,0.00012221848010085523
4,14340,58205,9280,0.73,-0.7023478600000002,5.68,0.004591481294482946,0.3136419951915741,0.14764410257339478,58104,0.001,0.0002758779446594417
4,14356,58268,9290,0.72,-0.70080331,5.63,0.004566844552755356,0.3053323030471802,-0.33214423060417175,58167,0.001,0.0001121130189858377
4,14368,58318,9300,0.71,-0.6971171700000001,5.56,0.004565370734781027,0.2963547110557556,-0.06125965714454651,58217,0.001,0.00014679947344120592
4,14379,58362,9310,0.69,-0.6972775099999999,5.49,0.004589053802192211,0.29839879274368286,0.15441961586475372,58261,0.001,0.0001307935599470511
4,14392,58413,9320,0.68,-0.6978746499999999,5.43,0.004644541535526514,0.2673683762550354,-0.09814020991325378,58312,0.001,0.0001604263816261664
4,14407,58473,9330,0.68,-0.7015941899999999,5.42,0.00456033181399107,0.33390378952026367,0.02895469218492508,58372,0.001,0.00016948324628174305
4,14422,58533,9340,0.73,-0.70286728,5.56,0.004550200887024403,0.2945021986961365,0.9431518912315369,58432,0.001,0.00010912370635196567
4,14437,58595,9350,0.75,-0.7035397299999998,5.64,0.004501562099903822,0.31918269395828247,2.0786631107330322,58494,0.001,0.00023434055037796497
4,14448,58637,9360,0.72,-0.6873527199999999,5.41,0.004551563877612352,0.3017388582229614,-0.43754082918167114,58536,0.001,0.00017820802167989314
4,14464,58701,9370,0.73,-0.69929223,5.45,0.004580619279295206,0.2921879291534424,0.8622745275497437,58600,0.001,9.917419811245054e-05
4,14477,58755,9380,0.74,-0.7121823399999999,5.5,0.004560612607747316,0.2970643937587738,-0.6644830703735352,58654,0.001,0.0001449328992748633
4,14493,58817,9390,0.73,-0.71617742,5.49,0.004371789284050465,0.3224019408226013,1.2537405490875244,58716,0.001,0.00015845276357140392
4,14504,58863,9400,0.73,-0.71125118,5.45,0.0044822292402386665,0.2877698838710785,1.1700242757797241,58762,0.001,0.000152571068610996
4,14516,58912,9410,0.74,-0.7117250700000001,5.5,0.004498980473726988,0.29124701023101807,-0.6087815761566162,58811,0.001,0.0001453988952562213
4,14532,58975,9420,0.76,-0.71532313,5.62,0.004508249461650848,0.30545616149902344,-0.8637394905090332,58874,0.001,0.0001658506807871163
4,14544,59025,9430,0.75,-0.69846707,5.52,0.004487462341785431,0.31128814816474915,0.9362363815307617,58924,0.001,0.00027877953834831715
4,14559,59084,9440,0.74,-0.6969603699999999,5.51,0.004517200868576765,0.29803359508514404,0.8395636081695557,58983,0.001,0.00018602469936013222
4,14576,59151,9450,0.75,-0.7019409799999999,5.56,0.004548257682472467,0.2942765951156616,0.8778441548347473,59050,0.001,0.00021773145999759436
4,14593,59218,9460,0.79,-0.71954165,5.81,0.004560757894068956,0.3102870285511017,1.1614863872528076,59117,0.001,0.00012258492643013597
4,14609,59284,9470,0.79,-0.70734255,5.83,0.0045592752285301685,0.2924172282218933,-0.14252448081970215,59183,0.001,0.00015891549992375076
