rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/episodes,time/fps,rollout/success_rate,train/n_updates,train/critic_loss,train/actor_loss,train/learning_rate
-0.39501127,5437,5.11,27211,4800,5,0.96,27105,9.024864690824566e-06,0.1365545652806759,0.001
-0.3925659,5447,5.12,27263,4810,5,0.97,27159,1.3454795634970651e-05,0.13303461422522864,0.001
-0.38543049999999995,5458,5.05,27313,4820,5,0.97,27207,8.946693742473145e-06,0.13312772214412688,0.001
-0.38683164999999997,5467,5.06,27361,4830,5,0.98,27256,1.1763097791117617e-05,0.13413911759853364,0.001
-0.39243088,5478,5.09,27413,4840,5,0.98,27307,9.619443138338587e-06,0.135782760878404,0.001
-0.39716306,5489,5.13,27467,4850,5,0.98,27362,1.356512681619885e-05,0.13604301462570825,0.001
-0.39564211,5498,5.11,27513,4860,5,0.98,27409,1.1018323675671127e-05,0.13723525702953338,0.001
-0.4027668,5509,5.17,27570,4870,5,0.98,27465,1.1253364239867855e-05,0.13739198446273804,0.001
-0.39549586000000003,5520,5.14,27623,4880,5,0.98,27518,1.4867481089216502e-05,0.1326480507850647,0.001
-0.3959756099999999,5530,5.15,27672,4890,5,0.98,27566,1.1649499174382073e-05,0.13246800005435944,0.001
-0.39322885,5539,5.09,27720,4900,5,0.97,27615,1.403486130584497e-05,0.13671575784683226,0.001
-0.39085422000000003,5550,5.09,27772,4910,5,0.97,27666,7.271562299138168e-06,0.13159317672252654,0.001
-0.39209981,5559,5.06,27819,4920,5,0.96,27715,1.0749534567366936e-05,0.1352301388978958,0.001
-0.3925659999999999,5570,5.08,27869,4930,5,0.96,27763,6.857663947812398e-06,0.13433761522173882,0.001
-0.38645279999999993,5579,5.02,27915,4940,5,0.95,27809,2.431953964787681e-05,0.13385184109210968,0.001
-0.38449279000000003,5589,4.98,27965,4950,5,0.95,27861,1.4424690562009346e-05,0.1332271806895733,0.001
-0.38726103,5599,5.04,28017,4960,5,0.96,27912,1.2722394967568106e-05,0.13919840157032012,0.001
-0.3843967300000001,5608,4.88,28058,4970,5,0.92,27956,9.829971713770646e-06,0.13719186782836915,0.001
-0.3894519700000001,5618,4.85,28108,4980,5,0.9,28003,1.648553870836622e-05,0.1340231622258822,0.001
-0.39311306,5628,4.9,28162,4990,5,0.9,28058,8.540358749087318e-06,0.13961998745799065,0.001
-0.38953107,5638,4.88,28208,5000,5,0.9,28104,5.603579324997554e-06,0.13841794803738594,0.001
-0.38772554,5647,4.84,28256,5010,5,0.9,28154,1.3554132237914018e-05,0.1359305133422216,0.001
-0.38331003,5658,4.89,28308,5020,5,0.91,28202,1.2116802736272803e-05,0.13802269101142883,0.001
-0.38449075,5668,4.89,28358,5030,5,0.91,28254,6.994660543568898e-06,0.13396479785442353,0.001
-0.38772132000000004,5677,4.9,28405,5040,5,0.91,28299,6.844998097221833e-06,0.1342441588640213,0.001
-0.38898920000000003,5687,4.9,28455,5050,5,0.9,28349,1.4801265206187963e-05,0.13375169038772583,0.001
-0.38557297999999995,5697,4.87,28504,5060,5,0.9,28400,7.76232582211378e-06,0.13277002051472664,0.001
-0.3829740600000001,5706,4.93,28551,5070,5,0.93,28446,1.636652465701142e-05,0.141766386727492,0.001
-0.3792595999999999,5716,4.92,28600,5080,5,0.95,28495,4.393893050291808e-06,0.13229180872440338,0.001
-0.3784951900000001,5727,4.89,28651,5090,5,0.95,28547,1.029568117398109e-05,0.1363289567331473,0.001
-0.38133736,5737,4.94,28702,5100,5,0.96,28597,8.163976144714979e-06,0.13551217019557954,0.001
-0.38573096999999995,5747,4.97,28753,5110,5,0.96,28647,1.1328087415070817e-05,0.1333447645107905,0.001
-0.38878098,5757,4.94,28802,5120,5,0.96,28695,1.937295910465764e-05,0.1337574303150177,0.001
-0.3856613,5767,4.94,28852,5130,5,0.96,28747,1.7153982753370656e-05,0.1301924716681242,0.001
-0.38825771,5778,5.02,28907,5140,5,0.97,28802,1.3243243554623203e-05,0.13232396046320596,0.001
-0.38909815999999997,5788,5.01,28956,5150,5,0.97,28850,7.230530081869802e-06,0.13708115816116334,0.001
-0.39580589999999993,5799,5.04,29008,5160,5,0.97,28903,3.44545958796516e-05,0.13439421653747557,0.001
-0.3994174999999999,5809,5.09,29060,5170,5,0.97,28955,7.899071476913377e-06,0.1410234561190009,0.001
-0.39989386000000005,5820,5.13,29113,5180,5,0.97,29007,1.1841610012197635e-05,0.1345356285572052,0.001
-0.40084295000000014,5830,5.1,29161,5190,5,0.96,29059,5.577478759732912e-06,0.13371825218200684,0.001
-0.40826116,5841,5.15,29217,5200,5,0.96,29111,8.803511718724621e-06,0.1398248908420404,0.001
-0.40413045999999986,5852,5.18,29271,5210,5,0.97,29165,1.0444057079439516e-05,0.1349299132823944,0.001
-0.4065818,5863,5.22,29324,5220,5,0.96,29219,1.4100615544521133e-05,0.13616300001740456,0.001
-0.41224824,5873,5.23,29375,5230,5,0.95,29270,6.089115458962624e-06,0.13533462584018707,0.001
-0.41149255,5883,5.2,29427,5240,5,0.95,29321,1.0064439447887707e-05,0.13804067373275758,0.001
-0.41282214000000006,5895,5.27,29483,5250,5,0.96,29377,8.382891532424505e-06,0.13885389055524552,0.001
-0.40742384000000004,5904,5.22,29530,5260,5,0.95,29424,7.806825806255802e-06,0.13611738135417303,0.001
-0.41366615,5915,5.26,29586,5270,5,0.96,29481,7.625939967207766e-06,0.13180693735678992,0.001
-0.4118079999999999,5925,5.21,29634,5280,5,0.95,29529,9.072865850612288e-06,0.13533145810166994,0.001
-0.40716018,5935,5.21,29682,5290,5,0.96,29577,5.781269010185497e-06,0.13621110022068023,0.001
-0.4001437,5945,5.16,29733,5300,5,0.96,29628,1.0886828749789857e-05,0.1381810873746872,0.001
-0.40160745999999997,5955,5.12,29783,5310,5,0.95,29679,1.3021419727010653e-05,0.13715491592884063,0.001
-0.39593182,5963,5.01,29825,5320,5,0.93,29723,1.835247940107365e-05,0.13694059352080026,0.001
-0.39598653999999994,5974,5.02,29877,5330,5,0.94,29771,6.755409413017333e-06,0.13803276121616365,0.001
-0.3945474000000001,5983,4.95,29922,5340,5,0.93,29817,1.6204473831749054e-05,0.14279815554618835,0.001
-0.39103177999999994,5992,4.86,29969,5350,5,0.92,29864,1.4620997353631537e-05,0.13776289522647858,0.001
-0.39278779,6003,4.89,30019,5360,5,0.92,29913,1.0714170305921774e-05,0.13907975206772485,0.001
-0.38377610000000006,6012,4.82,30068,5370,5,0.91,29961,9.367641647865336e-06,0.13337856282790503,0.001
-0.38417640999999997,6023,4.87,30121,5380,5,0.92,30017,7.2073362389346585e-06,0.13781517123182616,0.001
-0.3847409400000001,6032,4.84,30166,5390,5,0.91,30061,1.7755815861164592e-05,0.1398804932832718,0.001
-0.38930566,6043,4.89,30222,5400,5,0.91,30117,3.7269265400633835e-05,0.1390083134174347,0.001
-0.38712562999999994,6053,4.87,30270,5410,5,0.91,30166,8.492722372466233e-06,0.1397998072206974,0.001
-0.39303882000000007,6063,4.95,30320,5420,5,0.94,30214,1.0204101909039309e-05,0.13208854347467422,0.001
-0.39076319,6074,4.96,30373,5430,5,0.94,30267,1.3506759751180653e-05,0.13704900145530702,0.001
-0.39402724000000006,6084,5.01,30423,5440,5,0.94,30317,9.537299320072634e-06,0.1302665670712789,0.001
-0.40257598,6095,5.1,30479,5450,4,0.95,30373,1.0324503818992525e-05,0.13987482835849127,0.001
-0.40174209,6106,5.12,30531,5460,4,0.96,30427,9.457658234168775e-06,0.13391033560037613,0.001
-0.4032228099999999,6116,5.12,30580,5470,4,0.97,30476,2.1330736672098283e-05,0.13287980556488038,0.001
-0.4020421599999999,6126,5.11,30632,5480,4,0.97,30527,8.335414728814309e-06,0.14214380085468292,0.001
-0.40420601,6137,5.2,30686,5490,4,0.98,30582,8.029322088987101e-06,0.1344730481505394,0.001
-0.40058037999999996,6147,5.15,30737,5500,4,0.98,30632,2.248927748951246e-05,0.13739323616027832,0.001
-0.4081513400000001,6158,5.21,30791,5510,4,0.99,30686,1.3604492505692178e-05,0.13797531127929688,0.001
-0.40859160000000005,6168,5.22,30842,5520,4,0.99,30737,5.633815590044833e-06,0.13631016264359155,0.001
-0.40722906000000003,6179,5.2,30893,5530,4,0.99,30789,2.936691885224718e-05,0.1379827968776226,0.001
-0.40501656,6189,5.22,30945,5540,4,1.0,30839,6.9419512328749985e-06,0.14022959172725677,0.001
-0.3964121699999999,6199,5.16,30995,5550,4,1.0,30890,1.181022362288786e-05,0.13096380084753037,0.001
-0.39857061,6209,5.13,31044,5560,4,0.99,30939,1.0780531132089285e-05,0.14083349704742432,0.001
-0.39849125999999996,6219,5.14,31094,5570,4,0.99,30989,1.2120492556277895e-05,0.14055094867944717,0.001
-0.40101918,6229,5.11,31143,5580,4,0.98,31038,7.794293499803947e-06,0.13414566218852997,0.001
-0.40246649000000007,6239,5.06,31192,5590,4,0.97,31087,4.233570158855097e-05,0.1369145860274633,0.001
-0.4026737800000001,6249,5.04,31241,5600,4,0.96,31136,6.2617307321488624e-06,0.1366906613111496,0.001
-0.40124663,6259,5.03,31294,5610,4,0.95,31189,7.031551701532278e-06,0.1341750579220908,0.001
-0.40125239999999995,6270,5.04,31346,5620,4,0.95,31242,1.640446571400389e-05,0.14091567397117616,0.001
-0.4066733199999999,6281,5.07,31400,5630,4,0.95,31295,5.992619132181669e-06,0.1448276216785113,0.001
-0.39980738000000005,6290,5.02,31447,5640,4,0.95,31341,1.770226381268003e-05,0.1382690340280533,0.001
-0.4038758099999999,6301,5.06,31501,5650,4,0.95,31395,1.3749369297026229e-05,0.1350029706954956,0.001
-0.4045745600000001,6312,5.11,31555,5660,4,0.96,31449,8.600679263638864e-06,0.13887726621968405,0.001
-0.4032422400000001,6323,5.15,31609,5670,4,0.96,31503,1.869490879471414e-05,0.1361091285943985,0.001
-0.40127086999999995,6332,5.13,31656,5680,4,0.95,31551,1.1132017637767907e-05,0.14077980692187944,0.001
-0.40329945999999994,6343,5.17,31709,5690,4,0.96,31603,8.302818969241343e-06,0.1390330692132314,0.001
-0.40650642000000003,6354,5.19,31760,5700,4,0.97,31655,6.042250061000232e-06,0.13231571316719054,0.001
-0.40381163999999997,6364,5.19,31813,5710,4,0.98,31708,1.647391666535571e-05,0.14080221312386648,0.001
-0.40031273,6373,5.13,31859,5720,4,0.97,31755,6.816461943041456e-06,0.13475644836823145,0.001
-0.3963778499999999,6383,5.09,31909,5730,4,0.96,31805,7.736854604445398e-06,0.1336211755871773,0.001
-0.40265979,6393,5.11,31958,5740,4,0.96,31854,5.250712092674803e-06,0.13769228458404542,0.001
-0.40751600999999993,6405,5.13,32014,5750,4,0.96,31909,5.691984188160859e-06,0.13850051462650298,0.001
-0.41069400999999994,6416,5.13,32068,5760,4,0.96,31963,6.817081081559688e-06,0.14202744513750076,0.001
-0.41703393999999994,6426,5.13,32122,5770,4,0.96,32016,1.3218816866356064e-05,0.13686029314994813,0.001
-0.4146870700000001,6436,5.16,32172,5780,4,0.98,32068,1.5789104963914724e-05,0.13810859993100166,0.001
-0.40871017000000004,6446,5.11,32220,5790,4,0.97,32115,2.7219924277233076e-05,0.13593828305602074,0.001
-0.4039891500000001,6456,5.1,32270,5800,4,0.97,32166,7.873015116880802e-06,0.14161171515782675,0.001
-0.40151092,6466,5.07,32320,5810,4,0.96,32214,1.020063427858986e-05,0.1296139545738697,0.001
-0.40239432,6475,5.06,32365,5820,4,0.96,32260,1.0256557288812473e-05,0.1469398190577825,0.001
-0.40386510999999997,6486,5.09,32418,5830,4,0.97,32314,1.8954631968881586e-05,0.13144098222255707,0.001
-0.40236323999999996,6495,5.08,32466,5840,4,0.97,32362,8.330804666911717e-06,0.13931193351745605,0.001
-0.38996509999999995,6504,4.94,32508,5850,4,0.95,32404,1.7243624597540474e-05,0.13981694355607033,0.001
-0.38654376999999995,6515,4.94,32562,5860,4,0.95,32457,8.58879676949679e-06,0.1435502121845881,0.001
-0.38425363000000007,6526,4.96,32618,5870,4,0.95,32509,2.1475079392985208e-05,0.13602023075024286,0.001
-0.38927710000000004,6536,4.98,32670,5880,4,0.95,32564,1.2391950349410763e-05,0.14027590801318487,0.001
-0.39791202000000003,6548,5.08,32728,5890,4,0.96,32619,1.908474096126156e-05,0.13814941346645354,0.001
-0.4032093799999999,6559,5.13,32783,5900,4,0.96,32677,1.0303953877155436e-05,0.13463997840881348,0.001
-0.4085850800000001,6570,5.19,32839,5910,4,0.97,32733,1.1646466971017486e-05,0.1320673099585942,0.001
-0.41328795,6581,5.27,32892,5920,4,0.98,32786,8.549965286874794e-06,0.13487255200743675,0.001
-0.40761282,6590,5.21,32939,5930,4,0.98,32834,6.636037369389669e-06,0.13528501093387604,0.001
-0.408515,6601,5.25,32991,5940,4,0.98,32886,2.6003622588177676e-05,0.14061615467071534,0.001
-0.4166378300000001,6611,5.36,33044,5950,4,1.0,32938,8.652434189571068e-06,0.13380515575408936,0.001
-0.41048836,6620,5.26,33088,5960,4,0.99,32982,6.318013788586541e-06,0.13437491655349731,0.001
-0.40896486000000004,6631,5.23,33141,5970,4,0.99,33035,6.314728314767611e-06,0.13912909726301828,0.001
-0.40256802,6640,5.16,33186,5980,4,0.98,33081,5.09473074998823e-06,0.1400893896818161,0.001
-0.3937292100000001,6649,5.05,33233,5990,4,0.98,33129,1.0038620303021162e-05,0.1326260045170784,0.001
-0.39264588000000006,6660,5.01,33284,6000,4,0.98,33180,7.270626724675822e-06,0.12943840771913528,0.001
-0.3899648200000001,6670,4.96,33335,6010,4,0.98,33230,1.7482403109170264e-05,0.1456633061170578,0.001
-0.38520899,6680,4.95,33387,6020,4,0.98,33282,8.023797590794857e-06,0.14656994119286537,0.001
-0.38398069999999995,6690,4.95,33434,6030,4,0.98,33328,6.725185176037485e-06,0.14950213730335235,0.001
-0.38188866999999993,6699,4.87,33478,6040,4,0.96,33373,9.526121357339434e-06,0.13940559029579164,0.001
