rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/episodes,time/fps,rollout/success_rate,train/n_updates,train/critic_loss,train/actor_loss,train/learning_rate
-0.4738822599999999,1046,7.56,5390,470,5,0.9,5285,0.00017588752089068294,0.11599804162979126,0.001
-0.4725409600000001,1056,7.31,5442,480,5,0.91,5337,0.0001550694287288934,0.10859996328751247,0.001
-0.44701497,1066,6.55,5491,490,5,0.92,5386,0.0001365681702736765,0.11008950471878051,0.001
-0.41481282,1077,5.39,5548,500,5,0.93,5440,0.00013365313861868344,0.10830441303551197,0.001
-0.41691210999999995,1088,5.41,5603,510,5,0.94,5496,0.00014698002632940188,0.11330129206180573,0.001
-0.41478402,1098,5.34,5652,520,5,0.94,5546,0.00011534585210029035,0.1019630566239357,0.001
-0.41670971,1108,5.35,5702,530,5,0.94,5597,0.00010441490485391114,0.10635947436094284,0.001
-0.41750494000000005,1119,5.31,5755,540,5,0.95,5650,9.710088197607547e-05,0.10123968124389648,0.001
-0.4208834899999999,1131,5.41,5816,550,5,0.96,5707,9.729338344186545e-05,0.1069785937666893,0.001
-0.41641042999999994,1141,5.33,5866,560,5,0.97,5760,9.933582041412591e-05,0.10073132216930389,0.001
-0.41605812,1153,5.34,5924,570,5,0.97,5819,8.803981327218935e-05,0.09999030828475952,0.001
-0.41664409999999996,1164,5.4,5982,580,5,0.96,5876,9.694440935466749e-05,0.11005620410044988,0.001
-0.4147907099999999,1175,5.43,6034,590,5,0.97,5929,8.558635939455901e-05,0.09748238697648048,0.001
-0.41327804999999995,1186,5.41,6089,600,5,0.97,5985,9.027583146234975e-05,0.10337018519639969,0.001
-0.41543041,1197,5.38,6141,610,5,0.96,6037,7.746454211883247e-05,0.10561271011829376,0.001
-0.41363754999999996,1207,5.4,6192,620,5,0.96,6086,7.475449092453346e-05,0.10124476147549492,0.001
-0.41263175999999996,1218,5.43,6245,630,5,0.96,6140,6.0898940137121824e-05,0.10166621506214142,0.001
-0.41848436,1230,5.55,6310,640,5,0.95,6203,7.019819087064307e-05,0.10347884810633129,0.001
-0.4114005499999999,1240,5.41,6357,650,5,0.94,6252,5.943502255831845e-05,0.09693605303764344,0.001
-0.41189413,1249,5.38,6404,660,5,0.93,6299,0.000101855523098493,0.10456915944814682,0.001
-0.4071145899999999,1260,5.34,6458,670,5,0.92,6352,5.903925375605468e-05,0.09686924144625664,0.001
-0.4004093800000001,1270,5.26,6508,680,5,0.91,6404,9.061138795611139e-05,0.10320145015915234,0.001
-0.40674754999999996,1282,5.35,6569,690,5,0.91,6464,5.713245991501026e-05,0.09340355694293975,0.001
-0.39900584,1293,5.34,6623,700,5,0.89,6517,8.405155531363562e-05,0.10653568655252457,0.001
-0.39418409,1303,5.33,6674,710,5,0.9,6570,6.49988345685415e-05,0.09833414107561111,0.001
-0.39728925000000004,1315,5.41,6733,720,5,0.91,6626,5.174379984964617e-05,0.10341761559247971,0.001
