rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,time/time_elapsed,time/total_timesteps,rollout/success_rate,train/critic_loss,train/actor_loss,train/n_updates,train/learning_rate
7.76,-0.6902084699999997,3,780,3501,13870,1.0,0.005163848586380482,0.32078872323036195,13775,0.001
7.76,-0.6978783600000001,3,790,3520,13943,1.0,0.00531760003650561,0.33731454610824585,13851,0.001
7.73,-0.7003256599999998,3,800,3538,14014,1.0,0.005362244974821806,0.32908042073249816,13923,0.001
7.6,-0.7004992100000001,3,810,3559,14095,1.0,0.005475781566929072,0.31270068883895874,14002,0.001
7.63,-0.7044477400000001,3,820,3578,14168,1.0,0.005088227801024914,0.30427541335423786,14076,0.001
7.47,-0.7052042000000001,3,830,3598,14249,1.0,0.005311346845701337,0.32086578756570816,14152,0.001
7.42,-0.7128977199999998,3,840,3616,14318,1.0,0.004443469690158963,0.3211544354756673,14225,0.001
7.36,-0.68787883,3,850,3634,14387,1.0,0.004309755237773061,0.30588166415691376,14295,0.001
7.36,-0.68311085,3,860,3653,14462,1.0,0.005085741635411978,0.31581756472587585,14371,0.001
7.32,-0.6768972900000001,3,870,3670,14528,1.0,0.004914266722542899,0.31064730882644653,14437,0.001
7.37,-0.6887503599999999,3,880,3690,14607,1.0,0.0050021514762192965,0.29284457117319107,14513,0.001
7.41,-0.6861695500000002,3,890,3710,14684,1.0,0.00519204286060163,0.3047439157962799,14590,0.001
7.58,-0.6993207000000001,3,900,3732,14772,1.0,0.0046419108286499975,0.32037879526615143,14681,0.001
7.47,-0.6836193999999999,3,910,3750,14842,1.0,0.0053791218437254425,0.2950723320245743,14751,0.001
7.38,-0.67615355,3,920,3767,14906,1.0,0.004826122801750899,0.2756313532590866,14815,0.001
7.27,-0.6508292099999998,3,930,3785,14976,1.0,0.004176594743815561,0.2824696401755015,14882,0.001
7.33,-0.6481854399999999,3,940,3804,15051,1.0,0.004160100727209023,0.2977825204531352,14961,0.001
7.4,-0.6560737900000001,3,950,3823,15127,1.0,0.004283271759049967,0.29228607565164566,15030,0.001
7.36,-0.66368246,3,960,3842,15198,1.0,0.0047852382063865665,0.28374978303909304,15105,0.001
7.44,-0.66763163,3,970,3861,15272,1.0,0.00441572015794615,0.2936369975407918,15181,0.001
7.52,-0.68722152,3,980,3883,15359,1.0,0.0043944258035884965,0.29511734247207644,15266,0.001
7.46,-0.6841474799999999,3,990,3901,15430,1.0,0.0042720738565549254,0.29641639192899066,15338,0.001
7.31,-0.6722167299999999,3,1000,3920,15503,1.0,0.004056768608279526,0.28075718879699707,15413,0.001
7.38,-0.6833286100000001,3,1010,3939,15580,1.0,0.004035783756989986,0.29344306141138077,15489,0.001
7.49,-0.7042687799999999,3,1020,3959,15655,1.0,0.004360142707203825,0.29716670513153076,15563,0.001
7.58,-0.7172753900000001,3,1030,3979,15734,1.0,0.0041459739150013775,0.30082595348358154,15637,0.001
7.46,-0.69997113,3,1040,3995,15797,1.0,0.0040172075387090445,0.2955550452073415,15706,0.001
7.45,-0.7047427499999999,3,1050,4014,15872,1.0,0.0038560016779229044,0.26069191098213196,15781,0.001
7.41,-0.7015612200000001,3,1060,4031,15939,1.0,0.0038610881310887635,0.26330582797527313,15845,0.001
7.38,-0.6969227499999999,3,1070,4050,16010,1.0,0.003905617631971836,0.2666469141840935,15914,0.001
7.25,-0.67725126,3,1080,4069,16084,1.0,0.003770194895979431,0.27492454648017883,15989,0.001
7.29,-0.6883998199999998,3,1090,4088,16159,1.0,0.004050366380917174,0.2629268765449524,16066,0.001
7.15,-0.6720081999999999,3,1100,4103,16218,1.0,0.0036844181595370173,0.28524168332417804,16126,0.001
7.09,-0.6714111700000001,3,1110,4121,16289,1.0,0.0037065500925694194,0.26294855400919914,16196,0.001
7.06,-0.6719645799999999,3,1120,4140,16361,1.0,0.003945941467665964,0.2860417887568474,16267,0.001
6.97,-0.6659655600000002,3,1130,4157,16431,1.0,0.003961411188356578,0.263267586628596,16340,0.001
7.09,-0.6807880399999999,3,1140,4177,16506,1.0,0.003404181683436036,0.2606271505355835,16412,0.001
7.05,-0.6772370200000001,3,1150,4195,16577,1.0,0.003479286970105022,0.2684306725859642,16487,0.001
7.09,-0.682066,3,1160,4213,16648,1.0,0.0037236459320411086,0.2633530795574188,16557,0.001
7.06,-0.68523272,3,1170,4230,16716,1.0,0.0036305001315971217,0.27441097299257916,16623,0.001
7.07,-0.6888744499999998,3,1180,4250,16791,1.0,0.0032738014589995144,0.27935291528701783,16700,0.001
6.99,-0.67271216,3,1190,4267,16858,1.0,0.0037375145281354585,0.27523789803187054,16765,0.001
7.13,-0.70105461,3,1200,4286,16931,1.0,0.0034116380265913904,0.2620268389582634,16838,0.001
7.1,-0.69511204,3,1210,4303,16999,1.0,0.003494081523967907,0.26303646713495255,16908,0.001
7.09,-0.6785958699999999,3,1220,4321,17070,1.0,0.002971664219248024,0.2728290855884552,16978,0.001
7.06,-0.6761115000000001,3,1230,4338,17137,1.0,0.0033641201443970203,0.25407710298895836,17045,0.001
6.99,-0.6728091800000001,3,1240,4356,17205,1.0,0.003251139959320426,0.26120375593503314,17114,0.001
7.08,-0.6805209199999999,3,1250,4376,17285,1.0,0.003093628135199348,0.2514880994955699,17194,0.001
7.12,-0.6832672799999999,3,1260,4396,17360,1.0,0.0034395218826830387,0.2618630602955818,17270,0.001
7.07,-0.6719050400000001,3,1270,4412,17423,1.0,0.0030403781150068554,0.2472633235156536,17332,0.001
6.96,-0.6548325600000001,3,1280,4428,17487,1.0,0.003261110559105873,0.2410712018609047,17395,0.001
6.96,-0.6575228599999998,3,1290,4445,17554,1.0,0.003179056220687926,0.2402937114238739,17461,0.001
6.98,-0.66314795,3,1300,4465,17629,1.0,0.0030200672594623435,0.2573505938053131,17538,0.001
6.98,-0.6644248299999999,3,1310,4482,17697,1.0,0.003093697197203125,0.2464222510655721,17607,0.001
7.08,-0.67883164,3,1320,4503,17778,1.0,0.003041654924995133,0.23016146322091421,17685,0.001
7.07,-0.6766836399999998,3,1330,4520,17844,1.0,0.0028517970867041084,0.24648642241954805,17752,0.001
7.05,-0.67536141,3,1340,4537,17910,1.0,0.0034654775434838875,0.24357474346955618,17819,0.001
6.91,-0.66406294,3,1350,4554,17976,1.0,0.002949140063719824,0.2388460822403431,17886,0.001
6.73,-0.63862594,3,1360,4568,18033,1.0,0.002946710640875002,0.22893727819124857,17943,0.001
6.8,-0.6541595099999999,3,1370,4586,18103,1.0,0.0026999464607797563,0.25159497559070587,18010,0.001
6.78,-0.65800525,3,1380,4602,18165,0.99,0.0029916538624092937,0.24523661037286124,18075,0.001
6.8,-0.65731984,3,1390,4619,18234,0.99,0.0032537055667489767,0.24377011259396872,18137,0.001
6.72,-0.6283547500000001,3,1400,4637,18301,0.99,0.0028187076095491648,0.24522876739501953,18207,0.001
6.66,-0.61028573,3,1410,4653,18363,0.99,0.0027731702818224826,0.24042974784970284,18273,0.001
6.55,-0.60231915,3,1420,4670,18433,0.99,0.0029185287130530924,0.24596331268548965,18341,0.001
6.61,-0.6097581700000001,3,1430,4689,18505,0.99,0.0030175382271409035,0.23803659280141196,18410,0.001
6.63,-0.61474356,3,1440,4706,18573,0.99,0.00312496509286575,0.24132904037833214,18483,0.001
6.76,-0.61186053,3,1450,4727,18652,0.99,0.002802133123623207,0.24253563582897186,18560,0.001
6.85,-0.63511776,3,1460,4744,18718,0.99,0.002959487532886366,0.22741922239462534,18627,0.001
6.84,-0.63247444,3,1470,4761,18787,0.99,0.0028198583982884883,0.23861165940761567,18695,0.001
6.9,-0.6332612999999999,3,1480,4779,18855,1.0,0.0027628458836781128,0.23383686939875284,18763,0.001
6.95,-0.6450416400000001,3,1490,4798,18929,1.0,0.0032128183326373496,0.23713162541389465,18838,0.001
7.11,-0.66601597,3,1500,4819,19012,1.0,0.0027170977167164287,0.25665826598803204,18915,0.001
7.13,-0.6655490200000003,3,1510,4835,19076,1.0,0.002677578915609047,0.22286628559231758,18983,0.001
7.2,-0.6663734699999999,3,1520,4855,19153,1.0,0.0029097741935402155,0.24631673097610474,19063,0.001
7.17,-0.67204991,3,1530,4873,19222,1.0,0.002498732347573553,0.22907395660877228,19130,0.001
7.17,-0.6703657599999999,3,1540,4890,19290,1.0,0.002433645500180622,0.2340694417556127,19199,0.001
7.17,-0.6796486599999999,3,1550,4910,19369,1.0,0.0028591414236209607,0.2313699796795845,19276,0.001
7.18,-0.6764373900000001,3,1560,4927,19436,1.0,0.00288293130385379,0.23837910095850626,19345,0.001
7.13,-0.66592469,3,1570,4944,19500,1.0,0.0027710434980690478,0.25635149081548053,19410,0.001
7.08,-0.6614943099999998,3,1580,4960,19563,1.0,0.002845913537644914,0.23603426416714987,19471,0.001
6.94,-0.64521822,3,1590,4975,19623,1.0,0.002847908696691905,0.22863313928246498,19530,0.001
6.79,-0.6318382499999999,3,1600,4993,19691,1.0,0.002925342647358775,0.24997422844171524,19600,0.001
6.81,-0.6504574700000001,3,1610,5010,19757,1.0,0.0026957177823143347,0.2231513112783432,19665,0.001
6.71,-0.64534624,3,1620,5027,19824,1.0,0.0028690154140349478,0.23546643927693367,19734,0.001
6.78,-0.63679777,3,1630,5046,19900,1.0,0.002565177623182535,0.21849023178219795,19809,0.001
6.76,-0.6335828000000001,3,1640,5063,19966,1.0,0.002563453179651073,0.22618124882380167,19875,0.001
6.66,-0.62426462,3,1650,5081,20035,1.0,0.00275910587515682,0.22470133006572723,19943,0.001
6.67,-0.6188835,3,1660,5098,20103,0.99,0.00273461996888121,0.2264256328344345,20012,0.001
6.69,-0.62887051,3,1670,5115,20169,0.99,0.002713542082346976,0.2292315661907196,20076,0.001
6.7,-0.62286615,3,1680,5132,20233,0.99,0.003050972009077668,0.22731639444828033,20142,0.001
6.78,-0.62768914,3,1690,5149,20301,0.99,0.0026837856146610444,0.22739067301154137,20209,0.001
6.82,-0.6425665099999999,3,1700,5168,20373,0.99,0.0025000224510828653,0.23732231557369232,20281,0.001
6.8,-0.63399589,3,1710,5184,20437,0.99,0.002565575879998505,0.23050789535045624,20347,0.001
6.86,-0.63226316,3,1720,5203,20510,0.99,0.0026020302902907133,0.2268048177162806,20412,0.001
6.78,-0.63630675,3,1730,5220,20578,0.99,0.0028605255231793436,0.23347174127896628,20485,0.001
6.81,-0.6383639999999999,3,1740,5238,20647,0.99,0.002664839549522315,0.24372319877147675,20554,0.001
6.72,-0.6292667500000001,3,1750,5253,20707,0.99,0.0023828886449337007,0.21921541541814804,20615,0.001
6.62,-0.61792922,3,1760,5268,20765,0.99,0.00269737148967882,0.2293524593114853,20675,0.001
6.6,-0.6123011500000001,3,1770,5284,20829,0.99,0.0025441071018576624,0.22815150022506714,20739,0.001
6.62,-0.61811523,3,1780,5301,20895,0.98,0.0025941617398833237,0.2136782705783844,20807,0.001
6.63,-0.62794766,3,1790,5319,20964,0.98,0.002552289715302842,0.21090416237711906,20872,0.001
6.54,-0.60281487,3,1800,5335,21027,0.98,0.0023696154821664095,0.21936156352361044,20934,0.001
6.59,-0.6099687599999999,3,1810,5352,21096,0.98,0.0026074103079736233,0.23081635683774948,21003,0.001
6.52,-0.6043324,3,1820,5369,21162,0.98,0.002345257632744809,0.241044615705808,21070,0.001
6.67,-0.61128633,3,1830,5391,21245,0.98,0.0024756690254434943,0.22585541382431984,21154,0.001
6.7,-0.62450095,3,1840,5409,21317,0.98,0.0025975349999498576,0.23565584421157837,21225,0.001
6.8,-0.6304357700000001,3,1850,5427,21387,0.98,0.0023447770425783737,0.23948712646961212,21296,0.001
7.04,-0.6514799600000001,3,1860,5448,21469,0.98,0.0027300380170345306,0.243149995803833,21374,0.001
7.04,-0.6501060099999999,3,1870,5464,21533,0.97,0.0026166068855673075,0.22686775028705597,21437,0.001
7.06,-0.65722761,3,1880,5481,21601,0.98,0.002524720097426325,0.21451357379555702,21509,0.001
6.99,-0.6410615999999999,3,1890,5497,21663,0.98,0.0024661926242212453,0.22381528715292612,21571,0.001
7.04,-0.6494222899999998,3,1900,5515,21731,0.98,0.0023439312021114995,0.20907818774382272,21641,0.001
7.02,-0.64256276,3,1910,5532,21798,0.98,0.0023276012701292834,0.21697958807150522,21706,0.001
7.0,-0.65235861,3,1920,5548,21862,0.98,0.002516068983823061,0.24224930629134178,21773,0.001
6.82,-0.6308229,3,1930,5565,21927,0.98,0.002358192956307903,0.22761142626404762,21836,0.001
6.78,-0.61198869,3,1940,5582,21995,0.98,0.0023447160409497364,0.22112994889418283,21903,0.001
6.7,-0.60468821,3,1950,5598,22057,0.98,0.0024665546137839557,0.23266125470399857,21967,0.001
6.54,-0.5984695999999999,3,1960,5615,22123,0.99,0.0024473582161590457,0.21837536990642548,22031,0.001
6.55,-0.60348454,3,1970,5632,22188,1.0,0.0022479312028735876,0.21039414405822754,22096,0.001
6.53,-0.59312439,3,1980,5649,22254,1.0,0.002435080852592364,0.21852241083979607,22163,0.001
6.64,-0.6042015199999998,3,1990,5668,22327,1.0,0.0024524941441736053,0.21536245942115784,22236,0.001
6.57,-0.59882394,3,2000,5683,22388,0.99,0.00217322915393327,0.2204037606716156,22297,0.001
6.6,-0.60222398,3,2010,5701,22458,0.98,0.002209088365946497,0.22247906029224396,22366,0.001
6.68,-0.60808145,3,2020,5719,22530,0.98,0.002305305496390377,0.2252761796116829,22438,0.001
6.77,-0.64119674,3,2030,5738,22604,0.98,0.002266556623258761,0.2149074785411358,22510,0.001
6.77,-0.6567665300000001,3,2040,5755,22672,0.97,0.0025074967804054418,0.2245897650718689,22582,0.001
6.76,-0.6570475400000001,3,2050,5771,22733,0.97,0.0020342850591987373,0.22824878245592117,22643,0.001
6.73,-0.64506945,3,2060,5787,22796,0.97,0.002448355585026244,0.20842635134855905,22705,0.001
6.7,-0.63430687,3,2070,5803,22858,0.97,0.0022934448012771704,0.23265660305817923,22767,0.001
6.83,-0.65841962,3,2080,5823,22937,0.97,0.0022491003765026107,0.21662357449531555,22843,0.001
6.72,-0.6469911300000001,3,2090,5839,22999,0.97,0.0021396688119109187,0.23397407308220863,22908,0.001
6.71,-0.6457583799999999,3,2100,5854,23059,0.98,0.002102500107139349,0.20776395499706268,22968,0.001
6.77,-0.6499935300000002,3,2110,5874,23135,0.99,0.0021773474041505586,0.2230627430336816,23043,0.001
6.74,-0.6438780700000001,3,2120,5892,23204,0.99,0.0019691852420302375,0.22163918986916542,23114,0.001
6.7,-0.6256869599999999,3,2130,5909,23274,0.99,0.002162222081096843,0.20974162966012955,23182,0.001
6.78,-0.62698626,3,2140,5929,23350,1.0,0.0024442560194681087,0.23225481311480203,23258,0.001
6.94,-0.65051898,3,2150,5948,23427,0.99,0.0023059143277350813,0.2277657613158226,23334,0.001
7.06,-0.6597816100000001,3,2160,5968,23502,0.99,0.0021946863271296024,0.22439948096871376,23411,0.001
7.12,-0.6709133300000001,3,2170,5985,23570,0.99,0.002278351131826639,0.22370507568120956,23479,0.001
7.06,-0.6578752399999999,3,2180,6004,23643,0.99,0.002292958398660024,0.23471249143282572,23549,0.001
7.08,-0.6620865600000002,3,2190,6020,23707,0.99,0.0021162680117413402,0.2142578363418579,23617,0.001
7.17,-0.6773871200000001,3,2200,6038,23776,0.99,0.0021923357620835305,0.21980592608451843,23685,0.001
7.13,-0.6826034599999999,3,2210,6056,23848,0.99,0.0021583763217287405,0.22151290997862816,23756,0.001
7.21,-0.6964877899999999,3,2220,6076,23925,0.99,0.0020762039785040542,0.22178006172180176,23834,0.001
7.18,-0.6922210099999998,3,2230,6093,23992,0.99,0.0024163570986794575,0.2223528027534485,23901,0.001
7.13,-0.6838397300000001,3,2240,6112,24063,0.99,0.002141920749896339,0.21079566329717636,23972,0.001
7.03,-0.6745769699999999,3,2250,6129,24130,1.0,0.0022131790465209633,0.21960440278053284,24038,0.001
6.94,-0.6816842599999999,3,2260,6145,24196,0.99,0.0019940080431600413,0.21257038041949272,24103,0.001
6.92,-0.68183118,3,2270,6162,24262,0.99,0.002276774761932237,0.228609599173069,24170,0.001
6.95,-0.6896008299999998,3,2280,6182,24338,0.98,0.0022511061397381127,0.2144370675086975,24243,0.001
6.97,-0.6933151099999999,3,2290,6198,24404,0.98,0.001952035618679864,0.21484294161200523,24312,0.001
7.0,-0.6958912300000002,3,2300,6217,24476,0.98,0.002125627923912058,0.21696715553601584,24384,0.001
6.91,-0.6838355,3,2310,6233,24539,0.98,0.0020760707557201385,0.21736527234315872,24449,0.001
6.83,-0.6769851000000001,3,2320,6251,24608,0.98,0.0022886950988322496,0.2359846035639445,24514,0.001
6.75,-0.6652016500000001,3,2330,6266,24667,0.98,0.0018121086759492755,0.20620136459668478,24576,0.001
6.61,-0.6477751300000001,3,2340,6280,24724,0.98,0.001818940838954101,0.2156702677408854,24633,0.001
6.63,-0.6582824899999999,3,2350,6298,24793,0.98,0.0021460192122807107,0.21613046526908875,24701,0.001
6.65,-0.64928665,3,2360,6316,24861,0.99,0.0021414766864230237,0.20477212220430374,24771,0.001
6.65,-0.6517735599999999,3,2370,6333,24927,0.99,0.002103827631799504,0.2364911064505577,24835,0.001
6.58,-0.65570349,3,2380,6350,24996,0.99,0.002094739946187474,0.2093854509294033,24906,0.001
6.65,-0.6648949699999999,3,2390,6369,25069,0.99,0.0021882078976237346,0.22004056349396706,24976,0.001
6.53,-0.65977014,3,2400,6384,25129,0.98,0.0020193283174497387,0.2350806693236033,25038,0.001
6.57,-0.66409351,3,2410,6401,25196,0.98,0.0019959001801908016,0.22420801719029745,25104,0.001
6.47,-0.64125022,3,2420,6416,25255,0.98,0.001997327257413417,0.23418134450912476,25164,0.001
6.55,-0.6561256900000001,3,2430,6433,25322,0.98,0.002130658511305228,0.21917549520730972,25232,0.001
6.59,-0.65946253,3,2440,6449,25383,0.98,0.0021740513620898128,0.22789694368839264,25293,0.001
6.53,-0.65170778,3,2450,6465,25446,0.97,0.0021204840391874312,0.21909859031438828,25353,0.001
6.56,-0.6565049500000001,3,2460,6483,25517,0.97,0.0019799532767917427,0.21263830363750458,25427,0.001
6.56,-0.6596456300000001,3,2470,6500,25583,0.97,0.0023080078729738793,0.2221800039211909,25490,0.001
6.5,-0.6340473799999999,3,2480,6516,25646,0.98,0.0022891125408932567,0.21563392877578735,25555,0.001
6.4,-0.61962569,3,2490,6532,25709,0.98,0.0022883607540279626,0.2156570553779602,25619,0.001
6.41,-0.61682364,3,2500,6548,25770,0.98,0.002117662108503282,0.22175454596678415,25678,0.001
6.42,-0.6175042799999999,3,2510,6565,25838,0.98,0.002228007302619517,0.22944894433021545,25748,0.001
6.45,-0.62286732,3,2520,6581,25900,0.97,0.002011576861453553,0.20893015960852304,25809,0.001
6.39,-0.6161676100000001,3,2530,6596,25961,0.97,0.0020500743994489312,0.22350314259529114,25870,0.001
6.39,-0.6176230100000001,3,2540,6612,26022,0.97,0.0023042825981974603,0.20284234484036764,25930,0.001
6.48,-0.63307689,3,2550,6631,26094,0.98,0.0019753256638068706,0.22240089252591133,26004,0.001
6.45,-0.6281532300000001,3,2560,6648,26162,0.98,0.0021651454402932097,0.21630987524986267,26064,0.001
6.43,-0.6204303899999999,3,2570,6664,26226,0.98,0.0019648123416118324,0.21385196348031363,26135,0.001
6.49,-0.6414200199999999,3,2580,6682,26295,0.98,0.0020057348301634192,0.23090242221951485,26202,0.001
6.45,-0.63679301,3,2590,6697,26354,0.98,0.002158818324096501,0.20006230473518372,26263,0.001
6.54,-0.6402349600000001,3,2600,6715,26424,0.99,0.0021290498087182643,0.22139153381188711,26328,0.001
6.57,-0.6438222800000001,3,2610,6733,26495,0.99,0.0018695343751460314,0.20686744650204977,26403,0.001
6.58,-0.6502537599999999,3,2620,6749,26558,0.99,0.002002474552552615,0.22823088988661766,26468,0.001
