rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,time/time_elapsed,time/total_timesteps,rollout/success_rate,train/critic_loss,train/actor_loss,train/n_updates,train/learning_rate
6.66,-0.6499521,3,2630,6767,26627,0.99,0.002063982596155256,0.2342289537191391,26535,0.001
6.71,-0.6625590300000002,3,2640,6784,26693,0.99,0.0017953699986849511,0.23122657338778177,26601,0.001
6.68,-0.6572280800000001,3,2650,6802,26762,0.99,0.002210104294742147,0.2222260683774948,26671,0.001
6.64,-0.6556051799999999,3,2660,6818,26826,0.99,0.0019985446512388685,0.21416804194450378,26733,0.001
6.65,-0.66199107,3,2670,6835,26891,0.99,0.002006442775018513,0.22354948023955026,26800,0.001
6.58,-0.6479002800000001,3,2680,6851,26953,0.99,0.0021948691509250137,0.22609138116240501,26863,0.001
6.7,-0.66646676,3,2690,6869,27024,0.99,0.001932460450916551,0.20439762249588966,26932,0.001
6.68,-0.66964915,3,2700,6886,27092,0.99,0.002020929241552949,0.2092592418193817,27001,0.001
6.58,-0.65771377,3,2710,6902,27153,0.99,0.0020509153061235943,0.22053715089956918,27061,0.001
6.58,-0.66117836,3,2720,6918,27216,1.0,0.0019931025869612184,0.21396875381469727,27124,0.001
6.55,-0.6646711300000001,3,2730,6935,27282,1.0,0.002016840308594207,0.2054024338722229,27189,0.001
6.47,-0.6500759599999999,3,2740,6950,27340,1.0,0.0019881827756762505,0.1953828583161036,27248,0.001
6.53,-0.6548611500000001,3,2750,6969,27415,1.0,0.0019051200749042134,0.21155676245689392,27325,0.001
6.61,-0.6676662900000002,3,2760,6987,27487,1.0,0.0022200332993331053,0.21394380430380502,27394,0.001
6.62,-0.66277194,3,2770,7004,27553,1.0,0.0019581998931244016,0.22749578456083933,27462,0.001
6.58,-0.6562474800000001,3,2780,7019,27611,1.0,0.002040689520072192,0.2026439756155014,27520,0.001
6.58,-0.6483060999999999,3,2790,7037,27682,1.0,0.00223779600734512,0.21029170354207358,27592,0.001
6.61,-0.6521856499999998,3,2800,7055,27753,1.0,0.0019108676118776203,0.21753814816474915,27660,0.001
6.71,-0.6652261500000001,3,2810,7074,27824,1.0,0.0019144451445234673,0.21566678086916605,27733,0.001
6.77,-0.6600118399999999,3,2820,7091,27893,1.0,0.001989045581366453,0.20922968909144402,27801,0.001
6.75,-0.66249518,3,2830,7108,27957,1.0,0.0017621278862601944,0.21998551487922668,27866,0.001
6.87,-0.6813920200000001,3,2840,7126,28027,1.0,0.0018911199877038598,0.21443713208039603,27934,0.001
6.83,-0.67058882,3,2850,7144,28098,1.0,0.0017912211711518466,0.22258758544921875,28006,0.001
6.79,-0.6595582300000001,3,2860,7161,28166,1.0,0.002053460804745555,0.2126912847161293,28076,0.001
6.78,-0.6581659500000001,3,2870,7178,28231,1.0,0.001993582074646838,0.19985657557845116,28142,0.001
6.88,-0.67522847,3,2880,7195,28299,1.0,0.0018562080637950981,0.2063105801741282,28207,0.001
6.81,-0.6740248,3,2890,7212,28363,1.0,0.0022257041127886623,0.21690894663333893,28271,0.001
6.77,-0.6763340000000001,3,2900,7229,28430,1.0,0.001852679016467716,0.20608785251776376,28337,0.001
6.74,-0.67918534,3,2910,7246,28498,0.99,0.0020633113745134324,0.208571407943964,28406,0.001
6.81,-0.70210362,3,2920,7266,28574,0.99,0.002011767865042202,0.2135063260793686,28481,0.001
6.91,-0.70077488,3,2930,7285,28648,0.99,0.002258107725841304,0.21841803193092346,28557,0.001
6.9,-0.7029764100000001,3,2940,7302,28717,0.99,0.001978711238027447,0.2083236649632454,28625,0.001
6.92,-0.69140522,3,2950,7321,28790,0.99,0.002024942892603576,0.2299909144639969,28697,0.001
6.95,-0.6882395899999999,3,2960,7339,28861,0.99,0.002288870945838945,0.22344021499156952,28769,0.001
7.01,-0.6930090399999999,3,2970,7357,28932,0.99,0.002168469446977334,0.22270545735955238,28840,0.001
7.05,-0.6805659199999999,3,2980,7376,29004,0.99,0.0021935841327326167,0.2123269557952881,28910,0.001
7.13,-0.6832884599999999,3,2990,7394,29076,0.99,0.002372543793171644,0.22445067763328552,28983,0.001
7.11,-0.6733174199999999,3,3000,7411,29141,0.99,0.0021168988896533847,0.2133069671690464,29049,0.001
7.13,-0.6664454499999999,3,3010,7429,29211,1.0,0.002400719289047023,0.21944569051265717,29120,0.001
7.16,-0.65572088,3,3020,7449,29290,1.0,0.002135854191146791,0.21544356048107147,29197,0.001
7.07,-0.6476227299999999,3,3030,7466,29355,1.0,0.002251086950612565,0.235370804866155,29264,0.001
7.09,-0.64154579,3,3040,7484,29426,1.0,0.0023024066273743906,0.22220254441102347,29336,0.001
7.09,-0.64018051,3,3050,7503,29499,1.0,0.002353637362830341,0.2261928915977478,29409,0.001
7.01,-0.63855966,3,3060,7519,29562,1.0,0.002266388286703399,0.23061254248023033,29472,0.001
6.95,-0.63543881,3,3070,7536,29627,1.0,0.002388192224316299,0.2214791476726532,29537,0.001
6.96,-0.64109722,3,3080,7554,29700,1.0,0.0018299712100997567,0.22081945836544037,29610,0.001
6.87,-0.6350974800000001,3,3090,7570,29763,1.0,0.002022528229281306,0.21634270250797272,29672,0.001
6.9,-0.6303289400000001,3,3100,7588,29831,1.0,0.0020478815505547182,0.22511204332113266,29738,0.001
6.93,-0.63350632,3,3110,7607,29904,1.0,0.0019816597690805794,0.20285796374082565,29813,0.001
6.83,-0.61935339,3,3120,7624,29973,1.0,0.0020903312335056917,0.22155454754829407,29882,0.001
6.94,-0.6415659599999999,3,3130,7644,30049,1.0,0.002020928426645696,0.21554718911647797,29957,0.001
6.81,-0.6309294299999999,3,3140,7658,30107,0.99,0.0023411200049200226,0.22601660589377084,30013,0.001
6.68,-0.62644,3,3150,7674,30167,0.99,0.001755235121688909,0.22149531915783882,30075,0.001
6.75,-0.6414021699999999,3,3160,7691,30237,0.99,0.0019339976133778691,0.21159116427103677,30144,0.001
6.75,-0.64125449,3,3170,7708,30302,0.99,0.0024236364822302547,0.2207464873790741,30210,0.001
6.72,-0.63216755,3,3180,7726,30372,0.99,0.0020911880303174256,0.22248178720474243,30282,0.001
6.7,-0.6250279,3,3190,7742,30433,0.99,0.00203867642475026,0.20601857701937357,30343,0.001
6.66,-0.6276636600000001,3,3200,7758,30497,0.99,0.002099549164995551,0.22531375661492348,30403,0.001
6.53,-0.6157007399999999,3,3210,7774,30557,0.99,0.0021498227724805474,0.21833597620328268,30466,0.001
6.49,-0.6108844099999999,3,3220,7790,30622,0.99,0.0019766610057558864,0.214385524392128,30531,0.001
6.4,-0.5945095400000001,3,3230,7807,30689,0.99,0.002091928773249189,0.22658854722976685,30597,0.001
6.46,-0.60124229,3,3240,7824,30753,1.0,0.001783986619557254,0.20943425595760345,30662,0.001
6.48,-0.60129783,3,3250,7840,30815,1.0,0.0021364723132657154,0.22175884619355202,30724,0.001
6.39,-0.58696849,3,3260,7855,30876,1.0,0.0021696497819253375,0.20983660717805228,30785,0.001
6.44,-0.5892999,3,3270,7873,30946,1.0,0.0020036080677527934,0.23940111696720123,30854,0.001
6.39,-0.5925479699999999,3,3280,7890,31011,1.0,0.0019681725680129603,0.22484690323472023,30920,0.001
6.42,-0.60197289,3,3290,7906,31075,1.0,0.0018674542495448674,0.21457538505395254,30983,0.001
6.46,-0.6027021599999999,3,3300,7924,31143,1.0,0.002015709935221821,0.22635925561189651,31051,0.001
6.52,-0.60807256,3,3310,7941,31209,1.0,0.0018126186397340563,0.21172765269875526,31119,0.001
6.57,-0.6331279899999999,3,3320,7959,31279,1.0,0.0019315611571073532,0.21247459575533867,31186,0.001
6.53,-0.6269702500000001,3,3330,7975,31342,1.0,0.0018227898399345577,0.19903788467248282,31250,0.001
6.63,-0.6310607600000001,3,3340,7994,31416,1.0,0.0017976520854669313,0.22057809929052988,31322,0.001
6.72,-0.64278633,3,3350,8012,31487,1.0,0.0018367851929118235,0.21521441141764322,31395,0.001
6.76,-0.6494262499999999,3,3360,8029,31552,1.0,0.0021508390911751324,0.21723027899861336,31461,0.001
6.65,-0.63897832,3,3370,8044,31611,1.0,0.0022013639487947025,0.21671747167905173,31518,0.001
6.67,-0.64702803,3,3380,8061,31678,1.0,0.0018897335311131819,0.21773740152517954,31587,0.001
6.65,-0.6418147000000001,3,3390,8077,31740,1.0,0.001814555066327254,0.2244455267985662,31649,0.001
6.63,-0.6302052499999999,3,3400,8094,31806,1.0,0.001875761915774395,0.21526740243037543,31714,0.001
6.63,-0.63130447,3,3410,8111,31872,1.0,0.0019367719360161573,0.23458115756511688,31780,0.001
6.61,-0.6287858299999999,3,3420,8128,31940,1.0,0.001975515641139022,0.2125861644744873,31850,0.001
6.69,-0.64528609,3,3430,8146,32011,1.0,0.0019039553590118885,0.21849243342876434,31921,0.001
6.67,-0.64399458,3,3440,8165,32083,1.0,0.001965489975797633,0.2199549823999405,31988,0.001
6.58,-0.6332978,3,3450,8181,32145,1.0,0.0017363707108112674,0.21700653433799744,32055,0.001
6.54,-0.62794852,3,3460,8196,32206,1.0,0.0019116685919774075,0.21468029419581094,32117,0.001
6.65,-0.64167006,3,3470,8214,32276,1.0,0.001637911517173052,0.2084953635931015,32184,0.001
6.7,-0.64886637,3,3480,8233,32348,1.0,0.0018006199970841408,0.2370874434709549,32255,0.001
6.74,-0.6521161799999998,3,3490,8250,32414,1.0,0.001773939868952665,0.21645061075687408,32322,0.001
6.74,-0.6638474,3,3500,8266,32480,1.0,0.0018204004570309604,0.20590989291667938,32386,0.001
6.71,-0.6640069699999998,3,3510,8283,32543,1.0,0.0015849439854112763,0.20832406481107077,32453,0.001
6.62,-0.63491049,3,3520,8298,32602,1.0,0.0018652523431228474,0.2174077406525612,32512,0.001
6.59,-0.6264209500000001,3,3530,8315,32670,1.0,0.002126285937265493,0.22457178309559822,32579,0.001
6.51,-0.61773136,3,3540,8331,32734,1.0,0.0018131285240607603,0.21806658804416656,32641,0.001
6.56,-0.6345973500000001,3,3550,8349,32801,1.0,0.0016180992436905701,0.2047329545021057,32709,0.001
6.66,-0.64856127,3,3560,8367,32872,1.0,0.0017010055016726255,0.21896318718791008,32782,0.001
6.71,-0.65001336,3,3570,8386,32947,1.0,0.0017922882398124784,0.21631108596920967,32852,0.001
6.66,-0.6385770699999999,3,3580,8403,33014,1.0,0.00187653169915494,0.20891143381595612,32923,0.001
6.62,-0.63420506,3,3590,8419,33076,1.0,0.0017331151757389307,0.19196510314941406,32985,0.001
6.6,-0.63084993,3,3600,8436,33140,1.0,0.0017692961264401674,0.21655353903770447,33048,0.001
6.6,-0.63312534,3,3610,8452,33203,1.0,0.0019090298330411315,0.24503120283285776,33110,0.001
6.74,-0.6708313,3,3620,8470,33276,1.0,0.0018633731274998613,0.21058527131875357,33183,0.001
6.74,-0.6751584000000003,3,3630,8488,33344,1.0,0.0018726697391165154,0.22085165604948997,33252,0.001
6.81,-0.68376852,3,3640,8506,33415,1.0,0.0020545291980462415,0.22464965283870697,33325,0.001
6.8,-0.68242483,3,3650,8523,33481,1.0,0.001959851291030645,0.1989256888628006,33387,0.001
6.83,-0.6742000399999999,3,3660,8542,33555,1.0,0.0019051097799092532,0.20329803228378296,33463,0.001
6.7,-0.65939707,3,3670,8558,33617,1.0,0.0017028466332703828,0.2144616295893987,33528,0.001
6.65,-0.6601232899999999,3,3680,8574,33679,1.0,0.0016720472568912165,0.21530931815505028,33588,0.001
6.7,-0.67397247,3,3690,8591,33746,1.0,0.0017392858197646482,0.20509101947148642,33655,0.001
6.79,-0.6798253399999998,3,3700,8610,33819,1.0,0.0020546667743474244,0.21105260650316873,33726,0.001
6.81,-0.67300862,3,3710,8626,33884,1.0,0.0018338722875341773,0.2204659916460514,33792,0.001
6.73,-0.65125175,3,3720,8643,33949,1.0,0.0018382092433360715,0.21377234160900116,33856,0.001
6.7,-0.6356004099999999,3,3730,8660,34014,1.0,0.002114329393953085,0.2215430587530136,33923,0.001
6.67,-0.6350572199999999,3,3740,8677,34082,1.0,0.0017794344069746633,0.24030203620592752,33990,0.001
6.71,-0.63841702,3,3750,8695,34152,1.0,0.0016201236617884465,0.2145568976799647,34061,0.001
6.68,-0.64296878,3,3760,8713,34223,1.0,0.0016513549295874934,0.23236823081970215,34133,0.001
6.72,-0.6541006699999999,3,3770,8730,34289,1.0,0.0016888410173123702,0.22039685025811195,34198,0.001
6.75,-0.6564228700000001,3,3780,8747,34354,1.0,0.001716124010272324,0.21596089005470276,34263,0.001
6.67,-0.63850278,3,3790,8762,34413,1.0,0.0017916895158123225,0.22848743200302124,34323,0.001
6.61,-0.62902325,3,3800,8779,34480,1.0,0.001717725512571633,0.19377697507540384,34390,0.001
6.68,-0.6352514,3,3810,8798,34552,1.0,0.0018330810791147606,0.210426677018404,34460,0.001
6.63,-0.6209328199999998,3,3820,8813,34612,1.0,0.0017573202203493565,0.21306383609771729,34521,0.001
6.6,-0.6284969500000002,3,3830,8829,34674,1.0,0.0017482516588643194,0.2139270380139351,34583,0.001
6.63,-0.6274147600000001,3,3840,8847,34745,1.0,0.0017419484044824327,0.21178577095270157,34654,0.001
6.58,-0.6167953100000001,3,3850,8864,34810,1.0,0.0019047206899683391,0.20956210792064667,34718,0.001
6.47,-0.59976361,3,3860,8879,34870,1.0,0.0019539768885200224,0.21966631213823953,34779,0.001
6.55,-0.6013585600000001,3,3870,8898,34944,1.0,0.0017396346000688417,0.20721437533696493,34853,0.001
6.58,-0.59928152,3,3880,8915,35012,1.0,0.0015956210438162089,0.20587141066789627,34917,0.001
6.59,-0.60422332,3,3890,8931,35072,1.0,0.0016868534924772878,0.23258870343367258,34980,0.001
6.55,-0.6034220299999999,3,3900,8947,35135,1.0,0.001815114852174052,0.2318056325117747,35045,0.001
6.47,-0.59476795,3,3910,8963,35199,1.0,0.001856780075468123,0.19394906610250473,35107,0.001
6.51,-0.60475383,3,3920,8980,35263,1.0,0.0017431771719000405,0.21567503362894058,35173,0.001
6.56,-0.6185348300000001,3,3930,8997,35330,0.99,0.0017714706149750523,0.21574123203754425,35241,0.001
6.52,-0.6162761800000001,3,3940,9014,35397,0.99,0.0017915146658197046,0.21666539708773294,35304,0.001
6.58,-0.63219618,3,3950,9032,35468,0.99,0.0015871239759560143,0.2191331535577774,35378,0.001
6.58,-0.6383363400000001,3,3960,9048,35528,0.99,0.0017745457880664617,0.21695077419281006,35436,0.001
6.48,-0.62787237,3,3970,9064,35592,0.99,0.0023079984821379185,0.21724823613961539,35500,0.001
6.46,-0.6370622100000002,3,3980,9081,35658,0.99,0.0017255497126219173,0.21225053071975708,35565,0.001
6.46,-0.63149929,3,3990,9096,35718,0.99,0.0018864962233540912,0.21776090065638223,35626,0.001
6.58,-0.6407009699999999,3,4000,9116,35793,0.99,0.001807711852182235,0.21932972222566605,35700,0.001
6.68,-0.6586324900000001,3,4010,9134,35867,0.99,0.0016624015988782048,0.23793310423692068,35776,0.001
6.74,-0.66925801,3,4020,9152,35937,0.99,0.0016219775890931488,0.2337778757015864,35844,0.001
6.66,-0.6535648000000001,3,4030,9168,35996,1.0,0.0017390959663316607,0.21902755896250406,35904,0.001
6.67,-0.65169263,3,4040,9185,36064,1.0,0.001611624179141862,0.22580090165138245,35973,0.001
6.61,-0.63860523,3,4050,9202,36129,1.0,0.0017409314401447772,0.23046550899744034,36037,0.001
6.62,-0.6354234200000001,3,4060,9217,36190,1.0,0.001718001770010839,0.20748395721117655,36099,0.001
6.61,-0.6335632,3,4070,9233,36253,1.0,0.0016454097640234977,0.21704335883259773,36162,0.001
6.66,-0.6351505300000001,3,4080,9252,36324,1.0,0.001943843239652259,0.2220998853445053,36233,0.001
6.68,-0.6475370699999999,3,4090,9267,36386,0.99,0.0016815097769722342,0.20707868536313376,36292,0.001
6.63,-0.64771368,3,4100,9285,36456,0.99,0.0016849482864407556,0.21637841065724692,36365,0.001
6.53,-0.6342321900000001,3,4110,9302,36520,0.99,0.001706778343456487,0.2282294730345408,36428,0.001
6.51,-0.63101708,3,4120,9319,36588,0.99,0.0015916763368295506,0.19861437007784843,36495,0.001
6.6,-0.64773483,3,4130,9337,36656,0.99,0.0018794264178723097,0.21527887135744095,36565,0.001
6.54,-0.64268601,3,4140,9353,36718,0.99,0.0019068013643845916,0.21117386718591055,36627,0.001
6.53,-0.63951823,3,4150,9369,36782,0.99,0.0016839158488437533,0.22858457763989767,36689,0.001
6.51,-0.64159167,3,4160,9384,36841,0.99,0.001806404278613627,0.25266798585653305,36751,0.001
6.56,-0.65300994,3,4170,9401,36909,0.99,0.0016728718532249332,0.22030415385961533,36815,0.001
6.55,-0.6521419900000001,3,4180,9419,36979,0.99,0.0017417064934436763,0.22246837243437767,36888,0.001
6.58,-0.6470696600000001,3,4190,9436,37044,1.0,0.0017579771811142564,0.22306723395983377,36951,0.001
6.59,-0.65653755,3,4200,9454,37115,1.0,0.0016002957875441229,0.2193688452243805,37022,0.001
6.64,-0.65881195,3,4210,9472,37184,1.0,0.001798878579090039,0.2434574862321218,37094,0.001
6.65,-0.6617875900000001,3,4220,9489,37253,0.99,0.0016999048724149664,0.21695920825004578,37161,0.001
6.7,-0.6495583799999999,3,4230,9508,37326,0.99,0.0015536324686503836,0.21125471964478493,37234,0.001
6.76,-0.6634596599999999,3,4240,9526,37394,0.99,0.0016102354663113754,0.22697987655798593,37301,0.001
6.79,-0.66497377,3,4250,9543,37461,0.99,0.001745115134066769,0.22132742777466774,37368,0.001
6.93,-0.67054507,3,4260,9561,37534,0.99,0.0018306246958673,0.21316759288311005,37443,0.001
6.93,-0.6716345100000001,3,4270,9579,37602,0.99,0.001609766373543867,0.20866410434246063,37512,0.001
6.91,-0.6622829399999999,3,4280,9596,37670,0.99,0.001912764273583889,0.21424847841262817,37578,0.001
6.91,-0.6690007299999999,3,4290,9613,37735,0.99,0.0015483734459849074,0.21975914016366005,37644,0.001
6.98,-0.6642413699999998,3,4300,9633,37813,0.99,0.0017034358914113706,0.21877235174179077,37715,0.001
6.94,-0.6594245700000001,3,4310,9650,37878,0.99,0.001511242725731184,0.20743337273597717,37788,0.001
6.93,-0.6549278599999999,3,4320,9667,37946,1.0,0.0017702850940016408,0.21137629946072897,37857,0.001
6.9,-0.6666561300000001,3,4330,9685,38016,0.99,0.0017209682147949934,0.21706126630306244,37922,0.001
6.88,-0.6653331200000001,3,4340,9702,38082,0.99,0.0015655812341719866,0.20615980525811514,37988,0.001
6.86,-0.6663650099999999,3,4350,9718,38147,0.99,0.0018884341232478618,0.21661516278982162,38055,0.001
6.81,-0.6687252899999998,3,4360,9736,38215,0.99,0.001572860005710806,0.23425298432509103,38123,0.001
6.78,-0.6691664,3,4370,9752,38280,0.99,0.0015087383566424251,0.21677421033382416,38186,0.001
6.83,-0.6724473400000001,3,4380,9771,38353,0.99,0.0017277534352615476,0.24208630124727884,38261,0.001
6.91,-0.67600097,3,4390,9790,38426,0.99,0.0018732000219946106,0.2395122249921163,38333,0.001
6.88,-0.6675055800000002,3,4400,9809,38501,0.99,0.0016272483432355027,0.2300178458293279,38405,0.001
6.93,-0.67498254,3,4410,9827,38571,0.99,0.00152534554945305,0.20910037060578665,38478,0.001
6.91,-0.6776255499999999,3,4420,9844,38637,0.99,0.0014792262576520444,0.21977663040161133,38546,0.001
6.92,-0.6715186500000001,3,4430,9862,38708,1.0,0.001752005291304418,0.21962967018286386,38617,0.001
6.93,-0.66516195,3,4440,9879,38775,1.0,0.001712893391959369,0.215827114880085,38683,0.001
6.89,-0.6531024900000001,3,4450,9895,38836,1.0,0.0017863832617877051,0.24072685837745667,38744,0.001
6.89,-0.64721185,3,4460,9912,38904,1.0,0.0017356759635731578,0.22160455211997032,38808,0.001
6.88,-0.63944797,3,4470,9929,38968,1.0,0.0016729388880776241,0.2207784540951252,38878,0.001
6.77,-0.62956689,3,4480,9945,39030,1.0,0.0018410946941003203,0.2140399068593979,38940,0.001
6.67,-0.61377081,3,4490,9961,39093,1.0,0.0016083698486909271,0.21230854590733847,39002,0.001
6.59,-0.61530456,3,4500,9978,39160,1.0,0.0017015319463098422,0.22307747974991798,39068,0.001
6.58,-0.61299985,3,4510,9996,39229,1.0,0.0015945088583976031,0.22266437113285065,39139,0.001
6.59,-0.59983445,3,4520,10013,39296,1.0,0.0016223376409875022,0.2215464934706688,39205,0.001
6.49,-0.58726853,3,4530,10029,39357,1.0,0.0015902345068752766,0.2123839557170868,39267,0.001
6.47,-0.5947900100000001,3,4540,10045,39422,1.0,0.0016428547013284905,0.2313980907201767,39332,0.001
6.56,-0.6060466699999999,3,4550,10063,39492,1.0,0.001553198229521513,0.22514884173870087,39397,0.001
6.6,-0.62772129,3,4560,10082,39564,1.0,0.0017065380234271288,0.22607099264860153,39472,0.001
6.56,-0.61443029,3,4570,10097,39624,1.0,0.0015053336807925785,0.2174631655216217,39533,0.001
6.56,-0.6191920000000001,3,4580,10113,39686,1.0,0.0015320574332560813,0.21630374093850455,39597,0.001
6.6,-0.6223603900000001,3,4590,10130,39753,1.0,0.0017509235102417214,0.20897889137268066,39663,0.001
6.56,-0.61718268,3,4600,10146,39816,1.0,0.0016385766045589531,0.21222966412703195,39725,0.001
6.56,-0.6088138700000001,3,4610,10164,39885,1.0,0.001490468658240778,0.2162388563156128,39793,0.001
6.59,-0.62473162,3,4620,10182,39955,1.0,0.0019208519823021358,0.22486181184649467,39863,0.001
6.62,-0.63109367,3,4630,10198,40019,1.0,0.0016956519767908113,0.22504165023565292,39926,0.001
6.67,-0.62814137,3,4640,10216,40089,1.0,0.001488869485910982,0.235834668080012,39999,0.001
6.62,-0.6273216300000001,3,4650,10233,40154,1.0,0.0016492792055942118,0.22065603733062744,40064,0.001
6.54,-0.60987291,3,4660,10249,40218,1.0,0.0016464517518345798,0.22990695014595985,40126,0.001
6.56,-0.61559833,3,4670,10265,40280,1.0,0.001647149814137568,0.23016415039698282,40188,0.001
6.53,-0.60656832,3,4680,10280,40339,1.0,0.0016811050474643708,0.21290827294190726,40248,0.001
6.51,-0.6140806900000001,3,4690,10297,40404,1.0,0.0017778423614799976,0.23364140093326569,40314,0.001
6.51,-0.61493378,3,4700,10313,40467,1.0,0.0016290500893124513,0.2205018550157547,40377,0.001
6.55,-0.63095528,3,4710,10332,40540,1.0,0.0018754821212496608,0.2245790846645832,40447,0.001
6.51,-0.62428524,3,4720,10349,40606,1.0,0.0015921252197586,0.21698639914393425,40513,0.001
6.52,-0.6294611600000001,3,4730,10366,40671,1.0,0.001618170877918601,0.2004232108592987,40580,0.001
6.47,-0.61682893,3,4740,10382,40736,1.0,0.0016097985440865158,0.21640701591968536,40644,0.001
6.52,-0.63299141,3,4750,10400,40806,1.0,0.0016987917013466358,0.20267170667648315,40711,0.001
6.62,-0.6377624300000001,3,4760,10419,40880,1.0,0.001535221585072577,0.21386036276817322,40787,0.001
6.63,-0.63534361,3,4770,10435,40943,1.0,0.0016685954760760069,0.22368991374969482,40852,0.001
6.71,-0.6543147500000001,3,4780,10453,41010,1.0,0.0015679030475439504,0.2166125699877739,40920,0.001
6.7,-0.6519079799999998,3,4790,10469,41074,1.0,0.0018975545885041357,0.22456884682178496,40982,0.001
6.76,-0.6578967,3,4800,10487,41143,1.0,0.001625838369363919,0.22035368904471397,41050,0.001
6.64,-0.63927039,3,4810,10502,41204,1.0,0.0018133883796898381,0.2174292393028736,41114,0.001
6.65,-0.6315524199999999,3,4820,10519,41271,1.0,0.001731130976362952,0.22013946622610092,41180,0.001
6.65,-0.62864534,3,4830,10536,41336,1.0,0.0020741117020536748,0.2330609659353892,41243,0.001
6.7,-0.64326333,3,4840,10554,41406,1.0,0.0017865924829883234,0.22883351147174835,41316,0.001
6.66,-0.62333649,3,4850,10571,41472,1.0,0.0017863395429837208,0.2245068500439326,41380,0.001
6.55,-0.61430967,3,4860,10587,41535,1.0,0.001634512620512396,0.22005221992731094,41443,0.001
6.58,-0.6276815099999999,3,4870,10604,41601,1.0,0.0017659873003140092,0.23400862018267313,41510,0.001
6.58,-0.62409287,3,4880,10621,41668,1.0,0.0016003843241681655,0.22169078389803568,41578,0.001
6.59,-0.6224744200000001,3,4890,10638,41733,1.0,0.0017349401314277202,0.23166320100426674,41643,0.001
6.6,-0.63261377,3,4900,10656,41803,1.0,0.0018202088734445472,0.2285648634036382,41709,0.001
6.6,-0.6356899699999999,3,4910,10671,41864,1.0,0.0016561564795362453,0.2214355170726776,41773,0.001
6.49,-0.6310487899999999,3,4920,10686,41920,1.0,0.0016577274771407246,0.20423170179128647,41829,0.001
6.52,-0.6220129799999999,3,4930,10703,41988,1.0,0.001585502759553492,0.22712265327572823,41895,0.001
6.55,-0.6277290999999999,3,4940,10722,42061,1.0,0.0016843221383169293,0.22053775936365128,41971,0.001
6.52,-0.6267914,3,4950,10738,42124,1.0,0.001798959542065859,0.22228018442789713,42032,0.001
6.64,-0.62844403,3,4960,10757,42199,1.0,0.0018039566431460635,0.21530831853548685,42101,0.001
6.68,-0.6413119300000001,3,4970,10775,42269,1.0,0.0016463941428810358,0.21587594350179037,42176,0.001
6.71,-0.64097627,3,4980,10793,42339,1.0,0.0019681857277949653,0.22514034807682037,42246,0.001
6.67,-0.64725044,3,4990,10809,42400,0.99,0.0016464749351143837,0.22016054391860962,42308,0.001
6.57,-0.6315339,3,5000,10824,42460,0.98,0.0018611953360959887,0.23532329003016153,42368,0.001
6.67,-0.6373615000000001,3,5010,10842,42531,0.98,0.001413572914316319,0.21915701776742935,42440,0.001
6.75,-0.6439269800000001,3,5020,10858,42595,0.98,0.0018150930060073732,0.24745716154575348,42503,0.001
6.74,-0.6602864399999998,3,5030,10875,42662,0.97,0.0017761529112855594,0.2303711362183094,42573,0.001
6.7,-0.65362193,3,5040,10893,42731,0.97,0.0017738105056600438,0.21772077977657317,42638,0.001
6.75,-0.6661518999999998,3,5050,10910,42799,0.97,0.002065900946035981,0.23339173570275307,42709,0.001
6.63,-0.66769477,3,5060,10926,42862,0.97,0.0016325908751847844,0.23407162229220072,42772,0.001
6.63,-0.6607313499999999,3,5070,10944,42932,0.97,0.0016948023345321416,0.22584236661593118,42842,0.001
6.62,-0.66725415,3,5080,10962,43001,0.97,0.001616970868781209,0.20399142801761627,42909,0.001
6.71,-0.6731983800000001,3,5090,10980,43071,0.98,0.0016444288194179535,0.22156720608472824,42981,0.001
6.77,-0.68085893,3,5100,10997,43137,0.99,0.0015497648157179356,0.23020866513252258,43045,0.001
6.69,-0.6778957700000001,3,5110,11013,43200,0.99,0.0019369516987353564,0.20292989164590836,43107,0.001
6.77,-0.69661265,3,5120,11032,43272,0.99,0.0017501483380328864,0.22302303835749626,43179,0.001
6.81,-0.6885548500000002,3,5130,11050,43343,1.0,0.0016109606561561425,0.23265002171198526,43252,0.001
6.81,-0.6950299199999997,3,5140,11067,43412,1.0,0.0015382067261574168,0.22194984555244446,43322,0.001
6.79,-0.6803523,3,5150,11084,43478,1.0,0.0017394411178039654,0.22616137564182281,43386,0.001
6.87,-0.6819417900000002,3,5160,11103,43549,1.0,0.0016424157324114016,0.22737348079681396,43459,0.001
6.89,-0.6780561399999999,3,5170,11121,43621,1.0,0.0017115232185460627,0.23152856528759003,43529,0.001
6.87,-0.67707823,3,5180,11138,43688,1.0,0.0015799619141034782,0.21798915167649588,43594,0.001
6.81,-0.65834197,3,5190,11155,43752,1.0,0.0018629879590922169,0.22187780340512595,43663,0.001
6.77,-0.65357682,3,5200,11170,43814,1.0,0.0015621172497048974,0.22098534802595773,43721,0.001
6.79,-0.653614,3,5210,11187,43879,1.0,0.0017421808297513053,0.22957730293273926,43788,0.001
6.7,-0.637569,3,5220,11203,43942,1.0,0.0018321103183552624,0.22588160634040833,43851,0.001
6.66,-0.6338347699999999,3,5230,11220,44009,1.0,0.0017271549440920353,0.23337556421756744,43919,0.001
