rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/time_elapsed,time/total_timesteps,time/fps,rollout/success_rate,train/actor_loss,train/n_updates,train/learning_rate,train/critic_loss
-0.43728211,7.92,620,2178,9454,4,1.0,0.3819103141625722,9349,0.001,0.006804299607340779
-0.42261664,7.33,630,2197,9533,4,1.0,0.37304970622062683,9428,0.001,0.00545802777633071
-0.42377912,7.31,640,2215,9607,4,1.0,0.37762654821077984,9501,0.001,0.006814493952939908
-0.42295546,7.39,650,2235,9691,4,1.0,0.3836152520444658,9587,0.001,0.0059345546307870084
-0.42422854,7.45,660,2252,9764,4,1.0,0.35735435287157696,9658,0.001,0.00560423918068409
-0.42655918,7.17,670,2266,9822,4,1.0,0.36622891823450726,9714,0.001,0.006322917916501562
-0.42408005000000004,7.24,680,2285,9901,4,1.0,0.32426200807094574,9796,0.001,0.00598460908180901
-0.43105052,7.28,690,2301,9968,4,1.0,0.349815271794796,9863,0.001,0.006430762296076864
-0.4236330000000001,6.9,700,2315,10027,4,1.0,0.3305216133594513,9922,0.001,0.006287120399065316
-0.43011163,7.3,710,2339,10125,4,1.0,0.31053265929222107,10021,0.001,0.005631353162849943
-0.4347345799999999,7.35,720,2354,10189,4,1.0,0.313623587290446,10083,0.001,0.006619716761633754
-0.43565345000000005,7.19,730,2369,10252,4,1.0,0.3051763892173767,10146,0.001,0.005750882904976606
-0.44707070000000004,7.21,740,2387,10328,4,1.0,0.31734539071718854,10221,0.001,0.006003252962338073
-0.44240387,7.01,750,2403,10392,4,1.0,0.3042740821838379,10287,0.001,0.006402261555194855
-0.44399204,7.34,760,2428,10498,4,1.0,0.294599970181783,10388,0.001,0.00526098539121449
-0.43783943000000003,7.32,770,2441,10554,4,1.0,0.28373023867607117,10449,0.001,0.005346058557430903
-0.43465855000000003,7.19,780,2457,10620,4,1.0,0.28399871786435443,10513,0.001,0.005284698524822791
-0.42139627,7.02,790,2469,10670,4,1.0,0.2495576391617457,10566,0.001,0.005880691297352314
-0.4189226800000001,6.99,800,2483,10726,4,1.0,0.2855622470378876,10616,0.001,0.006045259302482009
-0.4127049800000001,6.61,810,2497,10786,4,1.0,0.2753198742866516,10681,0.001,0.005879176314920187
-0.40626319,6.51,820,2510,10840,4,1.0,0.24945387244224548,10736,0.001,0.005276465588914496
-0.40142952,6.45,830,2524,10897,4,1.0,0.24301616350809732,10792,0.001,0.005411241281156738
-0.38599022000000005,6.21,840,2536,10949,4,1.0,0.25602081418037415,10844,0.001,0.004658493523796399
-0.38567751,6.09,850,2549,11001,4,1.0,0.24039014180501303,10896,0.001,0.005015374859794974
-0.37230977000000004,5.55,860,2561,11053,4,1.0,0.2510169595479965,10948,0.001,0.00516140868421644
-0.37753326000000004,5.56,870,2575,11110,4,1.0,0.22728050500154495,11004,0.001,0.004766850615851581
-0.37320080000000005,5.43,880,2587,11163,4,1.0,0.23935712377230325,11058,0.001,0.005036334134638309
-0.37509074000000003,5.53,890,2602,11223,4,1.0,0.22822341695427895,11118,0.001,0.004862955239202295
-0.36911534,5.45,900,2613,11271,4,1.0,0.23381570478280386,11166,0.001,0.00429010655110081
-0.3687507799999999,5.44,910,2627,11330,4,1.0,0.23265833258628846,11226,0.001,0.004395679493124287
-0.37529935000000003,5.48,920,2641,11388,4,1.0,0.23417666057745615,11280,0.001,0.004368725814856589
-0.37996016999999993,5.52,930,2656,11449,4,1.0,0.22089466452598572,11344,0.001,0.003965136886108667
-0.38877976,5.55,940,2669,11504,4,1.0,0.2246739516655604,11399,0.001,0.0045460122637450695
-0.39526682999999996,5.63,950,2684,11564,4,1.0,0.21530770510435104,11459,0.001,0.00425100214779377
-0.40421074000000007,5.65,960,2696,11618,4,1.0,0.21251741548379263,11512,0.001,0.00383293847553432
-0.40767927,5.63,970,2710,11673,4,1.0,0.21833897133668265,11569,0.001,0.00384335545822978
-0.41510960999999996,5.64,980,2723,11727,4,1.0,0.21197275817394257,11623,0.001,0.0036622685535500446
-0.4159087600000001,5.55,990,2735,11778,4,1.0,0.20911886791388193,11673,0.001,0.0035578706301748753
-0.42561641,5.64,1000,2748,11835,4,1.0,0.21357390781243643,11728,0.001,0.0036648924772938094
-0.42621660000000006,5.59,1010,2761,11889,4,1.0,0.18864942342042923,11784,0.001,0.003350183949805796
-0.41488634999999996,5.5,1020,2773,11938,4,1.0,0.2005499949057897,11834,0.001,0.0033261102313796678
-0.41371396,5.46,1030,2787,11995,4,1.0,0.1945372335612774,11890,0.001,0.003669990284834057
-0.40572859,5.44,1040,2799,12048,4,1.0,0.18381262570619583,11944,0.001,0.003443830704782158
-0.39748357999999995,5.38,1050,2812,12102,4,1.0,0.17450036108493805,11998,0.001,0.0034926155116409064
-0.39482229000000013,5.38,1060,2825,12156,4,1.0,0.18748903274536133,12050,0.001,0.0028926226909139325
-0.39593192,5.44,1070,2840,12217,4,1.0,0.18168893456459045,12111,0.001,0.0026836398057639597
-0.39107702000000005,5.44,1080,2853,12271,4,1.0,0.17969868580500284,12165,0.001,0.00309545367157885
-0.38685726,5.42,1090,2865,12320,4,1.0,0.2056310623884201,12215,0.001,0.002446984639391303
-0.38404715999999994,5.37,1100,2877,12372,4,1.0,0.19542490939299265,12266,0.001,0.00270705483853817
-0.37886834999999996,5.34,1110,2889,12423,4,1.0,0.18792273849248886,12316,0.001,0.003023759345524013
-0.3829835799999999,5.36,1120,2901,12474,4,1.0,0.21193237602710724,12369,0.001,0.0028151472099125384
-0.37693403,5.3,1130,2914,12525,4,1.0,0.17328926920890808,12420,0.001,0.0024900251301005483
-0.37411515,5.32,1140,2927,12580,4,1.0,0.16874959071477255,12472,0.001,0.0025147867389023306
-0.37890289000000005,5.32,1150,2940,12634,4,1.0,0.183835931122303,12530,0.001,0.00264393471713577
-0.37718572,5.34,1160,2953,12690,4,1.0,0.16985227664311728,12585,0.001,0.0023467052461845534
-0.36841391,5.29,1170,2967,12746,4,1.0,0.18023494382699332,12641,0.001,0.0026260121958330274
-0.37397298,5.3,1180,2980,12801,4,1.0,0.17198907335599264,12696,0.001,0.002517386067969104
-0.37544429,5.3,1190,2991,12850,4,1.0,0.1645001471042633,12745,0.001,0.0022782633546739816
-0.37386697999999996,5.29,1200,3004,12901,4,1.0,0.16266735643148422,12796,0.001,0.0021383888088166714
-0.38377986999999997,5.34,1210,3017,12957,4,1.0,0.16786892712116241,12851,0.001,0.002173406188376248
-0.38262300000000005,5.33,1220,3029,13007,4,1.0,0.16785275439421335,12902,0.001,0.0020513000432401895
-0.3874860699999999,5.37,1230,3042,13062,4,1.0,0.15585342794656754,12957,0.001,0.0021319482941180466
-0.3959323000000001,5.4,1240,3056,13120,4,1.0,0.16714346408843994,13014,0.001,0.0020816968753933907
-0.3849783700000001,5.35,1250,3068,13169,4,1.0,0.18448129296302795,13064,0.001,0.0019916890654712916
-0.38407036999999994,5.32,1260,3081,13222,4,1.0,0.17678173631429672,13118,0.001,0.0018944977491628379
-0.38765605000000003,5.28,1270,3093,13274,4,1.0,0.1575751155614853,13168,0.001,0.0019089951645582914
-0.38006657000000005,5.25,1280,3105,13326,4,1.0,0.15355563908815384,13220,0.001,0.0018780535901896656
-0.38992974,5.37,1290,3120,13387,4,1.0,0.1565658636391163,13279,0.001,0.0018508709035813808
-0.38759321,5.38,1300,3132,13439,4,1.0,0.15047301848729452,13333,0.001,0.0018942996393889189
-0.38734859,5.36,1310,3145,13493,4,1.0,0.15205475687980652,13389,0.001,0.0017948155582416803
-0.39238059,5.4,1320,3158,13547,4,1.0,0.16500993072986603,13438,0.001,0.0017308958631474525
-0.39091576000000006,5.36,1330,3171,13598,4,1.0,0.16111748913923898,13494,0.001,0.0018682764493860304
-0.38659947,5.33,1340,3184,13653,4,1.0,0.1595478430390358,13547,0.001,0.0015967030078172684
-0.39913540999999997,5.38,1350,3197,13707,4,1.0,0.14868861436843872,13601,0.001,0.0015109919768292457
-0.40016525999999997,5.37,1360,3209,13759,4,1.0,0.1546372671922048,13655,0.001,0.00162103510228917
-0.39361225999999994,5.32,1370,3220,13806,4,1.0,0.1515219584107399,13701,0.001,0.001713434001430869
-0.40149147999999996,5.4,1380,3235,13866,4,1.0,0.15187669545412064,13761,0.001,0.0016743992920964957
-0.38960401999999994,5.29,1390,3247,13916,4,1.0,0.1488904356956482,13812,0.001,0.0016392657533288002
-0.39560764,5.31,1400,3260,13970,4,1.0,0.14640657107035318,13864,0.001,0.0017052952316589653
-0.38946832,5.32,1410,3273,14025,4,1.0,0.15623676776885986,13920,0.001,0.0017054856677229206
-0.3812593,5.28,1420,3285,14075,4,1.0,0.16429764032363892,13970,0.001,0.0013781408197246492
-0.37314682,5.22,1430,3296,14120,4,1.0,0.15281255543231964,14015,0.001,0.0015360100660473108
-0.3672063300000001,5.17,1440,3308,14170,4,1.0,0.15491479635238647,14065,0.001,0.0014010842714924365
-0.36499528,5.18,1450,3321,14225,4,1.0,0.1425425410270691,14119,0.001,0.0014750474074389786
-0.36845541,5.24,1460,3335,14283,4,1.0,0.15593943372368813,14178,0.001,0.0015651673020329326
-0.37698368000000004,5.35,1470,3349,14341,4,1.0,0.1597109337647756,14235,0.001,0.0014121758479935427
-0.37223273999999995,5.27,1480,3361,14393,4,1.0,0.14069152623414993,14287,0.001,0.0014312907587736845
-0.37858689,5.29,1490,3374,14445,4,1.0,0.15288902074098587,14339,0.001,0.0013365760678425431
-0.37554396999999995,5.29,1500,3387,14499,4,1.0,0.14312536269426346,14395,0.001,0.0013136851135641336
-0.37627747999999994,5.28,1510,3400,14553,4,1.0,0.14471378922462463,14448,0.001,0.0014457688899710774
-0.38542174,5.32,1520,3412,14607,4,1.0,0.13988976180553436,14502,0.001,0.0013720686081796884
-0.39927632999999996,5.43,1530,3426,14663,4,1.0,0.14558348059654236,14558,0.001,0.001262006489560008
-0.40412929999999997,5.46,1540,3439,14716,4,1.0,0.14262530952692032,14609,0.001,0.0014066690928302705
-0.3974945100000001,5.4,1550,3450,14765,4,1.0,0.14122537523508072,14661,0.001,0.0012383036955725402
-0.40834442000000004,5.43,1560,3465,14826,4,1.0,0.14498257140318552,14720,0.001,0.001413362876822551
-0.40464087000000004,5.38,1570,3478,14879,4,1.0,0.1347271353006363,14773,0.001,0.001260255987290293
-0.40101423,5.36,1580,3490,14929,4,1.0,0.14606165885925293,14824,0.001,0.0012025951175019145
-0.40136009,5.36,1590,3502,14981,4,1.0,0.1406405009329319,14876,0.001,0.0012028887036389538
-0.40165040999999996,5.34,1600,3515,15033,4,1.0,0.138242835799853,14927,0.001,0.0012740535506357749
-0.39857535,5.28,1610,3526,15081,4,1.0,0.15227952599525452,14975,0.001,0.0013228164170868695
-0.3967253599999999,5.26,1620,3539,15133,4,1.0,0.13502568751573563,15027,0.001,0.0012069816933944822
-0.39206027,5.24,1630,3551,15187,4,1.0,0.1495762119690577,15082,0.001,0.001226209239879002
-0.39516124,5.25,1640,3564,15241,4,1.0,0.14276017621159554,15136,0.001,0.0011526576542694653
-0.40586186999999996,5.36,1650,3579,15301,4,1.0,0.13392827411492667,15195,0.001,0.0011051810967425506
-0.38700430999999996,5.25,1660,3591,15351,4,1.0,0.14611736436684927,15247,0.001,0.0011392995753946404
-0.39523883,5.33,1670,3605,15412,4,1.0,0.13300763567288718,15305,0.001,0.001267626629366229
-0.39890618000000005,5.45,1680,3620,15474,4,1.0,0.14750308224133082,15368,0.001,0.0012705711498191313
-0.39473409000000004,5.46,1690,3633,15527,4,1.0,0.14155006408691406,15421,0.001,0.0012554743443615735
-0.39559104,5.48,1700,3646,15581,4,1.0,0.1406641056140264,15476,0.001,0.0010505116311833262
-0.39924238,5.52,1710,3658,15633,4,1.0,0.14315861463546753,15528,0.001,0.001108848936079691
-0.39853194000000003,5.5,1720,3670,15683,4,1.0,0.15138768156369528,15578,0.001,0.0011216872953809798
-0.39939421,5.5,1730,3683,15737,4,1.0,0.14437847336133322,15632,0.001,0.0010795457831894357
-0.40289167000000004,5.52,1740,3697,15793,4,1.0,0.13691898683706918,15687,0.001,0.0011436303126780938
-0.39488014,5.44,1750,3709,15845,4,1.0,0.14636820554733276,15739,0.001,0.0010218207025900483
-0.3987820000000001,5.45,1760,3721,15896,4,1.0,0.14345798641443253,15790,0.001,0.0010550444130785763
-0.39676368999999995,5.39,1770,3735,15951,4,1.0,0.14294190208117166,15845,0.001,0.0011247516958974302
-0.3899800400000001,5.26,1780,3746,16000,4,1.0,0.14404294391473135,15896,0.001,0.001050746173132211
-0.39073562,5.24,1790,3759,16051,4,1.0,0.14590435475111008,15947,0.001,0.0010264914599247277
-0.38744565000000003,5.22,1800,3771,16103,4,1.0,0.13666359335184097,15999,0.001,0.0009183164947899058
-0.39440767,5.26,1810,3784,16159,4,1.0,0.14834567407766977,16053,0.001,0.0010414984232435625
-0.39516856000000006,5.29,1820,3797,16212,4,1.0,0.14807372788588205,16107,0.001,0.0009578231644506255
-0.39695214,5.32,1830,3811,16269,4,1.0,0.13351271549860635,16163,0.001,0.0009622577344998717
-0.39099986000000003,5.26,1840,3823,16319,4,1.0,0.13826573640108109,16214,0.001,0.0011117967078462243
-0.4007669300000001,5.31,1850,3836,16376,4,1.0,0.1446202645699183,16272,0.001,0.0009946342712889116
-0.40025765999999996,5.33,1860,3849,16429,4,1.0,0.14244939386844635,16324,0.001,0.0009747607012589773
-0.39672773,5.32,1870,3862,16483,4,1.0,0.1385505050420761,16379,0.001,0.000996812479570508
-0.40316959,5.35,1880,3875,16535,4,1.0,0.14780665189027786,16429,0.001,0.0008717427117517218
-0.40478716,5.38,1890,3888,16589,4,1.0,0.1474844068288803,16483,0.001,0.0009834114753175527
-0.4035462300000001,5.36,1900,3900,16639,4,1.0,0.13739045212666193,16534,0.001,0.0009458152344450355
-0.39665136999999995,5.3,1910,3912,16689,4,1.0,0.1309872418642044,16585,0.001,0.0010594150517135859
-0.39840217,5.3,1920,3924,16742,4,1.0,0.13762149214744568,16636,0.001,0.0008999824737353871
-0.39466808,5.25,1930,3937,16794,4,1.0,0.13215434551239014,16689,0.001,0.0009554923046380282
-0.3929065500000001,5.25,1940,3949,16844,4,1.0,0.1380198374390602,16740,0.001,0.000993657551589422
-0.3876023100000001,5.2,1950,3961,16896,4,1.0,0.14222283164660135,16791,0.001,0.0008642148653355738
-0.39040312000000005,5.21,1960,3974,16950,4,1.0,0.13813011348247528,16845,0.001,0.0009149484802037477
-0.39021015,5.21,1970,3987,17004,4,1.0,0.15164971351623535,16899,0.001,0.0009794932993827388
-0.3945280300000001,5.27,1980,4001,17062,4,1.0,0.158932626247406,16955,0.001,0.0010170183610171079
-0.39395554000000005,5.24,1990,4013,17113,4,1.0,0.1438957154750824,17008,0.001,0.0009826434252317995
-0.40030943999999996,5.27,2000,4026,17166,4,1.0,0.13539189100265503,17061,0.001,0.0008786832622718066
-0.3991028600000001,5.29,2010,4038,17218,4,1.0,0.13483479619026184,17114,0.001,0.0010035152663476765
-0.40086697999999993,5.29,2020,4051,17271,4,1.0,0.1362607330083847,17166,0.001,0.000889017346448132
-0.40002039999999994,5.27,2030,4063,17321,4,1.0,0.13906610757112503,17215,0.001,0.0010181734804064035
-0.40547882,5.33,2040,4076,17377,4,1.0,0.14608947932720184,17270,0.001,0.0008549728857663771
-0.40134951,5.32,2050,4088,17428,4,1.0,0.13982872168223062,17323,0.001,0.0009222847196118286
-0.39703677,5.3,2060,4101,17480,4,1.0,0.1383215735356013,17374,0.001,0.0009012860129587353
-0.39244127999999995,5.32,2070,4114,17536,4,1.0,0.14127338863909245,17430,0.001,0.0008778867777436972
-0.38700562,5.26,2080,4127,17588,4,1.0,0.13392157355944315,17482,0.001,0.0008087959373369813
-0.39363607999999994,5.29,2090,4140,17642,4,1.0,0.1304154098033905,17536,0.001,0.000826357732876204
-0.3836251299999999,5.23,2100,4151,17689,4,1.0,0.1348805824915568,17582,0.001,0.0009092968927385906
-0.3851971700000001,5.25,2110,4164,17743,4,1.0,0.13208863139152527,17638,0.001,0.0010556149548695732
-0.39319473000000005,5.32,2120,4178,17803,4,1.0,0.14027849833170572,17697,0.001,0.0008863926244278749
-0.399272,5.37,2130,4192,17858,4,1.0,0.13495386391878128,17753,0.001,0.0007596821873448789
-0.39582347999999995,5.32,2140,4204,17909,4,1.0,0.1349121481180191,17804,0.001,0.0008900486282072961
-0.4024283699999999,5.36,2150,4217,17964,4,1.0,0.13763132691383362,17858,0.001,0.0008592342725023627
-0.41482147,5.46,2160,4232,18026,4,1.0,0.135581245024999,17921,0.001,0.0008424708600311229
-0.42282867,5.45,2170,4245,18081,4,1.0,0.13034985214471817,17976,0.001,0.0007783366891089827
-0.42428937,5.49,2180,4259,18137,4,1.0,0.13373204817374548,18031,0.001,0.0008543395670130849
-0.40859554,5.41,2190,4270,18183,4,1.0,0.14758506417274475,18078,0.001,0.0008879653527401387
-0.41579798999999995,5.44,2200,4282,18233,4,1.0,0.14964032173156738,18129,0.001,0.0008380635117646307
-0.42087637,5.46,2210,4295,18289,4,1.0,0.14949171990156174,18185,0.001,0.0007355280569754541
-0.40960557999999997,5.41,2220,4308,18344,4,1.0,0.14542299509048462,18238,0.001,0.0008355610092015316
-0.40453705,5.38,2230,4321,18396,4,1.0,0.13995369523763657,18292,0.001,0.000852850018418394
-0.4069146099999999,5.42,2240,4334,18451,4,1.0,0.13592374821503958,18344,0.001,0.0008788506267592311
-0.4005861300000001,5.36,2250,4345,18500,4,1.0,0.1333206668496132,18395,0.001,0.0007007558888290077
-0.39930340999999997,5.31,2260,4359,18557,4,1.0,0.1326896995306015,18451,0.001,0.0007917356211692095
-0.39639140999999994,5.3,2270,4372,18611,4,1.0,0.14339663088321686,18504,0.001,0.0007816423458280042
-0.39714529000000004,5.27,2280,4385,18664,4,1.0,0.147832453250885,18559,0.001,0.0008024151223556449
-0.41561999,5.4,2290,4399,18723,4,1.0,0.13991959765553474,18618,0.001,0.0008442020792114947
-0.41986747,5.44,2300,4412,18777,4,1.0,0.1274877687295278,18671,0.001,0.0008442752975194404
-0.41283424000000013,5.4,2310,4424,18829,4,1.0,0.1387303819259008,18723,0.001,0.0008229788315171996
-0.41228954,5.39,2320,4437,18883,4,1.0,0.14543472230434418,18779,0.001,0.0007903181055250267
-0.4107081,5.37,2330,4449,18933,4,1.0,0.13808448612689972,18828,0.001,0.0009147185628535226
-0.41096731999999997,5.39,2340,4463,18990,4,1.0,0.13905071715513864,18884,0.001,0.0008289022487588226
-0.41114867,5.4,2350,4475,19040,4,1.0,0.13382724672555923,18935,0.001,0.0007676301756873727
-0.40267703,5.35,2360,4487,19092,4,1.0,0.14102312177419662,18987,0.001,0.000774884142447263
-0.40157755,5.32,2370,4500,19143,4,1.0,0.13116584718227386,19038,0.001,0.0008007622964214534
-0.39433962000000006,5.29,2380,4512,19193,4,1.0,0.14445418119430542,19087,0.001,0.0007414791500195861
-0.38217480000000004,5.21,2390,4524,19244,4,1.0,0.13347049554189047,19139,0.001,0.0007472042731630305
-0.38069081999999993,5.22,2400,4537,19299,4,1.0,0.14953243235747019,19193,0.001,0.0007910023850854486
-0.3810225899999999,5.19,2410,4549,19348,4,1.0,0.13826102763414383,19244,0.001,0.0008153085072990507
-0.37931051000000005,5.16,2420,4561,19399,4,1.0,0.14184670895338058,19292,0.001,0.0006497955764643848
-0.38854872,5.22,2430,4574,19455,4,1.0,0.13960955291986465,19349,0.001,0.0007420108304359019
-0.38578387999999997,5.18,2440,4587,19508,4,1.0,0.13344743102788925,19403,0.001,0.0007575864670798183
-0.39117340000000006,5.21,2450,4600,19561,4,1.0,0.14852064351240793,19456,0.001,0.0007551442016847431
-0.38766335999999996,5.22,2460,4613,19614,4,1.0,0.14279496173063913,19508,0.001,0.000730032353506734
-0.39075057,5.24,2470,4625,19667,4,1.0,0.13297322392463684,19563,0.001,0.0007053823016273478
-0.39786235999999997,5.29,2480,4638,19722,4,1.0,0.13824418187141418,19616,0.001,0.00078718809527345
-0.40357243,5.31,2490,4651,19775,4,1.0,0.1433988312880198,19669,0.001,0.0007481091209532073
-0.39968718000000003,5.29,2500,4664,19828,4,1.0,0.13832181692123413,19724,0.001,0.0007184437999967486
-0.40281884999999995,5.32,2510,4676,19880,4,1.0,0.14654898643493652,19775,0.001,0.0006920356099726632
-0.4129812,5.38,2520,4690,19937,4,1.0,0.14184197783470154,19830,0.001,0.0006918637830364917
-0.4131255900000001,5.39,2530,4704,19994,4,1.0,0.1430363655090332,19889,0.001,0.0006578512489795685
-0.4149673199999999,5.4,2540,4717,20048,4,1.0,0.13717355330785116,19942,0.001,0.0007417887973133475
-0.40959051,5.38,2550,4729,20099,4,1.0,0.1352571944395701,19993,0.001,0.0007833043055143207
-0.41369207,5.4,2560,4742,20154,4,1.0,0.14214196801185608,20048,0.001,0.0006269220175454393
-0.41264048,5.4,2570,4755,20207,4,1.0,0.14252685010433197,20102,0.001,0.0006786416730998704
-0.40648410000000007,5.35,2580,4767,20257,4,1.0,0.14350998401641846,20152,0.001,0.0006178002513479441
-0.3979923400000001,5.32,2590,4779,20307,4,1.0,0.1413712501525879,20202,0.001,0.0006959816790185868
-0.39825130000000003,5.32,2600,4791,20360,4,1.0,0.1376601904630661,20254,0.001,0.0007001540604202697
