rollout/ep_len_mean,time/total_timesteps,time/episodes,rollout/success_rate,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate
4.45,28631,4830,1.0,-0.25496861000000004,7040,4,0.0004968370019923895,28533,0.10139863565564156,0.001
4.48,28677,4840,1.0,-0.25838228999999996,7052,4,0.0005281086429022253,28579,0.10643637180328369,0.001
4.5,28722,4850,1.0,-0.25888332000000003,7064,4,0.000506014097481966,28624,0.09629687666893005,0.001
4.5,28766,4860,1.0,-0.25590309999999994,7075,4,0.0004987914580851793,28668,0.09748408943414688,0.001
4.51,28814,4870,1.0,-0.25481182999999996,7087,4,0.0004347801198794817,28716,0.0998402511080106,0.001
4.54,28860,4880,1.0,-0.25705799,7099,4,0.0004574093618430197,28762,0.1056799665093422,0.001
4.54,28905,4890,1.0,-0.25831521999999996,7111,4,0.0005010207969462499,28807,0.08698540553450584,0.001
4.56,28950,4900,1.0,-0.25724297,7122,4,0.000537117914063856,28852,0.09970947355031967,0.001
4.58,28997,4910,1.0,-0.26043008,7134,4,0.0004952471295837313,28897,0.10031038522720337,0.001
4.59,29046,4920,1.0,-0.25733445,7147,4,0.000468619167804718,28948,0.1017727479338646,0.001
4.63,29094,4930,1.0,-0.25903197,7159,4,0.00048784287355374545,28995,0.09548179805278778,0.001
4.63,29140,4940,1.0,-0.25527991,7171,4,0.00044908437121193856,29042,0.09079742431640625,0.001
4.59,29181,4950,1.0,-0.25112071,7182,4,0.0004759111034218222,29083,0.09887835755944252,0.001
4.65,29231,4960,1.0,-0.25554795,7195,4,0.00048470066394656897,29132,0.09618453681468964,0.001
4.61,29275,4970,1.0,-0.25487134,7206,4,0.0005084084477857687,29177,0.09939005225896835,0.001
4.61,29321,4980,1.0,-0.2543072,7218,4,0.00047127940342761576,29222,0.09430239349603653,0.001
4.61,29366,4990,1.0,-0.25546903,7230,4,0.0005396492837462574,29267,0.09486854076385498,0.001
4.63,29413,5000,1.0,-0.26027185,7242,4,0.0005169961019419134,29313,0.09874383360147476,0.001
4.61,29458,5010,1.0,-0.25788243000000005,7253,4,0.0005319896154105663,29359,0.10133451968431473,0.001
4.55,29501,5020,1.0,-0.25574281,7264,4,0.0004789088503457606,29403,0.09926056116819382,0.001
4.51,29545,5030,1.0,-0.25383051,7276,4,0.0005121042631799355,29446,0.10344268754124641,0.001
4.5,29590,5040,1.0,-0.25636601000000003,7287,4,0.0004607251554261893,29492,0.0985125129421552,0.001
4.54,29635,5050,1.0,-0.25861509,7299,4,0.00043640252988552675,29537,0.09160585701465607,0.001
4.49,29680,5060,1.0,-0.25525687,7310,4,0.0004841914807911962,29580,0.10089074323574702,0.001
4.51,29726,5070,1.0,-0.25506072,7322,4,0.0004799649541382678,29627,0.09774468466639519,0.001
4.49,29770,5080,1.0,-0.25394294000000006,7333,4,0.0004454373614862561,29672,0.10344762355089188,0.001
4.47,29813,5090,1.0,-0.25189332,7344,4,0.0005593162379227579,29714,0.09697743753592174,0.001
4.45,29858,5100,1.0,-0.24811607,7356,4,0.00048466178122907877,29759,0.09817174822092056,0.001
4.45,29903,5110,1.0,-0.24643613999999997,7368,4,0.0005325644378899597,29803,0.09653910249471664,0.001
4.51,29952,5120,1.0,-0.25246936000000003,7380,4,0.0004545235016848892,29852,0.09401540706555049,0.001
4.53,29998,5130,1.0,-0.25261188,7392,4,0.0005110657366458327,29899,0.09469083324074745,0.001
4.5,30040,5140,1.0,-0.24872007,7403,4,0.00046381758875213563,29942,0.09991013258695602,0.001
4.47,30082,5150,1.0,-0.24841096000000001,7414,4,0.000459874419902917,29984,0.1076706238090992,0.001
4.48,30128,5160,1.0,-0.24812747000000002,7426,4,0.00048269832623191176,30029,0.09659714996814728,0.001
4.49,30175,5170,1.0,-0.2457333,7438,4,0.000503192690666765,30077,0.10909204930067062,0.001
4.48,30218,5180,1.0,-0.24607871999999997,7449,4,0.0006062718923203648,30120,0.1016508291165034,0.001
4.49,30262,5190,1.0,-0.24677301,7460,4,0.0004153745248913765,30163,0.10043409839272499,0.001
4.51,30309,5200,1.0,-0.24872436,7472,4,0.00044256472028791904,30209,0.09774837642908096,0.001
4.51,30354,5210,1.0,-0.25046734,7484,4,0.00046927426592446864,30255,0.09923570230603218,0.001
4.47,30399,5220,1.0,-0.24825874000000003,7495,4,0.0005464702204335481,30301,0.09906929731369019,0.001
4.47,30445,5230,1.0,-0.24911189,7507,4,0.0005449809686979279,30347,0.10048910975456238,0.001
4.55,30495,5240,1.0,-0.25422589,7520,4,0.000489568556076847,30396,0.10165805617968242,0.001
4.63,30545,5250,1.0,-0.25730728999999997,7533,4,0.0005011093453504145,30447,0.09852863848209381,0.001
4.64,30592,5260,1.0,-0.26067336999999996,7545,4,0.0004434662463609129,30493,0.10840298235416412,0.001
4.6,30635,5270,1.0,-0.25989725,7556,4,0.0004943539897794835,30535,0.09884609282016754,0.001
4.63,30681,5280,1.0,-0.26112759,7568,4,0.0004493337598562773,30583,0.09768113493919373,0.001
4.63,30725,5290,1.0,-0.26045659,7580,4,0.00046747503220103683,30627,0.10006615146994591,0.001
4.67,30776,5300,1.0,-0.2622195,7593,4,0.00045996952103450895,30677,0.10591985285282135,0.001
4.68,30822,5310,1.0,-0.26112176000000004,7604,4,0.00043153000879101453,30724,0.0996236006418864,0.001
4.71,30870,5320,1.0,-0.26399714,7617,4,0.0004149652202613652,30771,0.10038802772760391,0.001
4.72,30917,5330,1.0,-0.26304667,7629,4,0.000489166057377588,30819,0.10438687726855278,0.001
4.66,30961,5340,1.0,-0.2608529,7640,4,0.0005462095024995506,30863,0.10940564423799515,0.001
4.67,31012,5350,1.0,-0.26200902,7653,4,0.0004230078193359077,30913,0.09725495427846909,0.001
4.66,31058,5360,1.0,-0.26001106,7665,4,0.00045092771761119367,30960,0.104202335079511,0.001
4.72,31107,5370,1.0,-0.26248877,7678,4,0.00044241087744012475,31005,0.09639208018779755,0.001
4.73,31154,5380,1.0,-0.26274144,7690,4,0.00046432253050928313,31056,0.09648556758960088,0.001
4.71,31196,5390,1.0,-0.26065746999999995,7701,4,0.0004428588435985148,31098,0.09937357902526855,0.001
4.66,31242,5400,1.0,-0.25693233000000004,7712,4,0.0004735353461001068,31142,0.10440855224927266,0.001
4.66,31288,5410,1.0,-0.25757563,7724,4,0.000474242347991094,31190,0.10070336858431499,0.001
4.63,31333,5420,1.0,-0.25632802,7736,4,0.0005012604087824002,31234,0.09399285912513733,0.001
4.64,31381,5430,1.0,-0.25520685,7748,4,0.00042557622509775683,31283,0.09290841221809387,0.001
4.68,31429,5440,1.0,-0.25692670999999995,7761,4,0.0005064469820354134,31330,0.10451295226812363,0.001
4.63,31475,5450,1.0,-0.25313196,7772,4,0.0004951320181135089,31377,0.10209594666957855,0.001
4.65,31523,5460,1.0,-0.25520069999999995,7785,4,0.0004807958845049143,31425,0.09329265728592873,0.001
4.65,31572,5470,1.0,-0.25908947,7797,4,0.00044337405623602014,31473,0.0975357989470164,0.001
4.64,31618,5480,1.0,-0.25934611999999996,7809,4,0.0005250076646916568,31519,0.09794563800096512,0.001
4.69,31665,5490,1.0,-0.26388737999999995,7821,4,0.0004829291137866676,31566,0.09142019227147102,0.001
4.66,31708,5500,1.0,-0.2650519700000001,7832,4,0.00047429775586351754,31609,0.11021773517131805,0.001
4.62,31750,5510,1.0,-0.26210154,7843,4,0.0004741225711768493,31651,0.09266771003603935,0.001
4.62,31795,5520,1.0,-0.25781198,7855,4,0.00046999168262118474,31696,0.10181315243244171,0.001
4.62,31843,5530,1.0,-0.26121192,7867,4,0.0004414202630869113,31745,0.10032584890723228,0.001
4.58,31887,5540,1.0,-0.25983416,7878,4,0.0003980984110967256,31788,0.0996052622795105,0.001
4.56,31931,5550,1.0,-0.2613862599999999,7890,4,0.00046107787784421816,31833,0.09867619723081589,0.001
4.52,31975,5560,1.0,-0.25789526999999995,7901,4,0.0005107077158754691,31877,0.10912491008639336,0.001
4.48,32020,5570,1.0,-0.25572899,7913,4,0.0004370977549115196,31922,0.09983548894524574,0.001
4.48,32066,5580,1.0,-0.25684440000000003,7925,4,0.0004389755486045033,31967,0.09461168572306633,0.001
4.45,32110,5590,1.0,-0.25549028,7936,4,0.0004499363203649409,32012,0.08707865327596664,0.001
4.51,32159,5600,1.0,-0.25809087000000003,7949,4,0.0004225765442242846,32060,0.09725360944867134,0.001
4.55,32205,5610,1.0,-0.26145894000000003,7960,4,0.0004518898669630289,32107,0.10709794610738754,0.001
4.54,32249,5620,1.0,-0.26138086,7972,4,0.0004263030248694122,32150,0.10268319894870122,0.001
4.51,32294,5630,1.0,-0.25787411000000005,7983,4,0.0004114911935175769,32196,0.09299228340387344,0.001
4.51,32338,5640,1.0,-0.2583222,7995,4,0.0004425024599186145,32240,0.10354683175683022,0.001
4.52,32383,5650,1.0,-0.25630824,8006,4,0.0003926472199964337,32284,0.09701438248157501,0.001
4.52,32427,5660,1.0,-0.25629669,8018,4,0.0005016255672671832,32329,0.10679656267166138,0.001
4.51,32471,5670,1.0,-0.25587797,8029,4,0.00046988679678179325,32373,0.09180503338575363,0.001
4.5,32516,5680,1.0,-0.25262198999999996,8041,4,0.00045369082363322377,32417,0.09897775948047638,0.001
4.5,32560,5690,1.0,-0.25235762,8052,4,0.00047037965850904584,32461,0.09618031233549118,0.001
4.45,32604,5700,1.0,-0.25009338999999997,8063,4,0.0004489175698836334,32506,0.09914421290159225,0.001
4.5,32655,5710,1.0,-0.25018539,8076,4,0.00048675270954845473,32555,0.10286030545830727,0.001
4.48,32697,5720,1.0,-0.25208334,8087,4,0.0004886754031758755,32599,0.09696806222200394,0.001
4.5,32744,5730,1.0,-0.25506035,8099,4,0.0004315438709454611,32645,0.10551920160651207,0.001
4.5,32788,5740,1.0,-0.2552342,8110,4,0.00043351291969884187,32690,0.09533193334937096,0.001
4.54,32837,5750,1.0,-0.25807168999999996,8123,4,0.0003949538164306432,32738,0.10218336184819539,0.001
4.52,32879,5760,1.0,-0.25765454,8134,4,0.0004643533902708441,32781,0.0970989465713501,0.001
4.54,32925,5770,1.0,-0.25589589,8146,4,0.0004135970812058076,32825,0.09591025114059448,0.001
4.55,32971,5780,1.0,-0.25981076999999997,8158,4,0.00043546525557758287,32872,0.10044286027550697,0.001
4.64,33024,5790,1.0,-0.26340117999999996,8171,4,0.0005134303598121429,32925,0.09966190904378891,0.001
4.62,33066,5800,1.0,-0.25959992,8182,4,0.00043585256207734346,32968,0.10928631201386452,0.001
4.56,33111,5810,1.0,-0.25972589999999995,8194,4,0.00048392906319350004,33013,0.09824995696544647,0.001
4.58,33155,5820,1.0,-0.26069293000000004,8205,4,0.000439624760474544,33057,0.10360610485076904,0.001
4.56,33200,5830,1.0,-0.25691167,8216,4,0.00044699342106468976,33102,0.09503670409321785,0.001
4.58,33246,5840,1.0,-0.25792137,8228,4,0.00045766315888613464,33147,0.10711224377155304,0.001
4.51,33288,5850,1.0,-0.25450949,8239,4,0.0004924726163153537,33189,0.105796217918396,0.001
4.52,33331,5860,1.0,-0.25313475,8250,4,0.0004557944601401687,33232,0.10504197825988133,0.001
4.5,33375,5870,1.0,-0.25319609,8262,4,0.00041211531060980633,33277,0.1019836999475956,0.001
4.5,33421,5880,1.0,-0.25407359,8273,4,0.00048456899239681663,33323,0.10040657222270966,0.001
4.39,33463,5890,1.0,-0.2500498,8284,4,0.0004183697674307041,33365,0.10178763046860695,0.001
4.41,33507,5900,1.0,-0.25258374,8296,4,0.00046794717491138726,33408,0.1006203442811966,0.001
4.43,33554,5910,1.0,-0.25274421,8308,4,0.000460687828308437,33455,0.09954668208956718,0.001
4.44,33599,5920,1.0,-0.25374199000000003,8319,4,0.0004054169767186977,33501,0.10040692239999771,0.001
4.42,33642,5930,1.0,-0.25300079,8330,4,0.00041969206649810075,33544,0.1026397595802943,0.001
4.41,33687,5940,1.0,-0.25107654999999995,8342,4,0.00043493507109815255,33589,0.10405055433511734,0.001
4.47,33735,5950,1.0,-0.25367810999999996,8354,4,0.0004346075700595975,33635,0.09235916286706924,0.001
4.55,33786,5960,1.0,-0.25924469,8368,4,0.0005230309790931642,33687,0.09615250676870346,0.001
4.61,33836,5970,1.0,-0.26058981999999997,8380,4,0.00045083902077749374,33738,0.10131038228670756,0.001
4.66,33887,5980,1.0,-0.26009419,8394,4,0.0004401824378874153,33788,0.10042654226223628,0.001
4.69,33932,5990,1.0,-0.25967447,8405,4,0.00042290077544748783,33833,0.09489332139492035,0.001
4.72,33979,6000,1.0,-0.2623973,8417,4,0.0004229246551403776,33881,0.09781577065587044,0.001
4.68,34022,6010,1.0,-0.26021912,8428,4,0.00039787918649381027,33924,0.10109836980700493,0.001
4.7,34069,6020,1.0,-0.26053703,8440,4,0.0004334647237556055,33971,0.10185046245654424,0.001
4.77,34119,6030,1.0,-0.26364826,8453,4,0.0004286841649445705,34020,0.10161479562520981,0.001
4.75,34162,6040,1.0,-0.26299981,8464,4,0.0005068062455393374,34064,0.10270286351442337,0.001
4.74,34209,6050,1.0,-0.26575748,8476,4,0.0004965299100149423,34111,0.09801678732037544,0.001
4.67,34253,6060,1.0,-0.26043613,8488,4,0.0005047702288720757,34155,0.0960090272128582,0.001
4.66,34302,6070,1.0,-0.26111498,8500,4,0.0004638518512365408,34204,0.10271207615733147,0.001
4.62,34349,6080,1.0,-0.25762103000000003,8513,4,0.0004577346990117803,34251,0.10270575061440468,0.001
4.67,34399,6090,1.0,-0.26118701000000005,8525,4,0.0004320441395975649,34300,0.1026682381828626,0.001
4.66,34445,6100,1.0,-0.2578786,8537,4,0.00042607628711266443,34346,0.09975800663232803,0.001
4.71,34493,6110,1.0,-0.25682845000000004,8550,4,0.0004344569460954517,34392,0.10257071256637573,0.001
4.69,34538,6120,1.0,-0.25600175,8561,4,0.0004947327106492594,34440,0.10007206723093987,0.001
4.62,34581,6130,1.0,-0.25426143,8572,4,0.00042237136949552223,34483,0.09286138042807579,0.001
4.67,34629,6140,1.0,-0.25541655,8585,4,0.00039920334820635616,34530,0.1001712903380394,0.001
4.66,34675,6150,1.0,-0.25262191,8596,4,0.00047058378549991176,34577,0.10453241690993309,0.001
4.71,34724,6160,1.0,-0.25454241,8609,4,0.0004650586750358343,34625,0.10208887979388237,0.001
4.65,34767,6170,1.0,-0.25081549999999997,8620,4,0.000496900909638498,34669,0.09923748672008514,0.001
4.63,34812,6180,1.0,-0.25211202,8632,4,0.00048604848416289315,34714,0.10491716489195824,0.001
4.56,34855,6190,1.0,-0.25105893,8643,4,0.0004642389976652339,34757,0.10101302713155746,0.001
4.53,34898,6200,1.0,-0.25194183,8654,4,0.0004272549049346708,34799,0.09546995908021927,0.001
4.48,34941,6210,1.0,-0.25331608000000005,8665,4,0.000463935146399308,34842,0.09518922120332718,0.001
4.54,34992,6220,1.0,-0.25396318,8678,4,0.0004619922721758485,34894,0.10308092832565308,0.001
4.56,35037,6230,1.0,-0.25358851999999993,8690,4,0.0005063874879851938,34939,0.09903884679079056,0.001
4.58,35087,6240,1.0,-0.25412760999999995,8703,4,0.0005157873723267888,34989,0.0986891637245814,0.001
4.6,35135,6250,1.0,-0.25363488,8715,4,0.0004948575689923019,35037,0.09738374128937721,0.001
4.57,35181,6260,1.0,-0.25221584999999996,8727,4,0.00046207192935980855,35083,0.09771936759352684,0.001
4.62,35229,6270,1.0,-0.25509761999999997,8739,4,0.0004252222958408917,35130,0.10026901960372925,0.001
4.66,35278,6280,1.0,-0.25780957000000004,8752,4,0.00044803209602832793,35180,0.0967461292942365,0.001
4.67,35322,6290,1.0,-0.25360571,8763,4,0.000498745750519447,35224,0.09885387867689133,0.001
4.69,35367,6300,1.0,-0.25387990000000005,8775,4,0.0004192634951323271,35268,0.10233819484710693,0.001
4.69,35410,6310,1.0,-0.25413249,8786,4,0.0004755036425194703,35312,0.09684525430202484,0.001
4.66,35458,6320,1.0,-0.25579644000000007,8798,4,0.00043292175978422166,35360,0.10228271534045537,0.001
4.68,35505,6330,1.0,-0.25687677999999997,8810,4,0.0004382300345848004,35407,0.10047831386327744,0.001
4.61,35548,6340,1.0,-0.25356038999999997,8821,4,0.00044002694194205104,35449,0.10473915189504623,0.001
4.6,35595,6350,1.0,-0.25530299,8833,4,0.00043372810614528134,35496,0.09248600527644157,0.001
4.59,35640,6360,1.0,-0.25703941999999996,8845,4,0.00048466608859598637,35542,0.10908441493908565,0.001
4.58,35687,6370,1.0,-0.25882789999999994,8857,4,0.0003866997139994055,35588,0.10326176385084788,0.001
4.55,35733,6380,1.0,-0.25573214,8869,4,0.00041231010254705325,35632,0.1030435673892498,0.001
4.54,35776,6390,1.0,-0.25931252,8880,4,0.00044332075776765123,35678,0.10873530805110931,0.001
4.54,35821,6400,1.0,-0.25889192999999994,8891,4,0.00043170501885470003,35722,0.0938723161816597,0.001
4.52,35862,6410,1.0,-0.25728922,8902,4,0.00047253965749405324,35764,0.10873501375317574,0.001
4.49,35907,6420,1.0,-0.25208519999999995,8914,4,0.00045363311073742807,35809,0.10105184093117714,0.001
4.51,35956,6430,1.0,-0.2515233700000001,8926,4,0.00044596559746423736,35856,0.10393944010138512,0.001
4.55,36003,6440,1.0,-0.25235956000000004,8938,4,0.00046299362293211743,35903,0.10160814598202705,0.001
4.54,36049,6450,1.0,-0.24961673999999995,8950,4,0.0004656432429328561,35951,0.0989301602045695,0.001
4.55,36095,6460,1.0,-0.24987454,8962,4,0.0003913013157822813,35997,0.10176001737515132,0.001
4.51,36138,6470,1.0,-0.24410373999999999,8973,4,0.0003673947212519124,36040,0.09082397446036339,0.001
4.48,36181,6480,1.0,-0.24379131999999998,8984,4,0.0004005222363048233,36082,0.09142724052071571,0.001
4.51,36227,6490,1.0,-0.24618197000000003,8996,4,0.0003736235259566456,36129,0.10487128049135208,0.001
4.54,36275,6500,1.0,-0.24724496999999995,9009,4,0.00039252772694453597,36175,0.10112562403082848,0.001
4.56,36318,6510,1.0,-0.24862861000000003,9020,4,0.000391737325116992,36220,0.09862906113266945,0.001
4.54,36361,6520,1.0,-0.24736922,9031,4,0.00042543621966615317,36262,0.09545290470123291,0.001
4.46,36402,6530,1.0,-0.24613062000000002,9041,4,0.0003798993129748851,36304,0.09871872514486313,0.001
4.44,36447,6540,1.0,-0.24902884999999997,9053,4,0.0004319872605265118,36348,0.10174572095274925,0.001
4.41,36490,6550,1.0,-0.24880006999999996,9064,4,0.0003612950094975531,36392,0.09889508038759232,0.001
4.41,36536,6560,1.0,-0.24694246999999994,9076,4,0.00038905992405489085,36437,0.10293949395418167,0.001
4.45,36583,6570,1.0,-0.2501235,9088,4,0.0004489966086111963,36485,0.09551318734884262,0.001
4.48,36629,6580,1.0,-0.24951102999999997,9100,4,0.00045319998025661334,36529,0.1053016223013401,0.001
4.49,36676,6590,1.0,-0.25057525,9112,4,0.00040174882160499693,36577,0.09506610780954361,0.001
4.45,36720,6600,1.0,-0.25027610999999994,9123,4,0.0004347356676589698,36621,0.10013021528720856,0.001
4.49,36767,6610,1.0,-0.25101843,9135,4,0.0003964159346651286,36668,0.09739421059687932,0.001
4.5,36811,6620,1.0,-0.25187999,9146,4,0.00039173151162685826,36713,0.09857206791639328,0.001
4.55,36857,6630,1.0,-0.2550141,9158,4,0.00043144037772435695,36758,0.10026281699538231,0.001
4.56,36903,6640,1.0,-0.25499081,9170,4,0.000399184187699575,36804,0.10035648569464684,0.001
4.57,36947,6650,1.0,-0.25406294,9181,4,0.000474654056597501,36849,0.10144296288490295,0.001
4.56,36992,6660,1.0,-0.25425347,9193,4,0.0004144109067662309,36894,0.09996055563290913,0.001
4.55,37038,6670,1.0,-0.25487673000000005,9205,4,0.00040997379983309656,36939,0.0963129922747612,0.001
4.56,37085,6680,1.0,-0.25742151,9217,4,0.0003836345102172345,36986,0.09989761561155319,0.001
4.56,37132,6690,1.0,-0.25566057000000003,9229,4,0.00040579145424999294,37034,0.10193699349959691,0.001
4.55,37175,6700,1.0,-0.25625796999999995,9240,4,0.0004468690895009786,37077,0.10425935313105583,0.001
4.57,37224,6710,1.0,-0.25707208,9253,4,0.0004102392646018416,37126,0.10456470896800359,0.001
4.6,37271,6720,1.0,-0.25995608,9265,4,0.00043328930041752756,37171,0.10064515471458435,0.001
4.64,37321,6730,1.0,-0.25857839,9278,4,0.0004111950402148068,37222,0.10186648368835449,0.001
4.63,37366,6740,1.0,-0.25767065,9289,4,0.0004192116786725819,37266,0.10028773297866185,0.001
4.71,37418,6750,1.0,-0.26471368,9303,4,0.00042642909684218464,37320,0.09689294050137202,0.001
4.75,37467,6760,1.0,-0.26800736000000003,9315,4,0.0004172544358880259,37369,0.10445654764771461,0.001
4.78,37516,6770,1.0,-0.26986197,9328,4,0.0004471939639188349,37417,0.09860873594880104,0.001
4.74,37559,6780,1.0,-0.26683319,9339,4,0.000408798863645643,37461,0.11049684137105942,0.001
4.72,37604,6790,1.0,-0.26603113,9350,4,0.00039366672863252463,37506,0.10028109451134999,0.001
4.78,37653,6800,1.0,-0.26609584999999997,9363,4,0.0004239834888721816,37550,0.10234799608588219,0.001
4.75,37699,6810,1.0,-0.26757982,9375,4,0.00043475579150253907,37600,0.10595227405428886,0.001
4.74,37745,6820,1.0,-0.26801399,9387,4,0.00043056465801782906,37647,0.10065871477127075,0.001
4.68,37789,6830,1.0,-0.26880677999999997,9398,4,0.0003777400779654272,37691,0.1091226078569889,0.001
4.69,37835,6840,1.0,-0.26826496,9410,4,0.0004301086883060634,37736,0.09626097232103348,0.001
4.62,37880,6850,1.0,-0.26631670999999996,9421,4,0.00041395168227609247,37782,0.09427820891141891,0.001
4.57,37924,6860,1.0,-0.26275863,9433,4,0.00039969951467355713,37826,0.0946553573012352,0.001
4.53,37969,6870,1.0,-0.26046493,9444,4,0.0003592270513763651,37871,0.09836235642433167,0.001
4.55,38014,6880,1.0,-0.2596201,9456,4,0.0004190248728264123,37916,0.08837245777249336,0.001
4.55,38059,6890,1.0,-0.26056376,9467,4,0.0004334625991759822,37960,0.09450432409842809,0.001
4.53,38106,6900,1.0,-0.2593605,9480,4,0.000365969528502319,38008,0.09181835874915123,0.001
4.53,38152,6910,1.0,-0.25811759999999995,9491,4,0.0004514873493462801,38053,0.09565414488315582,0.001
4.54,38199,6920,1.0,-0.25801989999999997,9504,4,0.0004460545955225825,38101,0.10031683370471,0.001
4.56,38245,6930,1.0,-0.25985007,9515,4,0.00045017950469627976,38147,0.10560917109251022,0.001
4.55,38290,6940,1.0,-0.26010501,9527,4,0.000459308202456062,38191,0.09509735306104024,0.001
4.58,38338,6950,1.0,-0.25986398,9539,4,0.000401341391261667,38239,0.10744019225239754,0.001
4.64,38388,6960,1.0,-0.26323029,9552,4,0.00044407532550394535,38289,0.10225177928805351,0.001
4.68,38437,6970,1.0,-0.26580382,9565,4,0.0004165566570009105,38337,0.09280096367001534,0.001
4.66,38480,6980,1.0,-0.26378162000000005,9576,4,0.0004239564441377297,38381,0.10512677952647209,0.001
4.63,38522,6990,1.0,-0.25966576999999996,9587,4,0.0004384235362522304,38424,0.10448620468378067,0.001
4.64,38570,7000,1.0,-0.26132734,9599,4,0.0004001033036426331,38470,0.11003389457861583,0.001
4.63,38615,7010,1.0,-0.25838522,9611,4,0.00040372115472564474,38517,0.10097098723053932,0.001
4.6,38659,7020,1.0,-0.25576463,9622,4,0.0004088553658220917,38561,0.10357069969177246,0.001
4.64,38709,7030,1.0,-0.25578386,9635,4,0.00044769314699806274,38611,0.11715377494692802,0.001
4.66,38756,7040,1.0,-0.25721222999999993,9647,4,0.00042202851618640126,38657,0.10562523826956749,0.001
4.63,38801,7050,1.0,-0.25448539,9659,4,0.0004391618786030449,38702,0.09841324761509895,0.001
4.57,38845,7060,1.0,-0.25098286999999997,9670,4,0.0003648126366897486,38747,0.10947239026427269,0.001
4.55,38892,7070,1.0,-0.25095292999999996,9682,4,0.00036929399357177317,38793,0.09981725737452507,0.001
4.59,38939,7080,1.0,-0.25552597,9694,4,0.00039845300489105284,38840,0.10653092215458553,0.001
4.61,38983,7090,1.0,-0.25517276999999994,9705,4,0.00038618538528680804,38885,0.1049267128109932,0.001
4.59,39029,7100,1.0,-0.25594334,9717,4,0.0004454889101907611,38931,0.10298200696706772,0.001
4.61,39076,7110,1.0,-0.25978808999999997,9729,4,0.0004058257560245693,38977,0.1005680002272129,0.001
4.64,39123,7120,1.0,-0.26136618,9741,4,0.0003878526040352881,39025,0.10362749546766281,0.001
4.6,39169,7130,1.0,-0.26123718,9753,4,0.000435386854223907,39071,0.10163512080907822,0.001
4.6,39216,7140,1.0,-0.26174161,9765,4,0.0004335364210419357,39117,0.09809069335460663,0.001
4.61,39262,7150,1.0,-0.26300431999999996,9777,4,0.0004122247628401965,39163,0.10195780545473099,0.001
4.6,39305,7160,1.0,-0.26156913,9788,4,0.00041471951408311725,39207,0.10989875718951225,0.001
4.56,39348,7170,1.0,-0.25826127,9799,4,0.00038987955485936254,39250,0.09472662210464478,0.001
4.52,39391,7180,1.0,-0.25448466,9810,4,0.00042695888987509534,39293,0.10608679801225662,0.001
4.52,39435,7190,1.0,-0.25734788999999997,9822,4,0.0004006865667179227,39336,0.0979212944706281,0.001
4.53,39482,7200,1.0,-0.25327474999999994,9834,4,0.0004491987347137183,39384,0.09952471901973088,0.001
4.52,39528,7210,1.0,-0.25233745999999996,9846,4,0.00039918682305142286,39429,0.10313163697719574,0.001
4.48,39571,7220,1.0,-0.24990089,9857,4,0.00046428201312664896,39471,0.09426526725292206,0.001
4.43,39612,7230,1.0,-0.24439633999999993,9867,4,0.0004376431825221516,39514,0.1018483117222786,0.001
4.39,39655,7240,1.0,-0.24079029000000002,9879,4,0.0005194393161218613,39556,0.10891761258244514,0.001
4.36,39698,7250,1.0,-0.23710648999999998,9890,4,0.00044296752457739785,39599,0.11399563029408455,0.001
4.38,39743,7260,1.0,-0.24068429000000002,9901,4,0.00039623062184546143,39645,0.10655298829078674,0.001
4.41,39789,7270,1.0,-0.24087011,9913,4,0.000426936277654022,39689,0.09989980235695839,0.001
4.46,39837,7280,1.0,-0.24441275999999995,9925,4,0.00037677487125620246,39738,0.10454196482896805,0.001
4.5,39885,7290,1.0,-0.24468318,9938,4,0.0004188366001471877,39786,0.09828310459852219,0.001
4.51,39933,7300,1.0,-0.24811809,9950,4,0.00044657314429059626,39835,0.09303653240203857,0.001
4.48,39976,7310,1.0,-0.24878788,9961,4,0.00041448103729635477,39877,0.0992698147892952,0.001
4.5,40021,7320,1.0,-0.25093790000000005,9973,4,0.00039193083066493275,39923,0.10413601621985435,0.001
4.52,40064,7330,1.0,-0.25251723000000004,9984,4,0.0004039489955175668,39966,0.09679257621367772,0.001
4.52,40107,7340,1.0,-0.25146508,9995,4,0.0004098492441698909,40009,0.10148940235376358,0.001
4.51,40149,7350,1.0,-0.24974653,10006,4,0.00040205224649980664,40051,0.10272450000047684,0.001
4.52,40195,7360,1.0,-0.25145783999999993,10018,4,0.0003576426941435784,40096,0.1061775212486585,0.001
4.48,40237,7370,1.0,-0.24950597,10028,4,0.0004239003246766515,40139,0.10273464396595955,0.001
4.44,40281,7380,1.0,-0.24934410000000004,10040,4,0.000432072309195064,40182,0.09467869997024536,0.001
4.45,40330,7390,1.0,-0.25051228000000003,10053,4,0.0003957143271691166,40230,0.11052319779992104,0.001
4.48,40381,7400,1.0,-0.25046604,10066,4,0.0004117431089980528,40283,0.10515192896127701,0.001
4.52,40428,7410,1.0,-0.24962355000000006,10078,4,0.0004200325711281039,40330,0.10564451664686203,0.001
4.49,40470,7420,1.0,-0.24825354,10089,4,0.00039485212619183585,40372,0.10435489192605019,0.001
4.49,40513,7430,1.0,-0.24926793999999994,10100,4,0.00037453895492944866,40415,0.1031680516898632,0.001
