rollout/ep_len_mean,time/total_timesteps,time/episodes,rollout/success_rate,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate
5.74,2787,510,0.03,-0.37131544999999994,597,4,0.0015520650777034461,2688,0.46593188246091205,0.001
5.75,2845,520,0.02,-0.36875813,609,4,0.0021533228282351047,2745,0.4723982810974121,0.001
5.73,2902,530,0.02,-0.36280123000000003,621,4,0.0013433623438080151,2802,0.480523685614268,0.001
5.74,2961,540,0.02,-0.36266838,634,4,0.0013205942620212834,2861,0.4756289819876353,0.001
5.76,3019,550,0.02,-0.36178117,647,4,0.0021272239391691983,2919,0.477766752243042,0.001
5.78,3076,560,0.02,-0.36195834999999993,659,4,0.0020339357821891704,2976,0.4792456825574239,0.001
5.74,3129,570,0.04,-0.35821544999999994,671,4,0.0014237112288052838,3031,0.48091743389765423,0.001
5.73,3187,580,0.04,-0.3526605200000001,684,4,0.0017514031962491572,3087,0.4805043339729309,0.001
5.72,3243,590,0.05,-0.34853757,696,4,0.0015287822849738102,3143,0.48616952697436017,0.001
5.67,3296,600,0.08,-0.34252240000000006,708,4,0.001777951877253751,3196,0.48852017521858215,0.001
5.65,3352,610,0.09,-0.34078222000000014,720,4,0.002748791652265936,3252,0.49315568804740906,0.001
5.63,3408,620,0.1,-0.33745739,732,4,0.002927118989949425,3308,0.49226916829744977,0.001
5.61,3463,630,0.11,-0.33635898,745,4,0.0030826015397906305,3365,0.4989641010761261,0.001
5.59,3520,640,0.11,-0.33635756000000006,757,4,0.003714471822604537,3420,0.49887798229853314,0.001
5.59,3578,650,0.11,-0.33657526,770,4,0.0032589840314661465,3478,0.4985649188359578,0.001
5.62,3638,660,0.11,-0.33933499999999994,783,4,0.0019502974852609138,3538,0.5069239536921183,0.001
5.67,3696,670,0.08,-0.34021696999999995,795,4,0.0027808010733375945,3596,0.5058226188023885,0.001
5.67,3754,680,0.08,-0.34109889000000004,808,4,0.0025230928343565515,3654,0.5084571441014608,0.001
5.67,3810,690,0.08,-0.34215202999999994,821,4,0.003181388989711801,3711,0.5080883701642355,0.001
5.69,3865,700,0.06,-0.34311775999999994,833,4,0.002302666543982923,3765,0.5088378190994263,0.001
5.69,3921,710,0.07,-0.34029081,845,4,0.0020125520629032203,3821,0.51944899559021,0.001
5.71,3979,720,0.06,-0.3409412499999999,858,4,0.003992050459297995,3880,0.5133836468060812,0.001
5.73,4036,730,0.06,-0.34266774,871,4,0.002056967801763676,3936,0.5230767130851746,0.001
5.73,4093,740,0.07,-0.3385667,883,4,0.001969717782534038,3993,0.5191802382469177,0.001
5.72,4150,750,0.06,-0.3376746,895,4,0.00233524979557842,4051,0.5187649726867676,0.001
5.69,4207,760,0.07,-0.33502179000000004,908,4,0.0034943889477290213,4107,0.5284319221973419,0.001
5.73,4269,770,0.08,-0.33936929,922,4,0.0035654071058767536,4168,0.5236916939417521,0.001
5.76,4330,780,0.09,-0.34114829999999996,935,4,0.004599564204302927,4229,0.5224290688832601,0.001
5.83,4393,790,0.08,-0.34450866,949,4,0.0023924047127366066,4294,0.5307778914769491,0.001
5.89,4454,800,0.08,-0.34947843999999995,963,4,0.002873762114904821,4354,0.5271799166997274,0.001
5.95,4516,810,0.06,-0.35448517,976,4,0.002585455193184316,4416,0.5258258183797201,0.001
6.02,4581,820,0.06,-0.35776775,991,4,0.0046749529040729,4481,0.5269514719645182,0.001
6.08,4644,830,0.05,-0.36049219,1004,4,0.0049274930109580355,4544,0.5309180617332458,0.001
6.16,4709,840,0.04,-0.36591364,1019,4,0.002769459504634142,4609,0.5391459862391154,0.001
6.22,4772,850,0.05,-0.36842017,1033,4,0.0027361116372048855,4671,0.5400075316429138,0.001
6.3,4837,860,0.04,-0.3720568000000001,1047,4,0.003478891814925841,4737,0.5296826362609863,0.001
6.28,4897,870,0.05,-0.36791426,1060,4,0.003969596155608694,4797,0.5379157861073812,0.001
6.35,4965,880,0.04,-0.36751128,1075,4,0.004323763007830296,4864,0.5462090969085693,0.001
6.36,5029,890,0.05,-0.36767076000000004,1090,4,0.005894764925220183,4931,0.5459292332331339,0.001
6.4,5094,900,0.05,-0.37052523,1104,4,0.004440166715842982,4993,0.5451815128326416,0.001
6.5,5166,910,0.05,-0.37517060999999996,1120,4,0.004147490855151166,5065,0.5448041359583536,0.001
6.49,5230,920,0.07,-0.3746253600000001,1134,4,0.0033760921098291872,5129,0.5663065612316132,0.001
6.48,5292,930,0.09,-0.37186576000000005,1148,4,0.003912684208314333,5192,0.5566224157810211,0.001
6.45,5354,940,0.1,-0.36991564000000005,1162,4,0.005746130831539631,5254,0.557377815246582,0.001
6.48,5420,950,0.09,-0.3705419300000001,1177,4,0.0041785261460712975,5320,0.5617976784706116,0.001
6.54,5491,960,0.09,-0.37570901999999995,1192,4,0.003681995760416612,5390,0.5651312321424484,0.001
6.56,5553,970,0.09,-0.37785150999999995,1206,4,0.004318877821788192,5453,0.5721450646718343,0.001
6.61,5626,980,0.09,-0.38140986,1223,4,0.004801727055261533,5525,0.5801373521486918,0.001
6.62,5691,990,0.1,-0.38170044,1237,4,0.005221675243228674,5592,0.5767279068628947,0.001
6.67,5761,1000,0.09,-0.38265741999999997,1253,4,0.006590832490473986,5660,0.5749044269323349,0.001
6.66,5832,1010,0.09,-0.38510265,1269,4,0.0031747827639005016,5732,0.5883130580186844,0.001
6.72,5902,1020,0.08,-0.39075840999999994,1285,4,0.0035127440267907722,5801,0.5965094168980917,0.001
6.84,5976,1030,0.06,-0.40102424,1301,4,0.004579955673155685,5876,0.5965579271316528,0.001
6.99,6053,1040,0.05,-0.41028217999999994,1318,4,0.00420286732592753,5953,0.5965377887090048,0.001
6.93,6113,1050,0.09,-0.40714275999999994,1332,4,0.006164209306007251,6011,0.5975968241691589,0.001
6.81,6172,1060,0.12,-0.39809060000000007,1346,4,0.0062493159202858806,6071,0.5908576250076294,0.001
6.82,6235,1070,0.12,-0.39871657,1360,4,0.006635044856617848,6134,0.6018353303273519,0.001
6.8,6306,1080,0.13,-0.39991213000000003,1376,4,0.005731612643493074,6205,0.6061683297157288,0.001
6.87,6378,1090,0.12,-0.40496224,1392,4,0.0051115268641816715,6277,0.5853211879730225,0.001
6.86,6447,1100,0.13,-0.40529543,1408,4,0.00446968930773437,6346,0.6064990162849426,0.001
6.82,6514,1110,0.14,-0.39994683,1423,4,0.0037621426163241267,6414,0.586705893278122,0.001
6.76,6578,1120,0.14,-0.39444515,1437,4,0.004232816630974412,6477,0.6119309663772583,0.001
6.59,6635,1130,0.16,-0.38037769,1450,4,0.004496347391977906,6535,0.6149912178516388,0.001
6.5,6703,1140,0.16,-0.37244398000000006,1465,4,0.006624909971530239,6603,0.6061719059944153,0.001
6.62,6775,1150,0.12,-0.38393643000000005,1481,4,0.00601717981044203,6675,0.6290770173072815,0.001
6.68,6840,1160,0.1,-0.38727034000000005,1495,4,0.0043501046020537615,6742,0.6159907877445221,0.001
6.78,6913,1170,0.08,-0.3940453400000001,1511,4,0.007185540802311152,6812,0.6142163872718811,0.001
6.75,6981,1180,0.09,-0.39221419000000013,1527,4,0.003353485105825322,6882,0.6227822005748749,0.001
6.69,7047,1190,0.12,-0.38791526,1542,4,0.005023189903503018,6944,0.6181852519512177,0.001
6.74,7121,1200,0.13,-0.38774622999999997,1559,4,0.005432005705577987,7020,0.610380694270134,0.001
7.66,7280,1210,0.12,-0.41179742999999996,1598,4,0.0056424559249232216,7179,0.6577039162317911,0.001
10.1,7588,1220,0.13,-0.5111078299999999,1675,4,0.006427727074229291,7476,0.6391333171299526,0.001
10.59,7694,1230,0.14,-0.54411838,1701,4,0.005321841849945485,7593,0.6341292381286621,0.001
