time/fps,train/learning_rate,rollout/ep_rew_mean,train/critic_loss,train/ent_coef,time/episodes,train/actor_loss,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/success_rate,train/n_updates,train/ent_coef_loss
4,0.001,-1.7859265300000002,0.0055267526768147945,0.1585412174463272,210,-4.933743000030518,9.5,435,1945,0.0,1844,-9.259416580200195
4,0.001,-1.80223291,0.005555911920964718,0.13489045202732086,220,-4.78133487701416,10.02,473,2108,0.0,2007,-9.986268997192383
4,0.001,-1.8194509700000001,0.05309136211872101,0.12042796611785889,230,-4.680567741394043,10.34,499,2223,0.0,2122,-10.406569480895996
4,0.001,-1.8108082699999999,0.005989393685013056,0.10027618706226349,240,-4.450811386108398,11.11,544,2410,0.0,2309,-11.22355842590332
4,0.001,-1.8799807100000003,0.004951052367687225,0.08392650634050369,250,-4.306743621826172,12.2,587,2594,0.0,2493,-11.558609008789062
4,0.001,-1.8676064299999995,0.003994223661720753,0.07309269160032272,260,-4.146947860717773,12.88,621,2739,0.0,2638,-12.370532989501953
4,0.001,-1.8840864099999999,0.0034991013817489147,0.060580410063266754,270,-4.009140968322754,13.97,669,2939,0.0,2838,-12.809331893920898
4,0.001,-1.7960212600000003,0.004256721585988998,0.05450749024748802,280,-3.8519020080566406,13.88,695,3053,0.0,2952,-13.385139465332031
4,0.001,-1.7503106,0.0033850567415356636,0.04888416454195976,290,-3.7104744911193848,14.16,723,3172,0.01,3071,-13.021431922912598
4,0.001,-1.65230784,0.0034200376830995083,0.043691035360097885,300,-3.5673844814300537,14.37,751,3296,0.01,3195,-13.527581214904785
4,0.001,-1.6241830900000003,0.003160205204039812,0.038469210267066956,310,-3.5093021392822266,14.93,785,3438,0.02,3337,-13.440629959106445
4,0.001,-1.50576244,0.0034799990244209766,0.03366273269057274,320,-3.3068952560424805,14.8,820,3588,0.02,3487,-13.959982872009277
4,0.001,-1.4564630399999998,0.003856003750115633,0.029475070536136627,330,-3.2150158882141113,15.16,855,3739,0.02,3638,-14.12089729309082
4,0.001,-1.3486822699999998,0.005551391746848822,0.02581767924129963,340,-3.0602498054504395,14.81,891,3891,0.03,3790,-13.554576873779297
4,0.001,-1.20337338,0.0025571812875568867,0.02406076341867447,350,-3.0038490295410156,13.78,909,3972,0.03,3871,-14.133659362792969
4,0.001,-1.1725825399999998,0.003482192289084196,0.021623525768518448,360,-2.8927202224731445,13.57,938,4096,0.03,3995,-14.620372772216797
4,0.001,-1.1075212300000001,0.018594658002257347,0.019344210624694824,370,-2.73097562789917,12.88,968,4227,0.03,4126,-13.956643104553223
4,0.001,-1.1643728999999998,0.025751015171408653,0.015589404851198196,380,-2.5123236179351807,14.34,1031,4487,0.04,4386,-13.64324951171875
4,0.001,-1.23157127,0.0034277639351785183,0.012604606337845325,390,-2.300891876220703,15.77,1094,4749,0.05,4648,-13.740272521972656
4,0.001,-1.22783988,0.0023343083448708057,0.01117261778563261,400,-2.1914255619049072,16.04,1130,4900,0.08,4799,-13.328644752502441
4,0.001,-1.2261035900000001,0.003060951828956604,0.009847508743405342,410,-2.1054694652557373,16.25,1169,5063,0.08,4962,-13.085236549377441
4,0.001,-1.2044906499999999,0.0019157306523993611,0.008885840885341167,420,-2.0258326530456543,16.1,1201,5198,0.09,5097,-13.836523056030273
4,0.001,-1.16398912,0.008827786892652512,0.008188530802726746,430,-1.921890377998352,15.7,1226,5309,0.09,5208,-11.642288208007812
4,0.001,-1.1792021400000001,0.0021657096222043037,0.007201365660876036,440,-1.8244301080703735,15.91,1267,5482,0.08,5381,-10.388299942016602
4,0.001,-1.2693847699999998,0.0021496382541954517,0.0059957983903586864,450,-1.6757876873016357,17.82,1333,5754,0.09,5653,-10.39483642578125
4,0.001,-1.2247073800000003,0.0016630279133096337,0.005621621385216713,460,-1.6101021766662598,17.53,1354,5849,0.09,5748,-10.723856925964355
4,0.001,-1.2313633299999998,0.001998837571591139,0.004858797416090965,470,-1.4415994882583618,18.45,1408,6072,0.14,5971,-8.995200157165527
4,0.001,-1.18077142,0.0016603178810328245,0.0042442139238119125,480,-1.349755048751831,18.04,1461,6291,0.14,6190,-8.154101371765137
4,0.001,-1.1237997599999998,0.0018854388035833836,0.0036324828397482634,490,-1.2097015380859375,18.07,1525,6556,0.12,6455,-7.837800025939941
4,0.001,-1.0973974000000002,0.013601081445813179,0.003392996499314904,500,-1.1592470407485962,17.92,1557,6692,0.12,6591,-5.659833908081055
4,0.001,-1.0865905100000002,0.007368671242147684,0.003051232546567917,510,-1.05885648727417,18.59,1614,6922,0.17,6821,-3.705035448074341
4,0.001,-1.06385389,0.0050744060426950455,0.0028974837623536587,520,-1.016644835472107,18.5,1644,7048,0.18,6947,-3.7408547401428223
4,0.001,-1.0758137300000001,0.004528969060629606,0.0026815226301550865,530,-0.961212158203125,19.39,1692,7248,0.21,7147,-4.6526031494140625
4,0.001,-1.02888374,0.0013425230281427503,0.0025549985002726316,540,-0.8563342690467834,18.97,1723,7379,0.24,7278,-3.850175380706787
4,0.001,-0.99866862,0.0057953158393502235,0.0023713887203484774,550,-0.7439610362052917,19.05,1792,7659,0.26,7558,-2.032951831817627
4,0.001,-1.0884002199999998,0.0023306142538785934,0.0021824317518621683,560,-0.6739825010299683,21.39,1872,7988,0.28,7887,-2.387523651123047
4,0.001,-1.0790853599999999,0.0032195737585425377,0.0020799573976546526,570,-0.604581356048584,21.24,1923,8196,0.26,8095,-0.42146891355514526
4,0.001,-1.1280926599999999,0.0023916210047900677,0.0018717929488047957,580,-0.5199009776115417,23.14,2024,8605,0.3,8504,-2.4732120037078857
4,0.001,-1.1109316,0.0009696218185126781,0.001703068264760077,590,-0.40707528591156006,23.29,2094,8885,0.37,8784,-1.853355884552002
4,0.001,-1.1412671200000002,0.002170981839299202,0.0015348634915426373,600,-0.3889204263687134,24.55,2159,9147,0.43,9046,0.2147054672241211
4,0.001,-1.11530484,0.000855840859003365,0.001466442714445293,610,-0.34285932779312134,24.14,2205,9336,0.44,9235,-2.2212767601013184
4,0.001,-1.1138244600000002,0.000485375669086352,0.0014055233914405107,620,-0.2875400185585022,24.56,2246,9504,0.49,9403,-2.152617931365967
4,0.001,-1.07582554,0.0005649501690641046,0.0013637726660817862,630,-0.2824220657348633,23.91,2280,9639,0.55,9538,-1.6856051683425903
4,0.001,-1.05449608,0.0007929680868983269,0.0013070997083559632,640,-0.24238862097263336,23.96,2313,9775,0.61,9674,-0.8662277460098267
4,0.001,-0.9873363300000001,0.000794145162217319,0.001216874341480434,650,-0.20680856704711914,22.85,2355,9944,0.67,9843,-0.9036179780960083
4,0.001,-0.8793532600000001,0.0004981659585610032,0.0011819804785773158,660,-0.2149999886751175,20.42,2376,10030,0.74,9929,-0.616161048412323
4,0.001,-0.83877561,0.000654778559692204,0.0011453552870079875,670,-0.18632180988788605,19.72,2410,10168,0.79,10067,-0.523194432258606
4,0.001,-0.72984437,0.0004088398418389261,0.001129823736846447,680,-0.13281849026679993,16.74,2437,10279,0.81,10178,-1.1803429126739502
4,0.001,-0.6810682800000001,0.0005014138296246529,0.001103928661905229,690,-0.11649709194898605,15.3,2471,10415,0.83,10314,0.4679875373840332
4,0.001,-0.62609696,0.0003239375364501029,0.001086662639863789,700,-0.11769899725914001,13.62,2495,10509,0.84,10408,-0.6446444988250732
4,0.001,-0.5944394700000001,0.00023743550991639495,0.0010552589083090425,710,-0.09762494266033173,13.07,2528,10643,0.87,10542,-0.19703200459480286
4,0.001,-0.5773741800000001,0.00039581465534865856,0.001054233405739069,720,-0.08027389645576477,12.69,2560,10773,0.89,10672,-1.9566489458084106
4,0.001,-0.58136354,0.0002703530481085181,0.0010443980572745204,730,-0.08206397294998169,12.56,2590,10895,0.89,10794,-0.8750216960906982
4,0.001,-0.57702146,0.0002288078685523942,0.0010455346200615168,740,-0.05983550474047661,12.29,2618,11004,0.9,10903,-0.014701008796691895
4,0.001,-0.5702770999999999,0.00023343224893324077,0.001059692818671465,750,-0.04971036687493324,11.77,2647,11121,0.9,11020,2.0979576110839844
4,0.001,-0.5633227900000001,0.00017359308549202979,0.0010990225709974766,760,-0.020880427211523056,11.86,2670,11216,0.91,11115,1.8220491409301758
4,0.001,-0.55294367,0.0002518333785701543,0.0011340170167386532,770,-0.03768948093056679,11.38,2692,11306,0.92,11205,-1.198053240776062
4,0.001,-0.53794452,0.00019623342086561024,0.0011470135068520904,780,-0.015373743139207363,10.95,2709,11374,0.94,11273,0.6930336356163025
4,0.001,-0.5205906800000001,0.00018639827612787485,0.0011642294703051448,790,-0.01342341024428606,10.21,2725,11436,0.95,11335,-1.3883610963821411
4,0.001,-0.5117651799999999,0.0001814890856621787,0.0011893012560904026,800,0.00891810841858387,9.95,2742,11504,0.95,11403,1.3249585628509521
4,0.001,-0.5009892,0.00022389453079085797,0.001207277993671596,810,0.01744414120912552,9.45,2763,11588,0.95,11487,2.2668509483337402
4,0.001,-0.4859497,0.00024755686172284186,0.001254660775884986,820,0.01828119345009327,8.94,2782,11667,0.96,11566,2.5380845069885254
4,0.001,-0.46411411999999996,0.00021614682918880135,0.0012920747976750135,830,0.02707860618829727,8.37,2799,11732,0.97,11631,1.4474982023239136
4,0.001,-0.4576635000000001,0.00019540850189514458,0.0013163229450583458,840,0.028144054114818573,8.13,2820,11817,0.97,11716,1.3778295516967773
4,0.001,-0.44632812999999993,0.0002181100135203451,0.0013635626528412104,850,0.014471422880887985,7.82,2841,11903,0.98,11802,0.22968733310699463
4,0.001,-0.44408344,0.00020880636293441057,0.0014155847020447254,860,0.020562076941132545,7.53,2858,11969,0.98,11868,0.7382161617279053
4,0.001,-0.4307232199999999,0.00020303489873185754,0.0014630056684836745,870,0.02292514592409134,7.29,2874,12035,0.99,11934,-0.3205084800720215
4,0.001,-0.43564910000000007,0.00024620757903903723,0.001495643169619143,880,0.04141704738140106,7.26,2890,12100,1.0,11999,0.46272051334381104
4,0.001,-0.43783866999999993,0.00018131663091480732,0.001541274948976934,890,0.055948298424482346,7.42,2910,12178,1.0,12077,0.3106762170791626
4,0.001,-0.42998777999999993,0.0001891783031169325,0.0015789925819262862,900,0.06330794095993042,7.31,2924,12235,1.0,12134,0.434975266456604
4,0.001,-0.43326156,0.00024427170865237713,0.0016149665461853147,910,0.052924029529094696,7.14,2941,12302,1.0,12201,-0.12682810425758362
4,0.001,-0.4257421900000001,0.00018255002214573324,0.0016300103161484003,920,0.0655512660741806,6.92,2955,12359,1.0,12258,0.6239038705825806
4,0.001,-0.4301945400000001,0.00021475610265042633,0.0016850531101226807,930,0.07616297900676727,6.95,2972,12427,1.0,12326,1.8504071235656738
4,0.001,-0.42331496,0.0001979717635549605,0.0017243428155779839,940,0.057540468871593475,6.85,2991,12502,1.0,12401,0.6828076839447021
4,0.001,-0.41462908,0.00022000435274094343,0.001747875357978046,950,0.08452022820711136,6.58,3006,12561,1.0,12460,1.429497480392456
4,0.001,-0.4125871,0.00025444431230425835,0.0017752405256032944,960,0.06734568625688553,6.51,3020,12620,1.0,12519,-0.3238697052001953
4,0.001,-0.41668173000000003,0.00024571677204221487,0.001824768609367311,970,0.07383745163679123,6.47,3036,12682,1.0,12581,0.7749873399734497
4,0.001,-0.40352010000000005,0.00018887492478825152,0.0018813227070495486,980,0.08444324880838394,6.41,3051,12741,1.0,12640,2.795546054840088
4,0.001,-0.40986762000000004,0.00034561025677248836,0.0019190871389582753,990,0.07461279630661011,6.27,3066,12805,1.0,12704,-0.3698115348815918
4,0.001,-0.42116764999999995,0.00020558360847644508,0.001961028203368187,1000,0.07978029549121857,6.47,3086,12882,1.0,12781,0.15147364139556885
4,0.001,-0.41975261,0.0002130581415258348,0.0019726944155991077,1010,0.08629901707172394,6.5,3103,12952,1.0,12851,-0.4602926969528198
4,0.001,-0.4290206899999999,0.0001719157153274864,0.002007528906688094,1020,0.08134892582893372,6.62,3120,13021,1.0,12920,-0.038813114166259766
4,0.001,-0.4231848400000001,0.00021279339853208512,0.0020547304302453995,1030,0.09042657911777496,6.54,3135,13081,1.0,12980,0.11621041595935822
4,0.001,-0.41934461999999995,0.0002074382791761309,0.002088741399347782,1040,0.08594673871994019,6.5,3153,13152,1.0,13051,0.21837633848190308
4,0.001,-0.42752156999999996,0.00020071981998626143,0.002092588460072875,1050,0.09058669954538345,6.73,3174,13234,1.0,13133,0.19429604709148407
4,0.001,-0.43455893,0.00030429690377786756,0.002143233548849821,1060,0.08516538143157959,6.93,3193,13313,1.0,13212,-0.7975480556488037
4,0.001,-0.43905386,0.0002460397663526237,0.002197412308305502,1070,0.10511002689599991,7.0,3211,13382,1.0,13281,0.5552796721458435
4,0.001,-0.43991351,0.000251847057370469,0.0021968812216073275,1080,0.10394571721553802,7.02,3226,13443,1.0,13342,0.1681135892868042
4,0.001,-0.43220759000000003,0.00017088314052671194,0.0022188485600054264,1090,0.09237267076969147,7.04,3242,13509,1.0,13408,-1.0187114477157593
4,0.001,-0.4287985199999999,0.00016016897279769182,0.002253824844956398,1100,0.09785935282707214,6.86,3257,13568,1.0,13467,-0.2315630316734314
4,0.001,-0.4253669,0.00022136792540550232,0.002255625557154417,1110,0.09768921136856079,6.75,3272,13627,1.0,13526,0.043946921825408936
4,0.001,-0.42929377,0.000200288079213351,0.0022741039283573627,1120,0.08122672885656357,6.69,3288,13690,1.0,13589,-0.17898599803447723
4,0.001,-0.43225521,0.00018424518930260092,0.002293416764587164,1130,0.10310009866952896,6.72,3303,13753,1.0,13652,0.41163986921310425
4,0.001,-0.43748999,0.00021195421868469566,0.00232868199236691,1140,0.08771359920501709,6.6,3318,13812,1.0,13711,-1.796792984008789
4,0.001,-0.43280541,0.00019222067203372717,0.0023147452156990767,1150,0.09023170173168182,6.4,3334,13874,1.0,13773,-0.38108089566230774
4,0.001,-0.42575784,0.00013253960059955716,0.0023658350110054016,1160,0.08373089134693146,6.2,3348,13933,1.0,13832,-0.7192810773849487
4,0.001,-0.4114089600000001,0.00018814214854501188,0.0024290659930557013,1170,0.10929401963949203,6.06,3362,13988,1.0,13887,1.5127835273742676
4,0.001,-0.42149487999999996,0.00021096967975609004,0.002443444449454546,1180,0.10355266183614731,6.07,3377,14050,1.0,13949,-0.21554064750671387
4,0.001,-0.41195764999999995,0.0002089474437525496,0.002399055752903223,1190,0.09426949918270111,6.0,3392,14109,1.0,14008,0.6901412010192871
4,0.001,-0.4119810199999999,0.00021697377087548375,0.0024497921112924814,1200,0.0950593426823616,6.05,3408,14173,1.0,14072,-0.18170639872550964
4,0.001,-0.41010837,0.00014665443450212479,0.0024911677464842796,1210,0.1014806479215622,6.12,3425,14239,1.0,14138,0.4817923903465271
4,0.001,-0.40256458,0.00023201701696962118,0.002539136679843068,1220,0.12315987050533295,6.07,3439,14297,1.0,14196,0.3647833466529846
4,0.001,-0.39938717999999995,0.00022592437744606286,0.0025549631100147963,1230,0.12156595289707184,6.03,3454,14356,1.0,14255,-1.4041743278503418
4,0.001,-0.39708098999999997,0.000202051320229657,0.0025032348930835724,1240,0.11088880151510239,6.04,3469,14416,1.0,14315,1.057361364364624
4,0.001,-0.39490129,0.00020363146904855967,0.0025030821561813354,1250,0.10403335839509964,6.07,3485,14481,1.0,14380,0.7040194272994995
4,0.001,-0.4033153500000001,0.00016393125406466424,0.0024913495872169733,1260,0.09447526931762695,6.1,3501,14543,1.0,14442,0.23249894380569458
4,0.001,-0.41145292,0.00015240130596794188,0.0025413203984498978,1270,0.10536815226078033,6.17,3516,14605,1.0,14504,-0.7882135510444641
4,0.001,-0.40521302000000003,0.00018432768411003053,0.0025715711526572704,1280,0.10990472137928009,6.15,3531,14665,1.0,14564,-1.9055662155151367
4,0.001,-0.41970530000000006,0.00015323396655730903,0.0025835188571363688,1290,0.10967257618904114,6.21,3547,14730,1.0,14629,1.3254899978637695
4,0.001,-0.41970819999999986,0.00019274052465334535,0.0026222507003694773,1300,0.10434021055698395,6.18,3562,14791,1.0,14690,-0.3474739193916321
4,0.001,-0.4223920100000001,0.0001532320020487532,0.0026372745633125305,1310,0.09826073050498962,6.12,3577,14851,1.0,14750,-0.3297961354255676
4,0.001,-0.41285095000000005,0.00014734914293512702,0.0026441230438649654,1320,0.10549348592758179,6.04,3590,14901,1.0,14800,0.17447054386138916
4,0.001,-0.41471571999999995,0.00012104209599783644,0.002674493007361889,1330,0.11412064731121063,6.03,3604,14959,1.0,14858,-1.2998954057693481
4,0.001,-0.41766690999999995,0.00016092599253170192,0.002712611574679613,1340,0.1150718554854393,6.1,3621,15026,1.0,14925,0.367127001285553
4,0.001,-0.42121165000000005,0.00018082837050314993,0.0027319854125380516,1350,0.0918906182050705,6.04,3636,15085,1.0,14984,-0.368402361869812
4,0.001,-0.41286121000000003,0.00017050260794349015,0.0027102776803076267,1360,0.11021032929420471,6.03,3651,15146,1.0,15045,-0.6590689420700073
4,0.001,-0.4085319800000001,0.00015706474368926138,0.0027076955884695053,1370,0.10402829200029373,6.02,3666,15207,1.0,15106,0.45144122838974
4,0.001,-0.4111003900000001,0.00012890993093606085,0.0027422700077295303,1380,0.10395822674036026,6.01,3681,15266,1.0,15165,-0.3844533860683441
4,0.001,-0.40899789999999997,0.000148103223182261,0.0027583457995206118,1390,0.114163339138031,5.96,3696,15326,1.0,15225,0.464519739151001
4,0.001,-0.40368108999999996,0.00012440860155038536,0.002773169195279479,1400,0.11310843378305435,5.93,3711,15384,1.0,15283,0.5129241943359375
4,0.001,-0.40190999,0.0001271935470867902,0.002773452317342162,1410,0.11313857138156891,5.91,3725,15442,1.0,15341,0.005166232585906982
4,0.001,-0.40915229000000003,0.00015780709509272128,0.002751807449385524,1420,0.12377092987298965,5.98,3739,15499,1.0,15398,0.7261985540390015
4,0.001,-0.4086300600000001,0.00017044311971403658,0.0027655509766191244,1430,0.10186919569969177,6.02,3755,15561,1.0,15460,-1.6174938678741455
4,0.001,-0.40486318000000004,0.00017199080321006477,0.002795843407511711,1440,0.10317516326904297,5.88,3768,15614,1.0,15513,0.059772342443466187
4,0.001,-0.40340537000000004,0.00010688601469155401,0.0027969954535365105,1450,0.12612555921077728,5.87,3782,15672,1.0,15571,-0.8003416061401367
4,0.001,-0.40417407999999994,0.00013899497571401298,0.0028363338205963373,1460,0.11519500613212585,5.89,3798,15735,1.0,15634,-0.9037425518035889
4,0.001,-0.41353227,0.00015358079690486193,0.002821121597662568,1470,0.12295070290565491,5.88,3813,15795,1.0,15694,-1.9873032569885254
4,0.001,-0.41753172,0.00012066483031958342,0.002843380905687809,1480,0.11033136397600174,5.95,3830,15861,1.0,15760,0.009157568216323853
4,0.001,-0.41562266000000003,0.00015945325139909983,0.0027897213585674763,1490,0.1028577983379364,5.97,3845,15923,1.0,15822,-1.0952900648117065
4,0.001,-0.4142471999999999,0.00021730444859713316,0.00280707236379385,1500,0.11725570261478424,5.95,3859,15979,1.0,15878,0.9081325531005859
4,0.001,-0.41248821,0.0001799390302039683,0.002829690231010318,1510,0.12880080938339233,5.93,3873,16035,1.0,15934,-0.20611023902893066
4,0.001,-0.4150549,0.00026426895055919886,0.0028195951599627733,1520,0.12200827896595001,5.94,3887,16093,1.0,15992,0.38783106207847595
4,0.001,-0.41656855,0.0001890974526759237,0.0028139527421444654,1530,0.1215813159942627,5.93,3903,16154,1.0,16053,0.8693421483039856
4,0.001,-0.41752826999999987,0.00014814561291132122,0.0028100842610001564,1540,0.11787383258342743,5.96,3917,16210,1.0,16109,0.9215558171272278
4,0.001,-0.41923444000000004,9.568787208991125e-05,0.0027914089150726795,1550,0.12197814881801605,5.96,3931,16268,1.0,16167,0.3524587154388428
4,0.001,-0.416096,0.0001326411438640207,0.0028254406061023474,1560,0.12191314995288849,5.94,3946,16329,1.0,16228,-0.33851197361946106
4,0.001,-0.4119210000000001,0.0001093117316486314,0.0028839989099651575,1570,0.11923342198133469,5.89,3960,16384,1.0,16283,-0.3093376159667969
4,0.001,-0.40351618,0.00017367288819514215,0.0028602511156350374,1580,0.13474345207214355,5.79,3974,16440,1.0,16339,0.26612570881843567
4,0.001,-0.4042269300000001,0.0001710160286165774,0.0028249097522348166,1590,0.12544287741184235,5.79,3990,16502,1.0,16401,1.1150784492492676
4,0.001,-0.41795072,0.00010412474512122571,0.002928868867456913,1600,0.10913863778114319,5.9,4006,16569,1.0,16468,0.8057228922843933
4,0.001,-0.42237217,0.00010764399485196918,0.002943087136372924,1610,0.117844358086586,5.93,4021,16628,1.0,16527,-0.5206535458564758
4,0.001,-0.42254662000000004,0.00012847359175793827,0.002874961355701089,1620,0.12040979415178299,5.97,4036,16690,1.0,16589,-1.4945414066314697
4,0.001,-0.4218189399999999,0.00012781244004145265,0.0028773064259439707,1630,0.10746411234140396,5.9,4050,16744,1.0,16643,0.7334813475608826
4,0.001,-0.42030355999999996,8.748861000640318e-05,0.002903926419094205,1640,0.1120116263628006,5.92,4064,16802,1.0,16701,0.3047882616519928
4,0.001,-0.41894114000000005,0.00012264664110261947,0.0028881009202450514,1650,0.11761322617530823,5.95,4080,16863,1.0,16762,1.3683640956878662
4,0.001,-0.41695885,0.00013900254270993173,0.002965901279821992,1660,0.12051071226596832,5.89,4093,16918,1.0,16817,0.1789036989212036
4,0.001,-0.41573178000000005,0.0001425169757567346,0.002994108945131302,1670,0.10732094943523407,5.89,4107,16973,1.0,16872,0.5081967115402222
4,0.001,-0.41743564,0.00014137025573290884,0.003024469129741192,1680,0.10839887708425522,5.91,4122,17031,1.0,16930,-1.1533268690109253
4,0.001,-0.41372833,0.00014756288146600127,0.002991319168359041,1690,0.11892090737819672,5.85,4136,17087,1.0,16986,1.0956674814224243
4,0.001,-0.40246130999999996,9.854559175437316e-05,0.0029662013985216618,1700,0.11443471908569336,5.75,4150,17144,1.0,17043,-0.6759699583053589
4,0.001,-0.40292377,0.00015238435298670083,0.0029778077732771635,1710,0.1320611536502838,5.72,4164,17200,1.0,17099,0.8590991497039795
4,0.001,-0.39195854999999996,0.00014269750681705773,0.0030200493056327105,1720,0.13426941633224487,5.57,4176,17247,1.0,17146,1.2691271305084229
4,0.001,-0.38894761999999994,0.00012656228500418365,0.0030337409116327763,1730,0.14289160072803497,5.55,4188,17299,1.0,17198,-0.7889087796211243
4,0.001,-0.3899201000000001,0.0001131566968979314,0.003011082299053669,1740,0.1120726466178894,5.56,4203,17358,0.99,17257,0.01972610503435135
4,0.001,-0.3835940700000001,0.00011313126015011221,0.0029875331092625856,1750,0.12184908241033554,5.47,4216,17410,0.99,17309,-0.23515331745147705
4,0.001,-0.3838982,8.480515680275857e-05,0.002947570290416479,1760,0.11771105229854584,5.48,4230,17466,0.99,17365,0.7946602702140808
4,0.001,-0.38277885,0.00012574269203469157,0.0030152418185025454,1770,0.11785819381475449,5.49,4244,17522,0.99,17421,-0.5862928628921509
4,0.001,-0.37892913,0.00010814571578521281,0.003036865731701255,1780,0.12642444670200348,5.46,4258,17577,0.99,17476,0.5441969633102417
4,0.001,-0.38856429,9.304123523179442e-05,0.003030522260814905,1790,0.12025265395641327,5.53,4273,17640,0.99,17539,0.32546114921569824
4,0.001,-0.3945394700000001,0.00012730505841318518,0.0030065341852605343,1800,0.11714158952236176,5.54,4288,17698,0.99,17597,-1.1480804681777954
4,0.001,-0.3920305400000001,0.00011638738214969635,0.002973819151520729,1810,0.13043254613876343,5.54,4302,17754,0.99,17653,0.26876282691955566
4,0.001,-0.39996632000000004,0.00016802872414700687,0.0029999983962625265,1820,0.1208718866109848,5.65,4316,17812,0.99,17711,0.43573886156082153
4,0.001,-0.40021437,0.00012917557614855468,0.0029895196203142405,1830,0.12721411883831024,5.64,4329,17863,0.99,17762,0.46704351902008057
4,0.001,-0.40401622,0.00010955669131362811,0.003035238478332758,1840,0.12287679314613342,5.68,4345,17926,1.0,17825,-0.02620387077331543
4,0.001,-0.40874694,0.00014983455184847116,0.0029266297351568937,1850,0.12526758015155792,5.73,4359,17983,1.0,17882,0.9826943874359131
4,0.001,-0.41270565000000003,0.00015179257025010884,0.002911092946305871,1860,0.13452136516571045,5.75,4373,18041,1.0,17940,1.8308253288269043
4,0.001,-0.4112009100000001,0.00011730290862033144,0.002958073979243636,1870,0.13020530343055725,5.79,4388,18101,1.0,18000,1.910416841506958
4,0.001,-0.4170324099999999,0.000115766073577106,0.0030390166211873293,1880,0.11780598759651184,5.82,4403,18159,1.0,18058,-0.33089479804039
4,0.001,-0.41622488999999996,0.0001251296780537814,0.0030351371970027685,1890,0.12823908030986786,5.81,4418,18221,1.0,18120,-0.6630614399909973
4,0.001,-0.40295109,9.861905709840357e-05,0.003004957688972354,1900,0.12365536391735077,5.75,4431,18273,1.0,18172,-0.10207527875900269
4,0.001,-0.39773554999999994,0.00014699538587592542,0.003018976654857397,1910,0.13556179404258728,5.74,4445,18328,1.0,18227,-0.22735825181007385
