time/episodes,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/success_rate,time/total_timesteps,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss
5060,5.3,8082,4,-0.3817917,1.0,33978,8.244265472967527e-06,0.001,33873,0.11316617578268051
5070,5.26,8094,4,-0.38013083000000003,1.0,34027,1.1960158553847578e-05,0.001,33922,0.11338941007852554
5080,5.26,8105,4,-0.38367943000000004,1.0,34076,6.492367560895218e-06,0.001,33973,0.11130531691014767
5090,5.28,8119,4,-0.38940406000000005,1.0,34131,4.7290708001431385e-06,0.001,34027,0.10677851860721906
5100,5.25,8131,4,-0.39302601000000004,1.0,34184,6.328888503048802e-06,0.001,34080,0.11356272548437119
5110,5.28,8144,4,-0.39584703999999993,1.0,34236,1.0702788282893986e-05,0.001,34132,0.11317468558748563
5120,5.24,8156,4,-0.39114456999999986,1.0,34288,7.704002200625837e-06,0.001,34184,0.11031371913850307
5130,5.28,8169,4,-0.3969341799999999,1.0,34341,5.964870706520742e-06,0.001,34237,0.10995535850524903
5140,5.23,8181,4,-0.38939217000000004,1.0,34392,5.101026818010723e-06,0.001,34289,0.10676817297935486
5150,5.27,8195,4,-0.3952566,1.0,34448,4.005053256150859e-06,0.001,34343,0.10822965080539386
5160,5.22,8207,4,-0.39110834000000005,1.0,34500,1.1836805697384989e-05,0.001,34397,0.10868780314922333
5170,5.32,8222,4,-0.4038639000000001,1.0,34559,8.625867508271767e-06,0.001,34455,0.11477463506162167
5180,5.3,8233,4,-0.4000084099999999,1.0,34606,5.279219408294011e-06,0.001,34502,0.10693925060331821
5190,5.31,8246,4,-0.4038853200000001,1.0,34662,4.692573247666587e-06,0.001,34557,0.1120336815714836
5200,5.28,8258,4,-0.40175783000000004,1.0,34712,9.266374718208681e-06,0.001,34609,0.1219442430883646
5210,5.28,8271,4,-0.4050203,1.0,34764,4.590469598042546e-06,0.001,34660,0.1074404090642929
5220,5.31,8284,4,-0.40958782000000005,1.0,34819,4.402601575748122e-06,0.001,34713,0.11398496851325035
5230,5.31,8297,4,-0.40484737000000004,1.0,34872,4.5992548101431955e-06,0.001,34767,0.10843587241002492
5240,5.3,8309,4,-0.40318349,1.0,34922,7.241936600621557e-06,0.001,34817,0.10839187540113926
5250,5.27,8322,4,-0.39322737,1.0,34975,3.878828730800403e-06,0.001,34871,0.11174650241931279
5260,5.3,8335,4,-0.39472193999999994,1.0,35030,4.250900337865459e-06,0.001,34924,0.11567275524139405
5270,5.27,8348,4,-0.3882748999999998,1.0,35086,5.206457785789098e-06,0.001,34981,0.11244807206094265
5280,5.29,8360,4,-0.3903393,1.0,35135,3.426808007134241e-06,0.001,35032,0.11958236868182819
5290,5.24,8372,4,-0.38085456,1.0,35186,5.764104207628406e-06,0.001,35083,0.11101536005735398
5300,5.3,8386,4,-0.38226733,1.0,35242,4.192950018477859e-06,0.001,35138,0.11505716741085052
5310,5.28,8398,4,-0.3761139499999999,1.0,35292,8.899384965843637e-06,0.001,35187,0.10994142666459084
5320,5.27,8411,4,-0.37503894000000004,1.0,35346,2.962663666039589e-05,0.001,35241,0.1164111780623595
5330,5.22,8422,4,-0.37096839000000004,1.0,35394,7.300885135919088e-06,0.001,35290,0.10667635500431061
5340,5.2,8434,4,-0.36765013,1.0,35442,7.0498729201062815e-06,0.001,35338,0.11408080533146858
5350,5.16,8446,4,-0.3618601,1.0,35491,7.199693072834634e-06,0.001,35386,0.12071545794606209
5360,5.15,8459,4,-0.36084274000000005,1.0,35545,5.20122019527965e-06,0.001,35442,0.11442200094461441
5370,5.18,8473,4,-0.36620116,1.0,35604,4.6692743656725115e-06,0.001,35499,0.11623835439483325
5380,5.2,8485,4,-0.3644199599999999,1.0,35655,3.6701550622334858e-06,0.001,35551,0.11624889572461446
5390,5.16,8496,4,-0.3597287599999999,1.0,35702,4.206150947538845e-06,0.001,35598,0.11211587302386761
5400,5.14,8509,4,-0.36163953,1.0,35756,4.751270580527489e-06,0.001,35651,0.11522691883146763
5410,5.13,8521,4,-0.36271943000000006,1.0,35805,4.332680418883683e-06,0.001,35700,0.11027715057134628
5420,5.1,8533,4,-0.36130021000000007,1.0,35856,4.482453596210689e-06,0.001,35751,0.12094010859727859
5430,5.15,8546,4,-0.36523101999999996,1.0,35909,5.833441756900963e-06,0.001,35804,0.11634550740321477
5440,5.23,8559,4,-0.37025592999999996,1.0,35965,4.594260531121108e-06,0.001,35860,0.11495963111519814
5450,5.27,8572,4,-0.37543747000000005,1.0,36018,6.8289896262285765e-06,0.001,35914,0.11907084286212921
5460,5.22,8584,4,-0.37169680000000005,1.0,36067,3.987701893493067e-06,0.001,35964,0.11073826402425765
5470,5.15,8596,4,-0.36159200999999996,1.0,36119,4.208991792135445e-06,0.001,36016,0.11701614409685135
5480,5.19,8610,4,-0.36570553999999994,1.0,36174,3.6485666896624025e-06,0.001,36070,0.10960719486077626
5490,5.22,8622,4,-0.36932907,1.0,36224,3.738047780643683e-06,0.001,36121,0.10523124039173126
5500,5.25,8635,4,-0.37634866,1.0,36281,4.083014459865808e-06,0.001,36177,0.11643184100588162
5510,5.25,8647,4,-0.37290958,1.0,36330,5.806842182209948e-06,0.001,36225,0.10801966115832329
5520,5.26,8660,4,-0.37276188,1.0,36382,8.494170288031455e-06,0.001,36277,0.10924196988344193
5530,5.38,8675,4,-0.3839847,1.0,36447,3.82432930174608e-06,0.001,36342,0.10987051789249692
5540,5.35,8688,4,-0.38653220000000005,1.0,36500,5.900615042264689e-06,0.001,36396,0.11396769881248474
5550,5.35,8701,4,-0.3876242,1.0,36553,1.4359064721247705e-05,0.001,36449,0.11483429186046124
5560,5.35,8713,4,-0.38592285000000004,1.0,36602,5.339974961771077e-06,0.001,36498,0.10932033322751522
5570,5.41,8726,4,-0.39507682000000005,1.0,36660,9.987195502011067e-06,0.001,36554,0.11034583921233813
5580,5.43,8740,4,-0.40195124,1.0,36717,5.972905758729515e-06,0.001,36613,0.11408134301503499
5590,5.43,8752,4,-0.40605992999999996,1.0,36767,7.99481017565995e-06,0.001,36663,0.11379514634609222
5600,5.45,8766,4,-0.40255454,1.0,36826,3.857179503289185e-06,0.001,36721,0.10762102689061846
5610,5.53,8780,4,-0.41166796999999994,1.0,36883,2.9014703159191414e-06,0.001,36778,0.11176699250936509
5620,5.49,8792,4,-0.4035904,1.0,36931,5.7776811445364725e-06,0.001,36827,0.1130242258310318
5630,5.35,8804,4,-0.39576525,1.0,36982,6.377559657266829e-06,0.001,36878,0.12615209817886353
5640,5.36,8817,4,-0.39885176,1.0,37036,6.614283317200413e-06,0.001,36931,0.10807379086812337
5650,5.39,8830,4,-0.4063363,1.0,37092,7.676051609450951e-06,0.001,36988,0.108347633232673
5660,5.45,8844,4,-0.41877158999999997,1.0,37147,6.412296973697569e-06,0.001,37042,0.11664145564039548
5670,5.4,8856,4,-0.41048499,1.0,37200,1.3069787655695109e-05,0.001,37096,0.11434409022331238
5680,5.34,8869,4,-0.40344744,1.0,37251,3.727331583528818e-06,0.001,37146,0.1210371342798074
5690,5.31,8880,4,-0.3961143999999999,1.0,37298,6.65212777069731e-06,0.001,37194,0.1185919667283694
5700,5.24,8892,4,-0.3874978699999999,1.0,37350,5.950605509497109e-06,0.001,37245,0.11939032673835755
5710,5.18,8905,4,-0.38108038999999994,1.0,37401,6.788781502109487e-06,0.001,37298,0.10791000127792358
5720,5.24,8918,4,-0.39141357,1.0,37455,5.640029712594696e-06,0.001,37351,0.1142059030632178
5730,5.26,8930,4,-0.39249375999999997,1.0,37508,4.578830476020812e-06,0.001,37404,0.11586707979440689
5740,5.25,8943,4,-0.3906741500000001,1.0,37561,4.223544920023414e-06,0.001,37456,0.11502300351858138
5750,5.21,8955,4,-0.38468857,1.0,37613,6.887863037263742e-06,0.001,37509,0.11104183147350948
5760,5.14,8967,4,-0.37148226,1.0,37661,5.583849087997805e-06,0.001,37556,0.1158078745007515
5770,5.17,8980,4,-0.3793732999999999,1.0,37717,4.415368266563746e-06,0.001,37612,0.11527686715126037
5780,5.2,8993,4,-0.38355635,1.0,37771,4.544265342095362e-06,0.001,37666,0.11781027913093567
5790,5.23,9006,4,-0.3889706600000001,1.0,37821,3.622458734753309e-06,0.001,37717,0.11346717427174251
5800,5.24,9018,4,-0.39141174000000006,1.0,37874,5.238190586472531e-06,0.001,37769,0.11273209005594254
5810,5.26,9031,4,-0.3975185100000001,1.0,37927,5.492261607287219e-06,0.001,37824,0.11964929103851318
5820,5.23,9043,4,-0.3916368499999999,1.0,37978,1.0505511909286724e-05,0.001,37872,0.10950306802988052
5830,5.18,9055,4,-0.38517152999999993,1.0,38026,1.132101283474185e-05,0.001,37922,0.10678532719612122
5840,5.14,9067,4,-0.3804254900000001,1.0,38075,9.23044672163087e-06,0.001,37970,0.11313365399837494
5850,5.1,9078,4,-0.37501241,1.0,38123,8.657726425553847e-06,0.001,38019,0.10931043699383736
5860,5.17,9091,4,-0.38330585,1.0,38178,5.480371669364104e-06,0.001,38074,0.11364174634218216
5870,5.13,9104,4,-0.37941166000000004,1.0,38230,3.427114688747679e-06,0.001,38125,0.11032338738441468
5880,5.1,9116,4,-0.37431189000000004,1.0,38281,4.983094549970702e-06,0.001,38177,0.11366906911134719
5890,5.12,9129,4,-0.37547016000000005,1.0,38333,4.7008135360166695e-06,0.001,38228,0.11315341400248664
5900,5.12,9141,4,-0.37642521,1.0,38386,3.7500883536267793e-06,0.001,38283,0.10503585934638977
5910,5.12,9154,4,-0.37547661,1.0,38439,5.75413233150357e-06,0.001,38334,0.11201505269855261
5920,5.14,9167,4,-0.38136516,1.0,38492,4.733243940790999e-06,0.001,38389,0.11059735119342803
5930,5.15,9179,4,-0.38309308999999997,1.0,38541,9.120523714045703e-06,0.001,38437,0.11055719293653965
5940,5.14,9190,4,-0.37928577,1.0,38589,7.865141924412455e-06,0.001,38485,0.11470829546451569
5950,5.21,9203,4,-0.38620309999999997,1.0,38644,3.1853027394390664e-06,0.001,38539,0.10790364742279053
5960,5.21,9217,4,-0.39037094000000006,1.0,38699,5.434503767295003e-06,0.001,38595,0.11363498245676358
5970,5.17,9228,4,-0.38218001,1.0,38747,4.3354180547794385e-06,0.001,38643,0.11807151883840561
5980,5.18,9241,4,-0.38070164999999995,1.0,38799,5.575992872763891e-06,0.001,38694,0.1128417506814003
5990,5.22,9254,4,-0.38226612000000004,1.0,38855,9.252704027555106e-06,0.001,38751,0.10832844053705533
6000,5.2,9266,4,-0.3768501800000001,1.0,38906,4.3348177769075845e-06,0.001,38801,0.11843054145574569
6010,5.27,9281,4,-0.38253844000000004,1.0,38966,3.5725767702388113e-06,0.001,38861,0.11505782902240753
6020,5.32,9295,4,-0.38285289999999994,1.0,39024,5.631649491988355e-06,0.001,38916,0.11615129411220551
6030,5.36,9307,4,-0.3866326799999999,1.0,39077,3.886085005433415e-06,0.001,38972,0.12318428456783295
6040,5.41,9320,4,-0.39447145999999994,1.0,39130,2.8199470610464536e-06,0.001,39026,0.11470076938470204
6050,5.36,9332,4,-0.3857885,1.0,39180,3.5866020425601163e-06,0.001,39077,0.11389051377773285
6060,5.31,9344,4,-0.37572832000000006,1.0,39230,5.452601453725947e-06,0.001,39127,0.11949382126331329
6070,5.35,9357,4,-0.38253970000000004,1.0,39282,5.213827807892812e-06,0.001,39178,0.11101816445589066
6080,5.42,9371,4,-0.38721275,1.0,39341,3.410524095670553e-06,0.001,39237,0.11393011212348939
6090,5.34,9382,4,-0.3807176499999999,1.0,39389,5.274040404401603e-06,0.001,39284,0.11369111016392708
6100,5.36,9395,4,-0.38783157,1.0,39442,6.172602146155744e-06,0.001,39338,0.11264756446083386
6110,5.31,9408,4,-0.38565276,1.0,39497,4.5709802710310514e-06,0.001,39392,0.11477167904376984
6120,5.28,9421,4,-0.37930412999999985,1.0,39552,4.607266646416974e-06,0.001,39445,0.11767261475324631
6130,5.29,9434,4,-0.38052099,1.0,39606,5.534508090931922e-06,0.001,39501,0.11171109788119793
6140,5.3,9448,4,-0.38139994,1.0,39660,3.898274826497072e-06,0.001,39556,0.111587293446064
6150,5.32,9460,4,-0.38608544999999994,1.0,39712,1.0133334778098893e-05,0.001,39607,0.12118833760420482
6160,5.35,9473,4,-0.38467932999999993,1.0,39765,5.590898733013698e-06,0.001,39661,0.11987086633841197
6170,5.29,9484,4,-0.37943943999999996,1.0,39811,3.999380567165645e-06,0.001,39708,0.11059947311878204
6180,5.26,9497,4,-0.38364539000000003,1.0,39867,4.4057740524294784e-06,0.001,39763,0.11775306910276413
6190,5.29,9509,4,-0.38954839,1.0,39918,4.22210359829478e-06,0.001,39814,0.11675403118133545
6200,5.26,9522,4,-0.38349009,1.0,39968,7.661328330262526e-06,0.001,39865,0.10916108513871829
6210,5.25,9534,4,-0.38372214000000004,1.0,40022,7.213929999731287e-06,0.001,39918,0.11802050098776817
6220,5.22,9547,4,-0.38549305000000006,1.0,40074,3.00004840028123e-06,0.001,39969,0.10694307088851929
6230,5.17,9559,4,-0.37990780999999996,1.0,40123,5.286955418644841e-06,0.001,40020,0.11691579346855481
6240,5.14,9571,4,-0.37516694000000006,1.0,40174,5.787361624243204e-06,0.001,40071,0.1111486941576004
6250,5.1,9583,4,-0.36744018999999994,1.0,40222,4.196621603114181e-06,0.001,40117,0.11871816404163837
6260,5.1,9595,4,-0.37642101000000006,1.0,40275,6.273236825412217e-06,0.001,40171,0.11683107540011406
6270,5.12,9607,4,-0.3709947900000001,1.0,40323,5.78044256371868e-06,0.001,40219,0.1142928246408701
6280,5.11,9620,4,-0.37127213000000003,1.0,40378,6.50326849912138e-06,0.001,40274,0.11862108608086903
6290,5.12,9633,4,-0.37327089999999996,1.0,40430,5.826812230225187e-06,0.001,40325,0.10828012973070145
6300,5.14,9645,4,-0.37642344,1.0,40482,6.643747497037111e-06,0.001,40377,0.113454544916749
6310,5.09,9657,4,-0.36736716999999997,1.0,40531,1.0067644439004653e-05,0.001,40426,0.11419052630662918
6320,5.08,9669,4,-0.36325156,1.0,40582,4.969410686802196e-06,0.001,40478,0.12137495105465253
6330,5.1,9681,4,-0.36591687,1.0,40633,4.241432225171593e-06,0.001,40528,0.12019643783569336
6340,5.11,9694,4,-0.36703336999999997,1.0,40685,4.892377167683056e-06,0.001,40582,0.11015826587875684
6350,5.1,9705,4,-0.36871861,1.0,40732,7.434277392803779e-06,0.001,40629,0.11733365058898926
6360,5.13,9719,4,-0.37173959999999995,1.0,40788,1.0662809862489147e-05,0.001,40683,0.11510134381907326
6370,5.14,9730,4,-0.37686991,1.0,40837,1.5257856375683332e-05,0.001,40734,0.11446493615706761
6380,5.12,9743,4,-0.36716640999999994,1.0,40890,7.97939728727215e-06,0.001,40785,0.11106753796339035
6390,5.13,9756,4,-0.3688420600000001,1.0,40943,1.0907871637755306e-05,0.001,40840,0.11133003979921341
6400,5.14,9769,4,-0.36865952999999996,1.0,40996,8.643181899969932e-06,0.001,40891,0.1149388462305069
6410,5.19,9782,4,-0.37506930999999993,1.0,41050,5.201923499953409e-06,0.001,40946,0.12648200802505016
6420,5.16,9793,4,-0.37655754,1.0,41098,4.014461808310443e-06,0.001,40993,0.11830931343138218
6430,5.21,9807,4,-0.38083687,1.0,41154,4.7841136620263566e-06,0.001,41049,0.1151566356420517
6440,5.22,9819,4,-0.3858676599999999,1.0,41207,1.1606546286202501e-05,0.001,41102,0.11293494403362274
6450,5.27,9832,4,-0.39388434999999994,1.0,41259,8.838741268846207e-06,0.001,41155,0.12299328297376633
6460,5.27,9845,4,-0.3915721200000001,1.0,41315,3.684296734718373e-06,0.001,41211,0.11261235922574997
6470,5.29,9858,4,-0.39643517,1.0,41366,3.8529946474833805e-06,0.001,41263,0.11731428280472755
6480,5.3,9871,4,-0.40785574999999996,1.0,41420,6.452309927832782e-06,0.001,41315,0.11914368097980817
6490,5.33,9884,4,-0.40919885000000006,1.0,41476,5.893764046049909e-06,0.001,41372,0.11474446803331376
6500,5.35,9897,4,-0.41364072999999996,1.0,41531,4.5894161454877276e-06,0.001,41428,0.11255231251319249
6510,5.28,9909,4,-0.40769866,1.0,41578,3.9862021594672115e-06,0.001,41475,0.10948293469846249
6520,5.37,9922,4,-0.42147499000000005,1.0,41635,2.1238152214664296e-06,0.001,41530,0.10835296288132668
6530,5.31,9935,4,-0.41771854000000014,1.0,41685,3.89014140485718e-06,0.001,41582,0.11543017501632373
6540,5.32,9948,4,-0.413898,1.0,41739,3.7021117350377607e-06,0.001,41635,0.11358643025159836
6550,5.31,9960,4,-0.41009298,1.0,41790,4.322383801991236e-06,0.001,41685,0.1103312075138092
6560,5.31,9973,4,-0.41082184,1.0,41846,3.5227776227960326e-06,0.001,41741,0.1216522827744484
6570,5.32,9986,4,-0.41193346,1.0,41898,3.6089333548261493e-06,0.001,41794,0.11741943471133709
6580,5.3,9998,4,-0.40602421,1.0,41950,3.247692393415491e-06,0.001,41847,0.11609462946653366
6590,5.27,10011,4,-0.40406255,1.0,42003,6.52970235629861e-06,0.001,41898,0.11553992951909701
6600,5.23,10023,4,-0.39825679999999997,1.0,42054,2.5669639853731496e-06,0.001,41950,0.11682446002960205
6610,5.26,10035,4,-0.39823964999999995,1.0,42104,3.407823555789946e-06,0.001,42001,0.10940343389908473
6620,5.21,10048,4,-0.38382207,1.0,42156,1.0429932596404493e-05,0.001,42053,0.12144037708640099
6630,5.22,10060,4,-0.38426646,1.0,42207,4.004405582236359e-06,0.001,42102,0.10686775296926498
6640,5.21,10073,4,-0.38184429000000003,1.0,42260,4.096541753521403e-06,0.001,42156,0.11322415123383205
6650,5.25,10086,4,-0.3845512200000001,1.0,42315,9.500798796580057e-06,0.001,42210,0.11135730023185413
6660,5.16,10097,4,-0.37288683000000006,1.0,42362,1.1091360534010164e-05,0.001,42258,0.10677830688655376
6670,5.15,10110,4,-0.36654014999999995,1.0,42413,3.3124284982477547e-06,0.001,42308,0.11230012774467468
6680,5.15,10122,4,-0.36565871,1.0,42465,4.400498710310785e-06,0.001,42360,0.10700579918920994
6690,5.13,10134,4,-0.36162035,1.0,42516,5.325851437495051e-06,0.001,42411,0.10797254120310147
6700,5.16,10147,4,-0.35696960999999994,1.0,42570,3.372194532857975e-06,0.001,42466,0.11157545745372772
6710,5.2,10160,4,-0.36138943999999995,1.0,42624,5.035896037952625e-06,0.001,42520,0.11273755691945553
6720,5.19,10173,4,-0.36593354,1.0,42675,5.8427730209587025e-06,0.001,42570,0.11784321442246437
6730,5.22,10186,4,-0.36835214,1.0,42729,9.369919488173245e-06,0.001,42626,0.11376597945179258
6740,5.25,10199,4,-0.37649720000000003,1.0,42785,4.164037000009557e-06,0.001,42681,0.1121426448225975
6750,5.25,10212,4,-0.37800834,1.0,42840,7.319999497212848e-06,0.001,42734,0.11282753199338913
6760,5.32,10225,4,-0.38306172999999993,1.0,42894,2.396890931777307e-06,0.001,42789,0.11687204539775849
6770,5.32,10238,4,-0.38683876,1.0,42945,3.06651012730678e-06,0.001,42841,0.11743700255950291
6780,5.35,10251,4,-0.38975544,1.0,43000,5.7519017510847855e-06,0.001,42896,0.1212090328335762
6790,5.37,10264,4,-0.39567533,1.0,43053,3.43001102010021e-06,0.001,42949,0.11533748172223568
6800,5.39,10277,4,-0.4078368600000001,1.0,43109,4.455686507753853e-06,0.001,43003,0.11954381689429283
6810,5.43,10291,4,-0.41395578,1.0,43167,4.422782505268212e-06,0.001,43061,0.11517870922883351
6820,5.48,10304,4,-0.41377409,1.0,43223,3.4361839501192057e-06,0.001,43119,0.10815716659029324
6830,5.45,10317,4,-0.41015399,1.0,43274,7.065326258270943e-06,0.001,43170,0.11664622649550438
6840,5.44,10330,4,-0.40946315999999994,1.0,43329,7.880241431242515e-06,0.001,43224,0.12111137931545575
6850,5.42,10342,4,-0.40979351999999997,1.0,43382,4.6020351874176415e-06,0.001,43278,0.11421863436698913
6860,5.39,10355,4,-0.4106327500000001,1.0,43433,9.86791410468868e-06,0.001,43328,0.11695555299520492
6870,5.43,10368,4,-0.4149294400000001,1.0,43488,4.442116884699014e-06,0.001,43382,0.12149321660399437
6880,5.38,10380,4,-0.40715252999999996,1.0,43538,4.111782709514955e-06,0.001,43434,0.11601229757070541
6890,5.35,10392,4,-0.40187304999999995,1.0,43588,3.0747720529689104e-06,0.001,43483,0.11121246839563052
6900,5.3,10404,4,-0.39269251,1.0,43639,1.2468492286643595e-05,0.001,43535,0.11606517992913723
6910,5.31,10418,4,-0.39050540999999994,1.0,43698,6.32860799972453e-06,0.001,43594,0.11921021342277527
6920,5.3,10432,4,-0.39258150999999997,1.0,43753,8.976148440827577e-06,0.001,43648,0.11606502284606297
6930,5.3,10444,4,-0.39196473000000004,1.0,43804,6.273953829349921e-06,0.001,43700,0.127230953425169
6940,5.31,10457,4,-0.38665536,1.0,43860,3.711161184583034e-06,0.001,43754,0.11044307549794515
6950,5.32,10470,4,-0.38591654,1.0,43914,3.870162458952109e-06,0.001,43811,0.11311763773361842
6960,5.37,10484,4,-0.39225325,1.0,43970,3.664945249208055e-06,0.001,43867,0.11182770133018494
6970,5.37,10497,4,-0.39000033999999995,1.0,44025,3.2249960971360756e-06,0.001,43921,0.11343202988306682
6980,5.38,10509,4,-0.39272028,1.0,44076,2.502434066779339e-06,0.001,43971,0.11825542524456978
6990,5.4,10522,4,-0.39301332,1.0,44128,3.6697283197402917e-06,0.001,44023,0.11685380339622498
7000,5.41,10534,4,-0.39406531000000006,1.0,44180,3.160140295221936e-06,0.001,44077,0.11644402022163074
7010,5.34,10547,4,-0.39087644000000005,1.0,44232,4.752849046478029e-06,0.001,44127,0.11716527864336967
7020,5.32,10560,4,-0.38713725,1.0,44285,2.835060013239854e-06,0.001,44181,0.1132511019706726
7030,5.37,10573,4,-0.39295056,1.0,44341,2.390293707321689e-06,0.001,44236,0.11224491149187088
7040,5.32,10585,4,-0.39202956,1.0,44392,3.7978884392941836e-06,0.001,44287,0.11756755858659744
7050,5.31,10598,4,-0.39529693,1.0,44445,4.653488190342614e-06,0.001,44340,0.12471313898762067
7060,5.26,10610,4,-0.38599982,1.0,44496,4.5046782588542555e-06,0.001,44389,0.12005894631147385
7070,5.26,10624,4,-0.38753016999999995,1.0,44551,2.1893345660828345e-06,0.001,44446,0.1183907613158226
7080,5.29,10637,4,-0.3914973799999999,1.0,44605,2.8990034024900526e-06,0.001,44500,0.11855370700359344
7090,5.3,10649,4,-0.39136297,1.0,44658,4.555691930363537e-06,0.001,44553,0.11258404701948166
7100,5.33,10663,4,-0.39529989,1.0,44713,3.1528394970337104e-06,0.001,44609,0.11580544958511989
7110,5.32,10675,4,-0.38642891999999995,1.0,44764,4.465505071493681e-06,0.001,44660,0.11452813446521759
7120,5.35,10688,4,-0.38968190999999996,1.0,44820,7.871988509577932e-06,0.001,44715,0.11464024931192399
7130,5.31,10701,4,-0.38307407000000004,1.0,44872,3.945949856642983e-06,0.001,44768,0.12086580246686936
7140,5.34,10714,4,-0.38389196999999997,1.0,44926,3.12383799609961e-06,0.001,44821,0.11943090707063675
7150,5.34,10727,4,-0.37961198,1.0,44979,4.417773595832841e-06,0.001,44875,0.11546490589777629
7160,5.35,10739,4,-0.38105485,1.0,45031,3.274843265899108e-06,0.001,44928,0.12123323678970337
7170,5.33,10752,4,-0.38438871000000013,1.0,45084,3.2275277893252983e-06,0.001,44981,0.11508666723966599
7180,5.27,10763,4,-0.37889656000000005,1.0,45132,3.3790419896225408e-06,0.001,45028,0.11716091881195705
7190,5.26,10776,4,-0.37712759000000007,1.0,45184,4.071536477567861e-06,0.001,45080,0.11756563186645508
7200,5.24,10789,4,-0.37461569999999994,1.0,45237,5.343927644692788e-06,0.001,45133,0.1165764145553112
7210,5.24,10801,4,-0.38146931,1.0,45288,6.0511268202390054e-06,0.001,45185,0.11487051546573639
7220,5.26,10815,4,-0.38146061000000003,1.0,45346,8.145623610289476e-06,0.001,45242,0.11791351810097694
7230,5.3,10828,4,-0.38462582999999995,1.0,45402,4.549568226745275e-06,0.001,45298,0.12245047589143117
7240,5.29,10841,4,-0.37919162,1.0,45455,4.663001845983672e-06,0.001,45350,0.11370683908462524
7250,5.27,10853,4,-0.37714841999999993,1.0,45506,9.731652956664524e-06,0.001,45402,0.11680434520045917
7260,5.27,10866,4,-0.3767910199999999,1.0,45558,3.134323151243734e-06,0.001,45455,0.1086579163869222
7270,5.33,10880,4,-0.3752051199999999,1.0,45617,4.554897259367863e-06,0.001,45512,0.1137762874364853
7280,5.37,10892,4,-0.37780643999999997,1.0,45669,1.39772269903915e-05,0.001,45566,0.11709047257900237
7290,5.32,10904,4,-0.37479434,1.0,45716,5.87878262194863e-06,0.001,45613,0.12591203004121782
7300,5.31,10916,4,-0.37302816000000005,1.0,45768,4.2507405851210935e-06,0.001,45663,0.11577516198158264
7310,5.28,10928,4,-0.36808824,1.0,45816,4.526145119143621e-06,0.001,45711,0.11409701779484749
7320,5.24,10941,4,-0.36804407,1.0,45870,3.9059580558387095e-06,0.001,45765,0.11927725672721863
7330,5.19,10953,4,-0.36596663000000007,1.0,45921,6.8020715843886135e-06,0.001,45817,0.11781955659389495
7340,5.26,10968,4,-0.37599711999999996,1.0,45981,5.36793108949496e-06,0.001,45876,0.12055704593658448
7350,5.28,10980,4,-0.37876425,1.0,46034,3.1299567581299926e-06,0.001,45929,0.1123388171195984
7360,5.29,10993,4,-0.38266706999999994,1.0,46087,4.811395342585456e-06,0.001,45984,0.11299393884837627
7370,5.22,11006,4,-0.37794840999999996,1.0,46139,5.159315681642814e-06,0.001,46036,0.12029102196296056
7380,5.16,11017,4,-0.37021513999999994,1.0,46185,6.133236774985562e-06,0.001,46080,0.11458275467157364
7390,5.23,11030,4,-0.3797232,1.0,46239,3.6343196446371926e-06,0.001,46135,0.11099644005298615
7400,5.2,11041,4,-0.38082954,1.0,46288,4.066225244514499e-06,0.001,46184,0.1163162849843502
7410,5.17,11052,4,-0.37571679,1.0,46333,3.0732888376405754e-06,0.001,46228,0.12054979801177979
7420,5.18,11065,4,-0.3777985100000001,1.0,46388,3.0775688249680875e-06,0.001,46282,0.11520854756236076
7430,5.22,11079,4,-0.3863870000000001,1.0,46443,4.144444824305538e-06,0.001,46339,0.11635292917490006
7440,5.12,11091,4,-0.37476513999999994,1.0,46493,5.646172742975371e-06,0.001,46389,0.11703759804368019
7450,5.11,11103,4,-0.37518431,1.0,46545,2.3635381391310753e-06,0.001,46441,0.12143693988521893
7460,5.07,11115,4,-0.36705833000000004,1.0,46594,3.81497920898255e-06,0.001,46491,0.1238042451441288
7470,5.07,11127,4,-0.36451155999999996,1.0,46646,4.79671064113063e-06,0.001,46541,0.11109428852796555
7480,5.15,11140,4,-0.37366384,1.0,46700,2.840682327587274e-06,0.001,46597,0.1196375276361193
7490,5.14,11153,4,-0.37142227000000005,1.0,46753,2.536858744406345e-06,0.001,46648,0.11514335498213768
7500,5.18,11166,4,-0.37319453,1.0,46806,3.2201884891946975e-06,0.001,46701,0.11950227990746498
7510,5.25,11179,4,-0.38467368,1.0,46858,3.829084789686021e-06,0.001,46753,0.11400608718395233
7520,5.21,11191,4,-0.37972675,1.0,46909,8.746902381062682e-06,0.001,46805,0.1190938875079155
7530,5.22,11204,4,-0.37031868,1.0,46965,3.862184655645251e-06,0.001,46861,0.1137219462543726
7540,5.27,11217,4,-0.37824764,1.0,47020,6.943459197827906e-06,0.001,46914,0.12267217226326466
7550,5.25,11229,4,-0.37375136000000003,1.0,47070,3.908110875272541e-06,0.001,46966,0.12456281036138535
7560,5.2,11240,4,-0.3703577900000001,1.0,47114,7.1577542257728055e-06,0.001,47011,0.11421064138412476
7570,5.13,11251,4,-0.36469434999999994,1.0,47159,8.331507387993042e-06,0.001,47055,0.12705350667238235
